@relation data

@attribute id string
@attribute 8517 numeric
@attribute 4796 numeric
@attribute 5599 numeric
@attribute 1432 numeric
@attribute 8550 numeric
@attribute 6300 numeric
@attribute 7189 numeric
@attribute 1843 numeric
@attribute 6416 numeric
@attribute 7188 numeric
@attribute 7187 numeric
@attribute 7186 numeric
@attribute 64689 numeric
@attribute 9479 numeric
@attribute 5601 numeric
@attribute 5602 numeric
@attribute 5600 numeric
@attribute 5603 numeric
@attribute 5609 numeric
@attribute 23542 numeric
@attribute 23162 numeric
@attribute 6857 numeric
@attribute 5290 numeric
@attribute 5293 numeric
@attribute 5595 numeric
@attribute 4791 numeric
@attribute 4790 numeric
@attribute 4793 numeric
@attribute 5295 numeric
@attribute 4792 numeric
@attribute 4795 numeric
@attribute 5594 numeric
@attribute 4794 numeric
@attribute Class {Control,BRCACancer}

@data
A01,0.3441,0.062,1.4021,1.4426,1.4222,-0.1615,0.8106,3.2944,0.7285,1.0852,0.9273,0.2448,0.6679,-0.0126,1.121,-0.0344,-0.0276,0.9875,0.6035,-0.0463,0.6281,-0.1204,1.6169,1.3241,1.0783,1.1249,1.6889,0.878,1.4782,2.2235,0.2021,1.7309,0.7318,Control
A02,0.3329,0.0707,0.9672,1.1508,1.14,-0.0835,0.7424,2.328,0.4813,0.8174,0.6124,0.1827,0.5417,0.0183,0.983,0.0192,-0.0188,0.9234,0.523,-0.0434,0.464,-0.1322,1.3286,1.0956,1.0214,0.9052,1.279,0.7342,1.1561,2.0678,0.2158,1.6299,0.7612,Control
A03,0.358,0.0904,1.211,1.3711,1.3262,-0.0697,0.9056,3.3982,0.6279,0.8136,0.8788,0.2495,0.7418,-0.0143,1.1034,-0.0146,0.0192,0.9564,0.6958,-0.0261,0.5994,-0.1154,1.4291,1.2641,1.0584,1.0347,1.4481,1.0606,1.3011,2.7745,0.3287,1.8758,1.0354,Control
A04,0.3611,0.1637,0.9665,1.2559,1.1819,0.0483,0.7685,2.7427,0.5001,0.955,0.6794,0.2383,0.5745,0.1051,1.064,-0.0052,0.1305,1.0754,0.6518,0.0434,0.5572,-0.1015,1.383,1.2342,1.0435,1.005,1.4307,0.8456,1.4673,2.2888,0.208,1.7145,0.7014,Control
A05,0.5943,0.1929,1.1192,1.5137,1.3004,0.0263,0.825,3.1081,0.5851,0.8174,0.7901,0.2226,0.7887,0.0375,1.1345,-0.0161,0.0999,0.9611,0.7144,0.0382,0.6381,-0.084,1.5208,1.3448,1.1978,1.0961,1.5153,1.0843,1.3057,2.4787,0.3331,1.9408,1.0229,Control
A06,0.3083,0.0577,1.1521,1.2007,1.2586,-0.1287,0.7493,3.8276,0.575,0.7087,0.6213,0.1497,0.6207,-0.0334,0.9999,-0.0265,-0.0898,0.8385,0.5537,-0.0986,0.5587,-0.1462,1.4163,1.2303,0.9874,0.8388,1.3528,0.8697,1.3466,2.4894,0.259,1.8446,0.6872,Control
A07,0.3113,0.1249,1.3691,1.592,1.395,-0.1294,0.9049,3.4449,0.7805,0.9385,0.9173,0.221,0.6265,-0.0377,1.0948,-0.0107,-0.077,0.9238,0.5012,-0.0638,0.5438,-0.1469,1.6368,1.2868,0.9702,0.9712,1.6808,0.8257,1.6128,1.9854,0.2884,1.882,0.9633,Control
A08,0.1506,0.0891,1.4969,1.6309,1.3891,-0.107,0.8033,2.7044,0.967,1.1655,1.0445,0.1806,0.5113,0.0362,1.2356,-0.0431,-0.0922,0.7799,0.4817,-0.0069,0.5407,-0.1244,1.8021,1.3083,0.9939,0.8538,1.8517,0.7227,1.7107,1.9135,0.2749,1.9122,0.7055,Control
A09,0.2373,0.0696,1.3676,1.435,1.3382,-0.0855,0.7418,2.9633,0.7254,0.8397,0.9676,0.2206,0.5697,-0.0493,0.9917,-0.0155,-0.0205,0.8347,0.5112,0.0085,0.4746,-0.1274,1.4941,1.2311,0.99,0.9703,1.6,0.808,1.5301,2.2018,0.2815,1.8315,0.7151,Control
A10,0.38,0.1341,1.2269,1.7367,1.2782,0.0165,0.9223,3.6388,0.8418,0.9309,0.9314,0.2134,0.6052,-0.0017,1.1887,-6e-04,-0.0018,0.996,0.5635,-0.0059,0.5589,-0.1128,1.743,1.2585,0.9237,0.958,1.6339,0.8096,1.6455,2.1342,0.1869,1.9225,0.8624,Control
A11,0.3096,0.0932,1.1557,1.1233,1.2299,-0.113,0.7483,2.876,0.6083,0.5978,0.7349,0.2149,0.3377,0.062,0.8994,-0.0066,-0.0624,0.7966,0.4688,-0.0758,0.3967,-0.0689,1.2242,0.9645,0.9765,0.7828,1.1125,0.6536,1.2045,2.0686,0.0542,1.8048,0.5674,Control
A12,0.1044,-0.0803,0.6947,0.8493,0.8944,-0.2273,0.4091,2.4147,0.2659,0.5586,0.3933,0.0179,0.3835,0.0397,0.889,0.0022,-0.2465,0.6695,0.2095,-0.1634,0.2735,-0.152,0.9277,0.7457,0.6537,0.5338,1.0664,0.4964,0.9724,1.6783,0.3454,1.2884,0.5545,Control
B01,0.0057,-0.1945,1.4678,1.2183,1.3503,-0.406,0.6996,2.7441,0.5919,0.9604,0.8377,-0.0292,0.547,-0.1363,1.0989,-0.0215,-0.3463,0.703,0.2865,-0.2198,0.4162,-0.1572,1.4936,1.0602,0.7649,0.7368,1.5141,0.5264,1.579,2.5522,0.1789,1.5393,0.7655,Control
B02,0.3553,0.1101,1.2677,1.3113,1.3833,-0.0206,0.8729,3.7459,0.5649,0.8915,0.7451,0.2439,0.6765,-0.0497,1.2179,-0.0218,0.0037,1.0242,0.6416,-0.0393,0.6404,-0.1037,1.4558,1.3465,1.0793,1.1,1.4393,0.9941,1.7588,3.1122,0.299,1.7139,1.0352,Control
B03,0.1775,0.0113,1.2757,1.2964,1.3482,-0.1355,0.889,3.5534,0.6194,0.9496,0.8387,0.1441,0.6007,0.0046,1.1503,-0.034,-0.0909,0.914,0.497,-0.0441,0.5661,-0.1384,1.5497,1.119,0.9322,0.8867,1.4807,0.7242,1.9606,2.6831,0.158,1.7231,0.9022,BRCACancer
B04,0.0921,-0.0142,1.1452,1.5574,1.2715,-0.0923,0.7544,1.9244,0.7505,1.0479,1.0005,0.184,0.412,0.037,1.1443,-0.0073,-0.0903,0.8283,0.4032,-0.0649,0.5755,-0.1416,1.609,1.2478,0.7103,0.6674,1.6477,0.6067,1.5843,1.6768,0.3061,1.892,0.6419,BRCACancer
B05,0.033,-0.035,1.0222,1.0531,1.1713,-0.1604,0.7887,3.4779,0.52,0.7656,0.6735,0.1159,0.4753,0.0358,0.9502,0.0088,-0.1129,0.6254,0.4422,-0.1027,0.4713,-0.1608,1.1758,0.9807,0.8091,0.7361,1.2639,0.849,1.6637,2.6534,0.2991,1.7712,0.837,BRCACancer
B06,-0.1417,-0.248,0.9729,1.0091,1.013,-0.4228,0.5568,1.8186,0.4002,0.7317,0.43,-0.169,0.4118,-0.157,0.8584,0.0728,-0.3907,0.4015,0.1049,-0.3031,0.2858,-0.1637,1.137,0.7105,0.5053,0.4539,1.2056,0.2939,1.3797,1.5007,0.0425,1.2783,0.5082,BRCACancer
B07,0.215,0.0532,1.4186,1.4636,1.449,-0.1399,0.8359,2.3202,0.6667,1.0633,0.8218,0.2551,0.6442,0.0375,1.2765,-0.0018,0.0257,1.0787,0.5956,-0.0213,0.6532,-0.1154,1.5902,1.3477,1.0321,0.9613,1.4768,0.8338,1.5748,2.1568,0.2493,1.792,0.8568,BRCACancer
B08,0.392,0.1333,1.0803,1.2368,1.2653,0.0247,0.7919,2.398,0.4788,0.6291,0.6671,0.218,0.5582,0.053,0.9295,0.0215,0.1273,0.8112,0.5798,0.0064,0.5345,-0.0581,1.3514,1.0552,1.0572,0.907,1.2024,0.8673,1.132,1.9468,0.2916,1.6981,0.693,Control
B09,0.1039,0.0034,1.0942,1.3351,1.2698,-0.1495,0.6653,2.3585,0.8406,0.8636,0.9642,0.1315,0.4514,-0.0816,0.8686,-0.0231,-0.0968,0.6791,0.4622,-0.0931,0.5683,-0.1725,1.4071,1.0407,0.6103,0.7197,1.3963,0.6436,1.491,2.012,0.1441,1.8255,0.5499,Control
B10,0.1701,-0.0603,0.9202,1.3763,1.0344,-0.1359,0.6547,2.7291,0.5586,0.7694,0.686,0.0985,0.4105,-0.0166,0.9729,-0.0554,-0.0692,0.7544,0.3403,-0.0119,0.3519,-0.1577,1.4557,1.0392,0.6316,0.59,1.488,0.5045,1.4619,1.5794,0.1379,1.7394,0.5039,Control
B11,0.1673,0.0397,0.9405,1.35,1.1908,-0.042,0.69,2.7912,0.5536,0.6543,0.7046,0.1268,0.4813,0.0099,0.96,0.015,-0.0522,0.6434,0.376,-0.0374,0.4675,-0.1367,1.4217,1.0564,0.9134,0.8401,1.3382,0.825,1.24,1.9276,0.3066,1.6375,0.9477,Control
B12,0.0214,-0.0296,0.7469,1.113,0.861,-0.0933,0.5564,1.9763,0.4809,0.7095,0.8468,0.1258,0.307,0.0071,0.6759,-0.0057,-0.1087,0.4891,0.2893,-0.0341,0.4839,-0.1148,1.1501,0.9981,0.4982,0.6012,1.2842,0.3406,1.1456,1.5991,0.1385,1.4211,0.4479,Control
C01,0.3961,0.046,1.167,1.4476,1.2974,-0.1073,0.8126,2.641,0.6277,0.7739,0.9541,0.229,0.7312,-0.0578,0.9902,0.0114,-0.0058,0.9055,0.6366,-0.0314,0.7636,-0.137,1.3664,1.3215,1.0379,1.1118,1.4466,1.0392,1.2568,1.9287,0.3174,1.903,0.9253,BRCACancer
C02,0.4638,0.1745,0.9944,1.1796,1.1704,-0.0187,0.7302,2.5574,0.4751,0.8808,0.608,0.2922,0.7126,0.0308,1.0013,0.0668,0.1277,1.0455,0.6791,0.005,0.6677,-0.1228,1.4157,1.3841,1.072,1.0656,1.3945,1.0675,1.2932,2.0466,0.2517,1.6208,0.8375,BRCACancer
C03,0.5578,0.1894,1.2159,1.3531,1.304,-0.0448,0.9752,2.5052,0.6092,0.8352,0.7387,0.3394,0.8186,-0.0564,1.0868,0.0173,0.1151,1.2029,0.8146,-0.0561,0.8685,-0.1346,1.5104,1.4812,1.1353,1.2288,1.3917,1.2166,1.2173,2.1791,0.3687,1.816,1.0284,BRCACancer
C04,0.3576,0.1244,0.6903,0.6519,0.896,0.1398,0.572,2.8917,0.4237,0.3916,0.4625,0.1785,0.2827,0.135,0.6028,0.0094,0.1095,0.5427,0.518,0.0664,0.569,-0.1265,0.7955,0.8543,0.963,0.7735,0.9029,0.7129,0.7671,2.1606,0.1782,1.4351,0.5015,Control
C05,0.1361,0.0967,0.6604,0.7781,0.7956,0,0.7609,2.4717,0.3626,0.3989,0.4019,0.2137,0.3394,0.1049,0.6798,-0.0011,0.0748,0.5979,0.4643,0.0428,0.4413,-0.1096,0.937,1.0445,0.8555,0.7221,1.0868,0.7123,0.8638,1.6711,0.0106,1.4746,0.5534,BRCACancer
C06,0.0047,-0.0643,0.113,0.2166,0.4595,-0.1069,0.1881,0.95,0.0703,0.2097,0.2712,0.052,0.2157,0.0388,0.1852,-0.0352,-0.0863,0.3615,0.1938,0.0109,0.2279,-0.1295,0.2206,0.2789,0.3,0.3409,0.4197,0.455,0.3392,0.8758,-0.0565,0.6234,0.2223,Control
