@relation data

@attribute id string
@attribute 1022 numeric
@attribute 10629 numeric
@attribute 11036 numeric
@attribute 129685 numeric
@attribute 138474 numeric
@attribute 2068 numeric
@attribute 2071 numeric
@attribute 27097 numeric
@attribute 2957 numeric
@attribute 2958 numeric
@attribute 2959 numeric
@attribute 2960 numeric
@attribute 2961 numeric
@attribute 2962 numeric
@attribute 2963 numeric
@attribute 2965 numeric
@attribute 2967 numeric
@attribute 2968 numeric
@attribute 2969 numeric
@attribute 387332 numeric
@attribute 391767 numeric
@attribute 404672 numeric
@attribute 4331 numeric
@attribute 51616 numeric
@attribute 54457 numeric
@attribute 6872 numeric
@attribute 6873 numeric
@attribute 6874 numeric
@attribute 6875 numeric
@attribute 6877 numeric
@attribute 6878 numeric
@attribute 6879 numeric
@attribute 6880 numeric
@attribute 6881 numeric
@attribute 6882 numeric
@attribute 6883 numeric
@attribute 6884 numeric
@attribute 6908 numeric
@attribute 8148 numeric
@attribute 83860 numeric
@attribute 902 numeric
@attribute 9519 numeric
@attribute 9569 numeric
@attribute Class {Control,BRCACancer}

@data
A01,0.5741,0.5124,-0.1452,0.8898,0.0575,0.3536,0.9639,0.7525,1.4785,0.7634,1.4776,0.4251,0.9486,0.9239,0.4304,0.9361,1.2507,0.3109,0.946,-0.0088,-0.0849,0.2878,0.3161,1.3266,-0.0839,0.657,1.4504,0.4882,0.5426,0.7349,0.6317,2.7864,0.8435,1.801,1.3272,0.8504,1.7586,1.2445,1.693,0.5675,1.626,1.2092,0.0636,Control
A02,0.3587,0.2895,-0.0148,0.7031,0.0188,0.2581,0.7176,0.7193,1.2231,0.3841,1.3553,0.4821,0.6165,0.7645,0.2268,0.5947,0.9149,0.1316,0.7569,-0.0407,0.1118,0.3677,0.1346,1.033,-0.1694,0.4242,1.1705,0.4496,0.2389,0.509,0.552,2.9411,0.759,1.7814,0.9396,0.728,1.6085,1.0213,1.3455,0.336,1.2003,0.9085,0.136,Control
A03,0.5493,0.3863,0.0274,0.8404,-0.029,0.3958,0.9385,0.8124,1.3163,0.6239,1.407,0.4997,1.0169,0.9173,0.3748,0.7758,1.0688,0.235,0.8178,0.0426,0.0783,0.3008,0.2105,1.1423,-0.0943,0.5612,1.3953,0.5518,0.2431,0.7435,0.6682,2.5408,0.7247,1.8681,1.0777,0.812,1.7348,1.1671,1.4881,0.4577,1.5333,1.0351,0.1586,Control
A04,0.5533,0.2742,0.0788,0.753,0.038,0.3302,0.7658,0.7386,1.2641,0.5114,1.4466,0.449,0.7179,0.8758,0.2631,0.5436,0.8439,0.2444,0.8447,0.0565,-0.0548,0.2491,0.1798,1.1504,-0.0955,0.442,1.1469,0.5054,0.3165,0.4965,0.6737,2.9277,0.9133,1.9008,1.0051,0.7728,1.2771,1.1535,1.3606,0.3616,1.4337,1.0379,0.1251,Control
A05,0.5475,0.5047,-0.0286,0.8815,0.1097,0.4459,0.8599,0.7279,1.3618,0.5297,1.5674,0.4793,0.8824,1.0592,0.3658,0.6282,1.0253,0.3158,0.8781,-0.0059,-0.0367,0.5256,0.1989,1.1287,-0.1242,0.5178,1.3345,0.5402,0.3517,0.6834,0.7085,2.7501,0.8351,2.1193,1.0797,0.8923,1.6418,1.2012,1.5802,0.4342,1.4419,1.0839,0.1076,Control
A06,0.4938,0.3563,0.0766,0.798,0.0288,0.301,0.7976,0.7754,1.2931,0.5129,1.4497,0.4332,0.7945,0.9599,0.2454,0.6772,1.0165,0.2892,0.7542,-0.0835,-0.1071,0.4829,0.1536,1.003,-0.1172,0.5745,1.2683,0.4526,0.3552,0.5183,0.5511,2.6295,0.7605,1.7476,1.0167,0.7948,1.7111,1.1019,1.4501,0.4079,1.421,0.9001,0.0529,Control
A07,0.5297,0.3315,-0.0059,0.8039,-0.0306,0.3376,0.8856,0.7788,1.4086,0.6028,1.4654,0.5449,0.9616,0.9639,0.4286,0.8017,1.0785,0.2985,0.8173,-0.0539,-0.0762,0.2714,0.3843,1.0872,-0.1672,0.5942,1.3737,0.4591,0.3535,0.6772,0.5573,2.6294,0.7744,1.7532,1.1988,0.8441,1.8998,1.1302,1.6667,0.6267,1.7099,1.0898,0.0996,Control
A08,0.5947,0.254,-0.1504,0.7808,-0.0132,0.2761,0.9227,0.8508,1.2918,0.5747,1.4568,0.4575,1.1074,0.7215,0.4778,0.7686,0.9915,0.1543,0.9483,-0.023,0.1216,0.2769,0.5743,1.0474,-0.1577,0.6749,1.5015,0.5294,0.5251,0.5153,0.6109,2.6367,0.7779,1.5757,1.2859,0.7121,1.3116,1.1619,1.5436,0.7687,1.8094,1.055,0.0982,Control
A09,0.5279,0.3386,-0.0698,0.6736,0.0609,0.2396,0.8179,0.7112,1.3205,0.462,1.2915,0.4096,0.9433,0.9838,0.4178,0.634,1.139,0.1649,0.7739,-0.0639,0.0264,0.354,0.3797,1.1383,-0.1494,0.5755,1.3391,0.4483,0.3718,0.5698,0.4998,2.6437,0.6516,1.7644,1.0087,0.6814,1.495,1.0669,1.5542,0.5811,1.6033,0.9202,0.1217,Control
A10,0.6165,0.2563,-0.0175,0.7767,0.0381,0.331,0.9627,0.761,1.3235,0.6225,1.5347,0.5377,0.9281,0.8506,0.4091,0.6367,0.9752,0.1928,0.8749,-0.0217,0.0652,0.4306,0.3731,1.1297,-0.1094,0.6153,1.424,0.4917,0.238,0.6603,0.5249,2.8183,0.637,1.8588,1.2045,0.8478,1.6391,1.1655,1.4393,0.6273,1.8899,1.1383,0.095,Control
