@relation data

@attribute id string
@attribute 10092 numeric
@attribute 10093 numeric
@attribute 10094 numeric
@attribute 10095 numeric
@attribute 10096 numeric
@attribute 10097 numeric
@attribute 10109 numeric
@attribute 10152 numeric
@attribute 10163 numeric
@attribute 10552 numeric
@attribute 10787 numeric
@attribute 10810 numeric
@attribute 4690 numeric
@attribute 4914 numeric
@attribute 5688 numeric
@attribute 58 numeric
@attribute 5879 numeric
@attribute 8544 numeric
@attribute 8936 numeric
@attribute 8976 numeric
@attribute Class {Control,BRCACancer}

@data
Utah__A01,1.4717,1.6504,0.6397,1.9263,2.1364,2.0281,2.1738,0.6545,0.6655,0.7232,0.5086,0.1181,0.8678,0.0962,1.2265,0.6101,0.6432,-0.0956,0.0773,0.6362,Control
Utah__A02,1.5803,1.5919,0.3777,1.8653,1.9585,1.9268,2.2336,0.508,0.4818,0.6253,0.4742,0.0833,0.72,0.2225,1.1423,0.6684,0.4992,-0.0813,0.095,0.5001,Control
Utah__A03,1.5533,1.7867,0.6083,2.0525,2.1744,2.1551,2.3707,0.494,0.6963,0.7262,0.3925,0.0413,0.8528,0.1879,1.302,0.719,0.7305,-0.0489,0.1956,0.5541,Control
Utah__A04,1.6651,1.8195,0.4035,2.2227,2.1033,2.0103,2.2794,0.5565,0.5122,0.6318,0.4676,0.1066,0.7575,0.1389,1.1339,0.8244,0.4506,-0.035,0.1262,0.4592,Control
Utah__A05,1.6494,1.9534,0.6119,2.3926,2.2226,2.0413,2.3231,0.6397,0.6394,0.688,0.7002,0.2624,0.8303,0.0988,1.2451,0.9339,0.6788,-0.014,0.2334,0.5894,Control
Utah__A06,1.4717,1.6538,0.4291,2.0897,1.9474,2.012,2.0685,0.5473,0.566,0.6049,0.3911,0.0069,0.6689,0.1011,1.2104,0.7059,0.5315,-0.0503,0.1203,0.5198,Control
Utah__A07,1.6079,1.7637,0.6221,2.0774,2.2554,2.2577,2.2292,0.614,0.8548,0.7087,0.447,0.0608,0.9217,0.1623,1.2423,0.6623,0.7067,-0.111,0.1818,0.7881,Control
Utah__A08,1.413,1.5973,0.5435,1.8261,2.4207,2.2716,2.3646,0.6986,1.0137,0.6892,0.3165,-0.0764,0.9628,0.0849,1.0201,0.5704,0.7992,-0.0862,0.0596,0.9049,Control
Utah__A09,1.4841,1.6194,0.4378,1.9497,2.2466,2.0828,2.1729,0.541,0.6569,0.5863,0.3751,0.116,0.8164,0.1777,1.1143,0.6497,0.5778,-0.0833,0.071,0.7061,Control
Utah__A10,1.6286,1.894,0.5441,2.1573,2.3997,2.2552,2.4582,0.6734,0.8154,0.6454,0.6548,0.1957,0.9276,0.1032,1.1347,0.6784,0.709,-0.05,0.1766,0.7633,Control
Utah__A11,1.1605,1.2831,0.3335,1.6919,1.8297,1.8966,1.7301,0.4391,0.4612,0.4247,0.2319,0.0042,0.6509,0.0488,1.0666,0.603,0.4206,-0.1112,0.0079,0.4878,Control
Utah__A12,1.0692,1.2621,0.0199,1.704,1.7225,1.4998,1.7916,0.5309,0.3094,0.5352,0.3843,-0.013,0.6443,0.2491,0.7413,0.4426,0.307,-0.0503,0.0253,0.2385,Control
Utah__B01,1.3265,1.5558,0.6676,1.5259,1.9794,2.0564,2.1624,0.5594,0.5303,0.6736,0.2848,0.0268,0.7973,0.1293,1.1569,0.1901,0.7761,-0.0957,0.009,0.6144,Control
Utah__B02,1.6299,1.9978,0.7834,2.1168,2.0561,2.1981,2.531,0.5967,0.4659,0.7954,0.3565,0.0471,0.8904,0.1495,1.3208,0.7256,0.6982,-0.0403,0.0462,0.5783,Control
Utah__B03,1.5888,1.8594,0.5304,1.8399,2.1575,2.2438,2.3418,0.5529,0.5392,0.7476,0.1761,-0.1245,0.876,0.1138,1.2532,0.5791,0.7721,-0.0249,0.0441,0.6149,BRCACancer
Utah__B04,1.466,1.5864,0.6206,1.7992,2.4596,2.5395,2.4106,0.7686,1.2015,0.7921,0.5258,0.0375,0.9414,0.1396,0.8674,0.4707,0.8504,-0.1205,0.0756,0.871,BRCACancer
Utah__B05,1.4026,1.4938,0.4771,1.7815,1.9686,2.0884,2.2303,0.5139,0.5942,0.7375,0.3132,-0.0531,0.654,0.1809,1.1712,0.5392,0.4846,-0.1235,0.0365,0.4913,BRCACancer
Utah__B06,1.2904,1.2146,0.2719,1.4127,1.9293,1.862,1.9785,0.3987,0.4107,0.4268,0.2322,-0.1277,0.6232,0.0587,0.7587,0.0425,0.4988,-0.1353,-0.0909,0.4379,BRCACancer
Utah__B07,1.7653,1.9246,0.6604,2.0467,2.3177,2.3536,2.5699,0.6352,0.687,0.8389,0.4743,-0.0062,0.9644,0.1946,1.2426,0.7055,0.7269,-0.072,0.0737,0.6405,BRCACancer
Utah__B08,1.5532,1.5536,0.5802,2.1548,1.9306,1.834,2.1066,0.5604,0.408,0.532,0.5974,0.2881,0.6798,0.1142,1.2196,0.7661,0.4862,0.0022,0.1273,0.4553,Control
