@relation data

@attribute id string
@attribute 1036 numeric
@attribute 124975 numeric
@attribute 2571 numeric
@attribute 2572 numeric
@attribute 2678 numeric
@attribute 2686 numeric
@attribute 2687 numeric
@attribute 51380 numeric
@attribute 570 numeric
@attribute 84890 numeric
@attribute Class {Control,BRCACancer}

@data
A01,-0.0236,0.1091,-0.0736,-0.1295,-0.0255,0.4286,-0.021,1.1441,-0.0916,1.0272,Control
A02,-0.0893,0.0034,-0.0212,-0.1263,0.0048,0.128,0.1783,0.7164,-0.082,1.0559,Control
A03,-0.1157,0.1072,-0.0504,-0.1775,-0.0894,0.1104,0.115,0.9002,-0.1226,1.1021,Control
A04,-0.0822,0.1213,-0.054,-0.1253,-0.0638,0.213,0.195,0.6478,-0.0407,0.8982,Control
A05,-1e-04,-0.0053,-0.0632,-0.1339,0.0397,0.2441,0.1729,0.8446,-0.0359,1.1249,Control
A06,-0.161,-0.0429,-0.0374,-0.1086,-0.0328,0.1537,0.0269,0.8332,-0.0494,0.9743,Control
A07,-0.1381,0.0209,-0.0486,-0.1765,-0.0724,0.2243,0.0327,0.9274,-0.1307,1.0698,Control
A08,-0.2218,0.059,-0.0671,-0.1268,0.0039,0.3244,0.0024,0.9203,-0.0919,0.8046,Control
A09,-0.1162,0.0225,-0.0531,-0.1489,-0.0681,0.238,0.02,0.7804,-0.0474,0.9351,Control
A10,-0.0947,0.0326,-0.064,-0.1113,0.0172,0.2959,0.1459,0.7217,-0.0523,1.0397,Control
A11,-0.3446,0.1637,-0.0703,-0.1219,-0.1142,0.1449,0.0868,0.5989,-0.0868,1.0159,Control
A12,-0.0624,0.108,0.005,-0.1328,-0.1514,-0.0026,-0.1158,0.2873,-0.0221,0.4993,Control
B01,-0.2559,0.0095,-0.072,-0.1293,-0.1317,0.2762,-0.2227,1.1329,0.1587,0.6507,Control
B02,-0.131,0.0796,-0.0689,-0.1373,0.0384,0.4013,0.0463,1.1605,-9e-04,1.0191,Control
B03,-0.2065,0.0542,-0.0728,-0.0656,-0.0185,0.2623,0.0095,0.9923,0.0323,0.8573,BRCACancer
B04,-0.1645,0.0694,-0.0862,-0.1827,0.0129,0.161,0.0042,0.9368,-0.1693,0.6562,BRCACancer
B05,-0.1628,0.0602,-0.0138,-0.1958,-0.1017,0.1118,0.0108,0.7275,-0.1003,0.6175,BRCACancer
B06,-0.2706,0.0266,-0.0017,-0.0987,-0.1689,-0.0024,-0.285,0.8674,0.1756,0.4696,BRCACancer
B07,-0.1657,0.0209,-0.0397,-0.1208,-0.0328,0.4298,0.0275,1.297,-0.0622,0.9509,BRCACancer
B08,-0.1301,0.089,-0.0779,-0.0923,-0.0096,0.2064,0.1288,0.8354,-0.0072,1.118,Control
