@relation data

@attribute id string
@attribute 5436 numeric
@attribute 5437 numeric
@attribute 5434 numeric
@attribute 4331 numeric
@attribute 5435 numeric
@attribute 5438 numeric
@attribute 5439 numeric
@attribute 2071 numeric
@attribute 6874 numeric
@attribute 6872 numeric
@attribute 2068 numeric
@attribute 6908 numeric
@attribute 5440 numeric
@attribute 2957 numeric
@attribute 2959 numeric
@attribute 2958 numeric
@attribute 5441 numeric
@attribute 6882 numeric
@attribute 6883 numeric
@attribute 6884 numeric
@attribute 6880 numeric
@attribute 6881 numeric
@attribute 2965 numeric
@attribute 1022 numeric
@attribute 2963 numeric
@attribute 2962 numeric
@attribute 2961 numeric
@attribute 6875 numeric
@attribute 2960 numeric
@attribute 6878 numeric
@attribute 6877 numeric
@attribute 5431 numeric
@attribute 5430 numeric
@attribute 5433 numeric
@attribute 5432 numeric
@attribute 2968 numeric
@attribute 902 numeric
@attribute 2967 numeric
@attribute Class {Control,BRCACancer}

@data
A01,1.4354,1.1959,0.9817,0.3124,0.7223,0.2219,0.8808,0.9849,0.4841,0.6429,0.3669,1.2511,1.14,1.468,1.5094,0.7562,0.836,1.3417,0.8598,1.734,0.8683,1.8275,0.9641,0.5802,0.4001,0.9155,0.9552,0.5881,0.4283,0.6298,0.7619,2.0825,1.5522,0.8088,1.16,0.3275,1.6417,1.3044,Control
A02,1.1562,0.9626,0.8539,0.1154,0.3854,0.1063,0.7347,0.7292,0.4446,0.4072,0.2626,1.0281,0.9461,1.2066,1.3843,0.3735,0.7074,0.9482,0.7379,1.584,0.7829,1.8079,0.6071,0.3655,0.2157,0.7528,0.6177,0.2514,0.4873,0.5484,0.5249,2.0833,1.3891,0.6644,0.8994,0.1366,1.1906,0.9392,Control
A03,1.3708,1.0552,1.0277,0.1977,0.6997,0.1499,0.8758,0.9585,0.5491,0.5459,0.413,1.1738,1.1323,1.3019,1.4372,0.6154,0.7009,1.0884,0.8216,1.7102,0.7482,1.8946,0.7964,0.5555,0.3497,0.9088,1.0246,0.2561,0.5055,0.6671,0.771,2.055,1.5684,0.7828,1.1302,0.2466,1.5435,1.1066,Control
A04,1.2516,1.0876,0.9127,0.1644,0.5693,0.3144,0.9022,0.7792,0.5017,0.4253,0.3413,1.1602,1.143,1.2486,1.4777,0.502,0.799,1.0148,0.7825,1.2528,0.9389,1.9274,0.5536,0.5596,0.2486,0.8665,0.7208,0.3374,0.4531,0.6728,0.5117,2.1358,1.4578,0.6845,1.0701,0.2567,1.4379,0.8619,Control
A05,1.448,1.0842,1.1475,0.1852,0.7293,0.4329,0.9387,0.8769,0.5372,0.502,0.4677,1.2078,1.0415,1.3485,1.6013,0.5204,0.9498,1.0904,0.9016,1.6173,0.8598,2.146,0.6421,0.5538,0.3416,1.0537,0.888,0.3764,0.4844,0.7083,0.7079,2.1131,1.5719,0.771,1.0463,0.3328,1.4466,1.0592,Control
A06,1.3463,1.0566,0.9961,0.136,0.6284,0.2293,0.951,0.8123,0.4476,0.5593,0.3095,1.1087,1.0075,1.2782,1.4809,0.5035,0.8847,1.0265,0.8045,1.6865,0.7844,1.774,0.6933,0.5002,0.2325,0.9523,0.7986,0.3804,0.4367,0.5476,0.5346,2.013,1.45,0.6504,1.0496,0.3044,1.4245,1.0497,Control
A07,1.2636,1.0864,0.9622,0.3864,0.7287,0.1682,0.7372,0.9036,0.4543,0.5793,0.3495,1.1369,0.9531,1.3964,1.497,0.5942,0.6864,1.2114,0.8535,1.8752,0.7985,1.7797,0.8235,0.536,0.3985,0.9564,0.9684,0.3784,0.5523,0.5539,0.7013,2.1069,1.4774,0.8238,1.0936,0.3143,1.7306,1.117,Control
A08,1.1024,0.8803,0.6375,0.5927,0.5887,0.0336,0.8896,0.9421,0.5262,0.661,0.2823,1.1686,0.9223,1.2769,1.4881,0.5658,0.6422,1.2998,0.7221,1.2873,0.802,1.602,0.7888,0.6008,0.443,0.7089,1.1166,0.5687,0.4619,0.6086,0.5315,2.0036,1.5842,0.6566,0.9022,0.1607,1.8361,1.0224,Control
A09,1.3495,0.9737,0.8945,0.3814,0.5617,0.2329,0.9042,0.8333,0.4433,0.5604,0.2424,1.0737,0.8756,1.3062,1.3191,0.4522,0.6051,1.0183,0.6915,1.4705,0.6742,1.7908,0.6481,0.5342,0.3887,0.9767,0.9499,0.3987,0.4122,0.4951,0.5886,2.0307,1.4547,0.7091,0.9718,0.172,1.6176,1.183,Control
A10,1.3085,1.0401,0.9445,0.3743,0.65,0.3371,0.935,0.9836,0.4877,0.6006,0.3422,1.1722,1.0417,1.3093,1.5678,0.614,0.7454,1.2172,0.8572,1.6146,0.6595,1.8854,0.651,0.6226,0.3808,0.8408,0.9344,0.2504,0.5449,0.5207,0.6837,2.1681,1.5175,0.6642,0.9752,0.2017,1.9214,1.0047,Control
A11,1.2716,0.7226,0.8787,0.3321,0.6716,0.119,0.7384,0.5912,0.4419,0.4609,0.328,0.8312,0.8672,1.2166,1.0728,0.3812,0.7701,0.7421,0.5394,1.7056,0.5738,1.5518,0.5843,0.4857,0.2957,0.936,0.8935,0.2303,0.3467,0.3414,0.5341,1.7225,1.3667,0.4526,1.042,0.0898,1.1617,1.1051,Control
A12,1.1824,0.8087,0.6102,0.0425,0.5162,0.1324,0.9184,0.5299,0.2363,0.2949,0.2251,0.7572,0.9726,0.6793,1.2997,0.2116,0.5034,0.6778,0.5832,0.6885,0.6095,1.6897,0.3564,0.4064,0.0536,0.5138,0.5545,0.0675,0.3827,0.4264,0.1473,1.8362,0.7273,0.591,0.7768,0.0199,0.9335,0.471,Control
B01,1.2766,0.9092,0.4992,0.2817,0.546,-0.2973,0.7368,0.8416,0.2371,0.6317,0.0845,1.1677,1.0444,1.1884,1.3946,0.8234,0.3241,1.4487,0.6282,1.6845,1.1964,1.7338,0.7214,0.5145,0.3104,0.6075,0.8258,0.4294,0.3596,0.429,0.3826,1.9572,1.3113,0.6236,0.9645,0.0956,1.5871,1.0664,Control
