@relation data

@attribute id string
@attribute 4208 numeric
@attribute 5600 numeric
@attribute 9252 numeric
@attribute 1432 numeric
@attribute 4205 numeric
@attribute 2002 numeric
@attribute 9261 numeric
@attribute 1385 numeric
@attribute 6196 numeric
@attribute 6197 numeric
@attribute 466 numeric
@attribute 5516 numeric
@attribute 5515 numeric
@attribute 5528 numeric
@attribute 5518 numeric
@attribute 5595 numeric
@attribute 5519 numeric
@attribute 1849 numeric
@attribute 5598 numeric
@attribute 1848 numeric
@attribute 1845 numeric
@attribute 1846 numeric
@attribute 5594 numeric
@attribute 6195 numeric
@attribute Class {Control,BRCACancer}

@data
A01,0.9236,-0.0236,0.959,1.4449,1.0708,0.4506,0.9459,1.8356,0.1016,1.9037,1.4624,0.8892,1.7098,1.0884,1.3951,1.0952,1.0472,1.1608,0.5406,1.9656,1.1916,0.068,1.76,0.9079,Control
A02,0.6974,-0.0148,0.5224,1.1614,0.7174,0.2934,0.8406,1.527,0.1035,1.6531,1.2554,0.6903,1.5505,1.0223,1.195,1.0379,0.8042,1.1583,0.322,1.8597,1.1141,-0.0074,1.6579,0.9261,Control
A03,0.8021,0.0233,0.7076,1.3753,1.0447,0.364,1.1179,1.7022,0.114,1.847,1.265,0.9187,1.7523,1.1628,1.3815,1.0752,0.9485,1.429,0.5719,1.9701,1.4141,0.1676,1.9065,1.0247,Control
A04,0.9031,0.1349,0.5985,1.2634,0.7296,0.3909,0.9438,1.6873,0.1111,1.8121,1.2082,0.6057,1.7078,1.0777,1.4064,1.0602,0.6822,1.3674,0.4581,1.5365,1.1348,0.1562,1.7434,1.0075,Control
A05,0.9885,0.1042,0.7351,1.514,0.9808,0.4547,1.0178,1.7772,0.1037,1.8169,1.311,0.8883,1.7874,1.1295,1.5397,1.2157,0.8529,1.605,0.599,2.2759,1.603,0.1449,1.9721,1.116,Control
A06,0.8475,-0.086,0.6021,1.2099,0.8926,0.4061,1.009,1.6188,0.115,1.6695,1.2611,0.7009,1.5855,0.9649,1.375,1.0037,0.757,1.3186,0.4086,1.8366,1.2336,-0.1159,1.8749,0.9822,Control
A07,1.1251,-0.0731,0.8635,1.5901,1.2632,0.3002,1.0917,1.8387,0.1706,2.0157,1.4361,1.0068,1.762,1.0159,1.4216,0.9863,0.9246,1.3359,0.4761,2.1882,1.2492,-0.0115,1.9127,0.9873,Control
A08,1.0175,-0.0884,1.0676,1.6278,1.401,0.3245,1.041,1.919,0.1697,1.9639,1.2025,0.767,1.654,0.9696,1.2584,1.0102,1.0312,1.1227,0.3987,1.3207,0.8642,-0.1235,1.9432,0.8463,Control
A09,0.8946,-0.0165,0.8757,1.4374,1.1848,0.3747,1.0265,1.7005,0.1377,1.9382,1.3588,0.7961,1.6406,0.9724,1.3688,1.0062,0.9102,1.309,0.3762,1.5877,1.2362,0.0249,1.8616,0.8276,Control
A10,1.0239,0.0023,0.8235,1.7306,1.1913,0.3376,1.0756,1.9569,0.0595,1.8103,1.3015,0.7449,1.7064,0.9809,1.331,0.9394,0.9284,1.3031,0.4371,2.186,1.2967,0.0752,1.9537,0.9696,Control
A11,0.5913,-0.0585,0.6477,1.1347,0.9499,0.3242,0.8157,1.3699,0.038,1.7123,1.3266,0.8055,1.4043,0.8453,1.3121,0.9926,0.9195,0.7834,0.5001,1.3699,1.0401,-0.0731,1.8347,0.7333,Control
A12,0.4295,-0.243,0.2102,0.8684,0.4362,0.1578,0.7856,1.1942,0.1463,1.2381,0.9157,0.5922,1.3673,0.7982,0.7706,0.6672,0.4397,0.8229,0.0834,0.8883,0.6913,-0.1538,1.3126,0.6795,Control
B01,0.6746,-0.3431,0.7033,1.2269,1.0341,0.1905,1.0413,1.6304,0.1018,1.7189,1.1144,0.7636,1.712,0.8396,1.1077,0.7793,0.8732,0.6984,0.2353,0.9801,0.8262,-0.3263,1.5662,0.612,Control
B02,0.7065,0.0077,0.5372,1.3173,0.8514,0.411,1.0584,1.7362,0.1052,1.8131,1.2544,0.8265,1.9033,1.1069,1.4914,1.0963,0.8907,1.3395,0.5218,1.6422,1.2705,0.0306,1.7427,0.9432,Control
B03,0.7226,-0.0871,0.6291,1.3028,0.9814,0.334,1.0032,1.7208,0.0764,1.8013,1.241,0.7571,1.851,0.9659,1.3276,0.9479,0.8938,1.0486,0.3786,1.4624,1.0504,0.0291,1.7521,0.8727,BRCACancer
B04,1.0553,-0.0864,0.8367,1.5564,1.3459,0.2374,1.2161,1.7166,0.1473,1.8135,0.9513,0.5645,1.5588,0.8837,1.1193,0.7243,0.8647,0.9541,0.2317,1.2449,0.7792,-0.0689,1.9229,0.8714,BRCACancer
B05,0.6439,-0.1091,0.4121,1.0664,0.8048,0.2082,1.1653,1.3458,0.1611,1.6118,0.9948,0.7511,1.5265,0.828,1.0649,0.8239,0.6826,1.0017,0.418,1.03,0.6997,-0.0499,1.8007,0.7805,BRCACancer
B06,0.6866,-0.3876,0.3762,1.0237,0.7508,-0.0844,0.7586,1.4075,0.0032,1.4243,0.755,0.5844,1.4275,0.5578,0.725,0.5177,0.607,0.2036,0.075,1.1548,0.6795,-0.4671,1.3023,0.4444,BRCACancer
B07,0.8639,0.0298,0.6958,1.4653,1.0028,0.2864,1.0478,1.8107,0.0913,1.8565,1.3151,0.8625,1.8167,1.099,1.328,1.0487,1.0218,1.1637,0.45,1.6064,1.1282,0.0369,1.8217,0.9052,BRCACancer
