@relation data

@attribute id string
@attribute 3725 numeric
@attribute 5063 numeric
@attribute 5599 numeric
@attribute 58 numeric
@attribute 3084 numeric
@attribute 1956 numeric
@attribute 5913 numeric
@attribute 5062 numeric
@attribute 1128 numeric
@attribute 1605 numeric
@attribute 3909 numeric
@attribute 3908 numeric
@attribute 10298 numeric
@attribute 7402 numeric
@attribute 5829 numeric
@attribute 10718 numeric
@attribute 57144 numeric
@attribute 1756 numeric
@attribute 2017 numeric
@attribute 6714 numeric
@attribute 5747 numeric
@attribute 3672 numeric
@attribute 1134 numeric
@attribute 5058 numeric
@attribute 1855 numeric
@attribute 9815 numeric
@attribute 6667 numeric
@attribute 9542 numeric
@attribute 4593 numeric
@attribute 3688 numeric
@attribute 5595 numeric
@attribute 3910 numeric
@attribute 56924 numeric
@attribute 5879 numeric
@attribute 998 numeric
@attribute 5594 numeric
@attribute Class {Control,BRCACancer}

@data
A01,1.3192,-0.0567,1.4021,0.6101,-0.0176,-0.0786,0.0709,1.0217,-0.0945,0.4027,-0.0733,-0.0861,0.1998,1.3549,0.9824,-0.095,-0.1132,-0.1055,0.6186,0.3629,0.2618,0.1684,0.0193,1.1667,0.3595,1.5073,1.9863,-0.0028,-0.1137,2.4355,1.0783,-0.093,0.0219,0.6432,1.3608,1.7309,Control
A02,0.8029,-0.1299,0.9672,0.6684,0.0234,0.0036,0.0113,0.8893,-0.0756,0.3437,-0.0992,-0.041,0.2254,1.2036,0.7957,-0.0955,-0.1359,-0.1329,0.4946,0.3648,0.117,0.1934,0.1064,1.1756,0.3645,1.2784,1.9327,0.0507,-0.1731,2.1547,1.0214,-0.0377,0.0425,0.4992,1.0773,1.6299,Control
A03,1.2073,-0.1053,1.211,0.719,0.0478,-0.0126,0.0472,0.9957,0.0205,0.3991,-0.0926,-0.0528,0.2608,1.4166,1.0696,-0.1223,-0.2093,-0.1301,0.6032,0.5956,0.1482,0.1447,0.1234,1.4289,0.3705,1.4527,2.0414,0.0557,-0.1631,2.3137,1.0584,-0.0564,-0.0123,0.7305,1.3643,1.8758,Control
A04,1.3091,-0.0896,0.9665,0.8244,-0.008,-0.0237,0.1032,0.9699,-0.0453,0.3502,-0.0823,-0.0294,0.2645,1.3053,0.8875,-0.0857,-0.1294,-0.1017,0.592,0.3996,0.1496,0.1736,0.0142,1.0247,0.4707,1.2879,2.0225,0.0648,-0.1309,2.3772,1.0435,-0.0601,0.0169,0.4506,1.2398,1.7145,Control
A05,1.2428,-0.0787,1.1192,0.9339,0.0515,-0.0402,0.0303,1.0637,-0.0769,0.53,-0.0736,-0.041,0.278,1.3749,1.1601,-0.097,-0.1026,-0.07,0.8174,0.6218,0.2717,0.1386,0.011,1.3702,0.489,1.4757,2.2143,0.0477,-0.1269,2.205,1.1978,-0.0523,0.0096,0.6788,1.3013,1.9408,Control
A06,0.8136,-0.133,1.1521,0.7059,0.0551,-0.0106,-0.0762,0.8999,-0.017,0.3291,-0.0956,-0.0481,0.1687,1.2628,0.9242,-0.1272,-0.1796,-0.1281,0.5227,0.4104,0.1119,0.0491,0.1059,1.2955,0.3902,1.3638,2.0682,-0.0134,-0.1056,2.008,0.9874,-0.0633,-0.0014,0.5315,1.1447,1.8446,Control
A07,1.2402,-0.1179,1.3691,0.6623,0.0699,-0.0137,0.0365,1.0521,-0.1049,0.3756,-0.1126,-0.0314,0.2235,1.6055,0.9822,-0.1146,-0.1812,-0.1397,0.5609,0.3471,0.2084,0.1003,0.0787,1.3668,0.4336,1.5802,2.0132,0.0629,-0.1455,2.4902,0.9702,-0.0659,0.0243,0.7067,1.5858,1.882,Control
A08,0.8862,-0.0951,1.4969,0.5704,-0.015,-0.0387,0.0526,1.218,0.0325,0.2695,-0.0862,-0.0499,0.2217,1.8624,0.9706,-0.1046,-0.1362,-0.1235,0.3559,0.3367,0.2121,0.0515,0.0735,1.2078,0.3026,1.6072,1.7996,-0.0344,-0.157,2.3245,0.9939,-0.0769,0.018,0.7992,1.6994,1.9122,Control
A09,0.9959,-0.0792,1.3676,0.6497,0.0596,-0.0275,0.0648,0.9502,-0.0209,0.3212,-0.0934,-0.0497,0.2074,1.4327,0.8954,-0.1057,-0.1236,-0.1174,0.6546,0.4405,0.2016,0.0454,0.0992,1.2824,0.4221,1.4886,2.0365,0.0278,-0.1221,2.6012,0.99,-0.044,0.0198,0.5778,1.4239,1.8315,Control
A10,1.3751,-0.0718,1.2269,0.6784,0.0276,-0.0564,0.0403,1.0809,-0.0142,0.3419,-0.0863,-0.0468,0.2653,1.6876,1.0213,-0.0807,-0.1047,-0.0921,0.7033,0.4233,0.2453,0.1402,0.0239,1.3673,0.3399,1.5715,2.0056,-0.01,-0.1204,2.7505,0.9237,-0.0808,0.0105,0.709,1.6004,1.9225,Control
