@relation data

@attribute id string
@attribute 10380 numeric
@attribute 166012 numeric
@attribute 50515 numeric
@attribute 55501 numeric
@attribute 6783 numeric
@attribute 6799 numeric
@attribute 6817 numeric
@attribute 6820 numeric
@attribute 6821 numeric
@attribute 9060 numeric
@attribute 9061 numeric
@attribute Class {Control,BRCACancer}

@data
A01,0.738,-0.1264,0.8054,0.5906,-0.1043,0.0761,0.2181,-0.1051,0.2273,0.1124,0.9156,Control
A02,0.6518,-0.0674,0.404,0.5867,0.0058,0.1297,0.0873,-0.1143,0.1637,0.0537,0.7591,Control
A03,0.6245,-0.0164,0.7574,0.7431,-0.0395,0.0229,0.1572,-0.1883,0.3155,0.2418,0.9796,Control
A04,0.4823,0.1113,0.5669,0.5939,-0.0233,0.0447,0.1603,-0.0971,0.1906,0.0922,0.7799,Control
A05,0.7001,0.0145,0.7918,0.7435,0.0031,0.0647,0.2003,-0.094,0.2842,0.2164,1.0351,Control
A06,0.5587,-0.0863,0.602,0.5441,-0.0068,0.0293,0.1536,-0.1305,0.377,0.2543,0.7839,Control
A07,0.6747,0.0525,1.2294,0.6108,-0.0648,0.0539,0.2607,-0.1386,0.2894,0.2635,0.9359,Control
A08,0.6284,-0.1292,1.1976,0.5375,-0.1134,0.0194,0.2171,-0.2241,0.2314,0.2192,0.7402,Control
A09,0.5617,-0.0743,1.1529,0.5268,-0.0847,0.0637,0.199,-0.165,0.2998,0.254,0.9094,Control
A10,0.7591,-0.0725,1.2627,0.6583,-0.0127,0.0259,0.2113,-0.1545,0.2756,0.1049,0.9682,Control
A11,0.5347,-0.1871,0.977,0.3346,-0.0288,0.1387,0.0866,-0.155,0.2631,0.1706,0.6098,Control
A12,0.3536,-0.102,0.2472,0.3899,-0.0366,0.1223,0.2196,-0.184,0.1013,-0.0016,0.7433,Control
B01,0.473,-0.418,0.6761,0.3563,-0.2212,0.187,0.2664,-0.3633,0.2208,0.1823,0.6354,Control
B02,0.6861,-0.0075,0.4751,0.6621,-0.059,0.0935,0.2375,-0.1567,0.3049,0.1983,0.8242,Control
B03,0.5963,-0.2168,0.6142,0.4898,-0.0933,-0.0351,0.249,-0.164,0.3018,0.1345,0.8802,BRCACancer
B04,0.4203,-0.1929,1.4203,0.6948,-0.0257,0.0627,0.1934,-0.1355,0.2058,0.1941,0.739,BRCACancer
B05,0.4193,-0.0959,0.5794,0.5133,-0.0275,0.1437,0.1285,-0.2277,0.2069,0.3613,0.6687,BRCACancer
B06,0.2556,-0.3765,0.4928,0.3522,-0.1744,0.0095,-0.0922,-0.3676,0.0759,0.0062,0.6207,BRCACancer
B07,0.6177,-0.08,0.5841,0.7808,-0.0449,0.0412,0.3593,-0.1887,0.3399,0.0707,0.9311,BRCACancer
B08,0.5288,0.0376,0.4045,0.4993,-0.0299,0.1133,0.2714,-0.123,0.4273,0.1532,0.8866,Control
B09,0.138,-0.2372,1.4147,0.549,-0.1109,0.0443,0.0867,-0.15,0.0817,0.1517,0.5326,Control
