@relation data

@attribute id string
@attribute 54700 numeric
@attribute 5437 numeric
@attribute 4331 numeric
@attribute 9533 numeric
@attribute 2071 numeric
@attribute 51082 numeric
@attribute 2068 numeric
@attribute 2965 numeric
@attribute 1022 numeric
@attribute 7343 numeric
@attribute 25885 numeric
@attribute 5440 numeric
@attribute 84172 numeric
@attribute 9015 numeric
@attribute 9014 numeric
@attribute 9013 numeric
@attribute 2968 numeric
@attribute 902 numeric
@attribute 2967 numeric
@attribute Class {Control,BRCACancer}

@data
A01,1.6306,1.1959,0.3124,1.0044,0.9849,1.1085,0.3669,0.9641,0.5802,1.3116,0.8474,1.14,0.9238,0.8387,0.4989,0.7199,0.3275,1.6417,1.3044,Control
A02,1.4526,0.9626,0.1154,0.7118,0.7292,0.8666,0.2626,0.6071,0.3655,1.0477,0.6118,0.9461,0.6646,0.4784,0.4359,0.4875,0.1366,1.1906,0.9392,Control
A03,1.6151,1.0552,0.1977,0.868,0.9585,1.0766,0.413,0.7964,0.5555,1.1549,0.8415,1.1323,0.8007,0.5869,0.5667,0.64,0.2466,1.5435,1.1066,Control
A04,1.2659,1.0876,0.1644,0.8161,0.7792,1.0346,0.3413,0.5536,0.5596,1.2713,0.7331,1.143,0.7808,0.4826,0.3703,0.6035,0.2567,1.4379,0.8619,Control
A05,1.566,1.0842,0.1852,0.8791,0.8769,1.0762,0.4677,0.6421,0.5538,1.3062,0.8951,1.0415,0.8657,0.4701,0.5036,0.6592,0.3328,1.4466,1.0592,Control
A06,1.4288,1.0566,0.136,0.7892,0.8123,1.0664,0.3095,0.6933,0.5002,1.1332,0.6976,1.0075,0.7634,0.4847,0.3033,0.4891,0.3044,1.4245,1.0497,Control
A07,1.5721,1.0864,0.3864,1.0243,0.9036,1.1954,0.3495,0.8235,0.536,1.1419,0.793,0.9531,0.7599,0.7253,0.4645,0.563,0.3143,1.7306,1.117,Control
A08,1.4497,0.8803,0.5927,0.8241,0.9421,1.2048,0.2823,0.7888,0.6008,1.1233,0.8134,0.9223,0.7997,0.7898,0.6019,0.5766,0.1607,1.8361,1.0224,Control
A09,1.4059,0.9737,0.3814,0.7726,0.8333,1.0504,0.2424,0.6481,0.5342,1.2662,0.6455,0.8756,0.5719,0.5295,0.3827,0.5288,0.172,1.6176,1.183,Control
A10,1.4945,1.0401,0.3743,0.9178,0.9836,1.1741,0.3422,0.651,0.6226,1.1702,0.8118,1.0417,0.8222,0.7633,0.5887,0.528,0.2017,1.9214,1.0047,Control
A11,1.4569,0.7226,0.3321,0.6025,0.5912,0.8819,0.328,0.5843,0.4857,1.0538,0.5207,0.8672,0.3191,0.4885,0.3346,0.45,0.0898,1.1617,1.1051,Control
A12,0.8894,0.8087,0.0425,0.4776,0.5299,0.8586,0.2251,0.3564,0.4064,0.6209,0.3889,0.9726,0.1667,0.2423,0.2071,0.2076,0.0199,0.9335,0.471,Control
B01,1.4851,0.9092,0.2817,0.8672,0.8416,1.027,0.0845,0.7214,0.5145,1.0083,0.6362,1.0444,0.5048,0.5567,0.4781,0.3593,0.0956,1.5871,1.0664,Control
B02,1.6295,1.1503,0.181,0.9714,0.9875,1.137,0.4327,0.6942,0.5819,1.3128,0.7625,1.2293,0.6839,0.5085,0.4636,0.7517,0.2937,1.7122,1.2324,Control
B03,1.3876,1.0079,0.271,0.8429,0.9663,1.0234,0.2794,0.661,0.5173,1.1319,0.6996,1.2198,0.648,0.5367,0.5431,0.5746,0.2011,1.7017,1.0281,BRCACancer
B04,1.2546,0.8703,0.4884,0.615,0.8736,0.8712,0.1925,0.6193,0.499,0.8708,0.7908,0.6375,0.6394,0.5795,0.5538,0.5076,0.104,1.6148,0.5741,BRCACancer
B05,1.3304,0.9485,0.2033,0.5664,0.7381,0.9963,0.2578,0.4582,0.4024,0.893,0.6076,0.7017,0.4078,0.3664,0.2515,0.5048,0.0935,1.3459,0.648,BRCACancer
B06,1.1065,0.7325,0.1418,0.6606,0.7157,0.6414,-0.0805,0.522,0.3758,0.6171,0.365,0.5883,0.321,0.5094,0.3249,0.2864,-0.0319,1.1789,0.6333,BRCACancer
B07,1.6936,1.2583,0.2818,0.9007,1.0334,1.1116,0.3978,0.8358,0.6062,1.2003,0.7129,1.0091,0.7425,0.8389,0.6152,0.6868,0.2823,1.8064,1.1918,BRCACancer
B08,1.5144,1.0074,0.1851,0.7492,0.7139,1.0481,0.3988,0.6893,0.4136,1.1407,0.5098,0.8062,0.5907,0.5253,0.3368,0.5596,0.26,1.3434,1.0729,Control
B09,0.9426,0.5836,0.4253,0.5026,0.6439,0.8325,0.1343,0.5354,0.4157,0.9726,0.5853,0.7297,0.3763,0.315,0.2828,0.5917,-6e-04,1.3187,0.453,Control
B10,1.1457,0.8426,0.2671,0.5956,0.6694,0.7128,0.0709,0.4862,0.3786,0.8325,0.5931,0.713,0.5559,0.4505,0.3383,0.3107,0.0899,1.366,0.5227,Control
B11,1.1298,0.8503,0.2329,0.7518,0.6552,1.2291,0.3609,0.6326,0.3483,0.9844,0.5162,1.0614,0.4375,0.5131,0.3175,0.3944,0.1851,1.5162,0.6969,Control
B12,0.5802,0.6084,0.3217,0.2548,0.5742,0.5665,0.1008,0.4165,0.2577,0.5964,0.4951,0.3089,0.2603,0.3384,0.2767,0.4175,0.0375,1.0536,0.2854,Control
C01,1.3676,1.074,0.156,0.866,0.9715,1.0494,0.4589,0.7123,0.4887,1.1796,0.8405,0.8749,0.6722,0.5541,0.3897,0.8528,0.3131,1.5264,0.9963,BRCACancer
C02,1.3277,1.1712,0.1039,0.8517,0.971,0.8936,0.4737,0.5685,0.5224,1.2931,0.7454,1.0388,0.6743,0.6539,0.4103,0.8287,0.3363,1.4554,1.0334,BRCACancer
C03,1.3936,1.317,0.1633,0.9607,1.1428,0.9486,0.4962,0.7141,0.5433,1.3313,0.9049,1.0357,0.7773,0.5981,0.434,1.1383,0.3497,1.6244,0.8876,BRCACancer
C04,0.9354,0.7594,0.0884,0.3562,0.4972,0.6231,0.2085,0.315,0.2662,0.9487,0.319,0.6851,0.2547,0.2034,0.1481,0.5448,0.0635,0.7406,0.4955,Control
C05,1.0339,0.6499,0.0972,0.5336,0.5632,0.6436,0.2935,0.321,0.2679,0.8821,0.3833,0.581,0.4189,0.2874,0.1622,0.5785,0.1483,0.7021,0.4435,BRCACancer
C06,0.3678,0.2617,-0.0069,-0.0698,0.1084,0.0909,0.1383,0.0228,0.1924,0.4445,0.1004,0.2273,-0.1402,0.0177,-0.0654,0.1851,-0.2697,0.102,-0.1478,Control
C07,1.1487,0.8029,0.1001,0.5498,0.591,0.6037,0.2436,0.3875,0.3902,1.0513,0.5481,0.8413,0.4945,0.3504,0.1965,0.4857,0.1593,1.0167,0.5991,Control
C08,1.3758,0.9153,0.1714,0.722,0.7466,0.8977,0.4097,0.6133,0.441,1.2753,0.6138,0.8915,0.6275,0.4575,0.2331,0.6787,0.3147,1.1413,1.179,Control
C09,1.3415,0.9249,0.1101,0.6024,0.6562,0.6808,0.2865,0.3296,0.3766,0.9951,0.4833,0.7341,0.5167,0.3941,0.2243,0.5656,0.204,1.2118,0.5672,Control
C10,0.9777,0.8461,0.0933,0.845,0.8134,0.6612,0.2619,0.379,0.2963,0.9639,0.5339,0.8415,0.58,0.48,0.2208,0.5278,0.1936,1.0892,0.5353,BRCACancer
C11,1.25,0.9473,0.1839,0.7775,0.7705,0.8912,0.4236,0.5036,0.4677,1.3264,0.6169,0.874,0.6375,0.413,0.2127,0.8063,0.2271,1.1661,0.9363,Control
C12,0.8141,0.5586,0.0976,0.442,0.4293,0.4536,0.224,0.2754,0.2081,0.882,0.2829,0.591,0.1993,0.2412,0.0097,0.4621,0.0529,0.6529,0.2165,BRCACancer
D01,0.9424,0.9008,0.435,0.6124,0.7875,0.7866,0.3196,0.5278,0.3528,0.9343,0.6821,0.5165,0.5726,0.4504,0.2726,0.8412,0.2111,1.4767,0.3806,BRCACancer
D02,1.1577,0.9094,0.1866,0.6888,0.54,0.7522,0.3537,0.4119,0.3216,1.1036,0.5877,0.7776,0.5373,0.4562,0.1706,0.6235,0.0917,0.9121,0.7022,BRCACancer
D03,1.0228,0.7436,0.0492,0.5447,0.5426,0.624,0.2617,0.3589,0.3138,0.897,0.4889,0.5125,0.3982,0.2996,0.1716,0.5872,0.2488,0.9264,0.542,BRCACancer
D04,1.175,0.7633,0.0782,0.5979,0.5982,0.8533,0.378,0.3921,0.399,0.9433,0.5268,0.6637,0.4478,0.3574,0.2292,0.6694,0.0942,1.2043,0.7096,BRCACancer
D05,1.0736,0.9168,0.0793,0.5842,0.681,0.7265,0.3096,0.4122,0.4093,0.8841,0.6279,0.7116,0.4171,0.3976,0.2366,0.6837,0.186,1.079,0.6432,BRCACancer
D06,1.3611,1.0528,0.1385,0.7761,0.831,0.9912,0.4289,0.5623,0.4214,1.2202,0.7489,0.8937,0.7444,0.5699,0.3224,0.8787,0.3182,1.3283,0.9724,BRCACancer
D07,1.3034,0.9857,0.1607,0.6594,0.8141,0.8341,0.3686,0.4359,0.3781,1.2087,0.5478,0.8512,0.494,0.3083,0.2191,0.8106,0.2884,1.1907,0.8018,Control
D08,0.8856,0.561,0.0666,0.3882,0.5382,0.6238,0.2417,0.3309,0.3055,0.9014,0.3394,0.5924,0.2306,0.2861,0.1639,0.5143,0.2013,0.7992,0.5412,Control
D09,1.2335,0.9563,0.1248,0.697,0.753,0.7843,0.312,0.4129,0.4335,1.1434,0.4986,0.7957,0.4883,0.4841,0.2102,0.7611,0.1874,1.2377,0.7718,Control
D10,1.2107,0.6994,0.1754,0.6387,0.5152,1.167,0.3473,0.523,0.3235,1.0352,0.4055,0.6287,0.4403,0.294,0.0953,0.3507,0.0795,0.9212,0.6785,Control
