@relation data

@attribute id string
@attribute 6402 numeric
@attribute 3676 numeric
@attribute 7412 numeric
@attribute 3688 numeric
@attribute 3689 numeric
@attribute 5175 numeric
@attribute 3552 numeric
@attribute 3683 numeric
@attribute 947 numeric
@attribute 3383 numeric
@attribute 3576 numeric
@attribute Class {Control,BRCACancer}

@data
A01,2.5427,2.696,-0.0252,2.4273,2.2463,1.732,-0.0078,2.111,-0.0893,0.8029,2.1055,Control
A02,2.1919,2.4488,0.0164,2.1759,2.3816,1.7999,0.1551,2.2735,-0.0276,0.9718,0.5462,Control
A03,1.8963,2.7206,0.1946,2.3183,2.5068,1.9695,-0.0362,2.5078,-0.0521,1.1922,0.8951,Control
A04,2.2875,2.7136,-0.0598,2.3751,2.4299,1.6925,0.1356,2.1956,0.0347,0.8309,0.7625,Control
A05,2.1692,2.5734,-0.084,2.221,2.5987,2.0124,0.1215,2.2154,-0.0085,1.2318,0.845,Control
A06,2.1011,2.2651,-0.087,2.0446,2.4549,1.798,0.1733,2.0424,0.0524,0.9087,1.1656,Control
A07,2.299,2.7412,-0.0225,2.4763,2.3516,2.0768,0.0812,2.2211,0.0187,0.8975,0.9473,Control
A08,2.2061,3.0853,-0.0953,2.328,2.0859,1.9856,0.0163,2.2537,0.0255,0.8417,0.8182,Control
A09,2.1636,2.8347,-0.0242,2.5756,2.325,2.0259,0.1002,2.1417,0.0283,0.8461,0.7737,Control
A10,2.1264,2.9349,0.0493,2.7093,2.3423,1.9192,-0.0061,2.3524,0.0228,1.0502,1.0619,Control
A11,1.456,2.2855,0.0178,2.4404,2.3467,1.6845,0.105,2.2057,0.0206,0.8129,0.6078,Control
A12,1.6903,1.9675,0.0427,1.8741,1.8196,1.3722,0.1801,1.4932,-0.0613,0.482,0.7553,Control
B01,2.4762,2.5521,-0.054,2.1261,1.7648,1.7037,0.0182,1.7488,0.058,0.7426,1.3925,Control
B02,2.579,2.6743,-0.0434,2.3064,2.4369,1.85,0.1201,2.3968,0.0577,1.2144,1.4536,Control
B03,2.4319,2.8286,0.0619,2.352,2.2962,1.6939,0.1329,2.2166,0.0062,0.8493,1.3967,BRCACancer
B04,1.941,3.1096,0.0112,2.5848,2.1018,1.9306,0.1888,2.2769,0.0149,0.5225,0.5614,BRCACancer
B05,1.757,2.5204,0.0072,2.25,2.2065,1.935,0.1583,2.2438,0.0492,0.865,1.0657,BRCACancer
B06,2.1154,2.4311,-0.0586,2.1238,1.7476,1.4503,0.4059,1.6206,0.1209,0.3526,1.0626,BRCACancer
B07,2.4417,2.8199,0.1438,2.5678,2.4698,1.7827,0.0934,2.5061,-0.0132,0.78,0.7762,BRCACancer
B08,1.8799,2.0244,-0.0257,2.3017,2.4991,1.7794,0.1003,2.1321,0.0548,0.8605,0.7175,Control
B09,1.6359,2.6159,-0.084,2.7756,1.935,1.86,0.0255,2.1214,-0.0099,0.3568,0.7563,Control
B10,1.7349,2.9699,-0.0299,2.375,2.0908,1.6957,0.0296,2.0592,0.001,0.4641,0.9097,Control
B11,1.922,2.3521,0.0242,2.2158,2.2446,1.8024,0.0066,2.0376,0.1215,1.0066,0.755,Control
B12,1.376,2.5317,-0.0665,2.3939,1.8021,1.2394,0.1107,1.7044,-0.1031,0.3855,0.6677,Control
C01,1.8572,2.5029,0.0165,2.1644,2.5079,2.1455,0.2271,2.4965,0.0852,1.2027,0.7318,BRCACancer
C02,2.0632,2.3866,-0.0187,2.1843,2.4799,1.6287,0.0517,2.3957,0.0737,1.0501,0.7498,BRCACancer
C03,2.0377,2.6177,0.0514,2.4996,2.7044,1.7514,0.1151,2.7814,-0.0024,1.3968,0.7158,BRCACancer
C04,1.3829,1.7479,0.0071,2.1766,2.5286,1.5096,0.2468,1.9853,0.0117,0.6596,0.7486,Control
C05,1.6453,2.1441,0.043,1.7247,2.7433,1.5722,0.0107,2.0992,0.0371,0.7018,0.7266,BRCACancer
C06,0.4533,0.612,0.1192,0.7491,1.3164,0.4952,0.0271,0.9718,-0.0114,0.2283,0.9514,Control
C07,1.7135,1.9482,0.1465,2.1035,2.4071,1.4637,0.145,2.3894,-0.0118,0.7062,0.7341,Control
C08,2.0374,2.1553,0.0555,1.9631,2.3205,1.5593,0.2661,2.3621,0.0878,0.886,0.804,Control
C09,1.8253,2.2749,-0.0876,2.0022,2.4969,1.4211,-0.0083,2.2617,-0.0246,0.7705,0.7984,Control
C10,2.2956,2.117,-0.0358,1.8158,2.5379,1.5612,0.0132,1.9948,0.0268,0.7737,0.6983,BRCACancer
C11,2.1533,2.2434,-0.0368,2.1552,2.5192,1.711,0.1757,2.5693,0.0963,1.0087,0.6664,Control
C12,1.7076,1.7347,0.026,2.0521,2.272,1.2449,0.2054,1.8561,0.1209,0.4618,0.5828,BRCACancer
D01,2.2239,2.6501,-0.0454,2.6286,2.2017,1.7532,0.1738,2.0964,-0.0439,0.7087,0.7108,BRCACancer
D02,2.1645,2.4249,-0.0174,2.1921,2.3533,1.6638,0.0487,2.1456,-0.06,0.735,0.51,BRCACancer
D03,1.9836,2.5177,-0.0504,2.4309,2.6871,1.6437,-0.0258,2.4545,0.0341,0.6065,0.7518,BRCACancer
D04,2.4263,2.1677,-0.0226,2.3095,2.5375,1.7454,0.1287,2.2344,0.0103,1.0792,0.6326,BRCACancer
D05,1.9262,2.438,0.0527,2.0517,2.724,1.7635,0.106,2.423,0.0216,1.0639,0.7033,BRCACancer
D06,2.4623,2.5158,-0.0214,2.3253,2.4407,1.6866,0.0636,2.3742,-0.0467,0.9393,0.631,BRCACancer
D07,2.0372,2.2916,0.0354,2.2921,2.6614,1.6431,-0.0051,2.4494,0.0156,1.0786,0.6405,Control
D08,1.8905,1.9542,-0.0698,2.0188,2.3567,1.4456,0.1145,1.957,-0.0107,0.6108,0.6466,Control
D09,2.2936,2.2049,0.0184,1.9302,2.3958,1.5993,0.1653,2.1393,0.0522,0.9899,0.6193,Control
D10,2.0735,1.9101,0.0119,2.0399,2.3936,1.7116,0.0654,1.9367,0.1014,0.7516,0.5812,Control
D11,1.3644,1.1576,-0.0807,1.4917,1.4997,0.9282,0.1193,1.0813,0.026,0.2518,0.72,Control
D12,1.779,1.9614,-0.0037,2.0357,2.4536,1.4971,0.0102,1.7788,0.0331,0.624,0.7169,Control
E01,1.8664,2.352,0.018,2.2149,2.6291,1.6327,0.0227,2.365,0.0536,0.8085,0.7658,BRCACancer
E02,2.3141,2.2869,-0.0034,2.1439,2.2677,1.5401,0.0158,2.2537,0.0919,0.866,0.6372,Control
E03,2.0149,2.2588,5e-04,1.996,2.7592,1.8653,0.0446,2.4459,0.0235,1.0911,0.8196,Control
E04,2.5601,2.4716,-0.0573,2.1576,2.5828,1.5368,-0.0478,2.3156,-0.0014,0.9492,0.7316,Control
E05,2.3363,2.4837,0.0727,2.0797,1.9138,1.256,0.2837,2.0473,0.072,0.4643,0.7126,Control
E06,1.5713,2.325,-0.046,1.7785,2.0543,1.6542,0.2995,1.9628,0.1074,0.655,1.2225,BRCACancer
E07,2.2155,2.4059,-0.042,2.252,2.6451,1.6154,2e-04,2.3397,-0.0298,0.9364,0.753,BRCACancer
E08,2.469,2.4991,0.0114,2.3078,2.6103,1.6828,0.1451,2.4385,0.0247,0.9327,0.8354,Control
E09,1.9995,2.0378,-0.0561,2.2563,2.5198,1.635,0.1109,2.1878,0.0802,0.7791,0.6562,BRCACancer
E10,2.066,2.4934,0.0258,2.1344,2.4708,1.63,0.1284,2.3585,0.0143,0.9709,0.876,BRCACancer
E11,2.0819,2.1369,-0.0426,2.3337,2.3932,1.4326,0.1375,2.183,0.0474,0.6646,0.689,Control
E12,1.688,2.1707,-0.0875,1.865,2.4916,1.4424,0.1657,1.9967,0.048,0.4218,0.7284,BRCACancer
F01,2.4441,2.5329,-0.0403,2.2504,2.3221,1.6373,0.1588,2.2138,8e-04,0.9021,1.5463,Control
F02,2.7064,2.3931,0.0176,2.075,2.5129,1.6046,-0.0825,2.2516,0.0305,1.01,0.6745,Control
F03,1.8029,2.026,-0.0011,1.9861,2.4426,1.597,0.1514,2.3055,-0.005,0.9553,0.57,Control
F04,1.9289,2.5542,-0.0096,2.412,2.4447,1.8947,0.0351,2.4723,-0.0429,0.9058,0.8203,Control
F05,2.323,2.4771,-0.0229,2.1263,2.434,1.6918,0.0927,2.2537,-0.0075,0.9185,0.7792,Control
F06,1.6487,1.7387,-0.0881,1.9383,2.4779,1.623,0.1382,1.8465,-0.0445,0.7107,0.5779,Control
F07,2.5319,2.7274,-0.0752,2.1857,2.3004,1.4947,0.0912,2.1947,-0.0423,0.59,0.6734,Control
F09,2.4751,2.2435,-0.0714,1.8437,2.475,1.654,0.0981,2.0636,0.0082,1.2902,0.7583,Control
F10,2.4913,2.7223,0.012,2.1083,2.6064,1.7227,0.084,2.3438,0.0727,1.2324,0.6469,Control
F11,2.1074,1.9433,0.0057,2.1037,2.7392,1.823,0.1122,2.4325,0.0295,1.2415,0.7813,Control
F12,1.9625,2.8045,0.0175,2.3703,2.4034,1.9124,0.2633,2.2511,-0.0632,0.8192,0.5356,Control
G01,1.7119,2.3244,-0.1485,1.982,2.3802,1.9065,0.1064,2.2644,0.0362,1.0301,0.5463,Control
G02,1.9874,2.4314,0.0394,2.389,2.477,1.6722,0.0895,2.016,0.0142,0.8327,0.6734,Control
G03,2.5176,2.432,0.0346,2.1499,2.4028,1.7151,0.0199,2.2141,-0.0181,1.0276,0.5738,Control
G04,2.3015,2.4522,-0.0163,1.9676,2.5253,1.6818,-0.0068,2.4119,0.0122,0.9709,0.7518,BRCACancer
G05,1.7759,1.6718,-0.1169,1.8218,2.0089,1.3393,0.1202,1.8304,-0.0032,0.6686,0.6739,BRCACancer
G06,1.7096,2.667,0.1577,2.0729,2.1923,1.7687,0.2229,2.1024,0.1139,0.8802,0.5971,BRCACancer
G07,2.28,2.0203,-0.0748,1.9951,2.0623,1.417,0.2291,2.0139,0.0466,0.5137,0.701,Control
G08,1.9966,2.3659,-0.0511,1.9653,2.4791,1.8103,0.0835,2.3459,0.0126,1.0322,0.7762,Control
G09,1.926,2.4961,-0.0305,2.1563,2.5188,1.8197,0.0759,2.0839,0.0377,0.6507,0.5899,Control
G10,1.1002,2.587,0.0562,1.9127,2.1668,1.4556,0.4114,2.4357,0.0316,0.413,0.8891,BRCACancer
G11,1.4908,1.5705,0.0938,1.5377,1.4933,1.2545,0.1385,1.5741,0.0632,0.6719,0.783,BRCACancer
G12,1.872,2.6903,-0.0201,2.2609,2.4441,1.6716,0.2346,2.1846,0.065,0.6977,0.556,BRCACancer
H01,1.7009,1.8962,0.0268,2.0121,1.9988,1.5535,0.2295,2.0874,0.1029,0.6372,0.3532,Control
H02,2.0378,1.9384,-0.0846,2.1828,2.565,1.7223,0.0644,2.3897,0.0043,0.734,0.8527,Control
H03,2.0294,2.3826,0.1309,2.2358,2.1548,1.4237,0.1233,2.1044,-0.0071,0.6887,0.69,Control
H04,1.8449,2.2896,-0.0635,2.3731,2.4506,1.6474,0.2267,2.4983,0.0606,1.2386,0.6662,Control
H06,1.8859,2.2795,-0.0116,2.1095,2.5364,1.7484,0.0127,2.2276,-0.0014,1.2692,0.598,Control
H07,1.8424,2.3715,0.0942,2.0394,2.2392,1.6839,0.103,2.185,0.0034,0.8329,0.8508,BRCACancer
H08,1.8026,2.3403,-0.0561,2.1064,2.5902,2.0367,0.0738,2.1659,0.0044,0.7024,1.5352,BRCACancer
H09,0.886,2.1151,0.0517,2.1516,1.7212,1.2568,0.1726,1.5839,0.0018,0.2571,0.8527,BRCACancer
H10,1.826,2.382,-0.0884,1.9227,2.196,1.7736,0.2107,1.836,0.1492,0.7899,1.0075,BRCACancer
H11,2.3624,2.4609,-0.0321,1.9477,2.2073,1.4831,-0.0534,1.8062,0.0395,0.4998,0.8644,BRCACancer
H12,2.1264,2.4883,0.0378,2.2595,2.3487,1.6172,0.1296,2.4958,0.0395,0.9413,1.1935,BRCACancer
I01,1.8141,2.953,0.4124,2.4173,2.3414,1.712,0.0019,2.6056,-0.009,0.8257,0.8836,Control
I02,1.7927,2.7023,-0.0605,2.0406,1.9409,1.3384,0.0944,1.7708,-0.0019,0.5673,0.7417,Control
I03,1.8278,1.9864,0.0027,1.7403,1.9822,1.3679,0.227,1.8034,0.0488,0.3635,0.5662,Control
I04,2.3595,2.3405,-0.0157,1.9015,2.5891,1.7212,0.1438,2.5385,0.0594,1.299,0.8071,Control
I05,1.789,1.8689,0.0312,1.8819,2.6497,1.6669,0.147,2.2317,-0.0711,1.1262,0.6652,Control
I06,1.9218,2.1586,0.0107,1.904,2.5416,1.5275,0.178,2.3722,0.0205,0.8571,0.8381,Control
I07,2.5861,2.4858,-0.05,2.0496,2.6404,1.9701,0.2336,2.6442,0.0363,1.4464,2.1266,Control
I08,2.3001,2.6478,-0.044,2.0232,2.3748,1.4397,0.1813,2.1643,7e-04,0.9824,0.8406,Control
I09,1.8107,2.1547,-0.0162,2.357,2.2688,1.7554,0.2287,2.0375,0.0603,0.8213,0.9369,Control
I10,2.2449,2.4401,-0.034,2.0329,2.3838,1.687,0.111,2.3482,-0.007,1.1165,0.7092,Control
I11,1.8694,2.2148,0.0695,1.8691,1.9706,1.1927,0.1262,1.6354,0.0881,0.3545,0.7442,Control
I12,2.0708,2.2495,-0.079,2.1322,2.0633,1.4554,0.1265,1.9553,-0.0079,0.8284,0.7558,Control
I13,1.8772,2.2783,0.0275,2.0339,2.7255,1.4826,0.0554,2.4944,0.0341,0.8529,0.8099,Control
J01,1.6493,2.0616,0.0036,2.2227,2.3185,1.587,0.1578,2.149,0.0362,0.6661,0.6364,Control
J02,2.2589,2.2531,-0.0224,1.9002,2.3572,1.6117,0.0376,2.0183,5e-04,0.6865,0.7577,Control
J03,1.719,2.4151,-0.0016,2.184,2.4881,1.6041,0.1755,2.5288,0.0359,0.9337,1.0628,Control
J04,2.2017,2.3225,-0.0113,2.0401,2.4435,1.7843,0.1429,2.2438,0.0312,0.9462,0.9427,Control
J05,1.8614,2.4128,-0.0448,2.0932,2.2165,1.9208,0.1785,1.9329,0.0797,0.4474,0.7102,Control
J06,1.9213,3.1302,0.0286,2.2481,2.4821,1.6869,0.0862,2.3112,0.0384,0.5847,0.8177,Control
J07,2.1067,2.5548,0.0483,2.3073,2.5655,1.9676,0.1733,2.4827,0.1862,1.5333,2.2385,Control
J08,1.5811,2.3104,0.0234,2.1682,2.5089,1.7132,0.0496,2.5652,0.027,0.9094,0.782,Control
J09,2.1537,2.4626,-0.0515,2.0932,2.1459,1.2593,0.1856,1.9339,0.0242,0.4286,0.9336,Control
J10,2.0483,2.7887,-0.0379,2.6155,2.2095,1.7719,0.0596,2.303,0.0565,0.8621,0.6629,Control
J11,1.7749,2.8035,-0.0287,2.7763,2.463,1.8093,0.0526,2.7008,0.0141,0.845,0.6704,Control
J12,1.9777,2.8154,-0.0957,2.5074,1.9768,1.4702,-0.0121,2.0256,-0.0199,0.6019,0.4357,Control
K01,2.1234,2.8227,-0.0428,2.4014,2.5812,2.1872,0.1119,2.5106,0.0889,1.5033,1.8359,BRCACancer
K02,2.3466,2.8143,0.0033,2.1769,2.4252,1.8811,0.1774,2.2939,0.0095,1.0282,0.8616,BRCACancer
K03,2.1584,2.7696,-0.0566,2.3672,2.0309,1.4908,0.1277,2.2869,0.0704,0.7281,0.5733,BRCACancer
K04,2.0123,2.6772,-0.1042,2.5669,2.4143,1.7737,0.1152,2.593,-0.0199,0.8639,0.6209,BRCACancer
K05,1.6414,2.1463,-0.075,2.3119,2.3123,1.8816,0.0494,2.1216,0.0044,0.9981,0.7197,Control
AA3226,1.604,2.6626,-0.011,2.2344,2.1129,2.1365,0.0042,1.7429,0.0412,1.191,1.2852,Control
AB3227,2.27,2.4125,0.1495,2.2169,2.374,1.6593,-0.0303,2.5527,0.0736,1.0749,1.0113,Control
AC3228,1.9366,2.1863,0.0458,2.0211,2.2781,1.7029,0.2757,1.9485,0.0705,0.8054,1.2558,Control
AD3231,2.3552,1.9873,-0.0172,1.8026,2.347,1.6602,0.2883,2.3354,0.0513,1.3375,1.4469,Control
AE1543,2.1452,2.191,-0.0285,2.229,2.397,1.5095,0.128,2.2535,-0.0126,0.804,1.1317,Control
AF3229,1.7734,2.9504,-0.0979,1.9928,2.2127,1.9899,0.6522,2.1265,-0.0432,1.3783,1.5378,Control
AG3230,2.0944,1.9851,-0.0664,1.9617,2.4974,1.3593,1.3634,2.0791,-0.0178,1.2347,1.3824,Control
AH3232,1.8687,1.8256,-0.1205,1.8188,1.9957,1.3914,0.0359,1.8896,0.0628,0.9326,1.4664,Control
AI3233,2.2906,2.4413,-0.0439,2.1857,2.5563,1.6183,-0.0644,2.5754,0.0278,0.4618,0.7232,Control
AJ3234,2.0568,2.2732,-0.0673,2.1713,2.5896,1.8804,-0.0689,2.5604,3e-04,0.6493,0.9563,Control
AK3235,2.2413,2.3873,-0.0408,2.0598,2.5337,1.6191,-0.0514,2.3883,0.0632,0.4586,0.7064,Control
AL3236,2.3526,2.0433,0.0107,1.7429,2.5346,1.6017,-0.0139,2.2788,0.0402,0.3647,0.2479,Control
AM3237,2.4355,2.4157,-0.0759,1.906,2.2475,1.561,-0.0787,2.4238,-0.0019,0.5294,0.5684,Control
AN757,1.8765,2.3194,0.089,2.2386,2.0869,1.5925,-0.0138,1.8514,0.0414,0.7722,0.9107,Control
C474,1.9096,2.268,0.0109,2.681,2.4698,1.4305,0.0452,1.9045,-0.0087,1.3322,1.5692,Control
D480,1.5351,2.3402,0.1098,2.5377,2.2363,1.3348,-0.0252,2.2083,0.0308,0.7626,0.8079,Control
E519,2.0642,2.4884,-0.0082,2.3087,1.95,2.0073,-0.0658,1.8766,-0.039,0.982,1.1395,Control
F548,2.1459,2.7666,0.1217,2.332,1.8816,1.3645,-0.0539,1.9146,0.0516,0.8582,1.2029,Control
G660,1.7876,1.8306,0.0348,2.2124,2.8274,1.6766,-0.0909,2.0948,0.0618,1.0437,0.9041,Control
H663,1.8349,2.1604,-0.007,2.4903,2.5935,1.4594,-0.0871,2.1135,-0.0217,0.6317,0.7337,Control
I782,2.4045,2.7098,-0.0092,1.961,2.0999,1.1097,-0.0514,1.9784,-0.104,0.3469,0.4462,Control
J787,1.4463,2.5097,-0.0654,2.7246,2.7228,2.0216,-0.0525,2.2113,-0.0038,0.8602,0.3152,Control
K1162,2.3149,2.9316,-0.0467,1.9083,2.743,1.8173,-0.0557,2.6494,0.0256,0.44,0.0837,BRCACancer
L1176,1.5099,2.7838,0.0379,2.0219,2.1528,1.3881,0.4083,2.0831,0.0871,0.8343,1.0266,BRCACancer
M1263,2.0943,2.5152,-0.0183,2.3922,2.417,1.5564,-0.0505,2.3307,0.1013,0.6756,0.8206,BRCACancer
P1075,1.5443,2.1117,0.1348,2.6008,2.2746,1.7188,-0.0031,2.4619,0.0383,1.3964,1.5786,BRCACancer
Q1080,1.2352,2.0156,0.0324,1.9972,2.2899,1.7301,-0.1087,2.3048,-0.0294,0.8966,1.1401,BRCACancer
R1104,1.8691,2.7657,-0.0736,2.1257,2.2954,1.397,0.0211,1.8396,0.0599,0.8579,0.9401,BRCACancer
S1133,1.3713,2.1395,-0.0544,2.5237,2.0186,1.9842,-0.0108,1.6195,0.0482,1.3319,1.5655,BRCACancer
T1463,2.1538,3.085,-0.1006,2.4508,2.5907,1.935,-0.0474,2.7129,-0.0235,0.2819,-0.0098,BRCACancer
U2017,2.0045,2.5473,0.1489,2.0189,2.3821,1.6432,0.9575,2.3457,0.0821,1.2255,1.3334,BRCACancer
V432,1.4281,2.0059,-0.0046,2.0125,1.744,1.5172,1.0879,1.8211,0.0963,1.6068,1.6158,BRCACancer
W433,2.4055,2.341,-0.1162,2.0293,2.5701,1.8347,0.3102,2.4449,-0.0258,1.1821,1.3395,BRCACancer
X524,2.1739,2.0427,-0.0497,2.1326,1.8977,1.7408,0.0523,1.8316,0.0802,1.1943,1.2325,BRCACancer
Y546,1.664,1.8582,0.0131,2.0164,2.1965,1.6184,-0.0924,1.6897,-0.0617,0.406,0.3343,BRCACancer
Z3225,2.9584,3.0161,-0.0626,2.1137,2.5034,1.9357,-0.0833,2.5858,0.0037,0.2388,-0.4362,Control
