@relation data

@attribute id string
@attribute 5409 numeric
@attribute 2571 numeric
@attribute 7166 numeric
@attribute 3067 numeric
@attribute 1621 numeric
@attribute 7054 numeric
@attribute Class {Control,BRCACancer}

@data
A01,-0.313,-0.0736,0.1376,0.437,-0.0785,-0.0256,Control
A02,-0.3446,-0.0212,0.0489,0.4842,-0.012,0.0213,Control
A03,-0.2218,-0.0504,0.1123,0.4671,-0.0055,0.0256,Control
A04,-0.2601,-0.054,-0.0096,0.2125,-0.0056,-0.005,Control
A05,-0.2632,-0.0632,0.031,0.4451,-0.0517,0.0032,Control
A06,-0.2793,-0.0374,0.152,0.2403,-0.0699,-0.0563,Control
A07,-0.2956,-0.0486,0.0421,0.1125,-0.0864,-0.065,Control
A08,-0.2607,-0.0671,0.2055,0.3051,-0.0203,-0.0383,Control
A09,-0.3344,-0.0531,0.0808,0.1357,-0.0626,-0.1079,Control
A10,-0.1733,-0.064,0.0079,0.1629,-0.0701,0.0138,Control
A11,-0.3291,-0.0703,-0.0018,0.1225,-0.0426,0.062,Control
A12,-0.2776,0.005,-0.1075,0.2636,-0.0351,-0.1387,Control
B01,-0.4483,-0.072,0.2312,0.081,-0.2432,-0.3464,Control
B02,-0.2726,-0.0689,0.0811,0.082,-0.0466,0.0301,Control
B03,-0.3516,-0.0728,0.0989,0.1157,-0.1277,-0.0145,BRCACancer
B04,-0.3324,-0.0862,0.2173,0.0213,0.0182,-0.1096,BRCACancer
B05,-0.3773,-0.0138,0.0873,0.0786,-0.0667,-0.1052,BRCACancer
B06,-0.5749,-0.0017,0.0672,0.1248,-0.2957,-0.3522,BRCACancer
B07,-0.2528,-0.0397,0.1602,0.4738,-0.0974,0.0454,BRCACancer
B08,-0.1822,-0.0779,0.0484,0.0964,-0.0574,0.1174,Control
B09,-0.554,-0.0905,0.1084,0.1048,-0.0975,-0.0624,Control
B10,-0.187,-0.0833,0.03,0.0529,-0.0831,-0.0305,Control
B11,-0.0769,-0.0244,0.0374,0.0787,-0.1273,-0.0482,Control
B12,-0.3205,-0.0724,0.0907,-0.0325,-0.0225,-0.0775,Control
C01,-0.2203,-0.0232,-0.0269,0.058,-0.058,-0.0387,BRCACancer
C02,-0.2931,-0.0013,0.0684,0.2095,-0.0125,0.0532,BRCACancer
C03,-0.2789,-0.035,0.0833,0.1795,-0.0732,0.077,BRCACancer
C04,-0.2035,-0.0371,0.0031,0.2704,-0.0064,0.0281,Control
C05,-0.2414,-0.0382,-0.0202,0.1177,0.0551,0.0336,BRCACancer
C06,-0.2542,-0.0547,-0.1306,0.0815,-0.0038,0.0199,Control
C07,-0.2922,-0.0476,-0.0604,0.0511,-0.0764,0.0167,Control
C08,-0.1593,-0.0263,0.0063,0.095,0.0086,0.0356,Control
C09,-0.3592,-0.0875,-0.0097,0.1736,-0.0195,0.092,Control
C10,-0.1849,-0.0322,-0.0128,0.1476,0.0452,0.0498,BRCACancer
C11,-0.0517,-0.0459,0.1006,0.2028,-0.0033,0.0679,Control
C12,-0.1798,-0.0501,0.016,0.2273,0.0096,0.0212,BRCACancer
D01,-0.5054,-0.0719,0.1322,0.044,-0.0063,-0.0744,BRCACancer
