@relation data

@attribute id string
@attribute 2811 numeric
@attribute 3673 numeric
@attribute 51206 numeric
@attribute 2815 numeric
@attribute 948 numeric
@attribute 2814 numeric
@attribute 3688 numeric
@attribute 1277 numeric
@attribute 2207 numeric
@attribute 2534 numeric
@attribute 1278 numeric
@attribute 4067 numeric
@attribute Class {Control,BRCACancer}

@data
A01,1.2895,0.3071,0.6073,0.9924,1.538,0.4133,2.4273,-0.1778,2.3872,1.6042,-0.1137,1.3216,Control
A02,1.1632,0.1775,0.4687,0.7368,1.6222,0.4649,2.1759,-0.179,2.7273,1.263,-0.0554,1.1848,Control
A03,1.082,0.3844,0.5626,0.7698,1.7332,0.3257,2.3183,-0.1707,2.7848,1.4626,-0.1078,1.5638,Control
A04,1.1581,0.1908,0.7425,1.0816,1.4837,0.5508,2.3751,-0.0843,2.965,1.4429,-0.0804,1.3945,Control
A05,1.7053,0.1792,0.959,1.2933,1.8659,0.7238,2.221,-0.0414,3.0979,1.4763,-0.0986,1.5799,Control
A06,0.793,0.14,0.4217,0.7755,1.6684,0.3998,2.0446,-0.1574,2.8274,1.3895,-0.0653,1.3697,Control
A07,1.0925,0.1993,0.5483,0.8304,1.6568,0.5025,2.4763,-0.1837,2.6925,1.8589,-0.0867,1.7041,Control
A08,0.6303,0.1227,0.3162,0.6539,1.7255,0.1785,2.328,-0.1908,2.4222,1.9941,-0.1185,1.8806,Control
A09,1.1512,0.2143,0.5724,0.9981,1.703,0.4798,2.5756,-0.1356,2.7479,1.7212,-0.0989,1.6382,Control
A10,1.3514,0.2879,0.694,1.1017,2.4117,0.5004,2.7093,-0.143,2.6696,1.9662,-0.1011,1.7975,Control
A11,0.9079,0.0219,0.246,0.5075,1.1662,0.0876,2.4404,-0.1374,2.3623,1.3506,-0.1513,1.0998,Control
A12,1.0595,0.1959,0.3103,1.0633,0.9789,0.2991,1.8741,-0.1423,2.5811,0.9467,-0.0605,0.9628,Control
B01,0.7618,0.1132,0.1252,0.5895,1.5161,0.1744,2.1261,-0.2605,2.2027,1.5006,-0.1237,1.3832,Control
B02,0.88,0.1645,0.3343,0.7637,1.6666,0.3525,2.3064,-0.1146,3.0054,1.543,-0.1015,1.3257,Control
B03,0.3339,0.0502,-0.0364,0.4238,1.8234,0.1122,2.352,-0.1932,2.5895,1.6673,-0.1453,1.3678,BRCACancer
B04,0.9846,0.0713,0.4521,0.7383,1.7564,0.3077,2.5848,-0.1745,2.1475,2.1402,-0.1033,1.985,BRCACancer
B05,0.8618,0.1651,0.2931,0.8005,0.7283,0.1854,2.25,-0.1527,2.5952,1.5799,-0.0453,1.5022,BRCACancer
B06,0.5037,0.239,0.0891,0.5171,1.2202,-0.0672,2.1238,-0.3408,1.6957,1.4278,-0.0659,1.0354,BRCACancer
