@relation data

@attribute id string
@attribute 4208 numeric
@attribute 4209 numeric
@attribute 814 numeric
@attribute 805 numeric
@attribute 57172 numeric
@attribute 4207 numeric
@attribute 815 numeric
@attribute 816 numeric
@attribute 4205 numeric
@attribute 10891 numeric
@attribute 817 numeric
@attribute 818 numeric
@attribute 801 numeric
@attribute 6517 numeric
@attribute 5532 numeric
@attribute 5533 numeric
@attribute 5530 numeric
@attribute 10014 numeric
@attribute 5465 numeric
@attribute 808 numeric
@attribute 7533 numeric
@attribute 8536 numeric
@attribute 2101 numeric
@attribute 121916 numeric
@attribute Class {Control,BRCACancer}

@data
A01,0.9973,0.8212,1.3522,1.1595,0.0396,0.1258,0.0866,0.0146,1.0742,-0.0895,0.8699,0.6253,2.3173,-0.1413,1.2834,1.3861,0.7188,0.7302,0.3764,2.0808,1.2277,0.7481,0.6845,-0.1374,Control
A02,0.7343,0.7691,0.6933,0.9813,0.0657,0.1086,0.2548,0.1389,0.7184,-0.0783,0.6234,0.4398,2.331,-0.0454,0.9381,1.0792,0.5951,0.5719,0.2792,2.1764,1.4211,0.7215,0.5866,-0.0466,Control
A03,0.856,0.9618,0.7663,1.2374,0.0639,0.0633,0.2066,0.1141,1.0479,-0.0882,0.7986,0.5013,2.5215,0.028,1.2109,1.1587,0.7523,0.7312,0.4264,2.1323,1.4184,0.9102,0.6361,-0.0784,Control
A04,0.9735,0.8689,1.0155,1.0291,-0.0138,0.1499,0.1188,0.1004,0.7307,-0.079,0.6924,0.4688,2.6061,-0.0078,0.9279,1.2414,0.6673,0.6701,0.2016,2.2841,1.3701,0.6687,0.5631,-0.1799,Control
A05,1.0726,0.921,0.8251,0.994,-0.0097,0.0982,0.1783,0.0961,0.9836,-0.0839,0.7731,0.5309,2.2755,-0.0265,1.0818,1.1595,0.7731,0.8317,0.3601,2.3856,1.6673,1.0292,0.8578,-0.0516,Control
A06,0.9088,0.9069,0.8016,1.154,0.0338,0.0956,0.2193,0.0668,0.8948,-0.0107,0.5826,0.4753,2.2293,-0.0768,0.9413,0.9185,0.6198,0.631,0.3526,2.1384,1.1575,0.7867,0.5919,-0.1283,Control
A07,1.2314,0.9507,1.264,1.4581,0.0264,0.0811,0.2253,0.1203,1.2678,-0.0555,0.9004,0.5806,2.2849,-0.1584,1.3182,1.183,1.0264,0.6783,0.3244,2.178,1.5147,0.8547,0.6177,-0.2206,Control
A08,1.1064,0.7973,1.7568,1.2592,-0.0259,0.0777,0.1563,0.0455,1.4066,-0.0774,1.2546,0.5916,2.199,-0.1304,1.4563,1.5413,1.1569,0.62,0.3939,1.9223,1.0448,0.7207,0.4516,-0.0587,Control
A09,0.9636,0.7831,1.2499,0.9544,0.0335,0.0631,0.2061,0.1087,1.189,-0.0638,0.8152,0.5451,2.2287,-0.1066,1.231,1.1713,0.866,0.6703,0.2639,2.3056,1.4074,0.7426,0.6633,-0.1353,Control
A10,1.1138,0.9169,1.1602,1.2719,-0.024,0.1034,0.0703,0.0281,1.1955,-0.0468,1.1071,0.5944,2.2654,-0.0434,1.2426,1.4321,1.0757,0.7036,0.4137,2.2472,1.5129,0.7489,0.6123,-0.1257,Control
A11,0.6111,0.73,0.7614,0.7597,0.0775,0.057,0.1415,0.004,0.9525,-0.0817,0.5991,0.4764,2.2432,-0.0631,1.0314,0.9854,0.6176,0.6101,0.3309,2.1929,1.3334,0.4728,0.447,-0.1231,Control
A12,0.4231,0.5218,0.5841,0.6016,0.1648,-0.0558,0.5523,0.1559,0.4354,0.0078,0.3965,0.2592,1.7425,-0.0852,0.6565,0.8336,0.4763,0.4187,0.0699,1.9669,1.1176,0.6301,0.1703,-0.1667,Control
B01,0.7079,0.7767,1.3241,1.5624,0.0605,-0.1438,0.3388,-0.0201,1.0373,-0.013,0.7791,0.4152,2.4417,-0.2815,1.1579,1.246,0.6832,0.4566,0.2742,1.8282,0.9992,0.511,0.4998,-0.1491,Control
B02,0.745,1.0253,1.053,1.4678,0.0409,0.0821,0.2671,0.0542,0.8533,-0.0973,0.6005,0.5354,2.7387,-0.1035,1.0794,1.34,0.6486,0.7214,0.3228,2.1911,1.2788,0.8855,0.9249,-0.013,Control
B03,0.7637,0.8989,1.0845,1.5039,0.0302,0.0327,0.2584,-0.0126,0.9842,-2e-04,0.6969,0.5053,2.6709,-0.1694,1.1446,1.3327,0.7216,0.5968,0.295,2.044,1.0836,0.7663,0.6847,-0.0944,BRCACancer
B04,1.1502,0.9583,1.4419,1.4742,0.0905,0.0917,0.154,0.0725,1.3511,-0.0789,1.1183,0.5783,2.1272,-0.1344,1.3938,1.5488,1.1801,0.5682,0.4083,1.8986,1.0923,0.6862,0.7315,-0.2489,BRCACancer
B05,0.6722,1.0347,0.6341,1.2093,0.1005,0.0487,0.3091,0.1191,0.8065,-0.0275,0.5033,0.3698,2.5476,-0.1485,1.0679,0.9888,0.5846,0.4953,0.2845,2.0601,1.1314,0.7779,0.561,-0.2276,BRCACancer
B06,0.7218,0.5975,0.8084,1.2963,0.063,-0.1702,0.261,-0.0479,0.7521,0.1235,0.5155,0.2511,2.1606,-0.4249,0.8725,0.9633,0.6622,0.2497,0.1516,1.547,0.8639,0.455,0.269,-0.0713,BRCACancer
B07,0.9278,1.0717,0.9775,1.3503,0.0168,0.0984,0.1795,0.0898,1.0057,-0.0373,0.7844,0.6054,2.7136,-0.1438,1.269,1.556,0.7926,0.6971,0.3463,2.1078,1.2898,0.8234,0.8782,-0.1799,BRCACancer
B08,0.5768,0.6966,0.7041,1.1764,-0.0443,0.104,0.1689,0.0524,0.7458,-0.1057,0.4077,0.5195,2.4386,-0.0616,1.016,0.9282,0.4368,0.7916,0.3028,2.4655,1.734,0.7351,0.6349,-0.0364,Control
B09,1.0196,0.834,1.3164,1.1587,-0.0342,0.0996,0.214,-0.0023,1.2017,-0.1273,1.0519,0.5245,2.5275,-0.1209,1.2244,1.2239,1.0289,0.5421,0.3037,2.1265,1.1407,0.4761,0.8021,-0.124,Control
B10,0.8288,0.6462,1.0216,1.1797,0.0504,0.0298,0.3353,0.0917,0.8956,-0.06,0.6618,0.4118,2.1629,-0.0927,1.0758,1.1209,0.8909,0.4463,0.2007,2.0692,1.0671,0.6379,0.4157,-0.3272,Control
B11,0.6971,0.7751,0.8791,1.0879,0.126,0.043,0.2636,0.0848,0.8651,-0.0506,0.5476,0.4245,2.0921,-0.0176,1.0102,0.8983,0.64,0.665,0.2715,2.2936,1.4782,0.8687,0.6649,-0.0523,Control
B12,0.7332,0.5691,1.3677,1.085,0.1387,0.139,0.2254,0.054,1.0179,-0.0617,0.8,0.4764,2.0707,-0.1467,1.0079,1.0504,0.8773,0.3999,0.2016,1.8559,0.8331,0.4838,0.5752,-0.3269,Control
C01,1.01,1.0566,0.8077,1.3344,0.0107,0.1186,0.2402,0.1086,1.1769,-0.0498,0.7117,0.5738,2.2681,-0.1333,1.1923,1.0898,0.7765,0.7085,0.3478,2.1066,1.2764,1.0198,0.8589,-0.1689,BRCACancer
C02,0.7336,0.9413,0.8345,0.8973,0.0723,0.1404,0.2646,0.1095,0.6527,-0.0234,0.6038,0.5521,2.3119,-0.0545,0.8844,1.1154,0.6103,0.7653,0.277,2.326,1.3314,0.8839,0.7478,-0.1901,BRCACancer
C03,0.7258,1.1714,0.851,1.2008,0.016,0.1805,0.1839,0.1317,0.8636,-0.0395,0.665,0.626,2.6196,-0.0913,1.0679,1.3504,0.6877,0.8608,0.42,2.2604,1.2403,1.0339,1.0318,-0.1907,BRCACancer
C04,0.4163,0.6533,0.5824,0.6558,-0.0217,0.1396,0.16,0.0965,0.5403,-0.0035,0.3028,0.4153,2.2006,0.0228,0.5924,0.5917,0.3632,0.5868,0.2032,2.7061,1.4739,0.5178,0.5031,-0.2831,Control
C05,0.3592,0.624,0.525,0.7238,0.0284,0.1463,0.2433,0.1315,0.5566,-0.0076,0.3484,0.3868,1.9028,-0.0089,0.594,0.5989,0.3924,0.5088,0.1799,2.268,1.0156,0.4956,0.5015,-0.3413,BRCACancer
C06,-0.0348,0.1275,0.1183,0.2412,0.0452,0.0713,0.5064,0.0699,0.2449,-0.0367,0.1522,0.1362,0.8072,-0.0194,0.2201,0.2312,0.0981,0.2781,-0.0355,1.2797,0.3401,0.2632,0.3717,0.135,Control
C07,0.4969,0.8138,0.6813,0.4905,0.103,0.0799,0.1626,0.0996,0.5654,-0.0288,0.4351,0.4305,2.1872,-0.0601,0.7074,0.8746,0.4471,0.6414,0.1911,2.3526,1.1891,0.5148,0.4374,-0.0647,Control
C08,0.5444,0.7879,0.8595,0.6443,0.0519,0.1498,0.2699,0.1115,0.6758,-0.0051,0.4601,0.4703,2.1154,-0.0989,0.8956,0.9889,0.4492,0.6852,0.3251,2.1934,1.3648,0.7065,0.5664,-0.2365,Control
C09,0.3741,0.7492,0.6537,0.6773,0.0367,0.1469,0.1676,0.0849,0.542,-0.0588,0.4221,0.4237,2.1194,-0.0556,0.6632,0.9517,0.4338,0.6034,0.1798,2.34,1.2523,0.5168,0.5388,-0.2183,Control
C10,0.575,0.7958,0.7936,0.749,0.0196,0.0815,0.2618,0.1047,0.5381,-0.017,0.4183,0.4046,2.0484,-0.0271,0.6185,0.7847,0.4362,0.5896,0.1421,2.5271,1.283,0.9001,0.4843,-0.0419,BRCACancer
C11,0.4968,0.8593,0.7325,0.814,0.0519,0.1021,0.1821,0.0411,0.6991,-0.0916,0.4673,0.5635,2.5202,-0.0057,0.9694,1.0492,0.4468,0.7611,0.381,2.48,1.51,0.6668,0.7991,-0.0231,Control
C12,0.4918,0.5374,0.5153,0.4871,0.0568,0.1381,0.3051,0.0746,0.4999,-0.0737,0.2854,0.3352,2.088,-0.0785,0.5481,0.5965,0.3276,0.5993,0.1363,2.7461,1.3606,0.4661,0.4891,-0.1226,BRCACancer
D01,0.9581,0.7736,1.5227,1.2673,-0.0498,0.1105,0.2518,0.0734,1.455,-0.0622,1.0214,0.7343,2.1724,-0.1133,1.3304,1.2249,1.0563,0.6133,0.3456,1.8206,0.6975,0.6356,0.689,-0.1469,BRCACancer
