@relation data

@attribute id string
@attribute 10053 numeric
@attribute 10239 numeric
@attribute 10312 numeric
@attribute 10577 numeric
@attribute 10717 numeric
@attribute 1075 numeric
@attribute 10947 numeric
@attribute 11154 numeric
@attribute 1174 numeric
@attribute 1176 numeric
@attribute 1200 numeric
@attribute 1201 numeric
@attribute 1203 numeric
@attribute 1211 numeric
@attribute 1212 numeric
@attribute 1213 numeric
@attribute 130340 numeric
@attribute 138050 numeric
@attribute 1497 numeric
@attribute 1508 numeric
@attribute 1509 numeric
@attribute 1510 numeric
@attribute 1511 numeric
@attribute 1512 numeric
@attribute 1513 numeric
@attribute 1514 numeric
@attribute 1515 numeric
@attribute 1519 numeric
@attribute 1520 numeric
@attribute 1521 numeric
@attribute 1522 numeric
@attribute 162 numeric
@attribute 164 numeric
@attribute 175 numeric
@attribute 1777 numeric
@attribute 20 numeric
@attribute 22901 numeric
@attribute 23062 numeric
@attribute 23163 numeric
@attribute 23431 numeric
@attribute 23457 numeric
@attribute 23545 numeric
@attribute 23659 numeric
@attribute 245972 numeric
@attribute 2517 numeric
@attribute 2548 numeric
@attribute 256471 numeric
@attribute 2581 numeric
@attribute 2588 numeric
@attribute 26088 numeric
@attribute 2629 numeric
@attribute 26503 numeric
@attribute 26985 numeric
@attribute 27074 numeric
@attribute 2717 numeric
@attribute 2720 numeric
@attribute 2760 numeric
@attribute 2799 numeric
@attribute 285362 numeric
@attribute 2990 numeric
@attribute 3073 numeric
@attribute 3074 numeric
@attribute 3373 numeric
@attribute 3423 numeric
@attribute 3425 numeric
@attribute 3482 numeric
@attribute 3916 numeric
@attribute 3920 numeric
@attribute 3988 numeric
@attribute 4074 numeric
@attribute 410 numeric
@attribute 411 numeric
@attribute 4125 numeric
@attribute 4126 numeric
@attribute 427 numeric
@attribute 4668 numeric
@attribute 4669 numeric
@attribute 4758 numeric
@attribute 4864 numeric
@attribute 4891 numeric
@attribute 50617 numeric
@attribute 51172 numeric
@attribute 51606 numeric
@attribute 527 numeric
@attribute 53 numeric
@attribute 533 numeric
@attribute 535 numeric
@attribute 537 numeric
@attribute 54 numeric
@attribute 5476 numeric
@attribute 55353 numeric
@attribute 5538 numeric
@attribute 5641 numeric
@attribute 5660 numeric
@attribute 57192 numeric
@attribute 6272 numeric
@attribute 6448 numeric
@attribute 6556 numeric
@attribute 6609 numeric
@attribute 768239 numeric
@attribute 7805 numeric
@attribute 79158 numeric
@attribute 8120 numeric
@attribute 8218 numeric
@attribute 84572 numeric
@attribute 8546 numeric
@attribute 8722 numeric
@attribute 8763 numeric
@attribute 8905 numeric
@attribute 8907 numeric
@attribute 8943 numeric
@attribute 9114 numeric
@attribute 9179 numeric
@attribute 9374 numeric
@attribute 9476 numeric
@attribute 950 numeric
@attribute 9583 numeric
@attribute 967 numeric
@attribute 968 numeric
@attribute 9741 numeric
@attribute Class {Control,BRCACancer}

@data
Utah__A01,0.0629,1.0322,0.7936,1.9493,1.3237,1.3258,1.5384,0.3554,0.3044,0.5619,2.0106,1.1396,0.7321,0.9562,0.9227,1.9611,0.301,0.9045,0.5476,1.2625,1.3795,0.0299,-0.0308,1.0212,0.5196,0.3855,0.0439,1.1353,3.1486,1.7816,1.4487,1.0302,1.8975,1.0538,0.8035,0.6017,0.5871,1.5963,0.8993,1.0138,0.0142,1.0266,0.2052,-0.0776,0.9617,0.5746,1.3599,1.1564,0.5747,0.5388,0.841,1.0241,1.4938,0.2931,0.658,0.5335,1.4666,1.8747,0.522,1.0093,1.1407,1.3982,0.1205,1.6204,0.1196,1.2986,1.6033,1.9728,1.7057,2.3971,0.4563,0.2984,1.6843,1.046,1.8005,1.9785,0.3681,1.1168,1.1907,1.0038,-0.1084,0.3787,0.9594,1.0258,0.7784,1.6689,1.0761,1.9601,1.5479,2.0614,0.6572,2.8827,0.3025,2.7821,0.5148,0.9053,0.8919,1.3476,0.9998,0.1349,2.3732,1.3333,-0.1122,0.1188,0.9274,1.3043,0.3156,2.5668,1.0939,0.8052,1.2065,1.2664,0.5135,0.4614,0.0131,1.0071,2.2926,1.0565,2.2682,2.7751,Control
Utah__A02,0.1118,0.8164,0.7549,2.1827,1.1018,1.2946,0.8922,0.1356,0.2694,0.4114,2.0344,0.8363,0.4776,0.8153,0.9643,1.9152,0.1812,0.734,0.4279,1.2397,1.4075,0.0918,-0.0518,1.0205,0.4427,0.3889,-0.039,1.0053,3.6022,2.1334,1.6309,0.9189,1.7449,0.8532,0.6313,0.5962,0.406,1.3733,0.7882,0.7349,-0.005,0.7065,0.208,-0.0078,0.71,0.4286,0.9516,0.931,0.4439,0.3401,0.8971,0.8763,1.382,0.1356,0.655,0.4436,1.8525,1.9968,0.4967,0.9441,0.8929,1.3486,0.1872,1.5392,0.1655,1.2411,1.5434,2.0315,1.6237,2.337,0.3126,0.2432,1.768,0.9268,1.9291,2.1948,0.2576,1.0121,1.1531,0.7633,-0.0901,0.2306,0.6375,0.9582,0.6659,1.6846,0.8377,1.9733,1.3525,2.1216,0.5477,2.9903,0.1816,3.2044,0.5605,1.0338,0.5503,1.1895,0.7484,0.2672,2.4409,1.244,-0.0973,0.0446,0.8212,1.0876,0.0116,2.7102,0.8597,0.7634,1.1241,1.2777,0.4393,0.3263,-0.0446,0.9063,1.93,1.1982,2.6042,2.9561,Control
Utah__A03,0.1419,0.9931,0.9431,2.3985,1.0663,1.7976,0.8727,0.2562,0.4615,0.4819,2.2017,1.1542,0.5842,1.0403,1.1109,2.0885,0.2279,0.8164,0.5964,1.4881,1.6141,0.106,0.0232,1.2463,0.5403,0.6855,-0.007,0.8887,3.375,2.2523,1.7783,1.1521,1.8978,0.9151,0.8913,0.7952,0.4929,1.4362,0.8888,0.9737,0.0376,0.9009,0.3596,-0.0472,0.9296,0.6898,1.042,1.1098,0.5768,0.4674,1.0235,0.9948,1.5057,0.1541,0.9109,0.5404,1.7499,2.2445,0.5622,1.1149,1.0154,1.4149,0.2528,1.814,0.186,1.4074,1.6665,2.0541,1.9536,2.5031,0.643,0.3634,1.873,1.0215,2.1411,2.4155,0.4377,1.2209,1.3641,0.8654,-0.0957,0.4173,0.8927,1.2265,0.8648,1.8914,1.0526,2.0738,1.7521,2.12,0.4261,3.1474,0.2412,3.2004,0.6973,1.1304,0.6644,1.5577,0.9128,0.2287,2.4371,1.5149,-0.0937,0.0283,0.9445,1.239,-0.0082,2.6855,1.0033,0.8524,1.2738,1.4662,0.5395,0.2851,-0.0665,1.1741,2.1041,1.3329,2.6228,2.8804,Control
Utah__A04,0.0312,0.8158,0.7948,2.1882,1.0643,1.2759,1.1415,0.1299,0.3811,0.4625,2.0855,1.0028,0.3984,0.7203,1.0789,1.8032,0.1942,0.8185,0.3721,1.1211,1.6631,0.0349,-0.0041,1.0484,0.3059,0.3368,-0.0358,1.1258,3.5294,2.1168,1.5695,1.0075,1.6646,0.9071,0.6993,0.7109,0.4246,1.473,0.6759,0.6478,-0.0244,0.7194,0.2279,-7e-04,0.7224,0.6062,1.0213,0.9581,0.5014,0.4183,0.7879,0.9366,1.326,0.0858,0.7804,0.4122,1.9771,1.8753,0.4704,0.9613,0.9167,1.3859,0.2222,1.7213,0.3253,1.235,1.5816,1.8147,1.8315,2.2702,0.3895,0.2627,1.773,0.9166,1.8407,2.0722,0.3368,1.0665,1.052,0.69,-0.0508,0.4116,0.6517,1.1789,0.7617,1.8069,0.8252,2.0137,1.1654,2.2474,0.5152,3.1828,0.2301,3.1454,0.6175,0.9911,0.5729,1.2713,0.7598,0.1604,2.7191,1.306,-0.0557,-0.0216,0.8593,1.1592,0.2018,2.8625,0.5614,0.8534,1.2092,1.3568,0.4552,0.2853,-0.0498,0.846,2.0035,1.1497,2.3578,3.0487,Control
Utah__A05,0.2212,1.0206,1.0502,2.5047,1.126,1.4643,0.8931,0.1752,0.5077,0.4025,2.4364,1.2843,0.6147,0.9985,1.1544,2.0685,0.2109,0.9937,0.6931,1.5574,1.9272,0.0025,-0.0268,1.3282,0.5433,0.5401,-0.014,1.3223,3.6927,2.0768,1.8942,1.2853,1.8496,0.8253,1.0091,0.7171,0.5201,1.4793,0.9205,0.8981,-0.0089,0.8434,0.3703,-0.0426,1.0584,0.9676,1.0618,1.1725,0.6511,0.5184,0.9841,1.0613,1.4867,0.1071,1.0828,0.5896,2.0806,2.216,0.6481,1.2427,1.1601,1.6295,0.1301,1.827,0.3079,1.4692,1.7551,2.1323,1.8575,2.4788,0.5372,0.3453,2.1207,1.1621,2.1618,2.6633,0.5371,1.4459,1.2373,0.8662,-0.0824,0.5888,0.8066,1.3959,1.0093,2.0948,1.1782,2.3625,1.6979,2.5606,0.6561,3.7079,0.3018,3.2426,0.8271,1.3724,0.7675,1.7927,1.028,0.1717,2.5787,1.4555,-0.0172,0.1711,1.0322,1.3105,0.2205,2.8354,0.9783,0.8913,1.3663,1.6407,0.5809,0.363,0.0303,1.1927,2.0398,1.4014,2.9061,3.1679,Control
Utah__A06,0.1003,1.0276,0.8689,2.1742,1.0895,1.5024,0.8568,0.0495,0.3215,0.4872,2.1906,1.0497,0.4968,0.9842,0.9366,1.9611,0.162,0.8599,0.5191,1.4854,1.6424,0.0907,0.0644,1.1932,0.5515,0.3539,-0.0137,1.2153,3.4636,2.1737,1.7382,1.1374,1.7484,0.8706,0.7402,0.6524,0.537,1.4254,0.8459,0.8655,-0.0483,0.7387,0.215,-0.0461,0.9541,0.6594,1.0037,1.0381,0.47,0.3918,0.8221,0.8662,1.3932,0.0815,0.8249,0.4914,1.9,2.1312,0.5572,1.1046,1.0315,1.5445,0.0832,1.695,0.1289,1.446,1.692,2.041,1.6793,2.2525,0.2293,0.2978,1.9369,1.0648,2.1823,2.4337,0.3886,1.1933,1.2878,0.71,-0.0764,0.3523,0.7317,1.0719,0.8437,1.8673,0.9685,2.1096,1.2364,2.2007,0.4219,3.2522,0.2642,3.1486,0.6309,1.0823,0.6374,1.8244,1.0363,0.1183,2.5264,1.4102,-0.0676,0.1688,0.9171,1.2543,0.1555,2.7017,0.8701,0.7419,1.2584,1.3993,0.5392,0.2954,-0.017,1.0948,1.9832,1.2314,2.6185,2.9535,Control
Utah__A07,0.0739,1.1387,0.8625,2.2439,1.2311,1.7343,1.0684,0.2018,0.3572,0.6532,2.1966,1.1446,0.6104,1.2881,1.0014,2.1088,0.2967,0.9902,0.5264,1.4636,1.5357,0.0539,-0.0857,1.0909,0.5382,0.4939,-0.0597,1.1378,3.5539,1.8144,1.7084,1.0639,1.821,0.7538,0.7533,0.516,0.6093,1.4678,0.8673,0.9576,0.004,0.9012,0.2422,-0.0198,0.9819,0.5377,1.1986,1.1813,0.5103,0.4292,0.8325,0.9734,1.4181,0.1042,0.8164,0.6161,1.6123,2.1292,0.718,1.061,1.0848,1.491,0.1908,1.7566,0.2402,1.4983,1.6145,2.0904,1.8708,2.4492,0.284,0.3915,1.8647,1.275,2.1791,2.3124,0.3026,1.1563,1.431,0.9262,-0.0489,0.3584,0.9943,1.0731,0.6775,1.7954,1.1077,2.0442,1.6129,2.2691,0.5257,2.862,0.2837,3.2827,0.5784,1.0891,0.8057,1.5784,0.8962,0.21,2.522,1.5389,-0.1252,0.0617,0.9103,1.3639,0.1724,2.8469,1.3774,0.8272,1.2085,1.4273,0.5082,0.3721,-0.0145,1.1085,2.1537,1.1404,2.3313,3.0108,Control
Utah__A08,0.0482,0.9628,0.6934,1.8437,1.262,1.6121,1.3204,0.2945,0.1477,0.7374,1.7617,0.8267,0.5386,1.107,0.8585,2.0191,0.2465,0.9587,0.3303,1.1916,1.2141,0.0522,-0.1046,0.9002,0.6369,0.5513,-0.0251,1.1334,3.2398,1.8248,1.3709,0.9279,1.778,0.9138,0.6283,0.5451,0.7,1.4179,0.9259,0.9523,-0.0508,0.9388,0.112,-0.0719,0.6411,0.5139,1.2257,1.0501,0.545,0.3676,0.7214,0.8479,1.3089,0.1987,0.6191,0.5891,1.3291,1.9164,0.7453,0.91,1.1082,1.2583,0.1624,1.7456,0.0816,1.6066,1.5187,1.6821,1.6591,2.0463,0.2652,0.4095,1.5536,1.2281,1.9275,1.7124,0.2859,0.8248,1.389,0.9476,-0.1161,0.2411,1.0263,0.8683,0.7232,1.3602,1.0043,1.5973,1.0836,1.7351,0.3112,2.7332,0.1986,2.9839,0.5265,0.912,0.67,1.246,0.8143,0.2491,2.3545,1.6574,-0.0717,0.0283,0.7384,1.5239,0.1188,2.4697,0.9986,0.7752,1.0985,1.1007,0.3822,0.3498,-0.0604,1.0787,2.2071,1.0555,2.1123,2.5236,Control
Utah__A09,0.2338,0.9993,0.8205,2.0833,0.9661,1.5934,1.1314,0.2095,0.311,0.4724,2.0529,0.951,0.6118,1.2065,0.9574,2.0278,0.179,0.7608,0.4707,1.2751,1.2968,0.0515,-0.0698,1.055,0.5654,0.3358,-0.0063,1.0006,3.4426,2.0482,1.6707,1.0099,1.8437,0.6619,0.8342,0.4935,0.5004,1.4748,0.8298,0.8019,-0.0871,0.8108,0.1737,-0.0147,0.7814,0.4825,1.0164,0.9658,0.469,0.3859,0.8019,0.8291,1.4214,0.059,0.8002,0.451,1.482,2.0046,0.635,0.955,1.0108,1.1331,0.1938,1.7416,0.1634,1.3016,1.5741,1.8899,1.8142,2.3638,0.3512,0.3438,1.7882,1.0664,2.1259,2.1433,0.3012,0.8589,1.1449,0.8671,-0.0766,0.3322,0.8826,0.9832,0.6863,1.4718,0.934,1.8493,1.2867,2.2992,0.5082,2.7299,0.27,3.1891,0.598,0.9227,0.6048,1.4139,0.9554,0.2214,2.4756,1.4794,-0.0689,0.0368,0.8663,1.3284,0.1487,2.5206,1.0201,0.7992,1.1756,1.2723,0.4194,0.3267,-0.0225,1.0484,2.1746,1.2202,2.5054,2.7847,Control
Utah__A10,0.1738,0.9969,0.8011,1.9663,1.2631,1.6882,1.0108,0.1616,0.3996,0.5608,2.1397,1.0505,0.4338,1.2309,1.0332,2.1007,0.2984,0.9085,0.4698,1.2806,1.5209,0.013,-0.073,1.1598,0.6186,0.2496,-0.0183,1.0833,3.6296,2.3662,1.5398,1.0288,1.8845,0.8509,0.8029,0.7439,0.6266,1.3777,0.8492,0.908,0.0096,0.8598,0.2594,-0.0244,0.8264,0.6566,1.2474,1.1256,0.5444,0.4833,0.9916,0.9823,1.4211,0.0879,0.924,0.5771,1.8046,2.1303,0.7555,1.0038,1.1004,1.4451,0.1537,1.9511,0.2331,1.6733,1.5431,1.9014,1.8464,2.3388,0.3672,0.3587,1.8111,1.2875,2.0097,2.2403,0.3683,1.1247,1.4397,0.9074,-0.0797,0.3719,0.8365,1.0358,0.7453,1.6456,1.1174,2.0381,1.3973,2.3126,0.541,3.2757,0.2228,3.2131,0.6147,1.1435,0.7327,1.6475,0.8204,0.1897,2.5075,1.4654,-0.0598,0.1636,0.8586,1.4617,0.178,2.7433,1.0498,0.8349,1.1682,1.4296,0.4582,0.3145,-0.0217,1.1482,2.1065,1.276,2.4872,2.8746,Control
