@relation data

@attribute id string
@attribute 10858 numeric
@attribute 10998 numeric
@attribute 1109 numeric
@attribute 1581 numeric
@attribute 1582 numeric
@attribute 1593 numeric
@attribute 23600 numeric
@attribute 3295 numeric
@attribute 51302 numeric
@attribute 570 numeric
@attribute 6342 numeric
@attribute 6718 numeric
@attribute 80270 numeric
@attribute 8309 numeric
@attribute 9023 numeric
@attribute 9420 numeric
@attribute Class {Control,BRCACancer}

@data
A01,-0.0272,0.0435,-0.0736,-0.1505,-0.1094,0.7984,0.4933,1.1886,-0.0589,-0.0916,1.0529,-0.1856,0.1686,-0.0678,-0.2069,-0.0792,Control
A02,-0.0206,-0.0583,-0.2001,-0.202,0.0725,0.7444,0.4223,0.9592,-0.0302,-0.082,1.1818,-0.1299,0.0839,-0.028,-0.2231,-0.074,Control
A03,-0.0294,-0.0118,-0.1345,-0.1844,0.0262,0.9368,0.5042,1.0125,-0.0681,-0.1226,1.2645,-0.1433,0.1811,-0.0398,-0.1595,-0.1415,Control
A04,-0.0072,0.0239,-0.0944,-0.1343,0.0652,0.5429,0.4245,1.0185,-0.0408,-0.0407,0.9542,-0.13,0.1214,0.0027,-0.1844,-0.0975,Control
A05,6e-04,0.0123,-0.0768,-0.1463,-0.1412,1.1201,0.6038,1.2546,-0.0996,-0.0359,0.9216,-0.1062,0.0767,-0.032,-0.1971,-0.0717,Control
A06,-0.0921,0.0102,-0.0916,-0.115,0.042,0.9028,0.6005,1.1178,-0.0057,-0.0494,1.0022,-0.1063,0.0689,-0.0344,-0.2666,-0.1316,Control
A07,0.0095,-0.0931,-0.0833,-0.183,0.0506,0.7727,0.607,1.2869,-0.0296,-0.1307,0.7758,-0.157,0.1265,-0.0162,-0.2762,-0.1303,Control
A08,-0.0376,-0.0126,-0.0832,-0.1564,-0.187,0.7721,0.5203,1.1131,-0.0899,-0.0919,1.1978,-0.1635,0.0792,-0.0873,-0.3027,-0.0995,Control
A09,-0.021,-0.0296,-0.1533,-0.1716,-0.0027,0.6248,0.5629,1.0317,-0.0633,-0.0474,0.8556,-0.0993,0.077,0.0128,-0.2014,-0.1034,Control
A10,-0.0119,-0.0635,-0.1086,-0.1332,-0.036,1.2802,0.4923,1.2933,-0.0647,-0.0523,1.247,-0.1361,0.106,-0.0487,-0.1945,-0.1137,Control
A11,-0.0388,0.0699,-0.1211,-0.0738,-0.0983,0.7195,0.5074,0.7778,-0.0791,-0.0868,1.1185,-0.1208,0.1473,-0.0866,-0.0336,-0.0801,Control
A12,-0.0609,-0.0589,-0.1379,-0.2022,0.2329,0.5195,0.5044,0.7539,0.0699,-0.0221,0.9273,-0.031,0.05,0.0753,-0.1094,-0.1788,Control
B01,-0.0789,-0.0797,-0.0579,-0.2394,0.0344,0.7173,0.4256,0.9236,-0.1004,0.1587,1.0795,-0.0927,-0.065,0.0939,-0.2978,-0.152,Control
B02,0.0092,0.0344,-0.0181,-0.1651,0.039,0.9229,0.5299,1.127,-0.1008,-9e-04,1.1341,-0.1223,0.0727,-0.0015,-0.2804,-0.1046,Control
B03,-0.0091,-0.0728,-0.0797,-0.195,-0.0078,0.7944,0.5243,1.1305,-0.0828,0.0323,1.1182,-0.1794,0.0906,0.0233,-0.2065,-0.14,BRCACancer
B04,9e-04,-0.0739,-0.1428,-0.1791,0.002,0.4394,0.4102,0.9647,-0.0811,-0.1693,0.9317,-0.1001,0.0876,-0.0266,-0.3565,-0.1082,BRCACancer
B05,-0.0112,-0.021,-0.1777,-0.2175,0.1722,0.3121,0.4425,0.7706,-0.0245,-0.1003,0.8963,-0.0476,0.08,0.0396,-0.2108,-0.1642,BRCACancer
B06,-0.1801,-0.23,-0.1135,-0.3827,-0.0394,0.398,0.3598,0.8792,-0.0505,0.1756,0.7429,0.0451,-0.0381,0.025,-0.3015,-0.1294,BRCACancer
B07,-0.0663,-0.0617,-0.0874,-0.1746,0.0546,0.831,0.5434,1.1896,-0.0721,-0.0622,0.8757,-0.1024,0.0917,-0.0467,-0.16,-0.096,BRCACancer
B08,0.0189,-0.0054,-0.124,-0.0982,-0.0148,0.6155,0.5134,1.024,-0.0522,-0.0072,0.975,-0.1459,0.104,-0.0631,-0.0848,-0.0778,Control
