@relation data

@attribute id string
@attribute 83700 numeric
@attribute 338 numeric
@attribute 2147 numeric
@attribute 51378 numeric
@attribute 5781 numeric
@attribute 682 numeric
@attribute 6464 numeric
@attribute 2335 numeric
@attribute 56301 numeric
@attribute 5478 numeric
@attribute 23657 numeric
@attribute 285 numeric
@attribute 3683 numeric
@attribute 3684 numeric
@attribute 284 numeric
@attribute 3676 numeric
@attribute 9046 numeric
@attribute 3675 numeric
@attribute 1525 numeric
@attribute 6520 numeric
@attribute 482 numeric
@attribute 483 numeric
@attribute 481 numeric
@attribute 3678 numeric
@attribute 2207 numeric
@attribute 6566 numeric
@attribute 90952 numeric
@attribute 23759 numeric
@attribute 5777 numeric
@attribute 54210 numeric
@attribute 3635 numeric
@attribute 50848 numeric
@attribute 4312 numeric
@attribute 5175 numeric
@attribute 3690 numeric
@attribute 8832 numeric
@attribute 55423 numeric
@attribute 6402 numeric
@attribute 57126 numeric
@attribute 2888 numeric
@attribute 6403 numeric
@attribute 3685 numeric
@attribute 4973 numeric
@attribute 9056 numeric
@attribute 6693 numeric
@attribute 6404 numeric
@attribute 2886 numeric
@attribute 3688 numeric
@attribute 4893 numeric
@attribute 3687 numeric
@attribute 9057 numeric
@attribute 3689 numeric
@attribute 2885 numeric
@attribute 1277 numeric
@attribute 1278 numeric
@attribute 58494 numeric
@attribute 6654 numeric
@attribute 2621 numeric
@attribute 51206 numeric
@attribute 3265 numeric
@attribute 965 numeric
@attribute 3845 numeric
@attribute 962 numeric
@attribute 961 numeric
@attribute 3897 numeric
@attribute 23539 numeric
@attribute 9123 numeric
@attribute 4099 numeric
@attribute 11136 numeric
@attribute 23428 numeric
@attribute 8140 numeric
@attribute 3655 numeric
@attribute 10461 numeric
@attribute 6714 numeric
@attribute 140885 numeric
@attribute 7010 numeric
@attribute 7525 numeric
@attribute 5196 numeric
@attribute 914 numeric
@attribute 5627 numeric
@attribute 51744 numeric
@attribute 5197 numeric
@attribute 857 numeric
@attribute 5624 numeric
@attribute 5290 numeric
@attribute 5291 numeric
@attribute 5335 numeric
@attribute 2534 numeric
@attribute 120425 numeric
@attribute 4067 numeric
@attribute 3932 numeric
@attribute 5295 numeric
@attribute 5296 numeric
@attribute 7056 numeric
@attribute Class {Control,BRCACancer}

@data
A01,0.3991,-0.1029,-0.087,-0.013,0.5566,0.9496,0.7565,-0.0489,0.2145,1.6074,0.0023,-0.0652,2.111,1.627,0.1491,2.696,1.8308,0.1046,0.0125,1.0623,0.0986,0.597,0.2629,1.5124,2.3872,0.5288,0.2464,1.0645,1.8033,1.978,1.2791,1.2746,0.1911,1.732,2.1301,1.7089,0.8021,2.5427,-0.0135,0.1166,1.3832,0.7512,0.1925,1.9066,1.8825,2.3044,-0.0621,2.4273,2.7938,1.6127,1.5795,2.2463,1.6355,-0.1778,-0.1137,-0.03,1.1256,0.0722,0.6073,0.4236,1.0639,1.5967,2.3459,2.4239,-0.009,0.2942,0.8334,-0.187,4e-04,-0.0316,0.5128,1.5793,0.265,0.3755,0.5603,-0.079,0.3196,2.5124,2.0014,0.2593,0.9955,2.1904,-0.0865,0.0863,1.5746,1.5626,1.7307,1.6042,2.1886,1.3216,1.9358,1.4982,0.2071,0.6592,Control
A02,0.2234,-0.08,-0.0712,-0.1659,0.4031,0.9831,0.8046,-0.002,0.2257,1.2289,0.0539,-0.1408,2.2735,1.7374,-0.0069,2.4488,1.8088,0.0413,0.0036,0.8408,0.0632,0.4026,0.1925,1.2465,2.7273,0.4424,0.2144,0.8525,1.8803,1.0866,1.2825,1.1375,-0.0556,1.7999,2.2489,1.5076,0.4681,2.1919,-0.0268,0.0403,1.3191,0.6194,0.2029,2.2171,1.8883,2.1913,-0.0522,2.1759,2.9993,1.6806,1.016,2.3816,1.481,-0.179,-0.0554,-0.0622,0.9005,0.0411,0.4687,0.3716,0.8994,1.3547,2.4731,2.1999,-0.0412,0.2035,0.7324,-0.0982,-0.1125,-0.0013,0.4814,0.9261,0.1871,0.3775,0.4158,-0.1216,0.1729,2.1517,1.641,0.2632,1.2668,1.1349,-0.1157,0.1395,1.3014,1.4139,1.247,1.263,2.2579,1.1848,1.6874,1.1993,0.1689,0.5165,Control
A03,0.216,-0.0843,-0.102,-0.0837,0.48,1.1369,0.7989,-0.0268,0.1931,1.4168,0.0919,-0.064,2.5078,1.9552,0.0205,2.7206,2.1774,0.0051,0.07,1.1252,0.1425,0.6436,0.4242,1.607,2.7848,0.514,0.2216,1.0166,1.95,1.8339,1.4534,1.1179,0.1433,1.9695,2.2641,1.7111,0.5573,1.8963,0.0605,0.0225,1.394,0.8381,0.0768,2.288,2.1223,2.371,-0.0224,2.3183,3.0903,1.9154,1.0364,2.5068,1.7658,-0.1707,-0.1078,-0.0894,1.1275,0.138,0.5626,0.3757,1.2029,1.6527,2.2777,2.2086,0.0301,0.2366,1.0871,-0.205,-0.1018,-0.0492,0.6069,0.6756,0.1767,0.6195,0.5265,-0.1137,0.3404,1.6376,1.8159,0.2799,1.3116,1.2654,-0.002,0.1618,1.3967,1.4596,1.3323,1.4626,2.2166,1.5638,1.7151,1.3339,0.2691,0.4993,Control
A04,0.3706,-0.0693,-0.0358,-0.0802,0.3995,1.118,0.8019,-0.0521,0.2803,1.4363,0.0647,-0.0447,2.1956,1.7951,0.027,2.7136,1.7151,0.0819,0.0368,1.0758,0.088,0.4198,0.1735,1.3644,2.965,0.3742,0.2563,0.835,1.8859,1.491,1.3869,1.191,0.0912,1.6925,2.7493,1.7087,0.5567,2.2875,-0.0278,0.1386,1.454,0.6282,0.158,1.911,1.835,2.5023,0.0215,2.3751,3.0364,1.3829,1.0526,2.4299,1.4795,-0.0843,-0.0804,0.0121,1.028,0.0632,0.7425,0.3609,0.9739,1.1951,2.5809,2.4541,0.0493,0.4335,0.8443,-0.0166,0.0114,-0.0851,0.5224,1.0935,0.1546,0.414,0.4324,-0.0903,0.3208,2.1356,2.0346,0.3061,1.0963,1.484,-0.0584,0.1617,1.353,1.4002,1.3202,1.4429,2.2032,1.3945,1.9667,1.4882,0.2883,0.5022,Control
A05,0.5373,-0.0691,-0.0619,-0.1121,0.4857,1.2607,0.8988,-0.0661,0.2391,1.2753,0.0133,-0.0768,2.2154,2.2271,0.1196,2.5734,2.1966,0.0278,-0.0386,1.2657,0.0317,0.4479,0.3592,1.6749,3.0979,0.5059,0.4166,1.0131,2.0105,2.368,1.4233,1.5565,0.383,2.0124,2.9795,1.9403,0.4529,2.1692,-0.0574,0.2524,1.9673,0.8469,0.2776,2.4048,1.9817,2.5675,-0.0322,2.221,3.3113,1.861,1.1373,2.5987,1.8562,-0.0414,-0.0986,-0.0228,1.0464,0.1446,0.959,0.4772,1.0904,1.4096,2.4811,2.3483,0.0065,0.3625,1.0825,-0.0822,-0.0267,-0.0565,0.7302,0.9261,0.3083,0.6469,0.7678,-0.0828,0.2929,2.7849,1.5363,0.6107,1.3489,2.2388,-0.0049,0.177,1.4836,1.8548,1.2108,1.4763,2.4586,1.5799,1.6797,1.3381,0.3996,0.751,Control
A06,0.3377,-0.0814,-0.0855,-0.1281,0.4941,0.9688,0.7671,-0.0507,0.2118,1.3227,0.176,-0.1012,2.0424,2.263,0.0072,2.2651,1.9322,-0.0321,0.0037,1.1126,-0.0092,0.5724,0.2216,1.5112,2.8274,0.4862,0.2022,0.9472,1.823,2.5603,1.367,1.1879,-0.0779,1.798,2.6063,1.3311,0.5209,2.1011,0.0174,0.1006,1.3293,0.7154,0.2229,2.4197,1.8229,2.3723,-0.1217,2.0446,2.8748,1.7958,1.1412,2.4549,1.5705,-0.1574,-0.0653,-0.0334,0.8852,0.0324,0.4217,0.2467,0.9901,1.4336,2.3282,2.0524,-0.0739,0.1338,0.8878,-0.248,-0.1094,-0.0748,0.5735,1.1128,0.5844,0.4253,0.5807,-0.1182,0.3391,1.9083,1.4548,0.225,1.3617,1.0973,-0.084,0.0746,1.3845,1.4475,1.2063,1.3895,2.3715,1.3697,1.611,1.3761,0.1914,0.4748,Control
A07,0.2684,-0.0949,-0.1015,-0.1125,0.5361,1.0587,0.7989,-0.0393,0.1525,1.3363,0.159,-0.0945,2.2211,1.855,0.0666,2.7412,2.0129,-0.0051,-0.0423,0.9693,-0.0429,0.6683,0.2765,1.5123,2.6925,0.5055,0.1747,1.0031,1.8362,1.8313,1.4397,1.2402,-0.0582,2.0768,2.3361,1.497,0.5374,2.299,-0.0353,0.0946,1.2855,0.8005,0.1858,2.249,2.0088,2.4075,-0.0661,2.4763,2.9085,1.7278,1.323,2.3516,1.8609,-0.1837,-0.0867,-0.1076,1.1765,0.1467,0.5483,0.364,1.2967,1.7064,2.5431,2.4783,-0.0766,0.3004,0.8999,-0.1717,-0.065,0.0823,0.4429,1.1635,0.2755,0.359,0.5921,-0.118,0.3682,2.276,1.7113,0.3299,1.2841,1.293,-0.0743,0.171,1.5934,1.5467,1.2924,1.8589,2.532,1.7041,1.7129,1.6231,0.2011,0.6952,Control
A08,0.3123,-0.1047,-0.0829,-0.0897,0.621,0.71,0.784,-0.067,0.202,1.297,0.0321,-0.0207,2.2537,1.5728,-0.0222,3.0853,1.5712,0.0318,0.0636,0.7489,0.1049,0.6405,0.2474,1.3905,2.4222,0.3597,0.0691,0.9951,1.6778,1.4413,1.5388,0.9772,-0.0119,1.9856,1.4609,1.5962,0.6367,2.2061,0.0203,-0.0048,0.8535,0.7734,0.2235,1.7701,1.761,2.0267,-0.0779,2.328,2.6904,1.6851,1.433,2.0859,1.7198,-0.1908,-0.1185,-0.0342,1.467,0.0813,0.3162,0.2967,1.1879,1.6216,2.2663,2.5524,-0.0364,0.1544,0.6857,-0.1844,-0.0861,-0.0459,0.3587,1.5957,0.4644,0.3481,0.4217,-0.086,0.4985,1.7071,1.6289,0.0208,1.2297,0.9773,-0.1327,0.0256,1.7501,1.5683,1.4821,1.9941,1.9547,1.8806,1.5609,1.714,0.168,0.36,Control
A09,0.5765,-0.0756,-0.1057,-0.1257,0.4602,0.9129,0.7778,-0.0476,0.1571,1.1969,0.0858,-0.06,2.1417,1.6745,0.1519,2.8347,1.9503,0.0419,-0.0093,0.8788,-0.06,0.5272,0.1608,1.3587,2.7479,0.3975,0.2384,0.9541,1.8256,1.4817,1.372,1.2376,0.0269,2.0259,2.6827,1.5375,0.6262,2.1636,-0.0967,0.1132,1.5727,0.638,0.1656,2.0088,2.0224,2.3078,-0.0693,2.5756,2.8883,1.7858,1.3304,2.325,1.8278,-0.1356,-0.0989,-0.0837,0.9988,0.1061,0.5724,0.349,1.0484,1.5553,2.4011,2.2879,-0.0194,0.311,0.7427,-0.2167,-0.0797,-0.0574,0.4405,1.3058,0.4186,0.4569,0.6208,-0.0831,0.2847,2.59,1.8626,0.4187,1.0882,1.8386,-0.0557,0.0977,1.4582,1.4714,1.3752,1.7212,2.1572,1.6382,1.828,1.5464,0.1702,0.5006,Control
A10,0.8077,-0.0817,-0.082,-0.1081,0.5199,1.0625,0.79,-0.0093,0.2082,1.2589,0.0165,-0.069,2.3524,2.0157,0.2292,2.9349,1.91,0.0321,-0.0457,0.9442,0.0287,0.8139,0.2457,1.5221,2.6696,0.5118,0.2623,0.9427,1.8519,2.1262,1.5525,1.3315,0.1491,1.9192,2.8517,2.0288,0.4817,2.1264,0.0206,0.2428,1.8469,0.8217,0.2246,2.1734,1.7905,2.2179,0.0212,2.7093,2.9966,1.6612,1.1007,2.3423,1.802,-0.143,-0.1011,-0.0361,1.3316,0.0819,0.694,0.398,1.374,1.4415,2.6017,2.4683,-0.0028,0.3218,0.798,-0.1144,-0.082,-0.0613,0.4941,0.9855,0.3017,0.4388,0.7065,-0.0718,0.3193,3.2592,2.0948,0.6074,1.4464,2.332,-0.0635,0.0838,1.6941,1.7523,1.2657,1.9662,2.3713,1.7975,1.8784,1.6535,0.2665,0.5346,Control
