@relation data

@attribute id string
@attribute 842 numeric
@attribute 3265 numeric
@attribute 5747 numeric
@attribute 6464 numeric
@attribute 1956 numeric
@attribute 317 numeric
@attribute 2690 numeric
@attribute 207 numeric
@attribute 1499 numeric
@attribute 5290 numeric
@attribute 54205 numeric
@attribute 3688 numeric
@attribute 2885 numeric
@attribute 387 numeric
@attribute 5595 numeric
@attribute 572 numeric
@attribute 5294 numeric
@attribute 5295 numeric
@attribute 6654 numeric
@attribute 5594 numeric
@attribute Class {Control,BRCACancer}

@data
A01,0.8952,0.4247,0.2618,0.75,-0.0786,1.7487,-0.0978,0.6045,2.1612,1.6169,0.7163,2.4355,1.6544,0.7773,1.0783,0.2521,1.8391,1.4782,1.1294,1.7309,Control
A02,0.614,0.3701,0.117,0.7973,0.0036,1.6818,0.0055,0.5571,1.955,1.3286,0.7423,2.1547,1.493,0.5327,1.0214,0.1564,2.0614,1.1561,0.9018,1.6299,Control
A03,0.8989,0.3745,0.1482,0.7917,-0.0126,1.8237,-0.0557,0.6699,2.2554,1.4291,0.9311,2.3137,1.7906,0.88,1.0584,0.1963,2.1951,1.3011,1.1313,1.8758,Control
A04,0.7606,0.3589,0.1496,0.7946,-0.0237,1.5078,-0.0357,0.6114,2.1372,1.383,0.7592,2.3772,1.4914,0.4995,1.0435,0.2622,2.1245,1.4673,1.0307,1.7145,Control
A05,0.9986,0.4809,0.2717,0.89,-0.0402,1.9445,-0.0239,0.7362,2.1443,1.5208,0.7999,2.205,1.8851,0.6563,1.1978,0.324,2.1197,1.3057,1.0492,1.9408,Control
A06,0.9562,0.2391,0.1119,0.7604,-0.0106,1.7899,-0.0502,0.6349,2.0873,1.4163,0.7842,2.008,1.5864,0.5764,0.9874,0.24,1.9994,1.3466,0.8863,1.8446,Control
A07,0.8141,0.3621,0.2084,0.7917,-0.0137,1.9755,-0.0479,0.5857,2.27,1.6368,0.7672,2.4902,1.89,0.8147,0.9702,0.246,1.974,1.6128,1.1809,1.882,Control
A08,0.7207,0.2915,0.2121,0.777,-0.0387,1.7175,-0.0961,0.5257,2.3026,1.8021,0.5666,2.3245,1.7425,0.8852,0.9939,0.0928,2.0798,1.7107,1.4746,1.9122,Control
A09,0.7421,0.3464,0.2016,0.7709,-0.0275,1.731,-0.0678,0.5517,2.2015,1.4941,0.6669,2.6012,1.8554,0.5829,0.99,0.2173,1.9891,1.5301,1.0011,1.8315,Control
A10,0.9479,0.3978,0.2453,0.7829,-0.0564,1.885,-0.0915,0.5517,2.3949,1.743,0.5994,2.7505,1.8284,0.7836,0.9237,0.2166,2.143,1.6455,1.3376,1.9225,Control
A11,0.5807,0.2849,0.1269,0.5757,-0.0127,1.7629,-0.084,0.5283,1.8848,1.2242,0.6778,2.4501,1.5674,0.5479,0.9765,0.1606,1.5704,1.2045,0.7411,1.8048,Control
A12,0.4971,0.1934,0.1012,0.5602,0.1107,1.1173,0.0097,0.3826,1.6147,0.9277,0.4178,1.8175,1.1338,0.2865,0.6537,0.0686,1.6025,0.9724,0.5264,1.2884,Control
B01,0.7117,0.1464,0.2081,0.5727,0.0172,1.3385,0.013,0.3787,2.2548,1.4936,0.5944,2.099,1.513,0.7625,0.7649,-0.025,1.9253,1.579,0.9155,1.5393,Control
B02,0.868,0.3374,0.1632,0.8993,-0.0214,1.5383,-0.0666,0.6586,2.3678,1.4558,1.0909,2.3005,1.6209,0.6839,1.0793,0.2649,2.0769,1.7588,0.8818,1.7139,Control
B03,0.6967,0.2578,0.0831,0.7096,-0.0516,1.6468,-0.0718,0.5588,2.4214,1.5497,0.9005,2.3513,1.5833,0.6896,0.9322,0.1564,1.9938,1.9606,0.9292,1.7231,BRCACancer
B04,0.6286,0.1672,0.2236,0.7034,-0.018,1.5149,-0.0088,0.5084,2.1529,1.609,0.6219,2.6115,1.6575,1.0121,0.7103,0.0836,2.0074,1.5843,1.4407,1.892,BRCACancer
B05,0.6254,0.23,0.0832,0.7378,0.0442,1.2632,-0.0354,0.4305,2.01,1.1758,0.8085,2.2374,1.5074,0.6877,0.8091,0.134,2.163,1.6637,0.7814,1.7712,BRCACancer
B06,0.5369,-0.0263,0.1723,0.4776,-0.005,1.2445,0.0356,0.1636,1.9793,1.137,0.1169,2.0964,1.1253,0.5814,0.5053,-0.0858,1.4569,1.3797,0.7812,1.2783,BRCACancer
B07,0.7399,0.3789,0.1479,0.879,-0.0147,1.736,-0.0193,0.6203,2.3394,1.5902,0.8633,2.5925,1.6451,0.9305,1.0321,0.203,2.0896,1.5748,1.1794,1.792,BRCACancer
B08,0.8371,0.3671,0.2591,0.7952,-0.0666,1.867,-0.0702,0.6297,1.9728,1.3514,0.7197,2.2952,1.6528,0.5672,1.0572,0.2826,1.8077,1.132,0.7595,1.6981,Control
B09,0.3752,0.2529,0.2879,0.6547,-0.04,1.1309,-0.0544,0.4484,1.9714,1.4071,0.439,2.8246,1.6703,1.0014,0.6103,0.0768,1.6827,1.491,1.2234,1.8255,Control
B10,0.5534,0.2365,0.0802,0.7099,-2e-04,1.4053,-0.0611,0.3712,2.1065,1.4557,0.5219,2.3771,1.5222,0.6115,0.6316,0.0931,2.015,1.4619,1.057,1.7394,Control
B11,0.6291,0.4132,0.1845,0.7097,-0.0171,1.8542,-0.0584,0.4509,1.9275,1.4217,0.4327,2.1992,1.7628,0.5429,0.9134,0.2148,1.9382,1.24,0.9509,1.6375,Control
B12,0.3193,0.2142,0.0977,0.5071,-0.0579,1.0883,-0.0844,0.3638,1.7512,1.1501,0.3144,2.3982,1.3374,0.7352,0.4982,0.0569,1.2222,1.1456,1.0116,1.4211,Control
C01,0.7916,0.4401,0.1894,0.7971,-0.0121,1.8682,-0.0437,0.6847,1.9901,1.3664,0.6704,2.1418,1.8228,0.9105,1.0379,0.2317,2.0354,1.2568,1.0359,1.903,BRCACancer
C02,0.8772,0.5316,0.1387,0.8402,0.0186,1.6253,-0.0405,0.7019,1.9165,1.4157,0.6617,2.1641,1.5148,0.5033,1.072,0.2893,1.9216,1.2932,0.9083,1.6208,BRCACancer
C03,0.9409,0.5973,0.0924,0.9851,-0.0175,1.7095,-0.0512,0.9231,2.1618,1.5104,0.7761,2.5163,1.5281,0.7448,1.1353,0.3753,2.1422,1.2173,1.1329,1.816,BRCACancer
C04,0.3715,0.409,0.1722,0.5596,-0.0164,1.2876,-0.0556,0.5682,1.3327,0.7955,0.6996,2.1554,1.2653,0.304,0.963,0.2509,1.3223,0.7671,0.4567,1.4351,Control
C05,0.494,0.2915,0.0514,0.641,5e-04,1.4224,-0.0129,0.5706,1.4813,0.937,0.5506,1.6506,1.157,0.3584,0.8555,0.089,1.636,0.8638,0.4931,1.4746,BRCACancer
C06,0.0019,0.1733,-0.0571,0.1502,0.0241,0.1891,-0.0494,0.25,0.521,0.2206,0.1183,0.5605,0.5373,0.2708,0.3,0.1103,0.3699,0.3392,0.0625,0.6234,Control
C07,0.6067,0.3587,0.1039,0.6527,0.0108,1.5335,-0.026,0.551,1.6858,1.1736,0.5516,2.0737,1.2729,0.3207,0.7808,0.2273,1.8423,1.0366,0.6257,1.5948,Control
C08,0.6941,0.4274,0.21,0.7215,-0.0166,1.5297,-0.0703,0.6146,1.7876,1.2968,0.6184,1.9168,1.422,0.4685,0.9573,0.194,1.8845,1.1417,0.8111,1.5956,Control
C09,0.5565,0.3039,0.1271,0.7537,-0.036,1.2693,-0.0158,0.5812,1.7951,1.1689,0.5717,1.9606,1.2543,0.4637,0.8657,0.1551,2.0143,1.0607,0.6941,1.4942,Control
C10,0.7194,0.3144,0.1143,0.8254,0.0033,1.3204,-0.0443,0.5856,1.7965,1.2759,0.5668,1.7524,1.2466,0.3285,0.8389,0.1796,2.1015,1.0398,0.7272,1.5345,BRCACancer
C11,0.8077,0.5154,0.2377,0.7797,-0.0424,1.4751,-0.016,0.699,1.7453,1.2004,0.7354,2.1315,1.5471,0.5695,1.0236,0.3027,1.9033,1.0752,0.8182,1.6696,Control
C12,0.4151,0.3067,0.0727,0.4821,-0.0248,0.9433,-0.0347,0.5121,1.1651,0.7596,0.2884,2.0163,1.142,0.2682,0.8239,0.1549,1.3512,0.6171,0.4133,1.3945,BRCACancer
D01,0.3578,0.3705,0.1745,0.5928,-0.061,1.4387,-0.1248,0.5906,1.9058,1.312,0.4035,2.6604,1.5919,0.8845,0.7443,0.1647,1.3371,1.3663,1.1326,1.6488,BRCACancer
D02,0.5376,0.4595,0.2124,0.7361,-0.0556,1.2665,-0.0602,0.6233,1.6829,1.1682,0.5661,2.1727,1.405,0.4378,0.9003,0.2134,1.9303,0.9756,0.7378,1.6835,BRCACancer
D03,0.534,0.3398,0.1674,0.5892,-0.0364,1.4117,-0.0528,0.5962,1.6806,1.0319,0.5447,2.4395,1.4209,0.4121,0.8992,0.2424,1.8491,0.7997,0.5983,1.6203,BRCACancer
D04,0.5306,0.4751,0.1294,0.7168,-0.0253,1.6474,-0.0546,0.627,1.7992,1.2443,0.5337,2.3039,1.6436,0.5161,0.9744,0.2318,1.7452,1.105,0.832,1.6468,BRCACancer
D05,0.8629,0.3408,0.1284,0.8859,0.0045,1.8043,-0.0299,0.6951,1.9456,1.1472,0.6595,2.0159,1.5329,0.4876,0.8024,0.1897,1.8837,0.9971,0.7056,1.6712,BRCACancer
D06,0.7175,0.5254,0.1686,0.7551,-0.0137,1.6923,-0.0599,0.6815,1.9107,1.2669,0.6463,2.3216,1.5268,0.5926,1.0468,0.3299,1.9011,1.1845,0.8872,1.6859,BRCACancer
D07,0.7571,0.4486,0.2205,0.7719,-0.014,1.6055,-0.0303,0.6895,1.8203,1.2295,0.6279,2.2845,1.4392,0.4787,0.9191,0.2388,1.8587,1.1748,0.8114,1.6863,Control
D08,0.407,0.3274,0.129,0.5358,0.0229,1.2801,-0.0354,0.551,1.5527,0.9784,0.5893,1.9791,1.2707,0.3999,0.7999,0.2653,1.5985,0.9885,0.548,1.507,Control
D09,0.736,0.4255,0.185,0.7436,-0.0045,1.4358,-0.0588,0.6326,1.7313,1.1492,0.6309,1.8801,1.436,0.4309,1.0233,0.2121,1.7435,1.0877,0.7366,1.5424,Control
D10,0.5869,0.399,0.1735,0.6027,-0.0098,1.6898,-0.0587,0.447,1.466,1.0523,0.3998,2.0026,1.5974,0.3098,0.8307,0.1904,1.6299,0.8371,0.6156,1.6398,Control
D11,0.2474,0.2093,0.0822,0.3364,0.0056,0.6667,-0.0445,0.3649,1.0124,0.5499,0.3619,1.3903,0.8122,0.2933,0.3696,0.1832,0.8644,0.567,0.2578,0.9269,Control
