@relation data

@attribute id string
@attribute 10454 numeric
@attribute 1147 numeric
@attribute 148022 numeric
@attribute 23118 numeric
@attribute 257397 numeric
@attribute 3551 numeric
@attribute 4790 numeric
@attribute 4791 numeric
@attribute 4792 numeric
@attribute 4793 numeric
@attribute 5970 numeric
@attribute 6885 numeric
@attribute 7098 numeric
@attribute 7189 numeric
@attribute 8517 numeric
@attribute Class {Control,BRCACancer}

@data
Utah__A01,0.2872,1.5171,0.4491,1.7946,1.3846,1.1591,1.6981,1.1558,2.2123,0.9055,1.4383,1.4658,0.2954,0.8372,0.3604,Control
Utah__A02,0.1844,1.302,0.4437,1.4192,1.2666,0.9319,1.2732,0.9284,2.0603,0.76,1.258,1.1532,0.3949,0.7679,0.3492,Control
Utah__A03,0.2439,1.5398,0.4999,1.3753,1.4477,1.0697,1.4485,1.0624,2.7503,1.0903,1.4813,1.3103,0.4339,0.9336,0.3742,Control
Utah__A04,0.1265,1.079,0.4268,1.5602,1.1883,0.9555,1.4304,1.0316,2.2761,0.8727,1.484,1.2639,0.2126,0.7944,0.3772,Control
Utah__A05,0.259,1.4435,0.6004,1.5773,1.3826,1.0728,1.5181,1.126,2.4615,1.1142,1.5368,1.3977,0.388,0.8518,0.6097,Control
Utah__A06,0.2241,1.3907,0.4481,1.4058,1.2809,0.9844,1.3497,0.8596,2.472,0.8971,1.338,1.2785,0.23,0.7749,0.3246,Control
Utah__A07,0.2597,1.4674,0.513,1.723,1.4073,1.1473,1.6897,0.9967,1.9798,0.8526,1.2584,1.5067,0.2713,0.9329,0.3276,Control
Utah__A08,0.1982,1.3187,0.4629,1.9342,1.3846,1.198,1.8669,0.8752,1.9095,0.7484,1.2448,1.6258,0.206,0.8298,0.1674,Control
Utah__A09,0.1828,1.4072,0.5017,1.7432,1.4203,1.047,1.606,0.9958,2.1911,0.8347,1.3302,1.3494,0.2266,0.7673,0.2539,Control
Utah__A10,0.2691,1.4266,0.4559,1.7496,1.3671,1.1476,1.641,0.983,2.1251,0.8363,1.3233,1.611,0.5289,0.9506,0.3962,Control
Utah__A11,0.1424,1.3304,0.5025,1.3471,1.245,0.7748,1.1005,0.8018,2.0611,0.6785,1.2245,1.0642,0.3718,0.774,0.326,Control
Utah__A12,0.0771,0.8268,0.2839,1.1994,0.8205,0.759,1.0527,0.544,1.6799,0.5195,0.8238,0.8178,0.2598,0.4296,0.1215,Control
Utah__B01,0.1004,1.2599,0.137,1.7687,1.3229,0.984,1.5169,0.7541,2.5332,0.5498,1.2082,1.3503,0.2028,0.7244,0.0231,Control
Utah__B02,0.2542,1.2798,0.3978,1.6106,1.3272,1.1073,1.4394,1.13,3.0801,1.023,1.5865,1.3441,0.3757,0.9004,0.3715,Control
