@relation data

@attribute id string
@attribute 122622 numeric
@attribute 1373 numeric
@attribute 158 numeric
@attribute 159 numeric
@attribute 18 numeric
@attribute 189 numeric
@attribute 2571 numeric
@attribute 2572 numeric
@attribute 259307 numeric
@attribute 2673 numeric
@attribute 27165 numeric
@attribute 2744 numeric
@attribute 2746 numeric
@attribute 2747 numeric
@attribute 2752 numeric
@attribute 2805 numeric
@attribute 2806 numeric
@attribute 2875 numeric
@attribute 435 numeric
@attribute 440 numeric
@attribute 443 numeric
@attribute 445 numeric
@attribute 5471 numeric
@attribute 56954 numeric
@attribute 64902 numeric
@attribute 790 numeric
@attribute 7915 numeric
@attribute 84706 numeric
@attribute 8528 numeric
@attribute 8659 numeric
@attribute 91703 numeric
@attribute 9945 numeric
@attribute Class {Control,BRCACancer}

@data
A01,0.1964,-0.1029,1.7663,1.3112,0.5465,-0.0385,-0.0708,-0.1282,0.2026,1.2093,0.1915,1.5511,0.8907,-0.064,1.3271,0.6948,0.5492,-0.2175,0.3127,0.7064,-0.1179,-0.0582,0.6873,1.0829,-0.006,0.8684,0.5405,0.0179,0.1599,0.0895,0.0631,-0.1671,Control
A02,0.141,-0.0442,1.3431,1.1446,0.2561,0.1485,-0.0162,-0.125,0.1319,0.957,-0.0148,1.2507,0.6815,-0.0727,1.0613,0.5084,0.3439,-0.0824,0.3149,0.4474,-0.0741,-0.0193,0.4472,0.7877,-0.0144,0.5124,0.373,-0.0251,0.2222,0.1398,0.0441,-0.0444,Control
A03,0.1571,-0.0833,1.5314,1.1966,0.4363,0.1128,-0.0466,-0.1765,0.164,1.0414,-0.0043,1.2972,0.8903,-0.1939,1.4807,0.5949,0.5226,-0.1829,0.4082,0.4336,-0.0994,-0.0147,0.3998,0.8059,0.0192,0.6513,0.2688,0.0024,0.1613,0.2001,0.094,-0.0115,Control
A04,0.1225,-0.0309,1.4022,1.2147,0.2997,0.1547,-0.0504,-0.124,0.0213,0.9254,0.0219,1.2958,0.6568,-0.0619,1.1982,0.3579,0.4388,0.0338,0.3322,0.5963,-0.0814,-0.0103,0.3884,0.7918,-0.0173,0.6848,0.3555,-0.0517,0.1056,0.162,0.1058,-0.037,Control
A05,0.1862,-0.0697,1.4767,1.2319,0.6089,0.1182,-0.06,-0.1326,0.2388,1.0774,0.0133,1.2752,0.7733,-0.0137,1.5441,0.5031,0.5368,-0.0162,0.4398,0.3954,-0.1238,0.0227,0.4321,0.8955,-0.0085,0.6925,0.3676,0.0308,0.1627,0.1907,0.1775,-0.0814,Control
A06,0.165,-0.0411,1.5372,1.188,0.5094,0.0532,-0.033,-0.1071,0.0919,0.9956,0.1047,1.1622,0.7896,-0.2523,1.4605,0.6417,0.4737,-0.1878,0.4464,0.4902,-0.1692,-0.0361,0.4732,0.8087,0.0249,0.6227,0.3112,0.0097,0.1619,0.1522,-0.0679,-0.0839,Control
A07,0.1742,-0.0212,1.5645,1.43,0.5172,0.1426,-0.0447,-0.1755,0.0902,1.1433,0.0534,1.6415,1.0118,-0.0562,1.2677,0.6146,0.5056,-0.0413,0.4238,0.4924,-0.204,-0.0582,0.5442,0.8617,0.0164,0.6024,0.4592,-0.0044,0.1801,0.1669,0.111,-0.0622,Control
A08,0.15,-0.0619,1.4651,1.572,0.4226,0.0571,-0.0641,-0.1255,0.0014,1.1082,0.1362,1.9053,1.1452,-0.295,0.9766,0.5409,0.4811,-0.2793,0.2972,0.6998,-0.1442,-0.0851,0.5779,0.9105,-0.0329,0.7194,0.4921,-0.015,0.218,0.0444,0.0211,-0.1281,Control
A09,0.1422,-0.076,1.6018,1.2495,0.524,0.0684,-0.0495,-0.1477,-0.0468,0.9276,0.1196,1.5279,0.9609,-0.0181,1.0337,0.6007,0.3976,-0.0023,0.3181,0.5927,-0.1252,-0.0295,0.3251,0.8338,-0.0122,0.5677,0.3928,-0.0193,0.0483,0.148,0.2283,-0.0587,Control
A10,0.1367,-0.0344,1.4408,1.4537,0.5364,0.1014,-0.0608,-0.1098,0.1388,1.236,0.0416,1.7142,1.0268,0.0527,1.3072,0.5226,0.5626,-0.1081,0.3827,0.6159,-0.0983,-0.0269,0.4519,0.8952,-0.035,0.5494,0.3386,0.0212,0.1597,0.1232,0.1004,-0.0717,Control
