@relation data

@attribute id string
@attribute 3566 numeric
@attribute 3596 numeric
@attribute 3597 numeric
@attribute 3716 numeric
@attribute 3717 numeric
@attribute 7297 numeric
@attribute Class {Control,BRCACancer}

@data
Utah__A01,1.4094,-0.1121,1.0814,1.8654,1.1832,1.0858,Control
Utah__A02,1.0122,-0.1388,0.9792,1.6142,1.0583,0.8885,Control
Utah__A03,1.0245,-0.1073,1.0375,1.7735,1.4846,1.1618,Control
Utah__A04,1.4047,-0.1331,0.7751,1.9636,0.8542,0.9933,Control
Utah__A05,1.3056,-0.1363,1.1755,1.886,1.2997,1.1512,Control
Utah__A06,0.8944,-0.1302,1.1425,1.7775,1.0757,1.0725,Control
Utah__A07,1.0034,-0.1557,1.1862,2.0162,1.4165,1.0781,Control
Utah__A08,1.0551,-0.0622,0.8923,2.3186,1.4627,0.9731,Control
Utah__A09,0.9574,-0.0643,0.9175,1.9464,1.3629,0.9528,Control
Utah__A10,0.9072,-0.1992,0.9923,2.0644,1.4231,1.067,Control
Utah__A11,0.7758,-0.2892,1.0968,1.6217,0.9662,0.9094,Control
Utah__A12,0.6487,-0.0716,0.7662,1.3664,0.4496,0.4441,Control
Utah__B01,1.0606,-0.1914,0.869,1.7658,0.9717,0.7815,Control
Utah__B02,1.0209,-0.0589,0.9206,1.8441,0.9603,1.1753,Control
Utah__B03,1.0131,-0.1062,0.8995,1.8402,1.0128,0.9775,BRCACancer
Utah__B04,0.9129,-0.0431,0.7726,2.1666,1.3155,0.9301,BRCACancer
Utah__B05,0.7187,-0.101,0.6263,1.7709,0.7915,0.7929,BRCACancer
Utah__B06,0.742,-0.0386,0.6,1.4117,0.734,0.663,BRCACancer
Utah__B07,1.1627,-0.1432,0.8562,1.8704,1.1696,1.1698,BRCACancer
Utah__B08,0.9208,-0.1718,1.0967,1.5293,0.9315,1.0291,Control
Utah__B09,1.0673,-0.038,0.4105,2.1209,1.1261,0.8404,Control
Utah__B10,0.6718,-0.0221,0.5929,2.0466,1.0401,0.714,Control
Utah__B11,0.7152,-0.1342,1.0382,1.6814,1.069,0.8432,Control
Utah__B12,0.993,-0.1585,0.5093,1.8871,0.9325,0.793,Control
Utah__C01,1.0393,-0.1503,1.0163,1.8494,1.2402,1.3604,BRCACancer
Utah__C02,1.0875,-0.0294,0.9183,1.9002,0.8503,1.2162,BRCACancer
Utah__C03,1.1685,-0.0918,0.8272,1.8837,1.1793,1.4505,BRCACancer
Utah__C04,0.8718,-0.1066,0.7986,1.4372,0.6156,0.9019,Control
Utah__C05,0.8405,-1e-04,0.7442,1.5565,0.5986,0.9237,BRCACancer
Utah__C06,0.5608,-0.0612,0.0937,0.6172,0.0279,0.2238,Control
Utah__C07,0.6731,-0.0052,0.8309,1.6731,0.5865,0.8509,Control
Utah__C08,0.976,-0.0887,0.8617,1.6563,0.8603,1.0379,Control
Utah__C09,0.7782,-0.2518,0.6227,1.7211,0.5702,0.9435,Control
Utah__C10,0.9715,-0.1135,0.5917,1.8345,0.4975,0.8726,BRCACancer
Utah__C11,1.0604,-0.1988,0.9388,1.7122,0.8805,1.1788,Control
Utah__C12,1.0547,-0.1123,0.3457,1.3819,0.4207,0.7851,BRCACancer
Utah__D01,1.3492,-0.0279,0.8039,1.9272,1.3595,1.1663,BRCACancer
Utah__D02,1.403,-0.1382,0.7134,1.7485,0.6727,0.898,BRCACancer
Utah__D03,1.121,-0.1943,0.5877,1.6214,0.7914,1.0632,BRCACancer
Utah__D04,1.0722,-0.2482,0.9002,1.5711,0.9546,1.0883,BRCACancer
Utah__D05,0.7799,-0.1512,1.0563,1.6996,0.881,1.1396,BRCACancer
Utah__D06,1.0879,-0.0743,0.9485,1.7952,0.9296,1.2535,BRCACancer
Utah__D07,0.9601,-0.129,0.7635,1.7494,0.7917,1.1716,Control
Utah__D08,0.8585,-0.1159,0.7977,1.4415,0.6577,0.755,Control
Utah__D09,1.054,-0.1066,0.7792,1.6884,0.6954,0.9817,Control
Utah__D10,0.9351,-0.1762,0.8678,1.5065,0.6803,0.7613,Control
Utah__D11,0.6426,-0.0755,0.3279,1.0299,0.2879,0.3189,Control
Utah__D12,0.8805,-3e-04,0.7661,1.3718,0.6044,0.7894,Control
Utah__E01,0.7946,-0.1647,0.5826,1.6054,0.5136,0.9811,BRCACancer
Utah__E02,1.0969,-0.3014,0.6395,1.9378,0.6719,0.9532,Control
Utah__E03,1.1337,-0.1391,0.9102,1.5954,0.9208,1.0954,Control
Utah__E04,1.4013,-0.0859,0.9988,1.7328,0.7785,1.292,Control
Utah__E05,1.0189,-0.0622,0.4265,1.7767,0.589,0.7326,Control
Utah__E06,0.4882,-0.0123,0.5271,1.4424,0.7269,0.7151,BRCACancer
Utah__E07,1.1547,-0.1984,0.9089,1.7165,0.8079,1.2194,BRCACancer
Utah__E08,0.9404,-0.0669,0.8325,1.805,0.918,1.2035,Control
Utah__E09,1.0342,-0.0627,0.6888,1.6181,0.5922,0.9742,BRCACancer
Utah__E10,1.1953,-0.0566,1.1666,1.9287,1.0368,1.0944,BRCACancer
Utah__E11,0.8283,-0.0023,0.7213,1.6487,0.6349,0.7914,Control
Utah__E12,0.6779,-0.0129,0.6779,1.7002,0.4487,0.7057,BRCACancer
Utah__F01,1.4558,-0.0521,0.899,1.802,1.0503,1.2244,Control
Utah__F02,1.4634,-0.1008,0.979,1.7997,0.9054,1.2153,Control
Utah__F03,0.8309,-0.1759,0.9394,1.5792,0.7437,1.0275,Control
Utah__F04,1.3246,-0.143,0.9967,1.696,1.3281,1.1553,Control
Utah__F05,1.1218,-0.1591,0.8976,1.7779,0.8484,1.0662,Control
Utah__F06,0.8609,-0.0851,0.9912,1.4469,0.7933,0.8951,Control
Utah__F07,1.4527,-0.1462,0.5821,2.1103,0.8626,0.9913,Control
Utah__F09,1.202,-0.1168,1.1046,1.7307,0.9569,1.3324,Control
Utah__F10,1.2669,-0.1297,1.0553,1.9634,1.1394,1.2596,Control
Utah__F11,1.029,-0.127,0.9832,1.5788,0.9093,1.1301,Control
Utah__F12,0.9804,-0.1105,1.1417,1.9643,1.4175,1.0184,Control
Utah__G01,0.724,-0.0837,0.9807,1.6035,0.9521,0.9774,Control
Utah__G02,0.7112,-0.1249,0.9561,1.5862,0.8045,0.9938,Control
Utah__G03,1.0912,-0.1253,0.9769,1.8617,0.9943,1.187,Control
Utah__G04,1.1874,-0.1788,0.7675,1.9525,0.7823,1.1259,BRCACancer
Utah__G05,0.8676,-0.1035,0.5983,1.3869,0.6782,0.8841,BRCACancer
Utah__G06,0.7547,-0.1874,0.8162,1.8753,0.8244,0.9185,BRCACancer
Utah__G07,1.2079,-0.236,0.4987,1.6345,0.6177,0.8472,Control
Utah__G08,0.9961,-0.0813,1.056,1.7123,1.0499,1.0998,Control
Utah__G09,0.6504,-0.1881,0.7304,1.4589,0.7881,0.9071,Control
Utah__G10,0.5018,0.0935,0.4539,1.7429,0.556,0.7501,BRCACancer
Utah__G11,0.4538,-0.148,0.6299,1.1071,0.3595,0.385,BRCACancer
Utah__G12,0.7374,-0.0165,0.656,1.8045,0.6674,0.8759,BRCACancer
Utah__H01,0.9035,-0.171,0.6617,1.4397,0.615,0.7384,Control
Utah__H02,1.1315,-0.0114,0.8033,1.5574,0.8091,1.0982,Control
Utah__H03,1.0849,-0.1506,0.6893,1.5679,0.6762,0.8145,Control
Utah__H04,0.9335,0.0333,0.968,1.5808,0.9653,1.2507,Control
Utah__H06,0.853,-0.0111,0.966,1.5454,1.2097,1.0311,Control
Utah__H07,0.7583,-0.0943,0.7838,1.5822,0.8794,0.99,BRCACancer
Utah__H08,0.6082,-0.0243,0.9752,1.4669,0.9276,0.9333,BRCACancer
Utah__H09,0.4919,-0.0606,0.3141,1.789,0.651,0.5648,BRCACancer
Utah__H10,0.6884,0.0976,0.5585,1.4593,0.7091,0.7925,BRCACancer
Utah__H11,0.6026,-0.0518,0.6856,1.8918,0.4805,0.7426,BRCACancer
Utah__H12,0.9177,-0.0965,0.9026,1.7755,0.9319,1.0298,BRCACancer
Utah__I01,0.9547,-0.0285,0.4544,2.1297,1.1623,1.0713,Control
Utah__I02,0.8133,0.0854,0.5458,1.7251,0.7639,0.7166,Control
Utah__I03,0.8875,-0.1211,0.4404,1.4801,0.4331,0.5232,Control
Utah__I04,1.1047,-0.1003,0.8283,1.8262,0.8006,1.2562,Control
Utah__I05,0.9669,-0.1064,0.759,1.5362,0.6219,1.1967,Control
Utah__I06,0.9087,-0.0576,0.7181,1.8397,0.6445,1.0878,Control
Utah__I07,1.4085,-0.1532,0.9766,1.8528,1.0673,1.4162,Control
Utah__I08,1.1761,-0.0548,0.8119,1.8992,0.713,1.0204,Control
Utah__I09,0.7153,-0.127,0.8448,1.4778,0.781,0.9742,Control
Utah__I10,1.1148,-0.0385,1.118,1.7437,1.1299,1.1332,Control
Utah__I11,0.5723,0.0172,0.5496,1.4522,0.4217,0.4615,Control
Utah__I12,0.8081,0.0255,0.7733,1.623,0.7204,0.8473,Control
Utah__I13,1.0225,-0.0687,0.7885,1.8088,0.7537,1.0271,Control
