@relation data

@attribute id string
@attribute 63967 numeric
@attribute 8317 numeric
@attribute 84126 numeric
@attribute 8318 numeric
@attribute 3364 numeric
@attribute 10926 numeric
@attribute 5984 numeric
@attribute 5985 numeric
@attribute 6117 numeric
@attribute 6119 numeric
@attribute 6118 numeric
@attribute 84515 numeric
@attribute 4173 numeric
@attribute 23594 numeric
@attribute 4172 numeric
@attribute 4175 numeric
@attribute 4174 numeric
@attribute 4176 numeric
@attribute 5884 numeric
@attribute 5883 numeric
@attribute 1111 numeric
@attribute 1017 numeric
@attribute 5983 numeric
@attribute 5982 numeric
@attribute 4171 numeric
@attribute 4998 numeric
@attribute 4999 numeric
@attribute 55388 numeric
@attribute 5000 numeric
@attribute 995 numeric
@attribute 5001 numeric
@attribute 144715 numeric
@attribute 993 numeric
@attribute 990 numeric
@attribute 5810 numeric
@attribute 545 numeric
@attribute 23595 numeric
@attribute Class {Control,BRCACancer}

@data
A01,0.1306,0.3664,0.515,0.0589,1.3487,0.5093,1.0054,0.8334,1.4412,0.4075,0.8954,0.8131,0.5505,0.0219,0.8648,1.0146,1.0302,1.5227,1.1403,0.1545,0.6487,1.1608,0.5067,1.1557,0.5117,0.031,1.1606,-0.0139,1.1405,0.053,0.8528,0.2171,-0.1152,0.0814,0.8846,1.2254,0.588,Control
A02,-0.0297,0.1384,0.4155,0.0043,1.1233,0.3007,0.6915,0.538,1.2154,0.2571,0.7374,0.4083,0.416,-0.007,0.6288,0.6789,0.8851,1.187,0.8819,0.1507,0.2488,0.8381,0.3013,1.0017,0.3183,0.0077,0.7585,-0.0748,0.9182,3e-04,0.5676,0.1252,-0.0411,-0.1415,0.7115,0.9384,0.3841,Control
A03,0.2994,0.5145,0.494,0.094,1.1838,0.5555,0.6856,0.7519,1.3645,0.3125,0.8439,0.6196,0.7149,0.0815,0.7974,1.0195,1.2185,1.3353,0.9124,0.1305,0.8187,1.1007,0.4002,1.1841,0.4678,0.1914,0.8303,-0.0244,0.8777,0.0592,0.7259,0.3418,0.0455,0.247,0.7782,1.1496,0.5034,Control
A04,-0.003,0.2719,0.4762,-0.1081,1.2171,0.395,0.6525,0.4979,1.3858,0.2831,0.8374,0.3978,0.4317,0.0057,0.6307,0.846,1.0555,1.3126,1.0043,0.2028,0.2773,0.8526,0.2204,1.1687,0.4082,0.0307,0.8413,-0.1056,0.9959,0.0253,0.6191,0.1155,-0.0341,-0.1461,0.6645,0.9756,0.4076,Control
A05,0.1681,0.2456,0.4954,0.1008,1.1889,0.4567,0.8721,0.5992,1.3991,0.2969,0.881,0.526,0.5157,0.182,0.7661,0.9726,1.1842,1.4734,1.0717,0.2719,0.6053,1.0948,0.3405,1.3177,0.4766,0.0854,0.9061,0.0024,0.9657,0.0791,0.7331,0.3525,-0.0474,0.0984,0.8128,1.0621,0.43,Control
A06,0.0703,0.2549,0.4717,0.0163,1.255,0.3647,0.8151,0.5136,1.297,0.2424,0.8377,0.4688,0.4426,-0.0505,0.6768,0.7887,0.988,1.3019,0.9474,0.0752,0.3735,0.8466,0.4908,1.2128,0.4016,0.0827,0.755,-0.1453,0.9009,0.0255,0.5551,0.1814,-0.0779,0.067,0.7204,0.9997,0.475,Control
A07,0.1694,0.3948,0.4927,0.0618,1.3169,0.3915,0.8094,0.6282,1.3678,0.3141,0.8948,0.5323,0.5874,0.1131,0.7784,0.9479,1.0351,1.425,0.9893,0.1542,0.4432,0.928,0.4987,1.1425,0.4634,0.1282,0.962,-0.0978,1.1407,0.0833,0.8116,0.2683,-0.0608,0.1774,0.8805,1.1725,0.5579,Control
A08,0.1025,0.4051,0.432,0.0783,1.36,0.4012,0.7281,0.5661,1.357,0.2871,0.734,0.7003,0.5147,-0.1095,0.7458,0.9058,0.8723,1.2587,1.0593,0.104,0.4042,0.8394,0.4425,0.9084,0.2308,0.0151,1.051,-0.0291,1.2643,-0.022,0.8461,0.0186,-0.1225,-0.0566,0.7904,1.3468,0.6366,Control
A09,0.1063,0.1105,0.4541,0.1107,1.0934,0.3511,0.5657,0.571,1.3916,0.2351,0.836,0.5302,0.4007,-0.0386,0.652,0.9042,1.0322,1.2757,0.9586,0.1289,0.4952,0.8432,0.4432,0.9864,0.3402,0.0499,0.8943,-0.0897,0.9826,-0.0511,0.6306,0.2741,-0.0259,-0.0153,0.7158,1.0004,0.4217,Control
A10,0.0968,0.2648,0.5271,0.0245,1.2907,0.3339,0.7555,0.6335,1.4217,0.2481,0.9032,0.3966,0.3861,0.0127,0.7037,0.8804,0.9637,1.2525,1.1291,0.2281,0.4438,0.9391,0.4177,1.1066,0.3165,0.0666,1.0107,-0.0662,1.1849,0.0333,0.8318,0.171,-0.105,0.0326,0.8516,1.4149,0.5294,Control
