@relation data

@attribute id string
@attribute 805 numeric
@attribute 4846 numeric
@attribute 301 numeric
@attribute 4878 numeric
@attribute 5970 numeric
@attribute 2908 numeric
@attribute 801 numeric
@attribute 10699 numeric
@attribute 2778 numeric
@attribute 207 numeric
@attribute 154 numeric
@attribute 5290 numeric
@attribute 2792 numeric
@attribute 2782 numeric
@attribute 3320 numeric
@attribute 808 numeric
@attribute 4790 numeric
@attribute 5294 numeric
@attribute 121916 numeric
@attribute 5295 numeric
@attribute Class {Control,BRCACancer}

@data
A01,1.1595,0.1146,2.2558,-0.217,1.4148,0.9149,2.3173,-0.0461,0.7364,0.6045,0.8869,1.6169,-0.1115,1.414,0.7784,2.0808,1.6889,1.8391,-0.1374,1.4782,Control
A02,0.9813,0.1074,2.0622,-0.0966,1.23,0.6393,2.331,0.0118,0.5947,0.5571,1.4668,1.3286,-0.0107,1.3774,0.7066,2.1764,1.279,2.0614,-0.0466,1.1561,Control
A03,1.2374,0.1508,2.572,-0.0381,1.459,0.8394,2.5215,-0.0228,0.7013,0.6699,1.5002,1.4291,-0.1264,1.4718,0.9237,2.1323,1.4481,2.1951,-0.0784,1.3011,Control
A04,1.0291,0.1494,2.2291,-0.0877,1.4617,0.8465,2.6061,0.0023,0.6584,0.6114,1.1408,1.383,-0.0455,1.4544,0.7921,2.2841,1.4307,2.1245,-0.1799,1.4673,Control
A05,0.994,0.1132,2.5984,-0.0513,1.5159,0.8243,2.2755,-0.0358,0.6793,0.7362,1.4539,1.5208,-0.0806,1.553,0.7053,2.3856,1.5153,2.1197,-0.0516,1.3057,Control
A06,1.154,0.0799,2.4987,-0.1197,1.312,0.7419,2.2293,-0.0336,0.5895,0.6349,1.1527,1.4163,-0.1084,1.3984,0.6908,2.1384,1.3528,1.9994,-0.1283,1.3466,Control
A07,1.4581,0.123,2.9533,-0.1228,1.2303,1.0975,2.2849,0.018,0.6729,0.5857,1.4054,1.6368,-0.1539,1.5046,0.585,2.178,1.6808,1.974,-0.2206,1.6128,Control
A08,1.2592,0.0875,2.2541,-0.2061,1.2164,1.2547,2.199,-0.0668,0.6935,0.5257,1.2253,1.8021,-0.0861,1.4784,0.7253,1.9223,1.8517,2.0798,-0.0587,1.7107,Control
A09,0.9544,0.1392,2.5446,-0.0837,1.304,0.9804,2.2287,-0.0136,0.6166,0.5517,1.0532,1.4941,-0.1335,1.3959,0.6044,2.3056,1.6,1.9891,-0.1353,1.5301,Control
A10,1.2719,0.0739,3.2258,-0.0338,1.2969,1.1686,2.2654,-0.0176,0.7025,0.5517,1.7605,1.743,-0.1431,1.4977,0.625,2.2472,1.6339,2.143,-0.1257,1.6455,Control
A11,0.7597,0.0464,2.4889,-0.2994,1.1956,0.7513,2.2432,-0.0324,0.6078,0.5283,1.1858,1.2242,-0.1683,1.2505,0.6483,2.1929,1.1125,1.5704,-0.1231,1.2045,Control
A12,0.6016,0.1124,1.5718,-0.147,0.7846,0.5113,1.7425,0.1222,0.33,0.3826,0.979,0.9277,-0.0381,1.183,0.5301,1.9669,1.0664,1.6025,-0.1667,0.9724,Control
B01,1.5624,0.0037,1.8664,-0.0472,1.1788,0.9354,2.4417,0.0076,0.5871,0.3787,0.5007,1.4936,-0.1151,1.27,0.7649,1.8282,1.5141,1.9253,-0.1491,1.579,Control
