@relation data

@attribute id string
@attribute 25830 numeric
@attribute 27233 numeric
@attribute 27284 numeric
@attribute 6783 numeric
@attribute 6799 numeric
@attribute 6817 numeric
@attribute 6819 numeric
@attribute 6820 numeric
@attribute 6822 numeric
@attribute Class {Control,BRCACancer}

@data
Utah__A01,-0.2576,-0.1435,1.6945,-0.1043,0.0761,0.2181,-0.1123,-0.1051,-0.1092,Control
Utah__A02,-0.2524,-0.1311,1.419,0.0058,0.1297,0.0873,-0.1044,-0.1143,-0.1372,Control
Utah__A03,-0.1176,-0.0449,1.5427,-0.0395,0.0229,0.1572,-0.0841,-0.1883,-0.1976,Control
Utah__A04,-0.1941,-0.1333,1.6071,-0.0233,0.0447,0.1603,-0.0855,-0.0971,-0.0725,Control
Utah__A05,-0.1348,-0.0941,1.9338,0.0031,0.0647,0.2003,-0.0737,-0.094,-0.1136,Control
Utah__A06,-0.245,-0.144,1.6389,-0.0068,0.0293,0.1536,-0.0603,-0.1305,-0.162,Control
Utah__A07,-0.2349,-0.1442,1.6622,-0.0648,0.0539,0.2607,-0.0459,-0.1386,-0.1446,Control
Utah__A08,-0.2344,-0.1327,1.7103,-0.1134,0.0194,0.2171,-0.0759,-0.2241,-0.1642,Control
Utah__A09,-0.222,-0.1256,1.3778,-0.0847,0.0637,0.199,-0.041,-0.165,-0.1194,Control
Utah__A10,-0.151,-0.0675,1.0955,-0.0127,0.0259,0.2113,-0.0878,-0.1545,-0.0998,Control
Utah__A11,-0.2734,-0.0812,0.7668,-0.0288,0.1387,0.0866,-0.0416,-0.155,-0.0777,Control
Utah__A12,-0.328,-0.1414,0.7965,-0.0366,0.1223,0.2196,0.0647,-0.184,-0.1745,Control
Utah__B01,-0.3558,-0.1634,1.3865,-0.2212,0.187,0.2664,0.0156,-0.3633,-0.0515,Control
Utah__B02,-0.1678,-0.1402,1.4107,-0.059,0.0935,0.2375,-0.0698,-0.1567,-0.0977,Control
Utah__B03,-0.253,-0.142,1.1883,-0.0933,-0.0351,0.249,-0.051,-0.164,-0.1369,BRCACancer
Utah__B04,-0.2595,-0.1524,0.8783,-0.0257,0.0627,0.1934,-0.0675,-0.1355,-0.1559,BRCACancer
Utah__B05,-0.3032,-0.1253,1.0258,-0.0275,0.1437,0.1285,-0.0858,-0.2277,-0.2329,BRCACancer
Utah__B06,-0.4281,-0.2014,0.849,-0.1744,0.0095,-0.0922,-0.0498,-0.3676,-0.0694,BRCACancer
Utah__B07,-0.2346,-0.1171,1.394,-0.0449,0.0412,0.3593,-0.0809,-0.1887,-0.1628,BRCACancer
Utah__B08,-0.0906,-0.0721,1.2979,-0.0299,0.1133,0.2714,-0.0842,-0.123,-0.147,Control
Utah__B09,-0.2808,-0.2584,0.689,-0.1109,0.0443,0.0867,-0.0804,-0.15,-0.0935,Control
Utah__B10,-0.2774,-0.204,0.9863,-0.08,0.1113,0.1732,-0.1689,-0.1564,-0.1656,Control
Utah__B11,-0.1833,-0.0555,1.6676,-0.0167,0.071,0.3332,-0.0532,-0.1219,-0.058,Control
Utah__B12,-0.2705,-0.14,0.6595,-0.1082,-0.0837,0.0969,-0.1071,-0.2095,-0.1423,Control
Utah__C01,-0.1836,-0.0862,1.4778,-0.0555,0.1234,0.2482,-0.0595,-0.22,-0.1666,BRCACancer
Utah__C02,-0.2018,-0.0749,1.4365,0.0088,0.0571,0.1782,-0.0301,-0.1174,-0.1827,BRCACancer
Utah__C03,-0.2481,-0.0951,1.4721,0.0013,0.049,0.2406,-0.0843,-0.127,-0.1769,BRCACancer
Utah__C04,-0.2782,-0.1391,1.0079,0.0366,0.1599,0.2238,-0.064,0.0323,-0.0569,Control
Utah__C05,-0.0857,-0.0676,0.6951,-0.0504,0.1872,0.0939,-0.0503,-0.0078,-0.0387,BRCACancer
Utah__C06,-0.1863,-0.1944,-0.3263,-0.0768,0.0908,-0.0114,-0.0082,-0.065,0.0412,Control
Utah__C07,-0.1319,-0.178,0.9666,0.0327,0.092,0.0306,-0.0095,-0.1606,-0.0916,Control
Utah__C08,-0.1775,-0.0556,1.4945,-0.0897,0.0632,0.2475,-0.0179,-0.0551,-0.1776,Control
Utah__C09,-0.1488,-0.0832,0.9551,-0.0677,0.0691,0.1365,-0.0043,-0.0832,-0.1354,Control
Utah__C10,-0.0918,-0.0773,1.2373,-0.0333,0.0504,0.107,-0.047,-0.0691,-0.073,BRCACancer
Utah__C11,-0.1383,-0.122,1.0468,-7e-04,0.1148,0.2961,-0.0934,-0.0602,-0.0866,Control
Utah__C12,-0.0995,-0.087,0.5352,-0.0058,0.187,0.1092,0.0085,-0.0709,-0.1193,BRCACancer
Utah__D01,-0.1737,-0.1762,0.6283,-0.1106,0.3063,0.1793,-0.082,-0.1211,-0.149,BRCACancer
Utah__D02,-0.1972,-0.0905,0.7727,-0.0376,0.2252,0.2037,-0.042,-0.0043,-0.0454,BRCACancer
Utah__D03,-0.1117,-0.0658,0.6262,-0.1322,0.0075,0.2136,-0.0582,-0.0573,-0.2531,BRCACancer
Utah__D04,-0.1428,-0.0755,1.3862,-0.0447,0.2311,0.1228,-0.0999,-0.0183,-0.1768,BRCACancer
Utah__D05,-0.1601,-0.0463,1.0249,-0.0587,0.1322,0.1241,0.0089,-0.0745,-0.171,BRCACancer
Utah__D06,-0.1368,-0.1052,1.4473,-0.0918,0.1661,0.3354,-0.0944,-0.1347,-0.1177,BRCACancer
Utah__D07,-0.1367,-0.159,1.2052,0.005,0.0374,0.0777,0.0094,-0.091,-0.1149,Control
Utah__D08,-0.1984,-0.1602,0.8205,-0.0477,0.0956,0.0058,-0.0382,-0.0389,-0.1353,Control
Utah__D09,-0.197,-0.1297,0.9859,-0.0717,0.0293,0.25,-0.0426,-0.0866,-0.0668,Control
Utah__D10,-0.1624,-0.1483,0.9142,-0.0389,0.1891,0.1571,-0.0452,-0.0776,-0.1446,Control
Utah__D11,-0.2169,-0.2035,0.3326,-0.1264,0.3269,-0.1286,-0.0765,-0.155,-0.1319,Control
Utah__D12,-0.1446,-0.1011,1.0834,-0.0926,0.0756,0.1579,-0.1733,-0.1071,-0.1542,Control
Utah__E01,-0.1024,-0.0183,0.7031,-0.0109,-0.0316,0.1302,-0.0163,-0.1547,-0.1605,BRCACancer
Utah__E02,-0.2435,-0.0199,1.5303,-0.0072,0.0305,0.1065,-0.0062,-0.0189,-0.0666,Control
Utah__E03,-0.1299,-0.0335,1.2954,-0.0396,0.1435,0.1281,-0.0858,-0.0045,-0.0856,Control
Utah__E04,-0.0965,-0.0516,1.1881,0.002,0.0565,0.1295,-0.0961,-0.1216,-0.0888,Control
Utah__E05,-0.2606,-0.1224,1.3556,-0.0694,0.0481,0.0855,0.0431,-0.1555,-0.1611,Control
Utah__E06,-0.2599,-0.0779,0.9622,-0.0639,0.0375,0.0511,-0.0236,-0.1888,-0.102,BRCACancer
Utah__E07,-0.1484,-0.0816,1.05,-0.0484,0.0237,0.2409,-0.0909,-0.078,-0.1124,BRCACancer
Utah__E08,-0.1793,-0.0618,1.5501,-0.0585,-0.0355,0.2342,-0.0617,-0.0394,-0.1369,Control
Utah__E09,-0.1875,-0.0185,1.3795,0.0534,0.1736,0.1852,-0.0301,-0.0569,-0.109,BRCACancer
Utah__E10,-0.262,-0.104,1.4952,-0.0579,-0.0025,0.0718,-0.0997,-0.125,-0.1083,BRCACancer
Utah__E11,-0.101,-0.0037,1.113,-0.0748,-0.0051,0.0884,-0.0591,-0.1783,-0.1349,Control
Utah__E12,-0.1284,-0.0876,0.8559,-0.0968,-0.0342,0.0776,-0.0305,-0.142,-0.1377,BRCACancer
Utah__F01,-0.2478,-0.1438,1.5142,-0.061,6e-04,0.1309,-0.0887,-0.1805,-0.2057,Control
Utah__F02,-0.142,-0.0878,1.525,-0.0563,0.0446,0.2812,-0.0644,-0.1184,-0.1489,Control
Utah__F03,-0.2443,-0.0883,1.2688,-0.0357,0.1907,0.1257,-0.0962,-0.1351,-0.0519,Control
Utah__F04,-0.1986,-0.162,1.2184,-0.0921,0.0872,0.1947,0.0063,-0.2696,-0.1646,Control
Utah__F05,-0.164,-0.0472,1.5343,-0.0838,0.0829,0.2368,-0.0507,-0.105,-0.1056,Control
Utah__F06,-0.2628,-0.1012,1.2232,-0.0022,-0.0898,0.1274,-0.1179,-0.144,-0.1455,Control
Utah__F07,-0.1896,-0.0416,1.4168,-0.0235,0.2914,0.2101,-0.0753,-0.0793,-0.1366,Control
Utah__F09,-0.1201,-0.0951,2.2471,-0.0568,0.0778,0.3561,-0.0875,-0.0361,-0.0851,Control
Utah__F10,-0.1109,-0.0783,1.8534,-0.0608,-0.011,0.2651,-0.092,-0.0834,-0.1136,Control
Utah__F11,-0.0951,-0.0683,1.7587,-0.0121,0.0984,0.1535,-0.0849,-0.0384,-0.1326,Control
Utah__F12,-0.2167,-0.0998,1.0995,-0.0921,0.1391,0.3354,-0.1065,-0.1095,-0.2092,Control
Utah__G01,-0.1406,-0.0706,1.2685,-0.1502,-0.0124,0.2726,-0.0772,-0.2703,-0.151,Control
Utah__G02,-0.1745,-0.1315,1.3354,-0.0525,0.0316,0.1862,-0.0937,0.0267,-0.096,Control
Utah__G03,-0.1827,-0.1698,1.8072,0.0036,0.1187,0.3046,-0.0596,-0.1438,-0.182,Control
Utah__G04,-0.0342,-0.0519,1.6443,-0.0469,0.0492,0.2138,-0.0845,-0.0111,-0.0532,BRCACancer
Utah__G05,-0.244,-0.1722,0.5955,-0.0948,0.1881,0.2463,-0.0506,-0.2304,-0.1012,BRCACancer
Utah__G06,-0.2126,-0.1115,1.1796,-0.0511,0.1924,0.2707,-0.1566,-0.1435,-0.0744,BRCACancer
Utah__G07,-0.1319,-0.0981,1.2747,9e-04,0.0732,0.1831,-0.0683,-0.1145,-0.1334,Control
Utah__G08,-0.2468,-0.1468,1.2797,-0.0422,-0.0072,0.3193,-0.08,-0.1095,-0.153,Control
Utah__G09,-0.1986,-0.1568,0.9314,-0.0443,0.167,0.1144,-0.0223,-0.0467,-0.1142,Control
Utah__G10,-0.2055,0.0297,0.5321,-0.0143,0.0019,0.1609,-0.0583,-0.1275,-0.1442,BRCACancer
Utah__G11,-0.125,-0.0502,0.4862,-0.1323,0.512,0.1842,-0.0258,-0.1053,0.1188,BRCACancer
Utah__G12,-0.2265,-0.1143,1.0585,-0.0333,0.0636,0.3072,-0.0807,-0.0431,-0.0189,BRCACancer
Utah__H01,-0.2379,-6e-04,0.9966,0.0913,0.1811,0.2851,-0.1211,-0.1431,-0.0551,Control
Utah__H02,-0.1322,-0.1589,0.9046,-0.1055,0.099,0.1696,-0.1128,0.0099,-0.0842,Control
Utah__H03,-0.2349,-0.2208,0.9009,-0.0567,0.1449,0.2006,-0.1047,-0.1201,-0.0871,Control
Utah__H04,-0.2242,-0.1987,1.0803,-0.0118,0.2377,0.2331,-0.0301,-0.1655,-0.1275,Control
Utah__H06,-0.1261,-0.1397,1.0863,-0.0367,0.13,0.1813,-0.1245,-0.0655,-0.1775,Control
Utah__H07,-0.2897,-0.2288,0.8595,0.0179,0.0469,0.2427,-0.2077,-0.2414,-0.2074,BRCACancer
Utah__H08,-0.1496,-0.0854,1.6329,-0.0809,0.1177,0.1257,-0.0931,-0.0609,-0.0933,BRCACancer
Utah__H09,-0.1895,-0.1745,0.3456,-0.0728,0.101,0.3337,-0.0429,0.0215,-0.0973,BRCACancer
Utah__H10,-0.1358,-0.1429,0.7658,0.0013,0.0257,0.1383,-0.2044,-0.2419,-0.1098,BRCACancer
Utah__H11,-0.1647,-0.1245,1.7542,-0.0167,0.102,0.2107,-0.1021,-0.0491,-0.1119,BRCACancer
Utah__H12,-0.1954,-0.1063,1.3156,-0.0515,0.0121,0.2403,0.0081,-0.1079,-0.0964,BRCACancer
Utah__I01,-0.2046,-0.0541,0.6818,-0.0688,0.1892,0.1349,-0.0818,-0.0677,-0.185,Control
Utah__I02,-0.2706,0.0555,1.0214,-0.0598,-0.1324,0.073,-0.0503,-0.142,-0.0912,Control
Utah__I03,-0.2023,-0.2105,0.7294,-0.0646,0.0354,0.1672,-0.0382,-0.0292,0.0574,Control
Utah__I04,-0.1541,-0.0744,1.6413,-0.0091,0.054,0.2037,-0.0627,-0.0808,-0.0834,Control
Utah__I05,-0.0056,-0.1747,1.2078,-0.0032,0.0129,0.0905,-0.0573,-0.0624,-0.1287,Control
Utah__I06,-0.1113,-0.0395,1.0898,-0.0311,0.0106,0.1987,-0.0271,-0.0018,-0.1442,Control
Utah__I07,-0.2067,-0.1292,1.4162,-0.0454,0.0886,0.3988,-0.0954,-0.1541,-0.1033,Control
Utah__I08,-0.2471,-0.0637,1.6316,-0.0766,0.1099,0.1695,-0.126,-0.12,-0.0877,Control
Utah__I09,-0.1095,-0.03,1.048,0.0627,0.0904,0.1545,-0.1144,-0.1318,-0.1177,Control
Utah__I10,-0.1336,-0.0478,1.7746,-0.0911,0.1004,0.3308,-0.1186,-0.178,-0.1424,Control
Utah__I11,-0.2737,-0.1626,0.9957,-0.0168,0.0602,0.0825,-0.063,-0.0766,-0.0807,Control
Utah__I12,-0.1693,-0.108,1.4138,-0.107,0.1072,0.307,-0.0473,-0.1535,-0.0791,Control
Utah__I13,-0.1508,-0.0897,1.4435,-0.0363,0.0062,0.1557,-0.0621,-0.0409,-0.1555,Control
Utah__J01,-0.1055,-0.1147,0.7964,0,0.0831,0.1182,-0.1123,0.0536,-0.0632,Control
