@relation data

@attribute id string
@attribute 6655 numeric
@attribute 5063 numeric
@attribute 2817 numeric
@attribute 5062 numeric
@attribute 9901 numeric
@attribute 55740 numeric
@attribute 10298 numeric
@attribute 10486 numeric
@attribute 51466 numeric
@attribute 10487 numeric
@attribute 8440 numeric
@attribute 57144 numeric
@attribute 6091 numeric
@attribute 9353 numeric
@attribute 6092 numeric
@attribute 5058 numeric
@attribute 7408 numeric
@attribute 25 numeric
@attribute 27 numeric
@attribute 57522 numeric
@attribute 64221 numeric
@attribute 23122 numeric
@attribute 23332 numeric
@attribute 56924 numeric
@attribute 5879 numeric
@attribute 6654 numeric
@attribute 5216 numeric
@attribute 998 numeric
@attribute 5217 numeric
@attribute 23380 numeric
@attribute 4690 numeric
@attribute 80728 numeric
@attribute Class {Control,BRCACancer}

@data
A01,1.3492,-0.0567,-0.0547,1.0217,0.0259,-0.0991,0.1998,-0.0951,1.4669,1.5477,0.9352,-0.1132,-0.0733,-0.0879,-0.1246,1.1667,0.5878,0.3986,0.5352,-0.0485,0.0571,0.8707,0.9786,0.0219,0.6432,1.1294,1.3981,1.3608,0.2057,0.6586,0.8678,-0.008,Control
A02,1.1968,-0.1299,0.0899,0.8893,0.0158,-0.0617,0.2254,-0.0646,1.067,1.5754,0.5831,-0.1359,0.0082,-0.0396,-0.0977,1.1756,0.5755,0.2831,0.3612,-0.1277,-0.0425,0.6957,0.817,0.0425,0.4992,0.9018,1.3456,1.0773,0.144,0.5881,0.72,0.0056,Control
A03,1.3816,-0.1053,0.07,0.9957,0.0323,-0.0797,0.2608,-0.0533,1.1738,1.6055,0.6675,-0.2093,-0.0136,-0.0359,-0.0798,1.4289,0.8465,0.4244,0.427,-0.1071,-0.0703,0.7924,0.9546,-0.0123,0.7305,1.1313,1.6846,1.3643,0.0143,0.9741,0.8528,0.0036,Control
A04,1.2135,-0.0896,0.1096,0.9699,-0.0335,-0.047,0.2645,-0.0402,1.1343,1.5825,0.7985,-0.1294,-0.0138,-0.0562,-0.0799,1.0247,0.6032,0.3442,0.4305,-0.097,0.0289,0.7333,0.8797,0.0169,0.4506,1.0307,1.2399,1.2398,0.4347,0.5127,0.7575,0.0515,Control
A05,1.3778,-0.0787,0.0645,1.0637,-0.0016,-0.0775,0.278,-0.0566,1.0575,1.6452,0.7172,-0.1026,-0.0074,-0.0547,-0.1201,1.3702,0.8835,0.391,0.4502,-0.0641,0.0188,0.8577,0.9494,0.0096,0.6788,1.0492,1.4919,1.3013,0.1527,0.7663,0.8303,0.0188,Control
A06,1.3318,-0.133,-0.0121,0.8999,0.0388,-0.0806,0.1687,-0.0613,1.0474,1.5374,0.5642,-0.1796,-0.0285,-0.0841,-0.1322,1.2955,0.6131,0.3918,0.4767,-9e-04,-0.0452,0.7806,0.9336,-0.0014,0.5315,0.8863,1.4325,1.1447,0.1062,0.8283,0.6689,-0.0288,Control
A07,1.4952,-0.1179,0.1315,1.0521,0.059,-0.0711,0.2235,-0.0247,1.2562,1.7131,0.9056,-0.1812,-0.0044,-0.0539,-0.1037,1.3668,0.7666,0.4363,0.508,-0.1009,-0.0171,0.9634,1.0221,0.0243,0.7067,1.1809,1.3896,1.5858,0.229,0.8673,0.9217,-0.0346,Control
A08,1.4347,-0.0951,-0.0525,1.218,0.0175,-0.128,0.2217,-0.0951,1.4225,1.5455,1.125,-0.1362,-0.0828,-0.0832,-0.1249,1.2078,0.5471,0.5511,0.6178,-0.0274,0.0121,1.1698,1.1824,0.018,0.7992,1.4746,1.3255,1.6994,0.1826,0.8925,0.9628,0.0021,Control
A09,1.3189,-0.0792,0.1239,0.9502,0.0492,-0.0929,0.2074,-0.047,1.2435,1.5439,0.9003,-0.1236,-0.0597,-0.0567,-0.0951,1.2824,0.5791,0.3852,0.4526,-0.0575,-0.0377,0.8364,0.9369,0.0198,0.5778,1.0011,1.383,1.4239,0.1956,0.6859,0.8164,-0.0556,Control
A10,1.3751,-0.0718,0.0187,1.0809,0.0012,-0.1136,0.2653,-0.0727,1.2522,1.8898,0.906,-0.1047,-0.0467,-0.0664,-0.1071,1.3673,0.7118,0.4235,0.5734,-0.0291,-0.0281,1.0498,1.1086,0.0105,0.709,1.3376,1.5158,1.6004,0.2662,0.8421,0.9276,0.0052,Control
A11,1.1911,-0.0732,-0.0854,0.7593,-5e-04,-0.0797,0.2208,-0.0654,0.9791,1.4221,0.5522,-0.1573,-0.0352,-0.1074,-0.1099,1.166,0.4895,0.4148,0.4255,0.0043,-0.0369,0.6333,0.7376,0.0301,0.4206,0.7411,1.3177,0.9791,0.0761,0.4913,0.6509,-0.0081,Control
A12,0.746,-0.0941,0.0366,0.5503,0.1396,0.0084,0.1358,0.0643,0.5622,1.2657,0.5243,-0.1839,0.0414,-0.02,-0.0512,0.6782,0.1742,0.1321,0.2913,-0.1109,-0.0903,0.5026,0.6342,0.0284,0.307,0.5264,1.1536,0.6876,0.1613,0.4383,0.6443,-0.0332,Control
B01,1.2677,-0.0461,-0.2236,0.9952,0.1296,-0.0572,-0.0013,0.0385,1.3307,1.3261,0.8475,-0.1187,-0.1097,-0.0911,-0.1066,0.9999,0.2971,0.3845,0.4579,-0.0539,-0.1317,0.7651,0.9168,-0.0661,0.7761,0.9155,1.3153,1.4666,0.3281,0.7293,0.7973,-0.179,Control
B02,1.2043,-0.0731,0.0697,0.9993,0.0015,-0.0898,0.2233,-0.0375,1.4469,1.5361,0.7375,-0.1322,-0.0045,-0.0915,-0.0919,1.1145,0.6916,0.3683,0.4612,-0.0292,-0.02,0.764,0.9063,0.0169,0.6982,0.8818,1.6928,1.4387,0.3618,0.7443,0.8904,0.021,Control
B03,1.2156,-0.037,-0.123,0.933,0.0506,-0.1122,0.1794,-0.0403,1.2755,1.4928,0.7699,-0.1354,-0.0603,-0.0815,-0.1226,1.1141,0.524,0.3623,0.4728,-0.0358,-0.0423,0.7997,0.9227,0.0464,0.7721,0.9292,1.5134,1.3911,0.325,0.7708,0.876,-0.0449,BRCACancer
B04,1.2674,-0.1455,-0.0182,1.2182,0.0676,-0.0712,0.1869,-0.061,1.2919,1.4805,1.1549,-0.1726,-0.0103,-0.0812,-0.1027,1.1366,0.4196,0.481,0.5936,-0.0661,-0.0379,1.115,1.1774,0.0595,0.8504,1.4407,1.3092,1.7601,0.2583,1.0271,0.9414,-0.0089,BRCACancer
B05,1.2093,-0.1748,0.0399,0.7795,0.0679,-0.0479,0.15,-0.0263,1.0691,1.3838,0.6406,-0.2329,0.0134,-0.0662,-0.0701,1.0147,0.4286,0.3489,0.4034,-0.074,-0.0548,0.6967,0.8303,-0.0168,0.4846,0.7814,1.9193,1.2624,0.2436,0.741,0.654,-0.0146,BRCACancer
B06,0.9821,0.0256,-0.2273,0.6924,0.1892,-0.0644,-0.1137,0.027,0.8621,1.2411,0.4943,-0.1166,-0.1032,-0.0252,-0.0846,0.8608,0.1032,0.2129,0.3863,-0.0653,-0.2201,0.5869,0.7703,-0.1528,0.4988,0.7812,1.0272,1.0718,0.1207,0.5991,0.6232,-0.1778,BRCACancer
B07,1.3289,-0.0797,0.105,1.0305,0.0161,-0.0898,0.2463,-0.0752,1.5068,1.7259,0.7863,-0.1271,-0.0424,-0.0299,-0.0837,1.26,0.5536,0.3413,0.5499,-0.0944,0.0056,0.8634,1.0385,0.0112,0.7269,1.1794,1.6695,1.5184,0.2622,0.781,0.9644,0.0081,BRCACancer
B08,1.3009,-0.0434,0.0416,0.7563,0.0112,-0.0808,0.2785,-0.0684,1.1034,1.5131,0.5788,-0.0825,-0.0385,-0.0805,-0.1097,1.2287,0.7295,0.3316,0.4074,-0.018,0.0416,0.6569,0.721,0.0381,0.4862,0.7595,1.5431,1.0596,0.1825,0.513,0.6798,0.03,Control
B09,1.2638,-0.0782,-0.0663,0.9353,0.019,-0.1011,0.1622,-0.0603,1.3348,1.3273,1.0645,-0.1719,-0.1041,-0.1376,-0.1647,0.8196,0.4414,0.426,0.4495,-0.124,-0.0637,0.9343,1.0454,0.0616,0.6499,1.2234,1.4299,1.5966,-0.0821,0.6381,0.816,-0.0217,Control
B10,1.1026,-0.0859,-0.0413,0.9486,0.0371,-0.0754,0.1661,0.0144,0.9601,1.6899,0.8221,-0.1764,-0.033,-0.068,-0.109,0.9727,0.4218,0.3291,0.4716,-0.0864,-0.0719,0.8461,0.9137,-0.0083,0.8182,1.057,1.1674,1.5265,0.2892,0.672,0.8458,-0.0109,Control
B11,1.2622,-0.0758,0.1054,0.8346,0.0255,-0.0866,0.1485,-0.0217,0.8993,1.4962,0.6872,-0.1545,-0.0142,-0.0206,-0.0811,1.2778,0.5072,0.3014,0.4333,-0.0451,-0.0461,0.728,0.7835,0.0758,0.5737,0.9509,1.8249,1.1268,0.0707,0.7424,0.6005,0.0214,Control
B12,0.8093,-0.092,0.0394,0.861,-0.0336,-0.0608,0.2375,-0.0703,1.2103,1.4159,0.9572,-0.1641,0.0044,-0.033,-0.0809,0.7335,0.1545,0.3582,0.4452,-0.0827,-0.0473,0.7726,0.8408,0.0085,0.6707,1.0116,0.9971,1.4994,0.1179,0.4924,0.6669,-0.0106,Control
C01,1.3698,-0.122,0.0458,1.0745,0.0619,-0.071,0.2412,-0.0286,1.3428,1.5326,0.6982,-0.1932,-0.0122,-0.0423,-0.085,1.4181,0.8395,0.4702,0.5157,-0.0854,-0.0236,0.8268,0.9444,0.0382,0.7435,1.0359,1.5209,1.3296,0.3896,0.978,0.7665,-0.009,BRCACancer
