@relation data

@attribute id string
@attribute 1056 numeric
@attribute 107 numeric
@attribute 108 numeric
@attribute 1080 numeric
@attribute 109 numeric
@attribute 111 numeric
@attribute 112 numeric
@attribute 113 numeric
@attribute 1131 numeric
@attribute 114 numeric
@attribute 115 numeric
@attribute 1179 numeric
@attribute 123745 numeric
@attribute 1357 numeric
@attribute 1358 numeric
@attribute 1359 numeric
@attribute 1360 numeric
@attribute 1361 numeric
@attribute 1504 numeric
@attribute 1506 numeric
@attribute 1811 numeric
@attribute 196883 numeric
@attribute 219931 numeric
@attribute 22802 numeric
@attribute 23236 numeric
@attribute 23436 numeric
@attribute 23439 numeric
@attribute 26279 numeric
@attribute 2776 numeric
@attribute 2778 numeric
@attribute 280 numeric
@attribute 30814 numeric
@attribute 3708 numeric
@attribute 3709 numeric
@attribute 3710 numeric
@attribute 3778 numeric
@attribute 3784 numeric
@attribute 387 numeric
@attribute 391013 numeric
@attribute 4218 numeric
@attribute 476 numeric
@attribute 477 numeric
@attribute 478 numeric
@attribute 480 numeric
@attribute 481 numeric
@attribute 482 numeric
@attribute 483 numeric
@attribute 486 numeric
@attribute 487 numeric
@attribute 488 numeric
@attribute 489 numeric
@attribute 490 numeric
@attribute 491 numeric
@attribute 492 numeric
@attribute 493 numeric
@attribute 50487 numeric
@attribute 51032 numeric
@attribute 5319 numeric
@attribute 5320 numeric
@attribute 5321 numeric
@attribute 5322 numeric
@attribute 5330 numeric
@attribute 5331 numeric
@attribute 5332 numeric
@attribute 5406 numeric
@attribute 5407 numeric
@attribute 5578 numeric
@attribute 5579 numeric
@attribute 5582 numeric
@attribute 5646 numeric
@attribute 5874 numeric
@attribute 5879 numeric
@attribute 5906 numeric
@attribute 5908 numeric
@attribute 6262 numeric
@attribute 63036 numeric
@attribute 6344 numeric
@attribute 64600 numeric
@attribute 6522 numeric
@attribute 6548 numeric
@attribute 6558 numeric
@attribute 683 numeric
@attribute 7220 numeric
@attribute 760 numeric
@attribute 81579 numeric
@attribute 8398 numeric
@attribute 8399 numeric
@attribute 84647 numeric
@attribute 8671 numeric
@attribute 8681 numeric
@attribute 8766 numeric
@attribute 886 numeric
@attribute 952 numeric
@attribute 9635 numeric
@attribute Class {Control,BRCACancer}

@data
A01,-0.155,-0.0192,-0.0698,-0.1223,0.3841,-0.0392,0.0464,1.6991,-0.0951,-0.1513,0.2716,-0.1083,2e-04,-0.0337,-0.0681,0.579,-0.1154,-0.1201,0.0685,0.5437,-0.0761,0.1129,0.6654,-0.069,0.4303,-0.0916,-0.1146,0.1003,0.6216,0.7364,0.5581,-0.133,0.7493,0.8186,0.8509,-0.05,0.1003,0.7773,-0.1244,1.6053,1.9408,-0.0089,0.146,-0.0575,0.352,0.1003,0.599,0.1643,0.0201,1.6859,1.0354,2.2344,-0.0078,0.0108,1.1654,-0.0924,-0.0879,-0.0518,-0.0825,0.541,-0.198,1.7084,0.577,-0.0589,-0.0596,-0.0204,0.5523,1.0332,-0.0542,-0.0282,1.5807,0.6432,1.315,1.7268,-0.108,-0.077,-0.0353,0.0052,0.3646,0.4474,0.7572,1.1642,0.3012,0.6025,0.4155,0.464,0.2044,-0.0753,-0.0223,0.6991,2.4305,-0.0518,0.7109,-0.0766,Control
A02,-0.1586,0.0821,-0.0157,-0.0543,0.2867,0.0397,-0.0129,1.5213,-0.0649,-0.1765,0.2021,-0.0513,0.0288,0.0672,0.0012,0.6602,-0.125,-0.1473,0.0826,0.4849,-0.0195,0.0076,0.5874,-0.0146,0.2262,-0.0769,-0.0859,0.1235,0.1857,0.5947,0.3383,0.0302,0.5121,0.6118,0.687,-0.0349,0.0241,0.5327,0.0305,1.5551,1.7405,0.0169,0.1485,-0.0307,0.2512,0.0641,0.3994,0.0762,-0.0472,1.5564,0.8194,1.833,0.0822,0.0108,1.1298,-3e-04,0.0727,-0.0708,0.0619,0.4199,-0.1858,1.6702,0.4872,-0.0815,-0.0142,-0.1376,0.1715,0.6697,-0.1266,-0.0786,1.5998,0.4992,1.019,1.2306,-0.042,0.0894,0.0616,0.0506,0.4389,0.4106,0.6397,1.2844,0.0721,0.8243,0.3673,0.2477,-0.0422,-0.06,0.0685,0.3054,2.6753,0.0976,0.6353,0.0025,Control
A03,-0.1854,0.0731,-0.0248,-0.0409,0.3348,0.048,0.0306,1.9512,-0.0745,-0.1891,0.3941,-0.1223,-0.0184,0.004,-0.0231,0.4781,-0.0995,-0.1165,0.2381,0.6007,-0.026,0.1578,0.7132,-0.053,0.3007,-0.1285,-0.1853,0.2143,0.4253,0.7013,0.4419,-0.0621,0.59,0.8493,0.726,0.0519,0.1199,0.88,0.0504,1.789,1.7472,0.0218,0.2843,-0.162,0.5831,0.1451,0.6468,0.3243,0.0279,1.8144,1.0103,2.2583,0.12,0.0342,1.4808,-0.0197,-0.0339,-0.0493,0.0236,0.5097,-0.1014,2.0238,0.7102,-0.1083,-0.0472,-0.047,0.1678,0.9489,-0.1293,-0.0579,1.4642,0.7305,1.1662,1.7721,-0.0386,-0.0935,0.0479,-0.0604,0.4763,0.5367,0.7327,1.4066,-0.0088,0.6259,0.2585,0.4022,-0.0424,-0.1217,0.0769,0.5214,2.3806,0.0568,1.0549,0.0129,Control
A04,-0.0687,0.0545,-0.0445,-0.0613,0.3642,0.0045,0.0729,1.5568,-0.0538,-0.1467,0.2332,-0.1009,0.0154,0.065,-0.0098,0.3468,-0.0879,-0.1171,0.2115,0.4131,-0.0209,0.0398,0.62,8e-04,0.1828,-0.1065,-0.0706,0.155,0.2721,0.6584,0.366,-0.0816,0.6555,0.5923,0.7783,-0.0886,0.1143,0.4995,-0.108,1.6359,1.9099,0.0031,0.147,-0.1362,0.224,0.0895,0.4171,0.17,-0.0453,1.418,1.0235,2.0709,-0.036,0.0247,1.3618,0.0112,-0.027,0.0442,0.0279,0.324,-0.1458,1.6228,0.5036,-0.0722,-0.0391,-0.0843,0.2858,0.7891,0.0079,-0.1368,1.6614,0.4506,1.0589,1.2913,-0.0515,-0.0945,0.0722,-0.0426,0.4499,0.5068,0.6976,1.0851,0.1784,0.8217,0.2732,0.3282,-0.2316,-0.1663,0.0761,0.3987,2.705,0.0088,0.5882,-0.0071,Control
A05,-0.0431,0.0309,-0.033,-0.0775,0.3725,-0.0212,0.1413,1.8737,-0.0631,-0.1501,0.3688,-0.1101,-0.0355,-0.0016,-0.0672,0.5176,-0.126,-0.1017,0.0057,0.5636,-0.0636,0.1368,0.7995,-0.0334,0.4625,-0.0975,-0.0915,0.1888,0.4482,0.6793,0.375,-0.1104,0.6827,0.8117,0.716,-0.0994,0.1729,0.6563,-0.0639,1.8444,1.7773,0.0241,0.1193,-0.1146,0.4899,0.032,0.4459,0.0998,0.0509,1.7778,1.0985,2.2657,0.0166,-0.0068,1.2561,0.0413,-0.0261,0.0279,-0.0669,0.6523,-0.122,1.8707,0.8193,-0.0609,-0.0491,-0.0694,0.2856,0.9233,-0.0072,-0.0253,1.8823,0.6788,1.0745,1.5557,-0.0574,-0.0184,0.05,0.0186,0.5654,0.6361,0.7092,1.5199,0.133,1.0212,0.3608,0.3537,0.0525,-0.0556,0.0788,0.5053,2.9534,-0.0367,0.7843,-0.0178,Control
A06,-0.2082,0.0369,-0.0237,-0.0416,0.2447,-0.0242,0.0033,1.7448,-0.1064,-0.2133,0.2657,-0.094,-0.0214,-0.0373,-0.0083,0.3995,-0.1243,-0.095,0.0787,0.4685,-0.0647,0.0614,0.7291,-0.03,0.3563,0.0495,-0.1092,0.0317,0.3223,0.5895,0.3926,-0.0085,0.6173,0.7335,0.6711,-0.065,0.0668,0.5764,0.0583,1.642,1.7569,-0.0139,0.0306,-0.123,0.2928,-0.0098,0.5737,0.0661,-0.0508,1.6649,0.9677,2.1908,0.0387,-0.0387,1.202,-0.0073,-0.0183,0.0536,0.0098,0.4123,-0.1602,1.742,0.6236,-0.0817,-0.0648,-0.0432,0.2749,0.8755,-0.1821,-0.1252,1.2756,0.5315,0.9034,1.3432,-0.0658,0.0505,-0.0148,-0.0281,0.363,0.5193,0.6785,1.3267,0.0302,0.632,0.3895,0.3665,-0.0866,-0.0663,0.0792,0.4826,2.3232,0.0559,0.6687,-0.0178,Control
A07,-0.2491,0.0671,-0.0186,-0.0569,0.3432,0.036,0.0158,1.8456,-0.0667,-0.1774,0.3064,-0.0847,-0.0681,-0.0083,-0.041,0.2647,-0.1073,-0.1543,0.0983,0.4193,-0.0247,0.041,0.7487,-0.0375,0.8391,0.0103,-0.1416,0.1884,0.8825,0.6729,0.5625,-0.0157,0.8001,0.9943,0.6893,-0.1023,0.2156,0.8147,-0.0232,1.6044,1.8834,0.0145,0.0461,-0.0109,0.3715,-0.0442,0.6721,0.1025,-0.0528,1.6698,0.9404,2.3751,0.0658,0.0052,1.2867,-0.0098,-0.0832,-0.1046,-0.0235,0.6192,-0.1308,1.7855,0.642,-0.0893,-0.0759,-0.1163,0.5058,1.2903,-0.1545,-0.1443,1.4856,0.7067,1.4904,2.0663,-0.0593,0.0542,0.0603,0.0369,0.4444,0.5127,0.7385,1.4245,0.2322,0.8355,0.7497,0.2803,-0.0888,-0.1166,0.0803,0.4214,2.5661,0.0639,0.8083,-0.0109,Control
A08,-0.1458,0.0084,-0.0576,-0.0982,0.2198,-0.0264,0.0577,1.7018,-0.0545,-0.1798,0.2902,-0.1356,0.0345,-0.0376,-0.0485,0.2864,-0.1139,-0.1372,0.0884,0.4404,-0.0532,0.1695,0.6586,-0.1397,0.6234,-0.0067,-0.1096,-0.0182,1.0342,0.6935,0.5989,-0.043,0.9849,1.0792,0.6991,-0.0366,0.1874,0.8852,-0.0744,1.3529,2.012,0.0142,0.0898,-0.1932,0.3298,0.1067,0.6436,0.2174,0.0083,1.6462,0.8314,2.3781,0.0525,-0.0106,1.4012,-0.0196,0.0408,0.0031,-0.0028,0.4231,-0.118,1.7589,0.4185,-0.0928,-0.075,-0.0276,0.8574,1.3963,-0.1576,-0.0571,1.2701,0.7992,1.7261,2.5238,-0.0984,0.124,-0.044,0.0122,0.2582,0.4528,0.8485,0.9517,0.3829,0.6648,0.555,0.3545,0.0187,-0.0775,0.0914,0.5394,2.0879,-0.0846,1.0636,-0.0541,Control
A09,-0.158,0.0396,-0.0078,-0.0465,0.3145,0.0421,0.071,1.7021,-0.0341,-0.1879,0.1972,-0.0549,-0.0223,0.077,-0.0191,0.0878,-0.1348,-0.0953,0.2575,0.5239,-0.0919,0.104,0.6456,-0.0097,0.7121,-0.0743,-0.1217,0.1139,0.861,0.6166,0.4487,-0.0426,0.7599,0.9655,0.6424,-0.0174,0.1784,0.5829,-0.0373,1.7635,1.8688,0.0209,0.037,-0.0694,0.2057,-0.0617,0.5273,0.2535,-0.0404,1.6413,0.913,2.4234,0.0867,0.013,1.1473,0.0414,-0.0152,-0.0301,0.0389,0.4106,-0.1187,1.6492,0.5998,-0.0597,-0.0401,-0.1088,0.5722,1.2298,-0.151,0.0627,1.6557,0.5778,1.2507,2.0215,-0.0571,-0.0415,0.0645,0.0078,0.3508,0.452,0.6798,1.0292,0.1266,0.8891,0.4755,0.2703,0.0993,-0.1198,0.0318,0.538,2.6206,-0.0391,0.636,-0.0315,Control
A10,-0.0922,-0.0054,-0.0518,-0.0731,0.2785,-0.0574,0.1104,1.674,-0.0632,-0.149,0.3406,-0.119,-0.0029,-0.0159,-0.0653,0.1333,-0.1055,-0.1366,0.1094,0.4668,-0.0651,0.1028,0.6879,-0.0394,0.9357,-0.0514,-0.0961,0.091,0.8051,0.7025,0.5596,-0.0138,0.8006,1.0196,0.626,-0.0447,0.188,0.7836,-0.0661,1.6517,1.8285,-0.0296,0.155,-0.1423,0.3273,0.0289,0.8216,0.1549,0.0055,1.6626,1.0577,2.149,-0.0127,0.0191,1.5982,0.0706,-0.0635,-0.0449,-0.0152,0.6973,-0.1018,1.7309,0.5409,-0.0569,-0.0532,-0.0596,0.3634,1.2971,-0.0144,-0.0923,1.9729,0.709,1.5275,2.0538,-0.0647,-0.1501,0.0304,-0.0201,0.4597,0.5594,0.8064,1.4669,0.2309,0.9331,0.479,0.3453,-0.0936,-0.0982,0.1828,0.4287,2.6153,-0.0133,0.6548,-0.0325,Control
