@relation data

@attribute id string
@attribute 23239 numeric
@attribute 842 numeric
@attribute 4303 numeric
@attribute 1147 numeric
@attribute 2932 numeric
@attribute 7249 numeric
@attribute 2931 numeric
@attribute 1027 numeric
@attribute 1026 numeric
@attribute 2475 numeric
@attribute 4803 numeric
@attribute 387 numeric
@attribute 117145 numeric
@attribute 253260 numeric
@attribute 572 numeric
@attribute 57761 numeric
@attribute 5728 numeric
@attribute 2308 numeric
@attribute 2309 numeric
@attribute 5170 numeric
@attribute 4193 numeric
@attribute 8660 numeric
@attribute 1385 numeric
@attribute 79109 numeric
@attribute 207 numeric
@attribute 208 numeric
@attribute 5290 numeric
@attribute 5291 numeric
@attribute 64223 numeric
@attribute 10000 numeric
@attribute 6199 numeric
@attribute 3164 numeric
@attribute 84335 numeric
@attribute 3667 numeric
@attribute 4914 numeric
@attribute 5295 numeric
@attribute 5296 numeric
@attribute Class {Control,BRCACancer}

@data
A01,0.2343,0.8952,1.1683,1.5306,0.6542,0.298,1.0356,2.6211,1.3091,1.0269,-0.0387,0.7773,0.9962,1.9036,0.2521,0.1428,1.243,0.8721,0.583,0.7691,1.412,0.4781,1.8416,0.5289,0.6045,0.8246,1.6169,1.5303,0.4084,0.6002,0.802,0.4898,0.3063,0.254,0.0962,1.4782,0.1982,Control
A02,0.1632,0.614,1.0344,1.317,0.4588,0.2498,1.0351,2.1365,1.0057,0.7955,-6e-04,0.5327,0.6424,1.4763,0.1564,0.1393,0.647,0.3657,0.3235,0.6471,1.1895,0.2271,1.5349,0.2765,0.5571,0.607,1.3286,1.3861,0.3396,0.3429,0.5361,0.3739,0.1325,0.2228,0.2225,1.1561,0.1599,Control
A03,0.1659,0.8989,1.2396,1.5532,0.6001,0.3174,1.1356,2.3892,1.7394,0.9929,-0.0052,0.88,0.6125,1.6747,0.1963,0.1792,0.9196,0.6065,0.5552,0.777,1.5968,0.3895,1.7089,0.5302,0.6699,0.7634,1.4291,1.4305,0.4543,0.3568,0.7355,0.7565,0.2792,0.1815,0.1879,1.3011,0.2603,Control
A04,0.1916,0.7606,1.1021,1.0954,0.4958,0.2827,0.963,2.675,1.0109,0.9414,0.0688,0.4995,1.0019,1.6712,0.2622,0.2549,0.7631,0.5864,0.363,0.7264,1.1684,0.4794,1.6942,0.4327,0.6114,0.6935,1.383,1.3728,0.4023,0.4955,0.6915,0.5605,0.2477,0.1153,0.1389,1.4673,0.2795,Control
A05,0.2286,0.9986,1.2099,1.4575,0.5918,0.3697,1.254,2.4322,1.8012,1.0446,0.0091,0.6563,0.7156,1.6641,0.324,0.3072,0.9399,0.6853,0.5148,0.8704,1.3876,0.644,1.7835,0.5111,0.7362,0.7698,1.5208,1.8135,0.5028,0.4795,0.8249,0.6333,0.3828,0.2302,0.0988,1.3057,0.3911,Control
A06,0.1664,0.9562,1.1432,1.4051,0.5257,0.2672,1.03,2.288,1.4441,0.9339,-0.0309,0.5764,0.7464,1.5772,0.24,0.0994,0.8375,0.5503,0.4809,0.7642,1.2594,0.726,1.6261,0.4502,0.6349,0.7165,1.4163,1.4187,0.3305,0.4153,0.6832,0.5783,0.2635,0.1823,0.1011,1.3466,0.1824,Control
A07,0.1692,0.8141,1.0346,1.4813,0.8174,0.2914,1.0649,2.1677,1.1928,0.9705,0.051,0.8147,0.9645,1.8412,0.246,0.0382,1.3109,1.0041,0.9278,0.7972,1.4421,0.5981,1.8447,0.6192,0.5857,0.7237,1.6368,1.5148,0.3772,0.7253,0.6728,0.6397,0.2323,0.1599,0.1623,1.6128,0.1921,Control
A08,0.2432,0.7207,0.8388,1.3335,1.0598,0.2819,0.9159,1.9706,1.1583,1.0481,0.0509,0.8852,1.0055,2.2244,0.0928,0.0506,1.5,1.3846,1.0472,0.8157,1.4586,0.4333,1.9244,0.7634,0.5257,0.7148,1.8021,1.5358,0.3352,1.0592,0.5834,0.5422,0.1531,0.0951,0.0849,1.7107,0.159,Control
A09,0.189,0.7421,1.0313,1.4215,0.707,0.2501,0.9837,2.2163,1.3538,0.8703,0.0513,0.5829,0.8218,1.7598,0.2173,0.0389,1.3575,1.0121,0.7904,0.8094,1.3379,0.5301,1.7073,0.5862,0.5517,0.6732,1.4941,1.4418,0.3499,0.7398,0.6919,0.6631,0.2331,0.1435,0.1777,1.5301,0.1611,Control
A10,0.2224,0.9479,1.0594,1.4407,0.907,0.293,1.0466,1.7468,1.1964,1.0041,0.0017,0.7836,0.8316,2.0278,0.2166,0.1451,1.3359,0.8646,1.0304,0.8424,1.402,0.6594,1.9621,0.6588,0.5517,0.7126,1.743,1.7142,0.4056,0.7924,0.689,0.4185,0.2894,0.155,0.1032,1.6455,0.2578,Control
