@relation data

@attribute id string
@attribute 1457 numeric
@attribute 3725 numeric
@attribute 6722 numeric
@attribute 3265 numeric
@attribute 3570 numeric
@attribute 6774 numeric
@attribute 5781 numeric
@attribute 3572 numeric
@attribute 5894 numeric
@attribute 6464 numeric
@attribute 2002 numeric
@attribute 5604 numeric
@attribute 7297 numeric
@attribute 3716 numeric
@attribute 3718 numeric
@attribute 3717 numeric
@attribute 1051 numeric
@attribute 2885 numeric
@attribute 5595 numeric
@attribute 2353 numeric
@attribute 3569 numeric
@attribute 6654 numeric
@attribute Class {Control,BRCACancer}

@data
A01,0.6673,1.3192,0.8024,0.4247,1.077,1.4485,0.5364,2.3534,1.7847,0.75,0.4312,0.718,1.0858,1.8654,1.7019,1.1832,1.5804,1.6544,1.0783,2.8983,0.0682,1.1294,Control
A02,0.3813,0.8029,0.7895,0.3701,0.8613,1.3068,0.3842,1.8413,1.5429,0.7973,0.2767,0.4692,0.8885,1.6142,1.3404,1.0583,1.6847,1.493,1.0214,1.0191,-0.0126,0.9018,Control
A03,0.4865,1.2073,0.8214,0.3745,0.9088,1.4789,0.4604,1.8189,1.7349,0.7917,0.3461,0.6904,1.1618,1.7735,1.5412,1.4846,2.0663,1.7906,1.0584,2.3465,-0.024,1.1313,Control
A04,0.417,1.3091,0.8,0.3589,0.9778,1.39,0.3807,1.9494,1.6725,0.7946,0.3725,0.4999,0.9933,1.9636,1.5986,0.8542,1.6337,1.4914,1.0435,1.5126,0.0645,1.0307,Control
A05,0.4751,1.2428,0.9221,0.4809,1.2255,1.4436,0.4661,1.9837,1.808,0.89,0.4351,0.7099,1.1512,1.886,1.5165,1.2997,2.2726,1.8851,1.1978,1.9653,0.0647,1.0492,Control
A06,0.4646,0.8136,0.7385,0.2391,1.0719,1.3629,0.4744,1.8504,1.7489,0.7604,0.3874,0.6673,1.0725,1.7775,1.2041,1.0757,2.0477,1.5864,0.9874,3.1061,-0.0902,0.8863,Control
A07,0.6805,1.2402,0.8019,0.3621,1.1566,1.417,0.516,2.1661,1.7704,0.7917,0.2834,0.8479,1.0781,2.0162,1.3446,1.4165,1.9941,1.89,0.9702,2.7089,0.2398,1.1809,Control
A08,0.7164,0.8862,0.7216,0.2915,0.9773,1.3521,0.6002,2.2877,1.7386,0.777,0.3073,0.8635,0.9731,2.3186,1.2572,1.4627,1.617,1.7425,0.9939,1.6836,0.1354,1.4746,Control
A09,0.5674,0.9959,0.7334,0.3464,0.9302,1.3322,0.4408,2.1267,1.6393,0.7709,0.3567,0.7596,0.9528,1.9464,1.4016,1.3629,1.9249,1.8554,0.99,2.2224,0.1209,1.0011,Control
A10,0.6018,1.3751,0.8338,0.3978,1.0492,1.454,0.5,2.0438,1.7838,0.7829,0.3201,0.7992,1.067,2.0644,1.4473,1.4231,1.6482,1.8284,0.9237,3.187,-0.076,1.3376,Control
A11,0.3831,1.0715,0.5486,0.2849,0.5859,1.2256,0.4071,1.278,1.2871,0.5757,0.307,0.5921,0.9094,1.6217,1.2077,0.9662,1.7452,1.5674,0.9765,2.8409,0.1171,0.7411,Control
A12,0.1663,0.7127,0.6843,0.1934,0.5305,0.92,0.2448,1.5421,1.1725,0.5602,0.1436,0.3092,0.4441,1.3664,0.6758,0.4496,1.0406,1.1338,0.6537,0.8747,0.0935,0.5264,Control
B01,0.5637,0.9621,0.5746,0.1464,0.7792,1.2138,0.5505,2.5926,1.6457,0.5727,0.1758,0.6422,0.7815,1.7658,1.22,0.9717,1.2573,1.513,0.7649,1.9307,-0.0831,0.9155,Control
B02,0.4675,1.3562,0.8504,0.3374,1.0059,1.4263,0.4639,2.2983,1.8628,0.8993,0.3923,0.6051,1.1753,1.8441,1.6857,0.9603,1.9734,1.6209,1.0793,3.0541,0.0837,0.8818,Control
B03,0.4974,1.1569,0.6986,0.2578,0.9492,1.3449,0.5275,2.1477,1.7257,0.7096,0.3166,0.6391,0.9775,1.8402,1.4164,1.0128,1.5817,1.5833,0.9322,2.6415,-0.0777,0.9292,BRCACancer
B04,0.5796,0.8223,0.6632,0.1672,0.9419,1.3225,0.6234,2.3348,1.725,0.7034,0.2218,0.7937,0.9301,2.1666,1.2413,1.3155,1.1022,1.6575,0.7103,0.8639,-0.0454,1.4407,BRCACancer
B05,0.3819,0.6881,0.7745,0.23,0.5541,1.2257,0.3737,1.5265,1.4207,0.7378,0.1931,0.4861,0.7929,1.7709,1.1886,0.7915,1.7293,1.5074,0.8091,1.0309,-0.0785,0.7814,BRCACancer
B06,0.3896,0.3086,0.4217,-0.0263,0.4589,1.0757,0.4064,1.8023,1.4508,0.4776,-0.0943,0.5274,0.663,1.4117,0.7903,0.734,0.5886,1.1253,0.5053,0.6734,-0.0569,0.7812,BRCACancer
B07,0.6156,1.0713,0.7954,0.3789,0.9892,1.4321,0.4293,2.159,1.951,0.879,0.2699,0.6798,1.1698,1.8704,1.5313,1.1696,1.3195,1.6451,1.0321,1.1335,-0.0371,1.1794,BRCACancer
B08,0.4707,1.1173,0.7314,0.3671,0.9523,1.2814,0.423,1.8301,1.5728,0.7952,0.3521,0.667,1.0291,1.5293,1.3914,0.9315,1.9808,1.6528,1.0572,1.386,0.0547,0.7595,Control
B09,0.5934,0.8029,0.5804,0.2529,0.6192,1.2619,0.7033,2.0124,1.5204,0.6547,0.1412,0.7209,0.8404,2.1209,0.9564,1.1261,1.1341,1.6703,0.6103,1.357,-0.0347,1.2234,Control
B10,0.4717,0.8277,0.636,0.2365,0.6965,1.1455,0.3825,2.0076,1.466,0.7099,0.1651,0.6102,0.714,2.0466,0.8822,1.0401,1.4484,1.5222,0.6316,1.762,-0.0171,1.057,Control
B11,0.3426,0.9367,0.856,0.4132,0.9385,1.2212,0.3893,1.7964,1.3773,0.7097,0.2253,0.5357,0.8432,1.6814,1.2065,1.069,2.1686,1.7628,0.9134,2.0348,-0.0928,0.9509,Control
B12,0.2642,0.4094,0.404,0.2142,0.6334,1.0188,0.3487,2.1103,1.2915,0.5071,0.1298,0.613,0.793,1.8871,0.7645,0.9325,0.6784,1.3374,0.4982,0.998,-0.0318,1.0116,Control
C01,0.6181,1.2058,0.9348,0.4401,1.235,1.4228,0.4644,1.8138,1.7093,0.7971,0.3028,0.7845,1.3604,1.8494,1.502,1.2402,2.1918,1.8228,1.0379,1.5999,0.0797,1.0359,BRCACancer
C02,0.4097,1.0213,0.9307,0.5316,1.2184,1.2386,0.3541,1.9185,1.7086,0.8402,0.4252,0.5194,1.2162,1.9002,1.5595,0.8503,1.9337,1.5148,1.072,1.4708,0.1329,0.9083,BRCACancer
C03,0.5611,1.1628,1.073,0.5973,1.1745,1.4177,0.4329,1.9165,1.8787,0.9851,0.4809,0.6452,1.4505,1.8837,1.8938,1.1793,2.1532,1.5281,1.1353,1.192,0.0194,1.1329,BRCACancer
C04,0.2766,0.627,0.5568,0.409,0.7092,1.1603,0.1876,1.5876,1.0573,0.5596,0.3524,0.4421,0.9019,1.4372,1.311,0.6156,1.657,1.2653,0.963,1.9992,-0.1314,0.4567,Control
C05,0.1948,0.5237,0.6754,0.2915,0.915,1.1399,0.2155,1.4854,1.2742,0.641,0.4092,0.3541,0.9237,1.5565,1.3535,0.5986,1.6025,1.157,0.8555,1.2255,-0.0474,0.4931,BRCACancer
C06,0.1457,0.2088,0.2613,0.1733,0.2024,0.4919,0.2149,0.5405,0.3849,0.1502,0.0742,0.1726,0.2238,0.6172,0.3138,0.0279,0.2389,0.5373,0.3,0.6383,0.0804,0.0625,Control
C07,0.264,0.8671,0.7179,0.3587,0.8722,1.1854,0.303,1.4498,1.4035,0.6527,0.3463,0.354,0.8509,1.6731,1.2145,0.5865,1.3774,1.2729,0.7808,1.1155,0.0436,0.6257,Control
C08,0.3439,0.7816,0.7682,0.4274,0.9307,1.2555,0.3327,1.9166,1.4509,0.7215,0.3466,0.4706,1.0379,1.6563,1.5125,0.8603,1.9352,1.422,0.9573,1.525,0.0599,0.8111,Control
C09,0.2978,1.1077,0.7727,0.3039,1.0746,1.1785,0.3237,1.5399,1.3951,0.7537,0.3166,0.4155,0.9435,1.7211,1.4622,0.5702,1.7285,1.2543,0.8657,2.3714,-0.083,0.6941,Control
C10,0.2769,0.8688,0.9226,0.3144,1.188,1.119,0.2065,2.0607,1.5473,0.8254,0.3069,0.3739,0.8726,1.8345,1.4166,0.4975,1.8248,1.2466,0.8389,1.2297,-0.0957,0.7272,BRCACancer
C11,0.5285,1.0244,0.8383,0.5154,0.9937,1.2935,0.369,1.9883,1.5501,0.7797,0.4279,0.5591,1.1788,1.7122,1.6853,0.8805,1.8828,1.5471,1.0236,1.6072,-0.1299,0.8182,Control
C12,0.208,0.7746,0.5818,0.3067,0.6546,1.0046,0.3637,1.3483,0.951,0.4821,0.2377,0.2591,0.7851,1.3819,1.1376,0.4207,1.2523,1.142,0.8239,0.859,0.0397,0.4133,BRCACancer
D01,0.6089,0.4669,0.5922,0.3705,0.9893,1.2333,0.5346,2.0481,1.628,0.5928,0.1698,0.8608,1.1663,1.9272,1.2318,1.3595,0.9506,1.5919,0.7443,0.6698,0.0554,1.1326,BRCACancer
D02,0.3451,0.9624,0.737,0.4595,0.9534,1.1711,0.3212,1.6359,1.3323,0.7361,0.4119,0.4283,0.898,1.7485,1.3913,0.6727,1.7821,1.405,0.9003,1.1621,-0.0507,0.7378,BRCACancer
D03,0.3573,0.8717,0.7119,0.3398,0.9165,1.1635,0.3024,1.4167,1.3704,0.5892,0.2744,0.4051,1.0632,1.6214,1.4612,0.7914,1.7699,1.4209,0.8992,0.9675,0.0359,0.5983,BRCACancer
D04,0.3731,0.7839,0.76,0.4751,1.1588,1.273,0.3735,1.594,1.3615,0.7168,0.3893,0.5809,1.0883,1.5711,1.5443,0.9546,1.9416,1.6436,0.9744,1.1336,-0.0173,0.832,BRCACancer
D05,0.259,0.7343,0.8266,0.3408,1.1051,1.2654,0.241,1.6629,1.6094,0.8859,0.2821,0.4972,1.1396,1.6996,1.414,0.881,2.1026,1.5329,0.8024,1.6508,0.1512,0.7056,BRCACancer
D06,0.4845,0.9524,0.9277,0.5254,1.1787,1.2474,0.4074,1.7643,1.6458,0.7551,0.4043,0.6032,1.2535,1.7952,1.489,0.9296,2.0492,1.5268,1.0468,1.5242,-0.0423,0.8872,BRCACancer
D07,0.3362,0.8773,0.8186,0.4486,0.9815,1.3528,0.3539,1.4713,1.6109,0.7719,0.2881,0.5068,1.1716,1.7494,1.5011,0.7917,1.8952,1.4392,0.9191,1.6696,-0.0679,0.8114,Control
D08,0.1528,0.6735,0.5958,0.3274,0.8698,1.0548,0.2815,1.7267,1.2191,0.5358,0.1811,0.3761,0.755,1.4415,1.1514,0.6577,1.3484,1.2707,0.7999,1.1035,0.1076,0.548,Control
