@relation data

@attribute id string
@attribute 8517 numeric
@attribute 1147 numeric
@attribute 4214 numeric
@attribute 5970 numeric
@attribute 7124 numeric
@attribute 3551 numeric
@attribute 3552 numeric
@attribute 6885 numeric
@attribute 7132 numeric
@attribute 7189 numeric
@attribute 4615 numeric
@attribute 8772 numeric
@attribute 7099 numeric
@attribute 8737 numeric
@attribute 7128 numeric
@attribute 10454 numeric
@attribute 9020 numeric
@attribute 4790 numeric
@attribute 3554 numeric
@attribute 3654 numeric
@attribute 4792 numeric
@attribute 8717 numeric
@attribute Class {Control,BRCACancer}

@data
A01,0.3604,1.5171,2.265,1.4383,0.4149,1.1591,-0.0078,1.4658,1.2819,0.8372,1.4816,0.887,2.4861,1.4118,2.1134,0.2872,0.7681,1.6981,0.2655,0.6564,2.2123,1.2857,Control
A02,0.3492,1.302,1.9132,1.258,0.4378,0.9319,0.1551,1.1532,1.2163,0.7679,1.7445,0.7184,2.5076,1.2609,1.8554,0.1844,0.528,1.2732,0.0624,0.5823,2.0603,0.9355,Control
A03,0.3742,1.5398,2.1264,1.4813,0.5438,1.0697,-0.0362,1.3103,1.4301,0.9336,1.9618,0.8106,2.8343,1.4831,2.6801,0.2439,0.7605,1.4485,0.0934,0.7212,2.7503,1.0236,Control
A04,0.3772,1.079,2.2551,1.484,0.3481,0.9555,0.1356,1.2639,1.1297,0.7944,1.824,0.7485,2.3176,1.3343,2.4188,0.1265,0.6381,1.4304,0.1894,0.649,2.2761,1.2084,Control
A05,0.6097,1.4435,2.4117,1.5368,0.3701,1.0728,0.1215,1.3977,1.4212,0.8518,2.0894,0.9748,2.9955,1.487,2.07,0.259,0.6988,1.5181,0.1604,0.8578,2.4615,1.1146,Control
A06,0.3246,1.3907,2.0422,1.338,0.4186,0.9844,0.1733,1.2785,1.3082,0.7749,1.7816,0.8327,3.0912,1.4109,2.1097,0.2241,0.6021,1.3497,0.3054,0.6583,2.472,0.9425,Control
A07,0.3276,1.4674,2.3762,1.2584,0.4733,1.1473,0.0812,1.5067,1.5049,0.9329,1.7303,0.929,2.7151,1.4606,1.9812,0.2597,0.7746,1.6897,0.3173,0.6423,1.9798,1.1008,Control
A08,0.1674,1.3187,2.6059,1.2448,0.2487,1.198,0.0163,1.6258,1.1624,0.8298,1.5849,0.577,2.1575,1.4451,1.9463,0.1982,0.7477,1.8669,0.1554,0.5498,1.9095,0.843,Control
A09,0.2539,1.4072,2.4502,1.3302,0.3534,1.047,0.1002,1.3494,1.1854,0.7673,1.5729,0.8045,2.5755,1.3453,1.9863,0.1828,0.6974,1.606,0.1221,0.5933,2.1911,1.063,Control
A10,0.3962,1.4266,2.3575,1.3233,0.4561,1.1476,-0.0061,1.611,1.3738,0.9506,1.742,0.7286,2.8245,1.4193,1.9703,0.2691,0.73,1.641,0.0648,0.6598,2.1251,0.9078,Control
A11,0.326,1.3304,1.776,1.2245,0.191,0.7748,0.105,1.0642,1.253,0.774,1.1999,0.8209,2.5597,1.1039,1.6235,0.1424,0.6114,1.1005,0.0599,0.5416,2.0611,0.8987,Control
A12,0.1215,0.8268,1.3066,0.8238,0.098,0.759,0.1801,0.8178,0.7701,0.4296,1.2871,0.3938,1.583,0.9329,1.6691,0.0771,0.2742,1.0527,0.1982,0.1804,1.6799,0.4595,Control
B01,0.0231,1.2599,2.2101,1.2082,0.2251,0.984,0.0182,1.3503,0.9503,0.7244,1.2621,0.462,1.955,1.2376,2.4411,0.1004,0.5932,1.5169,0.1034,0.1775,2.5332,0.7401,Control
B02,0.3715,1.2798,2.0489,1.5865,0.432,1.1073,0.1201,1.3441,1.3405,0.9004,1.7984,0.9233,2.4527,1.3566,3.1566,0.2542,0.7361,1.4394,0.1695,0.6876,3.0801,1.2098,Control
B03,0.1943,1.2715,2.2094,1.4088,0.1665,1.0527,0.1329,1.3782,1.2131,0.9167,1.5767,0.7729,2.3827,1.3666,2.9131,0.1655,0.6405,1.4822,0.0641,0.5198,2.6611,1.1574,BRCACancer
B04,0.1092,1.0648,2.5339,1.1378,0.3252,1.3054,0.1888,1.4211,1.1789,0.7801,1.523,0.448,1.6029,1.2819,1.9661,0.2139,0.7497,1.6554,0.223,0.48,1.6784,0.7032,BRCACancer
B05,0.0503,1.014,1.8667,1.3013,0.3702,0.875,0.1583,1.0368,1.1022,0.815,1.8099,0.5216,1.9613,1.1517,2.8823,0.0446,0.5483,1.2575,0.0958,0.503,2.6321,0.7135,BRCACancer
B06,-0.1238,1.0869,1.7181,0.8403,0.0857,0.8773,0.4059,1.0295,0.8445,0.5795,1.0353,0.3126,2.0407,1.0414,2.1554,-0.0761,0.3404,1.1971,0.1736,0.0324,1.5065,0.4773,BRCACancer
B07,0.2316,1.466,2.0706,1.4289,0.1955,1.23,0.0934,1.4575,1.4527,0.8628,1.6607,0.9071,2.3214,1.5139,2.3958,0.2675,0.7812,1.4782,0.1154,0.5723,2.1472,1.2127,BRCACancer
B08,0.408,1.4125,1.8635,1.2913,0.1823,0.8827,0.1003,1.1072,1.4614,0.8182,1.5679,1.0726,2.7565,1.2054,1.6203,0.2055,0.629,1.1937,0.1297,0.6678,1.9421,1.1693,Control
B09,0.1209,0.9264,2.5792,1.1066,0.0665,1.0353,0.0255,1.2589,0.9764,0.6896,1.1609,0.4024,1.3879,1.1835,1.9574,0.1828,0.6486,1.3948,0.0042,0.4462,2.0058,0.7637,Control
B10,0.1869,1.0238,2.4684,0.9814,0.0895,0.9748,0.0296,1.2515,0.9955,0.6789,1.5174,0.6076,1.7983,1.2488,1.6531,0.1107,0.4556,1.4899,0.0336,0.4104,1.5834,0.6825,Control
B11,0.1841,1.1915,2.0871,1.2399,0.159,0.8859,0.0066,1.1079,1.4784,0.7147,1.7232,0.7103,2.6058,1.192,1.6392,0.211,0.5473,1.3346,0.0263,0.442,1.9234,0.8575,Control
B12,0.0387,0.5364,2.5139,0.8164,0.2954,1.0454,0.1107,1.0504,0.7569,0.5791,1.1758,0.1858,0.9947,0.7991,1.2067,0.0689,0.4887,1.2785,0.037,0.2965,1.6026,0.6946,Control
C01,0.4122,1.3655,2.1947,1.4533,0.4871,1.169,0.2271,1.259,1.5915,0.8392,1.842,0.8498,2.557,1.3997,1.8919,0.3152,0.7953,1.4469,0.1808,0.8198,1.9244,1.1253,BRCACancer
C02,0.4796,1.2167,1.9275,1.5348,0.4205,1.047,0.0517,1.2585,1.3252,0.7556,1.6785,0.7827,2.4186,1.399,1.8334,0.2295,0.6337,1.3929,0.1763,0.7406,2.0396,1.2987,BRCACancer
C03,0.5733,1.3615,2.0283,1.7061,0.5574,1.1645,0.1151,1.3127,1.66,1.0042,1.9216,0.9883,2.4219,1.5349,2.3041,0.3199,0.8489,1.3899,0.1692,0.8827,2.1689,1.4156,BRCACancer
C04,0.3737,0.7516,1.2702,1.2407,0.1232,0.6266,0.2468,0.7404,1.0061,0.5949,1.4581,0.5122,1.9993,0.7189,1.5452,0.1174,0.4211,0.8832,0.0999,0.5769,2.1508,1.0035,Control
C05,0.153,0.7983,1.597,1.1552,0.1546,0.6928,0.0107,0.7819,1.1223,0.7867,1.6559,0.5354,2.4737,0.8602,1.4661,0.0896,0.4646,1.0739,0.1686,0.5822,1.6729,0.8327,BRCACancer
C06,0.0221,0.1771,0.3522,0.5912,-0.1009,0.3259,0.0271,0.1868,0.4324,0.2052,0.5813,0.2089,0.3606,0.3055,0.8,0.0349,0.1749,0.3822,0.0503,0.2579,0.8963,0.3832,Control
C07,0.2331,0.972,1.5039,1.2031,0.2344,0.7662,0.145,1.0637,1.0562,0.6435,1.6241,0.6169,2.2097,1.1427,1.6098,0.1074,0.4372,1.1209,0.1033,0.586,1.6637,0.8907,Control
C08,0.3751,1.195,1.7148,1.4,0.3381,0.8504,0.2661,1.103,1.226,0.8229,1.5593,0.776,2.4333,1.2888,1.9026,0.1548,0.5739,1.2493,0.1336,0.6909,1.9033,0.9499,Control
C09,0.3247,0.9379,1.6979,1.278,0.4074,0.8242,-0.0083,1.0486,1.1725,0.7536,1.7397,0.728,2.2441,1.2188,1.6769,0.1176,0.4887,1.196,0.0982,0.6143,1.946,0.9541,Control
C10,0.2655,0.8374,1.7154,1.2172,0.1751,0.8353,0.0132,1.0876,1.0727,0.7522,1.8492,0.7265,2.3095,1.2409,1.9331,0.1343,0.4347,1.3181,0.172,0.5706,2.007,0.9616,BRCACancer
C11,0.4903,1.1954,1.6869,1.5603,0.2305,0.8964,0.1757,1.0904,1.3394,0.8104,1.7277,0.8066,2.3628,1.3211,2.006,0.256,0.6199,1.2045,0.0254,0.8586,1.9605,1.0918,Control
C12,0.2021,0.6328,1.3805,1.1479,0.088,0.5623,0.2054,0.6934,0.8816,0.5372,1.2737,0.4924,1.2752,0.7801,1.2008,0.1335,0.3423,0.8912,0.0849,0.4968,1.4375,0.6383,BRCACancer
D01,0.1174,0.9758,2.7613,1.2261,0.2691,1.2541,0.1738,1.2539,1.1003,0.7654,1.3188,0.3678,1.8407,1.2199,1.4897,0.2925,0.7199,1.5223,-0.0145,0.5007,1.6606,1.0545,BRCACancer
D02,0.3654,0.9709,2.0025,1.4141,0.3824,0.8039,0.0487,1.0174,1.092,0.7325,1.4584,0.6495,2.1645,1.1322,1.6162,0.2371,0.6241,1.2184,0.1434,0.6875,1.8134,0.9681,BRCACancer
D03,0.3056,0.8277,1.9059,1.2419,0.3039,0.8155,-0.0258,0.8984,1.0502,0.5624,1.8549,0.575,2.2288,0.9273,1.6434,0.1147,0.4838,1.0942,0.0891,0.6137,1.6918,1.0124,BRCACancer
D04,0.1994,1.0682,2.0988,1.3386,0.2301,0.894,0.1287,1.0279,1.3787,0.7656,1.8477,0.6147,2.7677,1.0755,1.7536,0.1983,0.5369,1.2616,0.0878,0.7216,1.9513,1.1001,BRCACancer
D05,0.3744,1.0563,1.8024,1.3071,0.2115,0.9202,0.106,0.9925,1.2885,0.6987,2.002,0.5451,2.6972,1.1811,1.7847,0.1743,0.5172,1.219,0.1024,0.6282,2.198,0.9034,BRCACancer
D06,0.4206,1.2845,2.005,1.468,0.3946,1.0235,0.0636,1.1641,1.3899,0.8304,1.6791,0.7924,2.5441,1.3461,1.8251,0.3023,0.6774,1.3989,0.0592,0.77,2.086,1.2723,BRCACancer
D07,0.5088,1.1579,1.7326,1.4913,0.2332,0.9081,-0.0051,1.1037,1.3723,0.8018,1.6102,0.7688,2.4592,1.3063,2.4051,0.2154,0.5672,1.1585,0.3031,0.7589,1.9997,1.0398,Control
D08,0.2535,0.9017,1.534,1.1777,0.3078,0.7363,0.1145,0.7978,0.9912,0.5567,1.6227,0.5346,2.1372,0.9809,1.6021,0.1539,0.4401,1.0411,0.127,0.4943,1.7568,0.8086,Control
D09,0.2596,1.0917,1.8582,1.3852,0.4945,0.882,0.1653,1.0173,1.1618,0.6841,1.7296,0.7925,2.3578,1.2095,1.6971,0.2413,0.597,1.256,0.1905,0.6676,2.0723,1.0352,Control
