@relation data

@attribute id string
@attribute 3725 numeric
@attribute 3265 numeric
@attribute 805 numeric
@attribute 5599 numeric
@attribute 4776 numeric
@attribute 5579 numeric
@attribute 5894 numeric
@attribute 2002 numeric
@attribute 6464 numeric
@attribute 4775 numeric
@attribute 801 numeric
@attribute 5062 numeric
@attribute 5533 numeric
@attribute 6416 numeric
@attribute 6850 numeric
@attribute 2207 numeric
@attribute 2205 numeric
@attribute 121916 numeric
@attribute 695 numeric
@attribute 5321 numeric
@attribute 4214 numeric
@attribute 5604 numeric
@attribute 7409 numeric
@attribute 5609 numeric
@attribute 5532 numeric
@attribute 5530 numeric
@attribute 5290 numeric
@attribute 5335 numeric
@attribute 2885 numeric
@attribute 5595 numeric
@attribute 808 numeric
@attribute 4773 numeric
@attribute 4772 numeric
@attribute 2353 numeric
@attribute 5294 numeric
@attribute 5295 numeric
@attribute 4067 numeric
@attribute 6654 numeric
@attribute 5594 numeric
@attribute Class {Control,BRCACancer}

@data
A01,1.3192,0.4247,1.1595,1.4021,0.0372,1.0332,1.7847,0.4312,0.75,1.394,2.3173,1.0217,1.3861,0.7285,1.0855,2.2919,0.5157,-0.1374,1.5056,0.541,2.2889,0.718,1.448,0.6035,1.2834,0.7188,1.6169,1.7289,1.6544,1.0783,2.0808,0.566,0.4264,2.8983,1.8391,1.4782,1.322,1.1294,1.7309,Control
A02,0.8029,0.3701,0.9813,0.9672,0.0966,0.6697,1.5429,0.2767,0.7973,1.1231,2.331,0.8893,1.0792,0.4813,0.9078,2.669,0.4968,-0.0466,1.5412,0.4199,1.8995,0.4692,1.3147,0.523,0.9381,0.5951,1.3286,1.2376,1.493,1.0214,2.1764,0.399,0.3561,1.0191,2.0614,1.1561,1.18,0.9018,1.6299,Control
A03,1.2073,0.3745,1.2374,1.211,0.0383,0.9489,1.7349,0.3461,0.7917,1.3459,2.5215,0.9957,1.1587,0.6279,1.2015,2.7328,0.5363,-0.0784,1.6737,0.5097,2.1356,0.6904,1.5496,0.6958,1.2109,0.7523,1.4291,1.3242,1.7906,1.0584,2.1323,0.6686,0.3954,2.3465,2.1951,1.3011,1.5735,1.1313,1.8758,Control
A04,1.3091,0.3589,1.0291,0.9665,0.0472,0.7891,1.6725,0.3725,0.7946,1.1899,2.6061,0.9699,1.2414,0.5001,0.8709,2.9327,0.5008,-0.1799,1.424,0.324,2.278,0.4999,1.283,0.6518,0.9279,0.6673,1.383,1.312,1.4914,1.0435,2.2841,0.4547,0.4685,1.5126,2.1245,1.4673,1.3977,1.0307,1.7145,Control
A05,1.2428,0.4809,0.994,1.1192,0.0733,0.9233,1.808,0.4351,0.89,1.2552,2.2755,1.0637,1.1595,0.5851,1.2336,3.0801,0.5298,-0.0516,1.7819,0.6523,2.4514,0.7099,1.5542,0.7144,1.0818,0.7731,1.5208,1.2008,1.8851,1.1978,2.3856,0.4619,0.4397,1.9653,2.1197,1.3057,1.5903,1.0492,1.9408,Control
A06,0.8136,0.2391,1.154,1.1521,0.0089,0.8755,1.7489,0.3874,0.7604,1.1824,2.2293,0.8999,0.9185,0.575,1.1513,2.7801,0.5059,-0.1283,1.6045,0.4123,2.0424,0.6673,1.4091,0.5537,0.9413,0.6198,1.4163,1.1962,1.5864,0.9874,2.1384,0.425,0.306,3.1061,1.9994,1.3466,1.3721,0.8863,1.8446,Control
A07,1.2402,0.3621,1.4581,1.3691,-4e-04,1.2903,1.7704,0.2834,0.7917,1.37,2.2849,1.0521,1.183,0.7805,1.4313,2.6305,0.6866,-0.2206,1.6179,0.6192,2.4121,0.8479,1.4238,0.5012,1.3182,1.0264,1.6368,1.2837,1.89,0.9702,2.178,0.6062,0.3424,2.7089,1.974,1.6128,1.7192,1.1809,1.882,Control
A08,0.8862,0.2915,1.2592,1.4969,0.0839,1.3963,1.7386,0.3073,0.777,1.5498,2.199,1.218,1.5413,0.967,1.2774,2.3308,0.3694,-0.0587,1.3452,0.4231,2.6664,0.8635,1.3149,0.4817,1.4563,1.1569,1.8021,1.4764,1.7425,0.9939,1.9223,0.8547,0.3838,1.6836,2.0798,1.7107,1.9024,1.4746,1.9122,Control
A09,0.9959,0.3464,0.9544,1.3676,0.0085,1.2298,1.6393,0.3567,0.7709,1.2669,2.2287,0.9502,1.1713,0.7254,1.2825,2.6919,0.309,-0.1353,1.5507,0.4106,2.4939,0.7596,1.4389,0.5112,1.231,0.866,1.4941,1.3678,1.8554,0.99,2.3056,0.5867,0.3486,2.2224,1.9891,1.5301,1.6508,1.0011,1.8315,Control
A10,1.3751,0.3978,1.2719,1.2269,0.0145,1.2971,1.7838,0.3201,0.7829,1.3997,2.2654,1.0809,1.4321,0.8418,1.3904,2.6051,0.2214,-0.1257,1.4132,0.6973,2.3914,0.7992,1.3101,0.5635,1.2426,1.0757,1.743,1.2566,1.8284,0.9237,2.2472,0.7044,0.3484,3.187,2.143,1.6455,1.8161,1.3376,1.9225,Control
A11,1.0715,0.2849,0.7597,1.1557,0.1478,0.9582,1.2871,0.307,0.5757,1.2591,2.2432,0.7593,0.9854,0.6083,1.1095,2.2643,0.4354,-0.1231,1.335,0.2168,1.7477,0.5921,1.1678,0.4688,1.0314,0.6176,1.2242,1.1671,1.5674,0.9765,2.1929,0.596,0.3275,2.8409,1.5704,1.2045,1.0919,0.7411,1.8048,Control
A12,0.7127,0.1934,0.6016,0.6947,0.1361,0.4893,1.1725,0.1436,0.5602,0.7291,1.7425,0.5503,0.8336,0.2659,0.4482,2.507,0.6965,-0.1667,1.0715,0.226,1.228,0.3092,0.7893,0.2095,0.6565,0.4763,0.9277,0.8362,1.1338,0.6537,1.9669,0.3016,0.2075,0.8747,1.6025,0.9724,0.9496,0.5264,1.2884,Control
B01,0.9621,0.1464,1.5624,1.4678,-0.0717,0.9193,1.6457,0.1758,0.5727,1.1967,2.4417,0.9952,1.246,0.5919,0.9847,2.0873,0.4754,-0.1491,1.2596,0.2717,2.2282,0.6422,1.0718,0.2865,1.1579,0.6832,1.4936,1.4003,1.513,0.7649,1.8282,0.4488,0.1484,1.9307,1.9253,1.579,1.3861,0.9155,1.5393,Control
B02,1.3562,0.3374,1.4678,1.2677,0.0843,0.7534,1.8628,0.3923,0.8993,1.1967,2.7387,0.9993,1.34,0.5649,0.9629,2.9775,0.6507,-0.013,1.4705,0.3776,2.0497,0.6051,1.4801,0.6416,1.0794,0.6486,1.4558,1.468,1.6209,1.0793,2.1911,0.4289,0.3875,3.0541,2.0769,1.7588,1.3263,0.8818,1.7139,Control
