@relation data

@attribute id string
@attribute 10392 numeric
@attribute 10454 numeric
@attribute 10910 numeric
@attribute 1147 numeric
@attribute 1432 numeric
@attribute 22861 numeric
@attribute 22900 numeric
@attribute 23118 numeric
@attribute 257397 numeric
@attribute 260434 numeric
@attribute 29108 numeric
@attribute 2919 numeric
@attribute 2920 numeric
@attribute 329 numeric
@attribute 330 numeric
@attribute 331 numeric
@attribute 3320 numeric
@attribute 3326 numeric
@attribute 3551 numeric
@attribute 3553 numeric
@attribute 3569 numeric
@attribute 3576 numeric
@attribute 3606 numeric
@attribute 4210 numeric
@attribute 4671 numeric
@attribute 4790 numeric
@attribute 4792 numeric
@attribute 4793 numeric
@attribute 55914 numeric
@attribute 5594 numeric
@attribute 5595 numeric
@attribute 5599 numeric
@attribute 5600 numeric
@attribute 5601 numeric
@attribute 5602 numeric
@attribute 5603 numeric
@attribute 58484 numeric
@attribute 59082 numeric
@attribute 5970 numeric
@attribute 6300 numeric
@attribute 6347 numeric
@attribute 6352 numeric
@attribute 64127 numeric
@attribute 64170 numeric
@attribute 6885 numeric
@attribute 7124 numeric
@attribute 7128 numeric
@attribute 7184 numeric
@attribute 7189 numeric
@attribute 7205 numeric
@attribute 834 numeric
@attribute 838 numeric
@attribute 841 numeric
@attribute 84674 numeric
@attribute 8517 numeric
@attribute 8767 numeric
@attribute 9051 numeric
@attribute Class {Control,BRCACancer}

@data
Utah__A01,0.461,0.2872,1.2229,1.5171,1.4449,1.7536,1.661,1.7946,1.3846,-0.3658,1.2204,0.376,0.3063,2.2157,2.5052,1.0636,0.7571,1.772,1.1591,1.5431,0.0868,2.1055,0.3052,1.7085,0.965,1.6981,2.2123,0.9055,1.656,1.76,1.0952,1.4087,-0.0236,1.1297,-0.0399,1.0042,1.0274,0.0042,1.4383,-0.1579,0.2624,2.2411,0.7893,0.2113,1.4658,0.4149,2.1134,2.1012,0.8372,0.215,2.6117,0.5798,1.4595,0.8516,0.3604,1.693,0.6982,Control
Utah__A02,0.3589,0.1844,0.9541,1.302,1.1614,1.476,1.2185,1.4192,1.2666,-0.1872,1.2093,0.2521,0.363,2.0071,2.0414,0.7713,0.6913,1.5063,0.9319,0.7913,0.0155,0.5462,0.0812,1.743,0.4893,1.2732,2.0603,0.76,1.5122,1.6579,1.0379,0.986,-0.0148,0.9926,0.0138,0.9425,1.0443,-0.0708,1.258,-0.0901,-0.0613,2.5847,0.7088,0.2655,1.1532,0.4378,1.8554,2.1165,0.7679,0.1717,3.0998,0.6396,1.188,0.8887,0.3492,1.6787,0.5036,Control
Utah__A03,0.5299,0.2439,1.0664,1.5398,1.3753,1.7065,1.4135,1.3753,1.4477,-0.283,1.4677,0.2467,0.2865,2.1775,1.9664,0.9508,0.8905,1.8742,1.0697,0.9227,0.0054,0.8951,0.2931,2.1482,0.7461,1.4485,2.7503,1.0903,1.5618,1.9065,1.0752,1.223,0.0233,1.1122,-0.02,0.9742,1.226,-0.1133,1.4813,-0.0782,0.1525,2.665,0.8699,0.3477,1.3103,0.5438,2.6801,2.0657,0.9336,0.337,3.0642,1.1908,1.4115,1.1612,0.3742,1.7928,0.7142,Control
Utah__A04,0.3734,0.1265,0.8651,1.079,1.2634,1.4569,1.2356,1.5602,1.1883,-0.2812,1.3161,0.4601,0.4494,1.8568,2.3285,0.8565,0.7697,1.8501,0.9555,0.517,0.0835,0.7625,0.1861,1.6828,0.4726,1.4304,2.2761,0.8727,1.5635,1.7434,1.0602,0.9854,0.1349,1.0731,-0.0106,1.0887,1.0218,-0.0513,1.484,0.0243,-0.0193,2.3528,0.5754,0.2505,1.2639,0.3481,2.4188,2.008,0.7944,0.2229,2.535,0.4256,1.3025,0.8532,0.3772,1.722,0.5443,Control
Utah__A05,0.3831,0.259,1.0516,1.4435,1.514,1.6457,1.2683,1.5773,1.3826,-0.1854,1.7894,0.3891,0.3165,2.0805,2.0297,0.8317,0.69,1.4187,1.0728,0.7727,0.0837,0.845,0.437,2.2081,0.94,1.5181,2.4615,1.1142,1.6084,1.9721,1.2157,1.1338,0.1042,1.1431,-0.0216,0.9788,1.4761,-0.1265,1.5368,0.0052,0.0864,2.4746,1.0412,0.3952,1.3977,0.3701,2.07,2.1084,0.8518,0.184,3.0473,1.0396,1.3533,1.214,0.6097,1.9234,0.8231,Control
Utah__A06,0.408,0.2241,1.0016,1.3907,1.2099,1.5577,1.3662,1.4058,1.2809,-0.1865,1.3587,0.3102,0.4565,2.0344,1.6049,0.7266,0.6767,1.7012,0.9844,0.8036,-0.0531,1.1656,0.4722,2.0106,0.9666,1.3497,2.472,0.8971,1.4562,1.8749,1.0037,1.1657,-0.086,1.0094,-0.032,0.8609,1.2953,-0.1422,1.338,-0.1294,0.1963,2.1663,0.8523,0.3383,1.2785,0.4186,2.1097,2.1716,0.7749,0.2291,2.8691,0.6363,1.2424,1.0312,0.3246,1.7204,0.6747,Control
Utah__A07,0.5069,0.2597,1.2118,1.4674,1.5901,1.6819,1.5743,1.723,1.4073,-0.3156,1.4141,0.4057,0.4064,2.2666,2.0424,1.0245,0.5796,1.4115,1.1473,1.2395,0.2383,0.9473,0.4188,1.8657,0.6425,1.6897,1.9798,0.8526,1.8005,1.9127,0.9863,1.3766,-0.0731,1.1036,-0.0162,0.9428,1.2851,-0.15,1.2584,-0.13,-0.0229,2.2905,0.8937,0.2977,1.5067,0.4733,1.9812,2.1543,0.9329,0.2333,2.8758,0.7332,1.4468,1.0716,0.3276,1.7435,0.6576,Control
Utah__A08,0.595,0.1982,1.1735,1.3187,1.6278,1.6583,1.6199,1.9342,1.3846,-0.2633,0.8903,0.2114,0.2941,2.1819,1.9632,0.8906,0.7084,1.5747,1.198,0.5405,0.1461,0.8182,0.2935,1.4111,0.5616,1.8669,1.9095,0.7484,2.0548,1.9432,1.0102,1.5009,-0.0884,1.2435,-0.0486,0.8045,1.0335,-0.1002,1.2448,-0.1106,0.1581,1.8803,0.6661,0.1742,1.6258,0.2487,1.9463,1.904,0.8298,0.1877,2.4054,0.5748,1.5231,0.7537,0.1674,1.5664,0.6456,Control
Utah__A09,0.3716,0.1828,1.0605,1.4072,1.4374,1.5733,1.5714,1.7432,1.4203,-0.4111,1.1523,0.4062,0.2949,2.1975,2.2797,0.9508,0.5974,1.5467,1.047,0.676,0.1333,0.7737,0.1404,1.642,0.6408,1.606,2.1911,0.8347,1.7113,1.8616,1.0062,1.3752,-0.0165,1.0012,-0.0209,0.8572,1.1007,-0.0903,1.3302,-0.0919,0.0516,2.5375,0.7497,0.1376,1.3494,0.3534,1.9863,2.1752,0.7673,0.2798,2.764,0.8125,1.2405,0.785,0.2539,1.4279,0.6766,Control
Utah__A10,0.5219,0.2691,1.077,1.4266,1.7306,1.5836,1.5614,1.7496,1.3671,-0.2853,1.2493,0.3792,0.1778,2.1232,1.7725,0.9558,0.6163,1.4562,1.1476,1.489,-0.0405,1.0619,0.3533,1.7413,0.8419,1.641,2.1251,0.8363,1.9266,1.9537,0.9394,1.2385,0.0023,1.1969,-0.006,1.0123,1.2462,-0.1135,1.3233,-0.0033,0.2569,2.8361,0.874,0.2385,1.611,0.4561,1.9703,2.0505,0.9506,0.195,2.9071,0.6255,1.377,0.9191,0.3962,1.7944,0.7819,Control
Utah__A11,0.2453,0.1424,1.0391,1.3304,1.1347,1.3208,1.4094,1.3471,1.245,-0.3494,1.1272,0.0703,0.4042,2.0034,1.8864,0.9754,0.6377,1.2382,0.7748,0.711,0.1299,0.6078,0.3294,1.4588,0.7863,1.1005,2.0611,0.6785,1.3281,1.8347,0.9926,1.1692,-0.0585,0.9096,-0.012,0.8205,0.8416,-0.0503,1.2245,-0.1158,-0.0478,2.7709,0.6692,0.1304,1.0642,0.191,1.6235,2.2006,0.774,0.1354,2.698,0.433,1.0241,0.573,0.326,1.2314,0.5519,Control
Utah__A12,0.2885,0.0771,0.6128,0.8268,0.8684,0.8187,0.6267,1.1994,0.8205,-0.4008,0.6747,0.4555,0.5731,1.6196,1.4194,0.3713,0.5292,1.3492,0.759,0.5223,0.1091,0.7553,0.0367,0.8592,-0.1041,1.0527,1.6799,0.5195,1.16,1.3126,0.6672,0.7211,-0.243,0.8992,-0.0032,0.6982,0.6976,-0.1891,0.8238,-0.2151,-0.0427,2.6816,0.2316,-0.0215,0.8178,0.098,1.6691,1.8048,0.4296,0.4136,2.5262,0.4382,0.9702,0.5279,0.1215,1.1938,0.3099,Control
Utah__B01,0.4308,0.1004,0.9907,1.2599,1.2269,1.5526,1.2616,1.7687,1.3229,-0.4716,0.3938,-0.0275,0.0359,2.1222,2.3592,0.8213,0.7447,1.996,0.984,1.0294,-0.0468,1.3925,0.173,1.1574,0.329,1.5169,2.5332,0.5498,1.5997,1.5662,0.7793,1.4726,-0.3431,1.1077,-0.027,0.7305,0.7771,-0.1049,1.2082,-0.3703,0.1447,1.5428,0.4522,-0.0283,1.3503,0.2251,2.4411,2.0978,0.7244,0.1835,2.3757,0.4861,1.3464,0.5758,0.0231,1.4959,0.275,Control
Utah__B02,0.3782,0.2542,1.0192,1.2798,1.3173,1.6906,1.2786,1.6106,1.3272,-0.2942,1.296,0.4086,0.3859,2.0516,2.0447,0.9073,0.873,2.0691,1.1073,1.431,0.1005,1.4536,0.3142,1.8614,0.7472,1.4394,3.0801,1.023,1.5835,1.7427,1.0963,1.2781,0.0077,1.2259,-0.0273,1.0395,1.0373,-0.0512,1.5865,-0.0355,0.0774,2.4707,0.7627,0.2801,1.3441,0.432,3.1566,2.2529,0.9004,0.2409,2.7824,0.6785,1.3633,0.8432,0.3715,1.7764,0.6522,Control
Utah__B03,0.3748,0.1655,0.9675,1.2715,1.3028,1.6131,1.4124,1.7219,1.273,-0.3607,0.952,0.2713,0.3342,2.1572,2.2049,0.8656,0.9221,1.9213,1.0527,1.234,-0.042,1.3967,0.2193,1.4973,0.5506,1.4822,2.6611,0.75,1.6907,1.7521,0.9479,1.2859,-0.0871,1.1588,-0.0395,0.9334,0.9792,-0.0918,1.4088,-0.1353,-0.026,2.2618,0.7798,0.1638,1.3782,0.1665,2.9131,2.218,0.9167,0.2116,2.7121,0.5208,1.4966,0.7756,0.1943,1.6662,0.5363,BRCACancer
Utah__B04,0.5284,0.2139,0.8729,1.0648,1.5564,1.7302,1.4596,1.9304,1.2822,-0.2475,0.4645,0.2319,0.2748,1.8668,1.397,0.8736,0.6259,1.2682,1.3054,0.6965,-0.0135,0.5614,0.1777,1.1446,0.5075,1.6554,1.6784,0.631,2.005,1.9229,0.7243,1.159,-0.0864,1.1528,-0.0128,0.8511,0.7663,0.0023,1.1378,-0.0978,-0.0205,2.4805,0.549,0.1991,1.4211,0.3252,1.9661,1.7884,0.7801,0.2287,2.1058,0.4201,1.4103,0.6524,0.1092,1.2468,0.6759,BRCACancer
Utah__B05,0.3314,0.0446,0.783,1.014,1.0664,1.3339,1.1006,1.3705,1.1962,-0.2255,1.1164,0.3329,0.4384,1.9095,1.7515,0.6387,0.7698,1.7994,0.875,1.7203,-0.0427,1.0657,0.1425,1.3359,0.1559,1.2575,2.6321,0.8762,1.3454,1.8007,0.8239,1.0395,-0.1091,0.96,0.0035,0.6559,0.6722,-0.135,1.3013,-0.157,-0.1176,2.507,0.4165,0.1859,1.0368,0.3702,2.8823,2.16,0.815,0.3121,2.7917,0.8647,1.1332,0.6132,0.0503,1.5231,0.369,BRCACancer
Utah__B06,0.3324,-0.0761,0.7649,1.0869,1.0237,1.3327,1.1704,1.3656,0.9612,-0.5596,-0.025,0.068,0.2738,1.7689,1.7083,0.4537,0.6535,1.61,0.8773,0.6245,-0.0236,1.0626,-0.0037,0.9445,0.3061,1.1971,1.5065,0.3146,1.3278,1.3023,0.5177,0.9915,-0.3876,0.8689,0.0677,0.4405,0.7354,-0.0242,0.8403,-0.3849,0.1121,1.8032,0.4709,-0.0553,1.0295,0.0857,2.1554,1.9948,0.5795,0.124,2.6404,0.273,1.4109,0.5503,-0.1238,1.2328,0.1812,BRCACancer
Utah__B07,0.4601,0.2675,1.1811,1.466,1.4653,1.7881,1.7454,1.7459,1.3731,-0.3467,1.0403,0.4877,0.1392,2.1891,2.1639,1.0064,0.7891,1.8502,1.23,0.7264,-0.0061,0.7762,0.2977,1.5948,0.7738,1.4782,2.1472,0.8608,1.6916,1.8217,1.0487,1.4248,0.0298,1.2841,-0.0073,1.0919,1.0814,-0.0523,1.4289,-0.1391,0.0415,2.7516,0.873,0.2425,1.4575,0.1955,2.3958,2.2858,0.8628,0.2453,2.9973,0.3982,1.7174,0.8566,0.2316,1.6517,0.7824,BRCACancer
Utah__B08,0.2103,0.2055,1.0631,1.4125,1.2449,1.4846,1.4196,1.3735,1.2427,-0.1635,1.561,0.3119,0.2856,2.2407,1.9584,0.9352,0.6312,1.3647,0.8827,0.9363,0.0749,0.7175,0.4446,1.6987,0.4515,1.1937,1.9421,0.8947,1.3029,1.7268,1.0739,1.0959,0.1317,0.9394,0.0161,0.8346,1.1104,0.0406,1.2913,0.0038,0.0155,2.5966,0.8128,0.3175,1.1072,0.1823,1.6203,2.3339,0.8182,0.1687,2.9687,0.3834,1.1708,0.9549,0.408,1.5386,0.6362,Control
