@relation data

@attribute id string
@attribute 28908 numeric
@attribute 28378 numeric
@attribute 716 numeric
@attribute 713 numeric
@attribute 712 numeric
@attribute 715 numeric
@attribute 714 numeric
@attribute Class {Control,BRCACancer}

@data
A01,0.1019,0.0632,-0.036,0.037,-0.0361,0.156,-0.1855,Control
A02,0.1428,0.0844,-0.0843,0.2535,0.2377,0.0646,0.0541,Control
A03,0.0716,-0.1861,-0.029,0.6222,0.6752,0.1361,0.1958,Control
A04,0.2061,-0.0336,-0.0736,0.1105,0.1145,0.072,-0.042,Control
A05,0.252,0.0106,-0.0793,0.3764,0.5649,0.1345,0.1109,Control
A06,0.0613,0.0357,-0.0485,0.1533,0.1919,0.0106,-0.0628,Control
A07,0.1536,-0.0814,-0.0988,0.2258,0.164,0.0281,-0.0144,Control
A08,-0.0721,0.0778,-0.0481,0.0505,0.0683,0.1422,-0.0393,Control
A09,0.1081,-0.0809,-0.0526,0.1252,0.0925,0.025,0.0857,Control
A10,0.0539,-0.1027,-0.0529,0.1093,0.109,0.0679,-0.0592,Control
A11,0.1744,0.0973,-0.0849,0.1436,0.0178,0.1138,-0.0294,Control
A12,0.2376,-0.313,0.0494,0.3638,0.089,-0.0566,0.131,Control
B01,0.0681,-0.2457,0.0955,0.3036,-0.0494,0.0819,-0.2475,Control
B02,0.1041,-0.0558,-0.0648,0.2331,0.2073,0.082,-0.0722,Control
B03,0.0448,0.0086,0.0536,0.2413,-0.0997,0.1383,-0.0759,BRCACancer
B04,-0.0312,-0.0497,-0.0335,0.0895,-0.0274,0.0436,-0.0882,BRCACancer
B05,0.1196,0.063,-0.0259,0.4614,0.7035,0.1247,0.3806,BRCACancer
B06,-0.0266,0.0213,0.1461,0.1791,-0.2076,-0.067,-0.0863,BRCACancer
B07,0.1737,0.0155,-0.0745,0.1815,0.1076,0.0916,0.0265,BRCACancer
B08,0.1618,-0.095,-0.0202,0.0924,0.1235,0.0629,-0.2132,Control
B09,-0.0384,0.0418,-0.036,0.1834,-0.0526,0.0769,-0.129,Control
B10,0.0137,-0.139,-0.0181,0.1091,-0.0592,-0.0037,-0.1657,Control
B11,0.1035,-0.2953,0.0097,0.2305,0.1943,0.062,-0.0751,Control
B12,-0.1258,0.0456,-0.0373,-0.0222,-0.0552,0.049,0.0548,Control
C01,0.3096,0.009,-0.0835,0.3875,0.173,0.0458,0.0838,BRCACancer
C02,0.2264,-0.0508,-0.1201,0.1229,0.1514,0.0575,-1e-04,BRCACancer
C03,0.1754,-0.2798,-0.1383,0.4424,0.342,0.0465,0.083,BRCACancer
C04,0.1124,0.4113,-0.0489,0.0848,-0.1105,0.1117,-0.0827,Control
C05,0.1218,0.0532,-0.0035,0.1617,0.0342,0.1002,0.023,BRCACancer
C06,-0.0432,0.1376,0.0583,0.0268,-0.0791,0.0449,-0.0057,Control
C07,0.1682,0.04,-0.0315,0.1004,0.0797,0.0095,6e-04,Control
C08,0.129,0.0334,-0.0319,0.2469,0.2918,0.0971,0.086,Control
C09,0.2354,-0.0423,0.0022,0.2877,0.1382,0.0389,0.0406,Control
C10,0.145,0.0447,-0.0484,0.1482,0.1283,-0.0029,-0.0792,BRCACancer
C11,0.1548,0.18,-0.0305,0.1429,-0.0127,0.0503,-0.1437,Control
C12,0.127,-0.1766,-0.0082,0.0395,0.0732,0.0091,-0.0208,BRCACancer
D01,0.0108,-0.0321,-0.0248,0.0328,-0.012,0.022,-0.0122,BRCACancer
D02,0.1966,-0.1999,-0.0058,0.1147,-0.0521,0.0354,-0.1928,BRCACancer
D03,0.2301,0.0423,0.0135,0.0648,-0.0336,-0.0303,-0.0428,BRCACancer
D04,0.0024,0.1105,-0.079,0.1145,-0.0652,0.0773,0.0382,BRCACancer
D05,0.0918,-0.0406,-0.0665,0.4782,0.279,0.026,0.2216,BRCACancer
D06,0.1834,0.0393,-0.0339,0.0667,0.0727,0.1028,0.0116,BRCACancer
D07,0.2134,0.1492,0.0011,0.1811,0.0671,0.0467,-0.0853,Control
D08,0.0505,-0.0234,0.0062,0.1014,-0.0379,0.0781,-0.0528,Control
D09,0.2245,-0.1401,0.0214,0.2198,0.1339,0.0049,0.0826,Control
D10,0.4264,0.039,-0.0157,0.2045,0.3141,0.0492,0.1083,Control
D11,-0.105,-0.2176,0.0191,0.0692,-0.2193,0.0551,0.1578,Control
D12,0.1531,0.1359,-0.037,0.0352,0.0082,0.0819,-0.1051,Control
E01,0.0676,0.0097,-0.0454,0.0737,0.015,0.0181,0.0128,BRCACancer
E02,0.2803,0.1157,-0.0965,0.095,0.1562,0.0734,-0.1064,Control
E03,0.2496,0.0665,-0.0995,0.1939,0.1564,0.0387,-0.0598,Control
E04,0.2387,-0.1334,-0.0886,0.0602,0.0886,0.0961,-0.0095,Control
E05,0.0456,-0.0566,-0.0393,0.3227,0.1293,0.0705,0.0575,Control
E06,-0.0155,0.0809,-0.0078,0.4448,0.0226,-0.0352,0.1003,BRCACancer
E07,0.0857,0.0662,-0.0193,0.15,-0.0258,0.0305,0.072,BRCACancer
E08,0.0706,-0.0548,-0.036,0.0416,-0.0039,0.054,-0.0783,Control
E09,0.1063,0.115,-0.0673,0.146,0.1044,0.1037,-0.0442,BRCACancer
E10,0.2126,-0.008,-0.0875,0.182,0.0709,0.0354,0.0553,BRCACancer
E11,0.0968,0.0834,-0.014,0.1745,0.0214,-0.0326,0.0771,Control
E12,0.0879,0.0462,0.0974,0.0836,-0.1602,-0.0122,-0.0716,BRCACancer
F01,0.2767,0.088,-0.1237,-0.0128,-0.0916,0.0836,-0.1682,Control
F02,0.2299,0.0199,-0.0423,0.3621,0.2936,0.1018,0.0848,Control
F03,0.192,-0.1275,-0.0471,0.3167,0.1731,0.0773,0.0455,Control
F04,0.0377,-0.0541,-0.0564,0.0484,-0.187,0.0268,-0.0034,Control
F05,0.1791,-0.066,-0.0413,0.3515,0.2395,0.0921,0.0337,Control
F06,0.2926,0.2506,-0.0473,0.4206,0.2375,0.0874,0.2687,Control
F07,0.1785,0.1434,-0.0896,-0.0064,-0.1004,0.0776,-0.1743,Control
F09,0.165,-0.0834,-0.0888,0.1232,0.0748,0.0807,-0.0361,Control
F10,0.1804,-0.0349,-0.04,0.0033,0.0071,0.0531,-0.1363,Control
F11,0.1324,-0.0091,-0.0489,0.1381,0.0254,0.0356,0.0128,Control
F12,0.1045,0.0105,-0.0705,0.2187,0.2399,0.0209,0.0701,Control
G01,-0.0353,0.0326,-0.0087,0.3168,0.2953,0.0833,-0.0299,Control
G02,0.1735,-0.1004,0.026,0.1731,0.2225,0.0706,0.2324,Control
G03,0.0173,-0.0721,-0.1058,0.1707,0.203,0.047,-0.0759,Control
G04,0.1411,0.0324,-0.0707,0.129,0.1881,0.1612,0.0234,BRCACancer
G05,0.0344,0.1199,0.036,0.1139,-0.0801,0.0773,0.0066,BRCACancer
G06,0.1795,-0.0881,-0.034,0.2679,0.2838,0.0995,0.0944,BRCACancer
G07,0.1921,-0.0285,0.0596,-0.0131,-0.0196,0.0849,-0.0972,Control
G08,0.0558,0.1298,-0.0528,0.2536,0.1615,0.1092,-0.1054,Control
G09,0.0317,0.0149,-0.0129,0.0728,0.0272,0.1239,-0.067,Control
G10,0.0072,0.0478,-0.0105,0.4117,0.2144,0.0963,0.1036,BRCACancer
G11,-0.3725,0.0504,0.1274,0.0146,-0.2358,0.2427,-0.2294,BRCACancer
G12,0.0564,-0.1388,-0.0691,0.1807,0.0853,0.0942,-0.0091,BRCACancer
H01,0.2478,-0.1544,0.0223,0.141,0.0992,0.0066,-0.0517,Control
H02,0.102,0.0421,0.0719,0.2705,0.2048,0.0835,0.1091,Control
H03,0.0618,-0.0388,0.0352,0.0739,-0.0985,0.128,-0.0508,Control
H04,0.2152,-0.3501,-0.0439,0.2105,0.0855,0.1493,0.0813,Control
H06,-1e-04,-0.0563,-0.0349,0.135,0.1051,0.0942,0.1373,Control
H07,0.1316,-0.2811,-0.0124,0.2958,-0.2142,-0.0202,-0.0875,BRCACancer
H08,0.0109,0.0725,0.0256,0.3796,0.2921,0.0313,0.1976,BRCACancer
H09,-0.113,0.1429,0.0842,0.0583,-0.1179,0.073,-0.1226,BRCACancer
H10,0.2995,-0.2273,-0.0619,0.2003,0.1236,0.0222,0.013,BRCACancer
H11,0.0762,-0.0323,-0.0464,0.197,0.0434,0.0489,0.1082,BRCACancer
H12,0.0784,-0.0367,-0.0449,0.5125,0.3803,0.0675,0.2295,BRCACancer
I01,0.189,-0.0843,-0.0361,0.3734,0.2529,0.0315,0.1406,Control
I02,0.0754,-0.3332,-0.0203,0.2323,0.0666,0.0938,-0.1189,Control
I03,0.0115,-0.0047,0.0052,0.0555,0.0994,0.0457,0.0632,Control
I04,0.1675,-0.0715,-0.0417,0.138,0.1978,0.0408,0.1138,Control
I05,0.2201,-0.1368,-0.048,0.1132,0.169,0.1564,0.0273,Control
I06,0.143,-0.0261,-0.0336,0.1003,0.0923,0.0339,0.0139,Control
I07,0.1627,-0.0229,-0.1091,0.2415,0.289,0.1034,-0.0018,Control
I08,0.1986,-0.07,-0.1089,0.3698,0.3384,0.097,-0.0216,Control
I09,0.2815,-0.0425,0.066,0.1062,-0.0662,0.0725,0.0645,Control
I10,0.1488,-0.0174,-0.008,0.1971,-0.0057,0.0271,-0.0968,Control
I11,0.0865,-0.2559,-0.1447,0.295,0.1764,0.0114,0.1009,Control
I12,-0.0536,0.0274,-0.0013,0.1333,0.0096,0.027,0.0614,Control
I13,0.1685,0.0693,-0.0844,0.0865,0.0021,0.0741,-0.0562,Control
J01,0.2654,0.0689,0.0173,0.0697,0.0968,0.0748,-0.0232,Control
J02,0.0445,0.1968,-0.0418,0.0406,0.1251,0.0153,0.0292,Control
J03,0.1991,-0.0339,-0.0676,0.3548,0.286,0.0731,0.1231,Control
J04,0.2825,-0.0121,-0.0943,0.1589,0.1482,0.0816,-0.0213,Control
J05,0.1636,-0.1741,-0.0687,0.0839,-0.0849,-8e-04,0.0109,Control
J06,0.1295,0.1741,-0.0485,0.1331,0.1065,-0.03,0.0738,Control
J07,0.1394,0.0486,-0.061,0.3245,0.3153,0.1339,0.0427,Control
J08,0.1381,-0.1234,-0.0829,0.4504,0.368,0.119,0.1206,Control
J09,0.0273,-0.0721,-0.047,0.089,-0.1448,0.0971,-0.0353,Control
J10,0.0309,-0.053,-0.0474,0.0602,0.1502,0.0829,-0.0956,Control
J11,0.0142,-0.0891,-0.0479,0.1309,-0.0792,0.0578,-0.0713,Control
J12,-0.1244,0.1615,-0.0237,0.0607,0.0223,0.1423,-0.1069,Control
K01,0.0293,-0.0676,-0.1127,0.3636,0.3606,0.0237,-2e-04,BRCACancer
K02,0.0875,0.0078,-0.0719,0.1585,0.0751,0.068,-0.0743,BRCACancer
K03,0.0279,0.1043,0.0272,0.2132,-0.0011,0.0366,-0.107,BRCACancer
K04,0.2817,0.0012,-0.0593,0.198,0.2835,0.1123,0.0973,BRCACancer
K05,0.0898,-0.0043,-0.0703,0.1879,-0.0572,0.0709,-0.0182,Control
AA_RR-849,0.1716,-0.1415,-0.0411,0.2651,0.2058,0.097,0.0629,BRCACancer
AE_RR-3300,0.1139,0.0667,0.0885,0.1532,0.0767,0.0438,-0.0712,Control
AF_RR-3276,0.2596,0.2165,-0.065,0.0666,-0.1656,0.078,-0.0427,Control
AG_RR-3298,0.0921,-0.064,-0.0294,0.0911,0.0983,0.0841,-0.0332,Control
AH_RR-3295,0.0825,0.1639,0.0217,0.1724,0.1655,0.0511,0.0151,Control
AI_RR-3291,0.1484,0.0869,-0.0648,0.2536,0.1994,0.0498,-0.001,Control
AJ_RR-3296,0.1051,0.0699,0.05,0.1627,0.0366,0.0756,-0.0817,Control
AM_RR-1949,0.0834,-0.0022,-0.0028,0.0672,-0.0215,0.1356,0.0364,Control
AN_RR-3297,0.0224,0.1025,-0.0366,0.1394,0.0914,0.0802,-0.0142,Control
AO_RR-3288,-0.0044,0.0104,-0.0092,0.143,-0.0849,0.0429,-0.0241,Control
AP_RR-3280,0.1038,-0.0353,-0.0337,0.1104,-0.0443,0.0386,-0.0056,Control
AR_RR-3278,0.0868,-0.0382,-0.0509,0.1422,0.1873,0.1443,-0.0954,Control
AS_RR-3277,0.0828,-0.0274,0.0257,0.0661,0.1204,0.118,-0.0692,Control
A_RR96-12,0.1352,-0.0606,-0.0742,0.1174,0.0103,0.0236,-0.1463,BRCACancer
B_RR-1519,0.576,0.0544,-0.123,0.1506,-0.0303,0.0713,-0.122,BRCACancer
C_RR-3293,0.3038,-0.0022,-0.0683,0.1439,0.0304,0.0758,-0.1429,BRCACancer
D_RR-3301,0.1955,0.0431,-0.0508,0.5917,0.55,0.0187,0.2248,BRCACancer
E_RR-2070,0.1786,-0.0628,-0.1383,0.2845,0.181,0.0376,0.0455,BRCACancer
J_RR-1226,0.0119,-0.0956,-0.048,0.1107,0.1142,0.0438,-0.0863,BRCACancer
K_RR-3290,0.0672,-0.1408,-0.0055,0.3013,0.2297,-0.0157,-0.006,Control
L_RR-3286,0.118,-0.0809,-0.0567,0.4244,0.1574,0.0376,0.1818,Control
N_RR-3294,0.0481,-0.197,-0.1101,0.1134,-0.0385,0.0091,-0.0327,Control
O_RR-3285,0.0016,-0.2427,-0.0084,0.2579,0.1275,0.1194,0.0649,Control
P_RR-3274,0.1634,0.0647,-0.0104,0.2319,-0.0513,0.0626,0.0378,Control
Q_RR-3283,0.1,-0.1094,0.0142,0.3657,0.3672,0.0699,0.1658,Control
RR-3275,-0.003,0.0511,0.0282,0.062,0.0037,0.1805,-0.099,Control
RR-3281,-0.1015,0.0649,0.0094,0.0314,-0.2249,0.1145,-0.0019,Control
RR-3287,0.0274,-0.006,0.0145,0.0851,-0.0453,0.1367,-0.1133,BRCACancer
RR-3289,0.1234,0.0171,-0.0672,0.303,0.356,-0.0321,0.0213,Control
RR-3299,0.0074,-0.0109,0.0745,0.1268,0.0306,0.0554,-0.0592,BRCACancer
T_RR-3292,0.0489,-0.1473,-0.0465,0.2188,0.044,0.0414,-0.0474,Control
U_RR-2236,0.13,0.0558,-0.0858,0.1291,0.0919,0.0515,0.0216,BRCACancer
V_RR-1455,0.4297,0.0918,-0.0787,0.115,-0.014,0.1928,-0.0096,BRCACancer
W_RR-922,0.0013,-0.2986,-0.0597,0.4643,0.4856,-0.0428,0.3535,BRCACancer
X_RR-1083,0.0978,0.0808,-0.0941,0.0948,0.1364,0.0218,-0.0663,BRCACancer
Y_RR-841,0.1146,-0.1587,-0.0867,0.0344,-0.0249,0.0629,0.0806,BRCACancer
Z_RR-778,0.0718,-0.0604,-0.0087,0.0312,0.187,0.0839,0.0273,BRCACancer
