@relation data

@attribute id string
@attribute 51205 numeric
@attribute 5167 numeric
@attribute 5169 numeric
@attribute 52 numeric
@attribute 53 numeric
@attribute 54 numeric
@attribute 55 numeric
@attribute 55312 numeric
@attribute 645 numeric
@attribute 7299 numeric
@attribute 80308 numeric
@attribute 93650 numeric
@attribute Class {Control,BRCACancer}

@data
A01,0.5218,-0.0316,0.1442,1.4371,0.7784,1.5479,0.5445,0.6877,0.4959,-0.1385,0.3626,-0.1174,Control
A02,0.2219,-0.0643,0.2002,1.1749,0.6659,1.3525,0.5217,0.6659,0.3446,-0.0981,0.2984,-0.0635,Control
A03,0.2627,-0.0667,0.1415,1.2361,0.8648,1.7521,0.6868,0.6872,0.5378,-0.0755,0.3432,-0.1098,Control
A04,0.3827,0.025,0.0763,1.3053,0.7617,1.1654,0.4448,0.6156,0.384,-0.0576,0.3277,0.0079,Control
A05,0.3517,0.0171,0.1467,1.2524,1.0093,1.6979,0.7097,0.8174,0.6531,-0.1273,0.4529,0.0191,Control
A06,0.2799,0.0374,0.0631,1.2256,0.8437,1.2364,0.5298,0.5818,0.5696,-0.0591,0.2896,-0.1629,Control
A07,0.3197,-0.0311,0.0449,1.3736,0.6775,1.6129,0.7735,0.7378,0.5185,-0.1249,0.3075,-0.0665,Control
A08,0.4176,-0.078,0.164,1.2501,0.7232,1.0836,0.5627,0.4045,0.3834,-0.1962,0.2551,-0.1787,Control
A09,0.3598,-0.0735,0.0651,1.0586,0.6863,1.2867,0.5191,0.6521,0.3235,-0.14,0.3435,-0.087,Control
A10,0.2654,-0.0452,0.053,1.2912,0.7453,1.3973,0.8061,0.6191,0.501,-0.1367,0.2992,-0.0344,Control
A11,0.2024,-0.0851,0.0649,0.9768,0.7378,1.2992,0.304,0.6614,0.4118,-0.0815,0.1216,-0.1089,Control
A12,0.2697,-0.0675,0.22,0.9955,0.3278,0.9181,0.2035,0.3122,0.3345,-0.1984,0.221,-0.2375,Control
B01,0.56,-0.0956,0.0265,1.5368,0.5285,0.9757,0.4498,0.384,0.2642,-0.1658,0.2054,-0.3984,Control
B02,0.509,-0.0295,0.0551,1.5456,0.9077,1.3594,0.5393,0.6055,0.5594,-0.0949,0.3995,-0.0634,Control
B03,0.4721,-0.0363,0.0234,1.4209,0.675,1.2137,0.5194,0.6365,0.4119,-0.1768,0.2871,-0.1424,BRCACancer
B04,0.3619,-0.0972,0.0726,1.0551,0.5568,0.86,0.5406,0.2944,0.3234,-0.1338,0.1659,-0.1557,BRCACancer
B05,0.2151,-0.0479,0.111,1.151,0.7572,1.0651,0.234,0.5627,0.4253,-0.1565,0.294,-0.1595,BRCACancer
B06,0.2335,-0.0611,0.1288,1.2789,0.2805,0.5233,0.3745,0.0239,0.1047,-0.0503,0.2103,-0.4139,BRCACancer
B07,0.5135,-0.0262,0.1105,1.4244,0.7701,1.2859,0.5679,0.621,0.4834,-0.108,0.4337,-0.1381,BRCACancer
B08,0.1765,-0.0454,-0.0031,1.3115,0.7878,1.1674,0.4138,0.7573,0.5412,-0.1066,0.2042,0.0259,Control
B09,0.1478,-0.067,0.0394,1.1401,0.3563,0.6046,0.3112,0.2127,0.2289,-0.1909,0.1452,-0.1281,Control
B10,0.1657,-0.0723,0.0778,1.0476,0.3868,0.959,0.4547,0.4606,0.1689,-0.1517,0.1121,-0.1629,Control
B11,0.2152,-0.096,0.0271,0.9052,0.5571,1.0765,0.5166,0.6226,0.6652,-0.1588,0.2077,-0.1069,Control
B12,0.1881,-0.0693,0.0439,0.7676,0.2792,0.5714,0.2473,0.0827,0.247,-0.0745,0.0829,-0.0741,Control
C01,0.2312,-0.0422,0.1255,1.2131,0.9182,1.2329,0.7938,0.5546,0.6634,-0.1536,0.3448,-0.1161,BRCACancer
C02,0.4217,0.0432,0.1785,1.287,0.7775,1.4633,0.4741,0.6892,0.4863,-0.0988,0.4041,0.0391,BRCACancer
C03,0.4448,-0.0232,0.1193,1.4105,1.1046,1.2427,0.547,0.6321,0.5314,-0.1192,0.5189,0.0249,BRCACancer
C04,0.0943,0.0019,0.1699,0.7686,0.5323,0.9377,0.2162,0.4689,0.3947,-0.2123,0.1959,0.2338,Control
C05,0.1144,-0.027,0.1365,0.8709,0.4806,1.0971,0.3268,0.3803,0.3485,-0.1064,0.2012,0.1175,BRCACancer
C06,-0.0204,-0.0488,-0.0363,0.5057,0.1398,0.5329,-0.0351,0.2083,0.0382,-0.1819,-0.0962,-0.156,Control
C07,0.2221,-0.062,0.0869,1.0459,0.5524,1.0854,0.2873,0.4236,0.3474,-0.1732,0.1856,0.039,Control
C08,0.3035,-0.0538,0.0918,1.1009,0.9259,1.3394,0.4461,0.5226,0.3972,-0.1673,0.2572,-0.0976,Control
C09,0.1426,-0.0328,0.0521,1.017,0.7412,1.4118,0.2936,0.424,0.4578,-0.0421,0.2435,0.0614,Control
C10,0.3045,-0.0213,0.1456,1.2175,0.5657,1.0334,0.3708,0.4556,0.3716,-0.0622,0.3102,0.1019,BRCACancer
C11,0.3097,-0.0132,0.0066,1.0864,0.7689,1.3396,0.3693,0.6678,0.5336,-0.1064,0.2346,-0.0674,Control
C12,0.0039,-0.0282,0.0972,0.6889,0.4674,1.1505,0.0942,0.365,0.232,-0.041,0.1459,-0.0085,BRCACancer
D01,0.2504,-0.1025,0.0432,1.1682,0.4027,0.8447,0.511,0.2493,0.4618,-0.1001,0.1394,-0.1143,BRCACancer
D02,0.0626,0.0133,0.1114,1.1397,0.5934,1.0292,0.1931,0.5361,0.3566,-0.0887,0.294,0.0729,BRCACancer
D03,0.1448,0.0017,0.1298,0.9117,0.6209,1.2295,0.2191,0.4478,0.4016,-0.0733,0.208,0.0258,BRCACancer
D04,0.1398,-0.0197,0.0322,0.9722,0.6786,1.2216,0.4833,0.7393,0.5121,-0.1595,0.2044,0.0087,BRCACancer
D05,0.1677,-0.0378,0.1023,1.0663,0.7651,1.0155,0.4808,0.5178,0.527,-0.0638,0.2793,-0.036,BRCACancer
