@relation data

@attribute id string
@attribute 1525 numeric
@attribute 1604 numeric
@attribute 1605 numeric
@attribute 1756 numeric
@attribute 1981 numeric
@attribute 1982 numeric
@attribute 22989 numeric
@attribute 25 numeric
@attribute 2534 numeric
@attribute 27 numeric
@attribute 3108 numeric
@attribute 3109 numeric
@attribute 3111 numeric
@attribute 3113 numeric
@attribute 3115 numeric
@attribute 3118 numeric
@attribute 3122 numeric
@attribute 3127 numeric
@attribute 3133 numeric
@attribute 3134 numeric
@attribute 3135 numeric
@attribute 3383 numeric
@attribute 3683 numeric
@attribute 3689 numeric
@attribute 3908 numeric
@attribute 4620 numeric
@attribute 4621 numeric
@attribute 4622 numeric
@attribute 4624 numeric
@attribute 4625 numeric
@attribute 4626 numeric
@attribute 4627 numeric
@attribute 4628 numeric
@attribute 54205 numeric
@attribute 5551 numeric
@attribute 57644 numeric
@attribute 5879 numeric
@attribute 5880 numeric
@attribute 5881 numeric
@attribute 595 numeric
@attribute 60 numeric
@attribute 637 numeric
@attribute 6442 numeric
@attribute 6443 numeric
@attribute 6444 numeric
@attribute 6445 numeric
@attribute 71 numeric
@attribute 79784 numeric
@attribute 836 numeric
@attribute 841 numeric
@attribute 842 numeric
@attribute 857 numeric
@attribute 8672 numeric
@attribute 8735 numeric
@attribute 940 numeric
@attribute 941 numeric
@attribute 942 numeric
@attribute 958 numeric
@attribute 959 numeric
@attribute Class {Control,BRCACancer}

@data
Utah__A01,0.0098,1.9451,0.4027,-0.1055,1.4818,2.5392,-0.0717,0.3986,1.5632,0.5352,1.8408,2.2511,0.6301,3.0447,1.5255,0.064,3.1376,1.0901,3.4838,2.4201,0.2865,0.79,2.0644,2.2417,-0.0861,-0.0924,-0.056,-0.0969,-0.0482,-0.1823,-0.1615,1.8777,-0.0463,0.7163,2.0279,-0.0291,0.6432,1.5768,0.0374,0.1429,2.0546,0.857,-0.0063,0.4298,-0.0749,-0.1377,1.4479,-0.0402,1.24,1.465,0.8952,-0.0793,0.7768,-0.092,2.1239,0.4421,0.8499,0.8258,1.5529,Control
Utah__A02,9e-04,1.321,0.3437,-0.1329,1.3412,2.5755,-0.0501,0.2831,1.1722,0.3612,1.9724,2.3441,0.5394,3.2633,1.414,0.2722,3.6276,1.0826,3.5946,2.3937,0.7163,0.9536,2.2302,2.3892,-0.041,-0.1245,-0.0602,-0.1612,-0.048,-0.1711,-0.1536,1.6403,-0.1331,0.7423,2.9198,-0.0363,0.4992,1.469,-0.0162,0.1112,1.7714,0.8393,-0.0384,0.3364,-0.0067,-0.103,1.1003,-0.0494,1.2187,1.1745,0.614,-0.1102,0.687,-0.1258,1.3376,0.1621,0.8317,0.7075,0.9872,Control
Utah__A03,0.0671,1.765,0.3991,-0.1301,1.4796,2.6668,-0.0513,0.4244,1.401,0.427,2.2167,2.32,0.6168,3.2587,1.698,0.0989,3.3288,0.3109,3.4581,2.4933,0.5286,1.167,2.4692,2.5258,-0.0528,-0.154,-0.0911,-0.1683,-0.066,-0.2209,-0.178,1.8089,-0.0911,0.9311,3.0536,-0.0053,0.7305,1.5848,0.0577,0.132,2.074,1.0016,0.0266,0.4749,-0.0571,-0.1302,1.1474,-0.0159,1.3606,1.4136,0.8989,0.0102,0.8374,-0.1577,1.1393,0.456,1.0285,0.6911,0.736,Control
Utah__A04,0.034,1.5735,0.3502,-0.1017,1.4786,2.8087,-0.0223,0.3442,1.3783,0.4305,1.9243,2.1154,0.7192,3.256,1.1807,0.1989,3.5778,0.0915,4.0306,2.478,0.6054,0.8171,2.1507,2.442,-0.0294,-0.0837,-0.0496,-0.064,-0.0425,-0.1646,-0.1199,1.7291,-0.0499,0.7592,2.8432,0.0364,0.4506,1.5612,0.1433,0.2259,1.9573,0.9414,0.0413,0.3172,-0.0501,-0.1228,1.216,0.0348,1.1395,1.297,0.7606,-0.0496,0.7584,-0.074,1.8994,0.2416,0.7735,0.7371,1.1933,Control
Utah__A05,-0.0412,1.6815,0.53,-0.07,1.7398,2.5943,-0.0123,0.391,1.4167,0.4502,2.2998,2.5246,0.7657,3.3307,1.4126,0.2537,3.5296,1.1502,3.784,2.4677,0.5731,1.2053,2.1709,2.6261,-0.041,-0.1298,-0.0762,-0.0943,-0.008,-0.147,-0.1256,1.9183,-0.0324,0.7999,2.8876,0.0592,0.6788,1.5812,0.007,0.1959,2.0522,0.9599,0.1064,0.2929,-0.0474,-0.1293,1.2712,0.0604,1.4523,1.3513,0.9986,0.0071,0.9111,-0.085,1.3903,0.2137,1.1321,0.9059,0.9898,Control
Utah__A06,0.001,1.8747,0.3291,-0.1281,1.5228,2.5959,-0.0377,0.3918,1.3172,0.4767,1.9422,2.406,0.6325,3.1875,1.5093,0.1825,3.3593,0.2693,3.5927,2.3427,0.4794,0.8925,1.9944,2.4693,-0.0481,-0.1348,-0.0531,-0.1767,-0.0609,-0.2278,-0.2002,1.7373,-0.1009,0.7842,3.1043,-0.0753,0.5315,1.5216,0.0317,0.0539,1.849,0.8533,0.0205,0.3449,-0.0637,-0.1286,1.1909,-0.1177,1.162,1.2326,0.9562,-0.0767,0.8183,-0.1136,1.3944,0.1887,1.184,0.4816,0.9253,Control
Utah__A07,-0.0449,1.8191,0.3756,-0.1397,1.4733,2.7144,-0.0171,0.4363,1.855,0.508,1.8919,2.2993,0.7661,2.8594,1.3639,0.0756,3.3186,0.2407,3.4613,2.3214,0.3589,0.8816,2.1767,2.3566,-0.0314,-0.2028,-0.0745,-0.1399,-0.0656,-0.1939,-0.1632,1.7987,-0.1071,0.7672,3.0449,-0.0456,0.7067,1.6623,0.0088,0.1284,1.8057,0.999,-0.0478,0.4039,-0.0175,-0.1146,1.1428,-0.0404,1.4389,1.4514,0.8141,-0.0664,0.9025,-0.155,1.7264,0.2877,1.2271,0.5814,1.2645,Control
Utah__A08,0.0607,1.9034,0.2695,-0.1235,1.3466,2.5193,-0.0644,0.5511,2.0099,0.6178,1.5099,1.9586,0.401,2.6,1.2623,0.1471,2.8904,0.2157,3.2931,2.3836,0.4545,0.8275,2.21,2.0667,-0.0499,-0.0951,-0.0171,-0.1193,-0.0557,-0.1536,-0.1481,1.71,-0.0636,0.5666,2.6305,-0.0198,0.7992,1.4029,-0.0271,0.0912,1.5955,0.871,-0.0226,0.3385,-0.0887,-0.1472,0.8676,-0.0752,1.041,1.533,0.7207,-0.1281,0.9327,-0.1296,2.1012,0.191,0.9739,0.6358,1.2683,Control
Utah__A09,-0.0119,1.7434,0.3212,-0.1174,1.3748,2.6319,-0.0436,0.3852,1.6972,0.4526,1.4803,1.9645,0.3074,2.8203,1.109,0.1972,3.0509,0.2228,3.6744,2.3213,0.2869,0.8318,2.0957,2.3276,-0.0497,-0.1396,-0.0867,-0.1346,-0.0904,-0.1738,-0.1485,1.8143,-0.0881,0.6669,2.8149,-0.0061,0.5778,1.4845,-0.0012,0.1035,1.7708,0.8926,-0.037,0.2621,-0.0604,-0.1071,1.0416,-0.0337,1.0344,1.2306,0.7421,-0.0467,0.804,-0.1084,1.8492,0.3199,0.9946,0.3478,1.1211,Control
Utah__A10,-0.0483,1.891,0.3419,-0.0921,1.4837,2.6937,-0.0508,0.4235,1.978,0.5734,1.8458,2.3878,0.3703,2.9707,1.21,0.1049,3.2873,1.1195,3.7184,2.5081,0.3549,1.0294,2.3107,2.3465,-0.0468,-0.1305,-0.0494,-0.1197,-0.068,-0.1327,-0.142,1.8828,-0.034,0.5994,2.9287,-0.0234,0.709,1.5632,0.0614,0.1325,1.8249,0.8767,0.0146,0.5892,0.0042,-0.1021,1.1141,0.0174,1.2447,1.3767,0.9479,-0.0549,1.1136,-0.1061,1.5323,0.3404,1.2395,0.5789,0.9831,Control
