@relation data

@attribute id string
@attribute 10720 numeric
@attribute 10941 numeric
@attribute 119391 numeric
@attribute 125 numeric
@attribute 126 numeric
@attribute 127 numeric
@attribute 128 numeric
@attribute 130 numeric
@attribute 131 numeric
@attribute 1544 numeric
@attribute 1549 numeric
@attribute 1553 numeric
@attribute 1555 numeric
@attribute 1557 numeric
@attribute 1558 numeric
@attribute 1559 numeric
@attribute 1562 numeric
@attribute 1571 numeric
@attribute 218 numeric
@attribute 220 numeric
@attribute 221 numeric
@attribute 221357 numeric
@attribute 222 numeric
@attribute 2326 numeric
@attribute 2327 numeric
@attribute 2329 numeric
@attribute 2330 numeric
@attribute 2939 numeric
@attribute 2940 numeric
@attribute 2941 numeric
@attribute 2944 numeric
@attribute 2946 numeric
@attribute 2947 numeric
@attribute 2948 numeric
@attribute 2949 numeric
@attribute 2950 numeric
@attribute 2952 numeric
@attribute 2954 numeric
@attribute 316 numeric
@attribute 373156 numeric
@attribute 4128 numeric
@attribute 4129 numeric
@attribute 4257 numeric
@attribute 4258 numeric
@attribute 4259 numeric
@attribute 54490 numeric
@attribute 64816 numeric
@attribute 7363 numeric
@attribute 7364 numeric
@attribute 7365 numeric
@attribute 7367 numeric
@attribute 79799 numeric
@attribute 9446 numeric
@attribute Class {Control,BRCACancer}

@data
Utah__A01,-0.0381,-0.0269,0.1197,-0.1149,-0.3105,-0.099,1.057,-0.1649,-0.1386,0.1248,0.0839,0.2588,-0.3201,-0.0633,-0.0826,-0.0532,-0.0985,-0.0238,0.0304,-0.0869,0.5568,-0.043,-0.1228,-0.0997,-0.1038,0.4108,0.5423,0.3046,-0.1718,-0.0068,0.1605,0.4009,0.4116,-0.0706,0.0401,0.7544,0.2189,0.2389,-0.1388,2.1723,-0.0605,0.0491,0.6426,0.6682,0.5056,-0.2281,-0.1217,-0.1281,-0.1272,0.1196,0.2355,-0.1194,1.1894,Control
Utah__A02,-0.341,-0.001,0.0077,-0.133,-0.0583,0.076,0.8359,-0.1561,-0.0857,0.089,0.3002,0.278,-0.3384,-0.131,-0.1059,-0.1096,-0.1293,-0.1408,-0.0447,-0.1513,0.5681,-0.1279,-0.0622,-0.05,-0.0373,0.2483,0.4513,0.3563,0.0874,0.0671,0.2889,0.2496,0.1346,0.0949,0.032,0.8706,0.1046,0.044,-0.0877,1.9192,-0.0444,-0.0685,0.4504,0.7132,0.3673,-0.0408,-0.0747,-0.0795,0.0103,0.0539,0.1892,-0.197,0.6346,Control
Utah__A03,-0.1262,0.041,0.0758,-0.0419,-0.3105,-0.0849,0.8778,-0.1823,-0.0275,0.2158,0.1092,0.3328,-0.2826,0.0078,-0.1397,-0.1015,-0.1963,-0.1003,-0.0352,-0.1013,0.7086,-0.0523,-0.075,-0.038,-0.1202,0.3568,0.4744,0.3668,-0.0514,0.0488,0.3329,0.3129,0.184,0.1617,0.0122,0.8365,-0.0347,0.174,-0.0819,1.9272,-0.0899,-0.0033,0.6399,0.7623,0.4047,-0.2341,-0.1227,-0.1621,-0.0926,-0.1091,0.4179,-0.0852,0.9289,Control
Utah__A04,-0.286,-0.0339,-0.0175,-0.1012,-0.0629,-0.0375,0.8537,-0.0928,-0.1383,0.086,-0.0282,0.1597,-0.1607,-0.0399,-0.1317,-0.1508,-0.1084,-0.0527,0.0463,-0.0751,0.5902,0.1038,0.0126,-0.0435,-0.0709,0.2493,0.3934,0.2806,0.1461,0.0117,0.0981,0.325,-0.0094,0.1409,-0.1077,0.9521,-0.0078,0.0478,-0.0612,2.1557,-0.0635,-0.0259,0.3299,0.6324,0.4291,-0.0283,-0.1,-0.081,-0.0193,0.0505,0.2655,-0.0556,0.5603,Control
Utah__A05,-0.192,0.0307,-0.0061,-0.0786,-0.256,-0.0563,0.806,-0.0762,-0.1353,0.111,0.0096,0.2808,-0.0757,0.0355,-0.1588,-0.0332,-0.0635,-0.011,0.0317,-0.0515,0.7761,-0.1143,-0.0564,-0.0384,-0.1128,0.3604,0.648,0.4202,0.0797,0.0501,0.216,0.3672,0.3146,0.1285,0.1615,0.9675,0.2864,0.2606,-0.0923,2.0573,-0.0787,0.1101,0.7686,0.9029,0.533,-0.0193,-0.0598,-0.1399,-0.0107,0.0157,-0.0451,-0.0623,1.0146,Control
Utah__A06,-0.2005,0.0349,-0.0057,-0.1225,-0.2184,-0.0192,0.7795,-0.1283,-0.0952,0.0483,0.0826,0.2646,-0.191,0.0057,-0.0791,-0.1056,-0.1571,-0.0623,-0.084,-0.095,0.6719,-0.2115,-0.0708,-0.1014,-0.0956,0.2651,0.6409,0.259,-0.1426,0.0575,-0.1307,0.311,0.0492,0.1126,-0.1447,0.9728,0.0531,0.1616,-0.0658,1.7118,-0.0381,-0.0582,0.672,0.7991,0.4174,-0.072,-0.0649,-0.163,-0.1307,-0.0041,0.2703,-0.0843,0.7544,Control
Utah__A07,-0.1164,0.005,-0.0101,-0.1041,-0.3127,0.0403,0.8901,-0.111,-0.0851,0.199,0.1702,0.3432,-0.2012,-0.061,-0.1044,-0.1125,-0.1223,-0.054,-0.0618,-0.1295,0.6672,-0.0993,-0.0828,0.004,-0.0836,0.3805,0.5506,0.4379,0.0558,0.0602,0.3411,0.4961,0.2714,0.2455,0.0102,0.9092,0.1703,0.1736,-0.0603,1.9849,-0.1058,-0.0562,0.6665,0.8118,0.603,-0.114,-0.126,-0.1088,-0.123,-0.0062,0.2776,-0.0571,0.7569,Control
Utah__A08,-0.1805,0.1234,0.0457,-0.1217,-0.1747,-0.0594,1.0795,-0.1577,-0.086,0.1609,0.2293,0.3389,-0.2559,-0.1122,-0.1129,-0.1375,-0.1312,-0.0595,0.0282,-0.1212,0.5209,-0.0028,-0.0097,-0.1523,-0.1234,0.4459,0.4503,0.3208,-0.0255,0.1042,0.0523,0.4207,0.2947,0.2199,-0.2148,0.5871,0.1815,0.182,-0.1084,1.9377,-0.0604,-0.0698,0.3854,0.6196,0.6755,-0.088,-0.1234,-0.2137,-0.08,-0.1188,0.077,-0.0889,0.6316,Control
Utah__A09,-0.2307,-0.0178,0.0028,-0.1266,-0.2049,-0.0385,0.9151,-0.09,-0.1581,0.0697,-0.0244,0.2886,-0.0925,-0.0589,-0.1162,-0.052,-0.0897,-0.0312,-0.005,-0.1008,0.5489,-0.1761,-0.0647,-0.0572,-0.1051,0.3309,0.4214,0.2805,0.0616,0.088,0.0231,0.2658,0.1596,0.2681,0.0805,0.7126,0.1244,0.1334,-0.047,1.9052,-0.1018,-0.036,0.3573,0.684,0.3173,-0.053,-0.0708,-0.1553,0.0099,-0.0242,0.0463,-0.1579,0.7231,Control
Utah__A10,-0.2559,-0.0085,-0.0222,-0.0857,-0.1337,-0.0098,1.011,-0.1022,-0.1168,0.0632,-0.0459,0.2194,-0.2031,-0.146,-0.1154,-0.0839,-0.0999,-0.0644,0.0233,-0.0843,0.6482,-0.134,-0.1223,-0.0487,-0.0938,0.4073,0.6163,0.1944,-0.0855,0.0398,0.2024,0.1223,0.3436,0.1311,0.1156,0.8479,0.0645,0.1602,-0.0869,1.861,-0.0598,0.0645,0.5658,0.8291,0.6719,-0.1183,-0.0513,-0.1063,-0.0522,-0.0193,0.1419,-0.152,0.6881,Control
