@relation data

@attribute id string
@attribute 7494 numeric
@attribute 10130 numeric
@attribute 8720 numeric
@attribute 2081 numeric
@attribute 4189 numeric
@attribute 27230 numeric
@attribute 51360 numeric
@attribute 1965 numeric
@attribute 51726 numeric
@attribute 5611 numeric
@attribute 3309 numeric
@attribute 9451 numeric
@attribute 9695 numeric
@attribute 467 numeric
@attribute 9709 numeric
@attribute 4800 numeric
@attribute 468 numeric
@attribute 22926 numeric
@attribute 1649 numeric
@attribute Class {Control,BRCACancer}

@data
A01,1.754,2.0397,1.5653,1.026,0.9909,2.0775,0.7319,1.368,1.4399,1.1981,2.0293,1.0971,1.9957,-0.0053,2.0942,1.6094,1.878,0.8558,1.0171,Control
A02,1.4795,2.1466,1.1834,0.7329,0.7475,1.9068,0.4593,1.1774,1.3975,1.0561,1.886,0.7598,1.6778,0.1192,1.9338,1.2651,1.6654,0.682,0.7244,Control
A03,1.6545,2.1419,1.3294,0.879,0.7038,1.976,0.6523,1.3773,1.5068,1.2083,2.1645,0.9024,1.7017,0.2987,2.3114,1.4187,1.8979,0.8249,0.9267,Control
A04,1.795,2.2879,1.2825,0.8613,0.9367,2.1949,0.5087,1.1666,1.304,1.1151,1.9179,0.9634,1.9661,0.1279,1.9611,1.5509,1.8696,0.7251,0.7912,Control
A05,1.7249,2.3394,1.4484,0.8814,0.9522,2.0112,0.5562,1.2895,1.6565,1.2487,2.0695,0.9941,1.9675,0.0495,2.2288,1.5422,1.9211,0.8465,0.8815,Control
A06,1.8185,2.0895,1.3933,0.9047,0.9143,2.0624,0.6026,1.2106,1.4457,1.1758,2.0495,0.8072,1.7354,0.1534,2.2825,1.4588,1.9028,0.8064,0.8772,Control
A07,1.6739,2.103,1.4706,0.9987,0.9272,2.0758,0.6836,1.3507,1.5111,1.2759,2.0332,0.887,1.8621,0.1488,2.3026,1.5116,1.5255,1.0323,0.7451,Control
A08,1.4317,1.7992,1.5608,0.8988,0.6578,1.8184,0.6695,1.1975,1.2118,1.217,1.6085,1.0313,1.8554,0.0096,1.7839,1.3717,1.5525,1.0728,0.602,Control
A09,1.676,2.0525,1.493,0.9392,0.7104,1.7835,0.6133,1.2792,1.2337,1.2095,1.9928,0.8447,1.8142,0.0655,2.1634,1.3623,1.5969,0.9048,0.7547,Control
A10,1.5682,2.2179,1.4441,1.0179,0.9213,2.0497,0.6448,1.3534,1.483,1.3093,1.7867,0.9055,1.9018,0.0864,2.0785,1.5117,1.5762,1.0574,0.6609,Control
A11,1.4954,1.9076,1.2514,0.7879,0.7745,1.6155,0.6496,1.2973,1.109,1.0803,1.9534,0.6502,1.3843,-0.0227,2.1869,1.1215,1.3146,0.5984,0.6525,Control
A12,1.2147,1.9562,0.822,0.3948,0.4692,2.1377,0.1866,0.8654,1.0362,0.8746,1.4357,0.5559,1.2116,0.22,1.5073,1.0237,1.2622,0.5497,0.3257,Control
B01,1.5939,1.7412,1.3607,0.6406,0.6231,2.1293,0.5552,1.1337,1.355,1.0715,1.6916,0.8722,1.8716,0.1913,1.9804,1.2363,1.806,0.8469,0.945,Control
B02,1.8099,2.3412,1.4846,0.9307,1.0361,2.3287,0.611,1.2506,1.5667,1.1009,2.0956,0.9103,2.046,0.0757,2.4515,1.4904,2.1248,0.7697,1.0705,Control
B03,1.7613,2.1569,1.3957,0.9216,0.9526,2.2717,0.5635,1.1835,1.4599,1.0974,1.9905,0.8317,2.02,0.1728,2.2783,1.4165,2.0161,0.7794,0.9195,BRCACancer
B04,1.4605,1.7016,1.2808,1.0612,0.5807,1.5512,0.4403,0.8922,1.1318,1.1343,1.2971,0.8909,1.7069,0.048,1.6806,1.296,1.3773,1.0393,0.3688,BRCACancer
B05,1.5564,1.9432,1.1329,0.9486,0.7253,2.1315,0.4055,0.9801,1.3029,1.0181,1.7552,0.6554,1.6948,0.2832,2.4251,1.1766,1.8404,0.6334,0.4099,BRCACancer
B06,1.1282,1.6829,1.0195,0.6326,0.338,1.7305,0.2663,0.887,1.1952,0.8435,1.2606,0.7094,1.4063,0.2501,1.7734,1.0077,1.6177,0.6185,0.4741,BRCACancer
B07,1.6694,2.2263,1.5168,0.9494,0.856,2.011,0.6039,1.2725,1.5798,1.1029,2.016,1.0567,2.0712,0.0286,2.2016,1.5756,2.1065,0.8331,0.8896,BRCACancer
B08,1.7684,2.2402,1.2769,0.8011,0.9425,2.0543,0.5984,1.2942,1.3681,1.1731,2.0129,0.7258,1.6742,-0.0164,2.2164,1.2735,1.6485,0.6143,0.8175,Control
B09,1.362,1.4501,1.2239,1.0677,0.4835,1.6701,0.3487,0.6819,0.9802,1.1555,1.5199,0.9216,1.5985,-0.0172,1.8035,0.9177,1.8382,0.8044,0.5077,Control
B10,1.5393,1.9935,1.1176,0.7731,0.7972,1.8326,0.2506,1.0094,1.2201,1.0188,1.5734,0.6792,1.6677,0.0838,1.6894,1.132,1.08,0.804,0.506,Control
B11,1.4907,1.895,1.1667,0.7858,0.9361,2.5954,0.3951,1.138,1.3694,1.0824,1.8822,0.7352,1.7341,0.035,1.9029,1.2332,1.3951,0.7497,0.4006,Control
B12,0.9855,1.009,0.9727,0.7196,0.2361,1.1461,0.1676,0.4893,0.632,0.6582,0.6823,0.6392,1.3348,0.0112,1.2111,0.9895,1.3899,0.6309,0.197,Control
C01,1.7323,2.0177,1.3431,0.9625,0.7643,1.569,0.4962,1.1405,1.5771,1.2472,1.8147,0.8641,1.7277,0.1114,2.27,1.4776,1.5259,0.855,0.5681,BRCACancer
C02,1.5557,2.043,1.3194,0.9239,0.8703,1.828,0.4666,1.1348,1.487,1.0545,1.7488,0.8823,1.8339,0.0593,1.9358,1.5233,1.5776,0.6876,0.4751,BRCACancer
C03,1.7014,2.216,1.4879,1.1522,0.9238,1.6706,0.4758,1.124,1.6506,1.0816,1.8992,0.9881,1.9066,0.1862,2.153,1.6782,1.9087,0.7682,0.7339,BRCACancer
C04,1.3401,1.3933,0.9579,0.5812,0.4919,1.3708,0.2428,0.7139,0.8442,0.822,1.4107,0.4192,1.1223,0.08,1.5689,0.9788,1.6438,0.3981,0.1466,Control
C05,1.2641,1.7916,0.9883,0.5334,0.6373,1.599,0.2249,0.766,1.021,0.7539,1.5508,0.6508,1.3548,0.0323,1.6082,1.0847,1.1928,0.466,0.3325,BRCACancer
C06,0.5948,0.5052,0.36,0.2068,0.154,0.6691,-0.1015,0.2688,0.2882,0.1906,0.6838,0.1521,0.2965,-0.02,0.653,0.1263,1.0868,0.1641,0.2506,Control
C07,1.3409,2.0115,1.0024,0.592,0.6585,1.5892,0.3154,0.9368,1.0752,0.9712,1.7005,0.6699,1.4233,-0.0398,1.7351,1.2598,1.4264,0.6124,0.3806,Control
C08,1.6398,1.9557,1.2443,0.8365,0.6793,1.7292,0.5358,1.2015,1.3258,1.112,1.9124,0.764,1.5547,0.1474,1.8669,1.4099,1.4922,0.6652,0.561,Control
C09,1.4276,2.1864,0.9815,0.6885,0.7513,1.7185,0.2932,0.9041,1.3038,0.9154,1.6216,0.7057,1.6562,-0.0263,1.6273,1.2501,1.2894,0.5828,0.4436,Control
C10,1.4784,2.1304,1.0126,0.6129,0.8085,1.6885,0.3155,0.9114,1.4318,0.8284,1.6916,0.8258,1.7469,0.0803,1.6678,1.5169,1.161,0.6676,0.3318,BRCACancer
C11,1.6247,1.9149,1.3614,0.8272,0.6589,1.5949,0.4784,1.2106,1.374,1.0842,1.8702,0.6708,1.6413,0.0176,1.8954,1.272,1.5042,0.6239,0.4509,Control
C12,1.1796,1.4835,0.762,0.4802,0.4317,1.1808,0.1535,0.6753,0.871,0.619,1.2867,0.491,0.9655,0.0798,1.3112,0.8633,1.1889,0.397,0.3646,BRCACancer
D01,1.1352,1.4823,1.4197,1.026,0.2316,1.2817,0.2891,0.8447,1.0304,0.9765,1.1647,0.8042,1.4974,0.0222,1.5698,1.3219,1.6695,0.884,0.4516,BRCACancer
D02,1.2634,1.9574,1.0452,0.7556,0.6702,1.5714,0.3876,0.9905,1.1753,0.9261,1.5817,0.7516,1.6925,0.0224,1.8147,1.1482,1.1903,0.5702,0.4966,BRCACancer
D03,1.3412,1.8893,1.0306,0.6943,0.5643,1.3813,0.2794,0.7857,1.052,0.8047,1.5369,0.6628,1.4678,0.0227,1.5999,1.1369,1.245,0.4605,0.4242,BRCACancer
D04,1.3891,1.8997,1.1778,0.7997,0.5963,1.5855,0.3057,1.0292,1.2315,0.9743,1.7862,0.6097,1.5981,0.0733,1.8776,1.1933,1.257,0.6019,0.3862,BRCACancer
D05,1.5897,2.2862,1.1328,0.6237,0.6804,1.7212,0.3052,0.9569,1.3394,0.9718,1.8122,0.6325,1.4756,0.1807,1.9779,1.3413,1.5321,0.6329,0.3354,BRCACancer
