@relation data

@attribute id string
@attribute 148867 numeric
@attribute 169026 numeric
@attribute 23516 numeric
@attribute 254428 numeric
@attribute 25800 numeric
@attribute 27173 numeric
@attribute 283375 numeric
@attribute 29985 numeric
@attribute 29986 numeric
@attribute 30061 numeric
@attribute 4891 numeric
@attribute 55630 numeric
@attribute 55676 numeric
@attribute 57181 numeric
@attribute 64116 numeric
@attribute 64924 numeric
@attribute 6556 numeric
@attribute 7779 numeric
@attribute 7780 numeric
@attribute 7781 numeric
@attribute 7922 numeric
@attribute 84102 numeric
@attribute Class {Control,BRCACancer}

@data
Utah__A01,1.3675,-0.0507,0.0576,0.655,1.4777,0.5782,0.0351,0.6174,-0.0313,1.5989,0.975,0.1642,1.1752,1.1674,0.7,1.2611,1.3091,0.7717,0.0694,0.0097,0.8665,0.272,Control
Utah__A02,1.0208,-0.002,0.0868,0.5895,1.3003,0.5478,0.0276,0.4078,-0.0322,1.3321,0.7372,0.2422,0.975,0.8616,0.4895,1.0868,1.138,0.7579,0.0811,0.1205,0.6983,0.1345,Control
Utah__A03,1.3181,-0.0323,0.1119,0.6108,1.477,0.7062,0.0352,0.6397,-0.0596,1.2019,0.8382,0.1862,1.0995,0.9044,0.5356,1.1075,1.5365,0.9634,0.1045,0.1034,0.8889,0.1879,Control
Utah__A04,1.1579,-0.0439,0.1187,0.5901,1.1889,0.6225,0.0547,0.5709,-0.0347,1.4868,0.6648,0.2674,1.029,0.8775,0.6872,1.0678,1.2265,0.6971,0.1228,0.145,0.759,0.1091,Control
Utah__A05,1.3336,-0.0824,0.1083,0.5537,1.4363,0.8334,0.0225,0.8706,-0.0846,1.5551,0.8389,0.2734,1.1347,0.9091,0.5984,1.3232,1.7909,1.1032,0.086,0.1396,1.01,0.1674,Control
Utah__A06,1.0913,-0.014,0.0789,0.5465,1.4481,0.5716,0.004,0.5304,-0.007,1.5686,0.6846,0.1447,1.0747,0.8541,0.5378,1.1381,1.8252,0.9442,-0.0243,0.1258,0.8628,0.3303,Control
Utah__A07,1.4101,-0.0671,0.0741,0.5274,1.4508,0.6744,-0.0205,0.543,-0.136,1.5842,0.8983,0.2555,1.119,1.1246,0.6708,1.2351,1.5589,0.9983,0.1548,0.1192,0.9358,0.3856,Control
Utah__A08,1.5726,-0.085,0.0133,0.5402,1.1733,0.4092,0.012,0.3497,-0.0044,1.4399,0.9194,0.1946,1.0183,1.1048,0.6882,1.0918,1.199,0.603,0.0172,0.0293,0.6502,0.1485,Control
Utah__A09,1.3055,-0.0525,0.0842,0.4738,1.3904,0.5789,0.012,0.6773,-0.0247,1.5997,0.8399,0.2114,0.9225,0.9358,0.6384,1.0888,1.3808,0.6203,0.1013,0.1256,0.7677,0.194,Control
Utah__A10,1.4326,-0.0453,0.0957,0.6221,1.3258,0.5676,0.076,0.6634,-0.0034,1.6327,0.8796,0.2718,1.1761,1.059,0.7009,1.2794,1.6337,0.9355,0.0455,0.1467,0.6755,0.1138,Control
