@relation data

@attribute id string
@attribute 10002 numeric
@attribute 10062 numeric
@attribute 126382 numeric
@attribute 190 numeric
@attribute 2063 numeric
@attribute 2099 numeric
@attribute 2100 numeric
@attribute 2101 numeric
@attribute 2103 numeric
@attribute 2104 numeric
@attribute 2494 numeric
@attribute 2649 numeric
@attribute 2908 numeric
@attribute 29959 numeric
@attribute 29982 numeric
@attribute 3164 numeric
@attribute 3172 numeric
@attribute 3174 numeric
@attribute 367 numeric
@attribute 4306 numeric
@attribute 4929 numeric
@attribute 5241 numeric
@attribute 5465 numeric
@attribute 5467 numeric
@attribute 5468 numeric
@attribute 5469 numeric
@attribute 5914 numeric
@attribute 5915 numeric
@attribute 5916 numeric
@attribute 6095 numeric
@attribute 6096 numeric
@attribute 6097 numeric
@attribute 6256 numeric
@attribute 6257 numeric
@attribute 7025 numeric
@attribute 7067 numeric
@attribute 7068 numeric
@attribute 7101 numeric
@attribute 7181 numeric
@attribute 7182 numeric
@attribute 7376 numeric
@attribute 7421 numeric
@attribute 8013 numeric
@attribute 8431 numeric
@attribute 8856 numeric
@attribute 9572 numeric
@attribute 9971 numeric
@attribute 9975 numeric
@attribute Class {Control,BRCACancer}

@data
Utah__A01,-0.1651,0.227,0.7119,-0.1717,0.0297,0.014,-0.053,0.6845,-0.0254,-0.11,-0.1342,-0.0263,0.9149,1.1298,0.1772,0.4898,0.0159,-0.0979,-0.0672,0.3358,0.5744,-0.1318,0.3764,0.6441,5e-04,1.9415,0.6169,-0.1025,0.4025,0.2394,-0.1022,0.1907,0.5355,1.0446,-0.0485,0.7261,-0.0599,-0.084,1.0216,0.8984,1.1635,0.4477,0.2099,0.0075,-0.0272,0.5108,-0.2266,1.6511,Control
Utah__A02,-0.1281,0.0662,0.4378,-0.1906,0.1424,0.0666,-0.0928,0.5866,-0.0589,-0.0457,-0.0611,-0.0929,0.6393,1.0125,0.0979,0.3739,-0.0542,0.0492,-0.1406,0.227,0.4405,-0.1349,0.2792,0.4217,0.0405,1.7265,0.4965,-0.0607,0.2949,0.114,-0.0561,0.2248,0.541,0.79,0.0723,0.5313,0.0013,0.0348,0.6234,0.7184,0.8459,0.2459,0.1252,0.0118,0.049,0.4604,-0.2276,1.285,Control
Utah__A03,-0.1062,0.2028,0.6127,-0.1651,0.2152,0.0151,-0.068,0.6361,-0.0426,-0.0523,-0.0829,-0.0288,0.8394,1.1545,0.2259,0.7565,-0.0114,0.0611,-0.1507,0.1319,1.0956,-0.1636,0.4264,0.4829,0.0222,1.8374,0.8213,-0.0953,0.2794,0.1763,-0.0793,0.1549,0.7105,0.8842,0.0648,0.5191,-0.016,-0.0174,0.7128,0.8308,1.2187,0.4798,0.231,0.0463,-0.0117,0.4766,-0.2658,1.5233,Control
Utah__A04,-0.0701,0.1461,0.421,-0.1548,0.2976,0.0222,-0.052,0.5631,-0.05,-0.0738,-0.0577,-0.052,0.8465,1.16,0.2731,0.5605,0.0401,0.0428,-0.1135,0.2774,0.8593,-0.1219,0.2016,0.5045,0.0281,1.65,0.5481,-0.0578,0.3405,0.175,-0.0744,0.282,0.5333,0.8745,0.0992,0.6109,0.0096,0.0276,0.5401,0.7732,0.9997,0.2186,0.2501,0.0182,-0.0086,0.5343,-0.1894,1.667,Control
Utah__A05,-0.1016,0.2417,0.5675,-0.1655,0.2282,0.0326,-0.0547,0.8578,-0.0707,-0.0488,-0.0726,0.0248,0.8243,1.3699,0.3303,0.6333,0.0502,-0.0121,-0.0608,0.1918,0.7181,-0.1462,0.3601,0.5518,-0.0109,1.9021,0.8403,-0.0566,0.3283,0.1366,-0.0856,0.1826,0.7185,0.9651,0.0439,0.5784,0.0176,-0.0088,0.614,0.8667,1.3405,0.5192,0.2643,-2e-04,-0.0188,0.4425,-0.1634,1.4874,Control
Utah__A06,-0.178,0.1731,0.4915,-0.2083,0.1128,-0.0276,-0.104,0.5919,-0.033,-0.0475,-0.1104,-0.0248,0.7419,1.0587,0.1789,0.5783,-0.0182,0.0259,-0.0927,0.182,1.2035,-0.1542,0.3526,0.4278,0.0283,1.8069,0.7237,-0.0433,0.2963,0.1189,-0.1133,0.2179,0.6699,0.8214,-0.0413,0.5627,-0.0415,-0.0492,0.6053,0.7593,1.1588,0.3898,0.1256,0.0231,0.0071,0.435,-0.2711,1.3689,Control
Utah__A07,-0.1133,0.1398,0.5077,-0.1558,0.1256,0.0563,-0.0239,0.6177,-0.0914,-0.0397,-0.0888,0.0452,1.0975,1.147,0.3228,0.6397,-0.0371,-0.0679,-0.1259,0.3513,0.7465,-0.1484,0.3244,0.5117,0.0314,1.7885,0.669,-0.0726,0.3649,0.2409,-0.1165,0.2574,0.6475,0.9215,0,0.4811,0.0074,0.0222,0.7695,0.9281,1.0376,0.4064,0.1509,0.0348,0.0224,0.3972,-0.2111,1.3436,Control
Utah__A08,-0.1603,0.1606,0.5859,-0.196,0.0593,0.0114,0.0195,0.4516,-0.0296,-0.0956,-0.1369,0.1194,1.2547,1.0016,0.016,0.5422,0.049,-0.1007,-0.1058,0.5178,0.5096,-0.1711,0.3939,0.6037,-0.0171,1.5911,0.5768,-0.0791,0.2459,0.3779,-0.0984,0.1519,0.5126,0.8757,-0.0656,0.7244,-0.002,-0.0563,0.8984,1.057,0.8221,0.3513,0.1571,0.0538,-0.0348,0.5429,-0.2298,1.6159,Control
Utah__A09,-0.0935,0.1421,0.5604,-0.211,0.1579,0.0714,-0.032,0.6633,-0.0453,-0.0437,-0.1041,0.0327,0.9804,1.0674,0.2477,0.6631,0.0074,-5e-04,-0.0851,0.3445,0.7487,-0.1362,0.2639,0.5185,0.0694,1.821,0.5979,-0.0735,0.2963,0.2559,-0.1125,0.1931,0.5428,0.8328,-0.0171,0.6026,-0.0014,-0.0468,0.7096,0.7999,1.1188,0.3866,0.2045,-0.024,0.0339,0.3935,-0.1547,1.4146,Control
Utah__A10,-0.0656,0.1436,0.4049,-0.1176,0.1998,-0.0013,-0.0455,0.6123,-0.0563,-0.053,-0.097,0.0886,1.1686,1.2005,0.2793,0.4185,0.0414,-0.0322,-0.0467,0.3175,1.0842,-0.1316,0.4137,0.5343,0.0759,1.7671,0.5733,-0.0421,0.3342,0.3164,-0.0834,0.0924,0.5707,0.8675,0.0214,0.6816,-0.0222,-0.0299,0.6762,0.9405,1.1001,0.3369,0.3179,-0.0275,-0.0021,0.3828,-0.1345,1.4683,Control
Utah__A11,-0.0248,0.1674,0.529,-0.214,0.1071,0.0042,-0.0883,0.447,-0.0626,-0.0606,-0.101,0.0055,0.7513,0.8546,0.179,0.4711,0.026,0.0449,-0.096,0.1245,0.7481,-0.1422,0.3309,0.3395,0.0128,1.7071,0.5555,-0.0863,0.2643,0.2407,-0.0438,0.1061,0.5417,0.5915,-0.0562,0.7246,-0.0827,-0.0308,0.5492,0.625,0.8666,0.2498,0.1306,-0.0274,-0.0615,0.4418,-0.2008,1.1735,Control
Utah__A12,-0.0899,0.0186,0.3393,-0.1503,0.0294,0.0234,-0.1256,0.1703,0.0303,0.0357,-0.026,-0.1279,0.5113,0.8254,-0.0817,0.2607,0.0411,0.0819,-0.134,0.2123,0.5068,-0.2611,0.0699,0.3389,0.1096,1.1182,0.3814,0.0061,0.1548,0.0746,-0.1062,0.1649,0.3558,0.4818,0.031,0.4224,0.0596,-0.0482,0.2755,0.5416,0.5081,0.1386,0.0325,0.0277,0.059,0.2801,-0.199,1.1993,Control
Utah__B01,-0.2533,0.0305,0.5625,-0.2281,-0.305,-0.0022,-0.0873,0.4998,-0.0073,-0.0357,-0.1783,0.0313,0.9354,0.968,-0.0054,0.5604,-0.0134,-0.0205,-0.1566,0.4372,0.9587,-0.2628,0.2742,0.6378,-0.0208,1.5348,0.4717,-0.0421,0.1637,0.2649,-0.0751,0.0966,0.3489,0.8451,-0.0932,0.5956,0.04,-0.2136,0.8867,0.8501,0.7355,0.2911,-0.0062,0.0976,-0.0055,0.4341,-0.2445,1.6607,Control
Utah__B02,-0.0817,0.1657,0.5974,-0.102,0.174,0.0081,-0.0415,0.9249,-0.0413,-0.076,-0.1123,-0.0389,0.8673,1.2478,0.3295,0.9268,0.0256,-0.0524,-0.0717,0.2524,1.8164,-0.1608,0.3228,0.6369,0.0131,1.8353,0.6383,-0.0629,0.3448,0.1711,-0.0955,0.2455,0.6222,1.1405,-0.0184,0.7176,0.0083,-0.0567,0.8037,0.8979,1.2693,0.2876,0.2266,-0.0978,-0.0199,0.6149,-0.1575,1.6717,Control
Utah__B03,-0.0947,0.1081,0.5224,-0.1866,-0.0024,-0.0515,0.0116,0.6847,0.0046,-0.0497,-0.1406,-0.0247,0.9297,1.0848,0.1904,0.6665,0.0769,-0.0665,-0.0924,0.2822,1.4899,-0.1721,0.295,0.5138,0.0093,1.6789,0.5171,-0.0612,0.2815,0.2592,-0.0488,0.0908,0.5183,0.9396,-0.0735,0.5984,-0.0402,-0.127,0.7503,0.8468,0.9806,0.2518,0.2719,-0.052,-0.022,0.4622,-0.1909,1.6756,BRCACancer
Utah__B04,-0.1315,0.0893,0.3424,-0.1868,-0.0391,0.0277,-0.0525,0.7315,-0.0868,-0.0659,-0.113,0.1565,1.1331,0.9258,-0.0054,0.4689,0.0236,-0.028,-0.0956,0.3905,0.4373,-0.2268,0.4083,0.6771,3e-04,1.3897,0.574,-0.0781,0.2053,0.3548,-0.0889,0.2194,0.6736,0.8369,-0.048,0.4911,0.0054,-0.0323,0.6395,1.1192,0.5801,0.2774,0.1461,0.0828,0.0319,0.3463,-0.2451,1.2619,BRCACancer
Utah__B05,-0.1169,0.1851,0.4619,-0.2167,0.0635,0.0152,-0.1025,0.561,-0.0603,-0.0228,-0.1016,-0.1553,0.804,0.9287,-0.0234,0.8725,0.0382,6e-04,-0.0985,0.2022,1.3229,-0.1919,0.2845,0.4659,0.0491,1.4183,0.7351,-0.0472,0.1255,0.1738,-0.1153,0.1885,0.5613,0.7116,-0.0041,0.5581,0.0111,-0.0361,0.5836,0.7467,0.6963,0.3027,0.092,0.1402,0.1179,0.4106,-0.2988,1.3788,BRCACancer
Utah__B06,-0.2572,-0.024,0.1921,-0.3541,-0.372,-0.0299,-0.1341,0.269,-0.0299,0.026,-0.1101,-0.0189,0.683,0.7582,-0.0532,0.0323,-0.0397,0.1634,-0.0934,0.2568,0.427,-0.2643,0.1516,0.2903,0.1557,1.1711,0.2414,0.0445,0.021,0.2504,-0.0548,0.1148,0.2571,0.6698,-0.1609,0.2887,0.0785,-0.1607,0.6218,0.7041,0.3664,0.0907,-0.0903,-0.0086,0.0283,0.1176,-0.2598,1.1146,BRCACancer
Utah__B07,-0.1157,0.2094,0.5424,-0.1167,0.0574,-0.0075,-0.0067,0.8782,-0.0879,-0.0411,-0.1035,-0.0223,0.9283,1.2133,0.2838,0.3219,0.0088,-0.0313,-0.1114,0.2568,0.5797,-0.1573,0.3463,0.5916,0.0089,1.7472,0.5692,-0.0782,0.2878,0.2374,-0.0821,0.2238,0.5513,1.225,-0.0146,0.7321,0.0169,-0.0212,0.931,0.9103,1.1103,0.2079,0.1163,-0.0414,0.0197,0.455,-0.1966,1.7254,BRCACancer
Utah__B08,-0.0164,0.2053,0.5953,-0.1835,0.2368,-0.018,-0.0139,0.6349,-0.0168,-0.0553,-0.0986,-0.0231,0.6412,1.0264,0.4055,0.4971,0.0601,0.0522,-0.0482,0.1109,0.4901,-0.1418,0.3028,0.4028,0.0555,1.812,0.5948,-0.0954,0.3552,0.154,-0.0564,0.1647,0.6421,0.8082,-0.0013,0.6093,0.0022,-0.048,0.7133,0.6324,1.1169,0.3957,0.223,-0.1354,-0.0042,0.3393,-0.1329,1.2393,Control
