@relation data

@attribute id string
@attribute 1432 numeric
@attribute 3265 numeric
@attribute 3845 numeric
@attribute 4893 numeric
@attribute 5600 numeric
@attribute 5603 numeric
@attribute 5898 numeric
@attribute 5899 numeric
@attribute 5900 numeric
@attribute 6300 numeric
@attribute 6714 numeric
@attribute 9261 numeric
@attribute Class {Control,BRCACancer}

@data
Utah__A01,1.4426,0.4247,1.5983,2.847,-0.0276,0.9875,0.795,1.3407,0.5947,-0.1615,0.3629,0.9375,Control
Utah__A02,1.1508,0.3701,1.3547,3.0554,-0.0188,0.9234,0.4406,1.266,0.4844,-0.0835,0.3648,0.8165,Control
Utah__A03,1.3711,0.3745,1.6547,3.1476,0.0192,0.9564,0.7059,1.46,0.6353,-0.0697,0.5956,1.1352,Control
Utah__A04,1.2559,0.3589,1.1941,3.093,0.1305,1.0754,0.6231,1.3007,0.5736,0.0483,0.3996,0.9351,Control
Utah__A05,1.5137,0.4809,1.41,3.3716,0.0999,0.9611,0.6568,1.5956,0.5654,0.0263,0.6218,1.0201,Control
Utah__A06,1.2007,0.2391,1.4342,2.9291,-0.0898,0.8385,0.5739,1.3017,0.4883,-0.1287,0.4104,1.01,Control
Utah__A07,1.592,0.3621,1.7087,2.9633,-0.077,0.9238,0.8088,1.5035,0.4933,-0.1294,0.3471,1.1051,Control
Utah__A08,1.6309,0.2915,1.6234,2.7421,-0.0922,0.7799,1.0048,1.2503,0.5258,-0.107,0.3367,1.0468,Control
Utah__A09,1.435,0.3464,1.5566,2.9428,-0.0205,0.8347,0.7174,1.3413,0.5309,-0.0855,0.4405,1.0301,Control
Utah__A10,1.7367,0.3978,1.4421,3.0526,-0.0018,0.996,0.7898,1.5093,0.5917,0.0165,0.4233,1.0866,Control
Utah__A11,1.1233,0.2849,1.415,2.524,-0.0624,0.7966,0.5243,1.1498,0.6189,-0.113,0.2131,0.7879,Control
Utah__A12,0.8493,0.1934,0.869,2.6251,-0.2465,0.6695,0.4649,1.0231,0.2753,-0.2273,0.1246,0.7533,Control
Utah__B01,1.2183,0.1464,1.5378,2.6035,-0.3463,0.703,0.6929,1.1149,0.301,-0.406,0.1548,1.0472,Control
Utah__B02,1.3113,0.3374,1.5353,3.2009,0.0037,1.0242,0.6529,1.3904,0.6599,-0.0206,0.4023,1.0668,Control
Utah__B03,1.2964,0.2578,1.6324,2.9618,-0.0909,0.914,0.6602,1.332,0.5119,-0.1355,0.2613,1.0034,BRCACancer
Utah__B04,1.5574,0.1672,1.3972,2.4663,-0.0903,0.8283,0.8838,1.1068,0.4555,-0.0923,0.3358,1.248,BRCACancer
Utah__B05,1.0531,0.23,1.274,2.3855,-0.1129,0.6254,0.5459,1.0769,0.447,-0.1604,0.2762,1.1897,BRCACancer
Utah__B06,1.0091,-0.0263,1.0432,2.1283,-0.3907,0.4015,0.4904,0.8979,0.165,-0.4228,-0.0629,0.7222,BRCACancer
Utah__B07,1.4636,0.3789,1.5847,2.9543,0.0257,1.0787,0.628,1.4313,0.7627,-0.1399,0.3509,1.0546,BRCACancer
Utah__B08,1.2368,0.3671,1.4566,3.0594,0.1273,0.8112,0.4216,1.3645,0.5143,0.0247,0.5257,0.7547,Control
Utah__B09,1.3351,0.2529,1.1871,2.2033,-0.0968,0.6791,0.751,0.8173,0.4453,-0.1495,0.3141,0.925,Control
Utah__B10,1.3763,0.2365,1.2219,2.7107,-0.0692,0.7544,0.6223,1.0652,0.3536,-0.1359,0.2267,0.8549,Control
Utah__B11,1.35,0.4132,1.3353,2.7007,-0.0522,0.6434,0.622,1.3418,0.3724,-0.042,0.4117,0.8262,Control
