@relation data

@attribute id string
@attribute 10076 numeric
@attribute 3454 numeric
@attribute 3456 numeric
@attribute 3716 numeric
@attribute 5967 numeric
@attribute 6772 numeric
@attribute 6773 numeric
@attribute 7297 numeric
@attribute Class {Control,BRCACancer}

@data
Utah__A01,0.0148,1.8576,-0.079,1.8654,-0.1754,2.3959,2.2805,1.0858,Control
Utah__A02,0.1407,1.7034,-0.2148,1.6142,-0.1528,2.5766,2.1808,0.8885,Control
Utah__A03,0.0621,1.7313,-0.2692,1.7735,-0.1233,2.9498,2.5762,1.1618,Control
Utah__A04,0.0781,1.5674,-0.2096,1.9636,-0.1225,2.4101,1.9395,0.9933,Control
Utah__A05,0.0286,1.8037,-0.1085,1.886,-0.138,2.6902,2.299,1.1512,Control
Utah__A06,0.0693,1.6386,-0.1587,1.7775,-0.1274,2.2501,2.1863,1.0725,Control
Utah__A07,0.057,1.6684,-0.0262,2.0162,-0.115,2.2354,2.151,1.0781,Control
Utah__A08,0.0644,1.542,-0.2548,2.3186,-0.1654,2.6061,2.0625,0.9731,Control
Utah__A09,0.1089,1.7771,-0.0616,1.9464,-0.0751,2.4514,2.1392,0.9528,Control
Utah__A10,-0.0185,1.6603,-0.0787,2.0644,-0.1971,2.7478,2.1379,1.067,Control
Utah__A11,0.0076,1.6042,-0.1644,1.6217,-0.0877,1.4823,1.852,0.9094,Control
Utah__A12,0.1385,1.0638,-0.3401,1.3664,-0.038,1.4875,0.8754,0.4441,Control
Utah__B01,0.0053,1.4775,0.0912,1.7658,0.0417,2.2353,1.8881,0.7815,Control
Utah__B02,0.0526,1.6681,-0.1479,1.8441,-0.0617,2.6152,2.2294,1.1753,Control
Utah__B03,-0.0042,1.5996,-0.1479,1.8402,-0.0564,2.431,1.9376,0.9775,BRCACancer
Utah__B04,0.0435,1.2563,-0.2403,2.1666,-0.2686,2.445,1.8359,0.9301,BRCACancer
Utah__B05,0.0995,1.3542,-0.1927,1.7709,-0.1121,2.1259,1.8535,0.7929,BRCACancer
Utah__B06,-0.036,1.078,-0.0172,1.4117,0.1314,2.2731,1.7182,0.663,BRCACancer
Utah__B07,0.0702,1.7474,0.0706,1.8704,-0.0846,2.7551,2.3659,1.1698,BRCACancer
Utah__B08,-0.0197,1.7497,-0.1539,1.5293,-0.0462,1.6234,1.9536,1.0291,Control
Utah__B09,-0.0266,1.0594,-0.2892,2.1209,-0.1059,2.1007,1.7597,0.8404,Control
Utah__B10,0.013,1.1925,-0.2042,2.0466,-0.0606,2.1542,1.7715,0.714,Control
Utah__B11,0.0406,1.4776,-0.0306,1.6814,-0.1123,2.0352,1.9227,0.8432,Control
Utah__B12,-0.0203,0.7061,-0.0573,1.8871,-0.0679,2.0098,1.5523,0.793,Control
Utah__C01,0.0918,1.5195,-0.1251,1.8494,-0.1732,2.0151,2.2966,1.3604,BRCACancer
Utah__C02,0.1065,1.5511,-0.0933,1.9002,-0.2021,2.0997,1.8404,1.2162,BRCACancer
Utah__C03,0.0935,1.444,-0.2866,1.8837,-0.1173,2.5141,2.368,1.4505,BRCACancer
Utah__C04,0.1021,1.0715,-0.2104,1.4372,-0.1636,1.3629,1.5819,0.9019,Control
Utah__C05,0.0816,1.1749,-0.276,1.5565,-0.1708,1.8174,1.7553,0.9237,BRCACancer
Utah__C06,0.0903,0.3348,-0.3164,0.6172,-0.2355,0.6253,0.5129,0.2238,Control
Utah__C07,0.0603,1.1825,-0.1475,1.6731,-0.17,1.4952,1.576,0.8509,Control
Utah__C08,0.0549,1.6299,-0.0295,1.6563,-0.1808,2.1783,2.132,1.0379,Control
Utah__C09,0.0469,1.2709,-0.2506,1.7211,-0.2083,2.0498,1.5819,0.9435,Control
Utah__C10,0.0568,1.1559,-0.0674,1.8345,-0.1184,2.0134,1.6175,0.8726,BRCACancer
Utah__C11,0.0158,1.5356,-0.0938,1.7122,-0.1608,2.0637,2.1784,1.1788,Control
Utah__C12,0.0886,0.8901,-0.3023,1.3819,-0.1221,1.334,1.3437,0.7851,BRCACancer
Utah__D01,0.0973,1.1766,-0.196,1.9272,-0.067,2.1231,1.99,1.1663,BRCACancer
Utah__D02,0.057,1.3879,-0.2329,1.7485,-0.1633,1.7088,1.7929,0.898,BRCACancer
Utah__D03,0.0684,1.0817,-0.0924,1.6214,-0.1412,1.8775,1.9652,1.0632,BRCACancer
Utah__D04,0.0553,1.5092,-0.2355,1.5711,-0.1556,1.8994,2.1592,1.0883,BRCACancer
Utah__D05,0.1242,1.3628,-0.2349,1.6996,-0.1427,2.2984,2.2367,1.1396,BRCACancer
