@relation data

@attribute id string
@attribute 10714 numeric
@attribute 5111 numeric
@attribute 5424 numeric
@attribute 5425 numeric
@attribute 5426 numeric
@attribute 5427 numeric
@attribute 57804 numeric
@attribute 5981 numeric
@attribute 5982 numeric
@attribute 5983 numeric
@attribute 5984 numeric
@attribute 5985 numeric
@attribute 6117 numeric
@attribute 6118 numeric
@attribute 6119 numeric
@attribute Class {Control,BRCACancer}

@data
Utah__A01,0.9371,1.0378,0.2778,0.4044,0.5853,0.3645,0.9524,1.5203,1.1557,0.5067,1.0054,0.8334,1.4412,0.8954,0.4075,Control
Utah__A02,0.5681,0.8338,0.1041,0.2926,0.3365,0.2585,0.8119,1.2453,1.0017,0.3013,0.6915,0.538,1.2154,0.7374,0.2571,Control
Utah__A03,1.0381,1.1256,0.2232,0.3785,0.519,0.3103,0.9725,1.4183,1.1841,0.4002,0.6856,0.7519,1.3645,0.8439,0.3125,Control
Utah__A04,0.6304,0.9317,0.2818,0.3917,0.401,0.1998,0.8594,1.3603,1.1687,0.2204,0.6525,0.4979,1.3858,0.8374,0.2831,Control
Utah__A05,0.9705,1.0134,0.3345,0.3864,0.501,0.3363,1.1212,1.4388,1.3177,0.3405,0.8721,0.5992,1.3991,0.881,0.2969,Control
Utah__A06,0.9511,0.7188,0.2038,0.2237,0.439,0.2167,0.835,1.3892,1.2128,0.4908,0.8151,0.5136,1.297,0.8377,0.2424,Control
Utah__A07,0.9645,0.9848,0.2139,0.3733,0.4581,0.2928,0.8968,1.4271,1.1425,0.4987,0.8094,0.6282,1.3678,0.8948,0.3141,Control
Utah__A08,0.9747,0.7216,0.1436,0.3686,0.492,0.1836,0.7437,1.4928,0.9084,0.4425,0.7281,0.5661,1.357,0.734,0.2871,Control
Utah__A09,0.8869,0.8874,0.1942,0.3713,0.4179,0.2222,0.8598,1.4147,0.9864,0.4432,0.5657,0.571,1.3916,0.836,0.2351,Control
Utah__A10,0.895,0.8474,0.2525,0.2464,0.4745,0.3581,0.8566,1.5138,1.1066,0.4177,0.7555,0.6335,1.4217,0.9032,0.2481,Control
Utah__A11,0.7194,0.9438,0.15,0.2676,0.3169,0.184,0.7237,1.1283,0.9085,0.3423,0.5927,0.6037,1.3142,0.7893,0.2318,Control
Utah__A12,0.3576,0.3436,-0.0291,0.3551,0.0923,0.0817,0.4098,1.0684,0.7363,0.0838,0.6987,0.3425,0.8597,0.7871,0.2224,Control
Utah__B01,0.7208,0.629,-0.1363,0.3596,0.3651,0.1744,0.5482,1.3453,0.944,0.6345,0.6862,0.6409,1.1754,0.5839,0.3831,Control
Utah__B02,0.7079,0.9639,0.2554,0.4192,0.5079,0.2536,1.0384,1.5483,1.226,0.4655,0.8448,0.7749,1.4498,0.9334,0.3584,Control
Utah__B03,0.6422,0.876,0.1618,0.3799,0.4298,0.1392,0.7197,1.4241,1.0954,0.4915,0.6204,0.6086,1.2804,0.7518,0.3372,BRCACancer
Utah__B04,0.6613,0.3858,0.0495,0.3884,0.4243,0.2296,0.6277,1.2786,0.7952,0.3704,0.4761,0.3422,1.0217,0.7367,0.2063,BRCACancer
Utah__B05,0.5368,0.7238,0.0861,0.3684,0.3648,0.2279,0.7734,1.1501,0.9516,0.3448,0.7083,0.4799,1.0901,0.9128,0.2932,BRCACancer
Utah__B06,0.6556,0.2133,-0.2924,0.2235,0.1413,-0.13,0.3323,1.1518,0.7253,0.5329,0.5263,0.3969,0.6928,0.2653,0.1442,BRCACancer
Utah__B07,0.8793,0.9476,0.1868,0.4428,0.5573,0.1881,0.8969,1.5676,1.1296,0.501,0.9581,0.7667,1.2889,0.9409,0.3537,BRCACancer
Utah__B08,0.7295,1.0509,0.2443,0.2951,0.438,0.4858,0.9394,1.1764,0.9968,0.4233,0.6669,0.54,1.4711,0.7755,0.2212,Control
Utah__B09,0.4954,0.1473,0.1798,0.1755,0.4795,0.1139,0.5623,1.1353,0.6966,0.4079,0.4022,0.2798,0.9807,0.4568,0.1245,Control
Utah__B10,0.5397,0.4338,0.0171,0.25,0.2933,0.0761,0.5107,1.1504,0.9079,0.1956,0.5682,0.2839,1.0862,0.6831,0.2148,Control
Utah__B11,0.6463,0.8614,0.1473,0.3934,0.3025,0.3256,0.787,1.2496,0.9094,0.233,0.8893,0.5108,1.0307,0.976,0.2742,Control
Utah__B12,0.4319,-0.2843,0.0365,0.0383,0.2538,-0.0811,0.4071,0.8186,0.4262,0.2747,0.1268,0.0139,0.4864,0.1498,0.0976,Control
Utah__C01,0.8453,0.786,0.2288,0.4409,0.5595,0.2568,1.0813,1.2222,1.0426,0.3109,0.6206,0.5558,1.1457,0.7568,0.2379,BRCACancer
