@relation data

@attribute id string
@attribute 10000 numeric
@attribute 10096 numeric
@attribute 10097 numeric
@attribute 1029 numeric
@attribute 10298 numeric
@attribute 1398 numeric
@attribute 1434 numeric
@attribute 1793 numeric
@attribute 2048 numeric
@attribute 207 numeric
@attribute 208 numeric
@attribute 22801 numeric
@attribute 22808 numeric
@attribute 23162 numeric
@attribute 23421 numeric
@attribute 23452 numeric
@attribute 23542 numeric
@attribute 25 numeric
@attribute 2534 numeric
@attribute 2885 numeric
@attribute 2886 numeric
@attribute 2909 numeric
@attribute 3611 numeric
@attribute 3655 numeric
@attribute 3672 numeric
@attribute 3673 numeric
@attribute 3675 numeric
@attribute 3676 numeric
@attribute 3678 numeric
@attribute 3679 numeric
@attribute 3680 numeric
@attribute 4296 numeric
@attribute 4638 numeric
@attribute 5034 numeric
@attribute 5058 numeric
@attribute 5062 numeric
@attribute 5063 numeric
@attribute 5290 numeric
@attribute 5291 numeric
@attribute 5313 numeric
@attribute 5335 numeric
@attribute 5336 numeric
@attribute 54386 numeric
@attribute 5594 numeric
@attribute 5599 numeric
@attribute 5601 numeric
@attribute 5602 numeric
@attribute 5609 numeric
@attribute 56924 numeric
@attribute 57144 numeric
@attribute 5728 numeric
@attribute 5747 numeric
@attribute 5894 numeric
@attribute 5898 numeric
@attribute 6010 numeric
@attribute 6093 numeric
@attribute 6416 numeric
@attribute 6464 numeric
@attribute 6654 numeric
@attribute 6655 numeric
@attribute 6714 numeric
@attribute 673 numeric
@attribute 7094 numeric
@attribute 7408 numeric
@attribute 7454 numeric
@attribute 7791 numeric
@attribute 83660 numeric
@attribute 8515 numeric
@attribute 8516 numeric
@attribute 85366 numeric
@attribute 857 numeric
@attribute 87 numeric
@attribute 8874 numeric
@attribute 9459 numeric
@attribute 9475 numeric
@attribute 9479 numeric
@attribute 9564 numeric
@attribute 998 numeric
@attribute Class {Control,BRCACancer}

@data
Utah__A01,0.6002,2.1364,2.0281,0.1299,0.1998,0.9599,2.0422,-0.1077,0.0845,0.6045,0.8246,-0.1096,0.0059,0.6281,0.5865,0.0457,-0.0463,0.3986,1.5632,1.6544,-0.0659,0.7234,1.5549,1.6468,0.1684,0.2992,0.1067,2.6951,1.4811,-0.0347,0.0046,0.7855,0.1814,1.6337,1.1667,1.0217,-0.0567,1.6169,1.5303,-0.1574,1.7289,0.5941,1.8985,1.7309,1.4021,1.121,-0.0344,0.6035,0.0219,-0.1132,1.243,0.2618,1.7847,0.795,-0.0957,1.5327,0.7285,0.75,1.1294,1.3492,0.3629,0.5902,2.263,0.5878,1.1695,1.1206,-0.0956,0.0012,-0.1123,-0.0475,-0.0793,0.9737,0.7689,1.537,1.0287,-0.0126,0.035,1.3608,Control
Utah__A02,0.3429,1.9585,1.9268,0.071,0.2254,0.7556,1.7476,-0.1232,0.0871,0.5571,0.607,-0.1378,0.1006,0.464,0.2946,0.0625,-0.0434,0.2831,1.1722,1.493,-0.0559,0.4701,1.5892,0.9234,0.1934,0.1676,0.0432,2.442,1.1969,-0.0523,0.011,0.7241,0.1911,1.643,1.1756,0.8893,-0.1299,1.3286,1.3861,-0.0326,1.2376,0.584,1.5709,1.6299,0.9672,0.983,0.0192,0.523,0.0425,-0.1359,0.647,0.117,1.5429,0.4406,-0.0148,1.2476,0.4813,0.7973,0.9018,1.1968,0.3648,0.4558,2.3387,0.5755,1.0846,1.1662,-0.1273,-0.0017,-0.1259,-0.0253,-0.1102,0.7412,0.5586,1.3369,0.7721,0.0183,0.0546,1.0773,Control
Utah__A03,0.3568,2.1744,2.1551,0.182,0.2608,0.9155,1.8736,-0.0888,0.1584,0.6699,0.7634,-0.136,0.2327,0.5994,0.5014,-0.0227,-0.0261,0.4244,1.401,1.7906,-0.026,0.6574,1.7175,0.646,0.1447,0.3777,0.0069,2.7204,1.5823,0.0447,0.0079,0.8978,0.2033,1.762,1.4289,0.9957,-0.1053,1.4291,1.4305,-0.0336,1.3242,0.7859,1.9093,1.8758,1.211,1.1034,-0.0146,0.6958,-0.0123,-0.2093,0.9196,0.1482,1.7349,0.7059,-0.0019,1.5227,0.6279,0.7917,1.1313,1.3816,0.5956,0.5095,2.5626,0.8465,1.3253,1.3731,-0.1171,0.0063,-0.138,-0.0511,0.0102,0.7108,0.6834,1.552,0.9926,-0.0143,0.0159,1.3643,Control
Utah__A04,0.4955,2.1033,2.0103,0.0708,0.2645,0.7906,1.6249,-0.0918,0.0617,0.6114,0.6935,-0.0842,0.0676,0.5572,0.4382,-0.0143,0.0434,0.3442,1.3783,1.4914,0.018,0.4911,1.47,1.1087,0.1736,0.1812,0.0839,2.7132,1.323,-0.017,-0.0085,0.7228,0.1832,1.7937,1.0247,0.9699,-0.0896,1.383,1.3728,-0.0137,1.312,0.4817,1.7856,1.7145,0.9665,1.064,-0.0052,0.6518,0.0169,-0.1294,0.7631,0.1496,1.6725,0.6231,-0.0233,1.1775,0.5001,0.7946,1.0307,1.2135,0.3996,0.5557,2.5779,0.6032,1.0611,1.2194,-0.0688,-0.0481,-0.1257,-0.0436,-0.0496,0.7961,0.5382,1.4355,0.9147,0.1051,0.0993,1.2398,Control
Utah__A05,0.4795,2.2226,2.0413,0.1632,0.278,0.9318,1.7516,-0.074,0.1237,0.7362,0.7698,-0.1079,0.1295,0.6381,0.448,0,0.0382,0.391,1.4167,1.8851,-0.0359,0.6165,1.8979,0.9234,0.1386,0.1694,0.0297,2.5696,1.6547,0.0343,-0.0203,0.9815,0.2716,1.9008,1.3702,1.0637,-0.0787,1.5208,1.8135,-0.1022,1.2008,0.7428,1.8523,1.9408,1.1192,1.1345,-0.0161,0.7144,0.0096,-0.1026,0.9399,0.2717,1.808,0.6568,-0.0839,1.4139,0.5851,0.89,1.0492,1.3778,0.6218,0.6029,2.9267,0.8835,1.4508,1.5382,-0.0873,-0.0179,-0.1184,-0.089,0.0071,0.9764,0.6522,1.5714,1.0051,0.0375,0.0991,1.3013,Control
Utah__A06,0.4153,1.9474,2.012,-0.0228,0.1687,0.8426,1.7815,-0.0944,0.0788,0.6349,0.7165,-0.1165,0.0831,0.5587,0.5415,0.0548,-0.0986,0.3918,1.3172,1.5864,-0.1257,0.5737,1.571,1.1302,0.0491,0.1296,-0.0304,2.2539,1.4798,-0.0294,0.0912,0.8018,0.1998,1.8343,1.2955,0.8999,-0.133,1.4163,1.4187,-0.1309,1.1962,0.6112,1.7223,1.8446,1.1521,0.9999,-0.0265,0.5537,-0.0014,-0.1796,0.8375,0.1119,1.7489,0.5739,-0.0093,1.2959,0.575,0.7604,0.8863,1.3318,0.4104,0.4936,2.5686,0.6131,1.2181,1.1924,-0.1119,-0.0143,-0.1674,-0.1482,-0.0767,0.8308,0.6088,1.4821,0.832,-0.0334,0.0867,1.1447,Control
Utah__A07,0.7253,2.2554,2.2577,0.0382,0.2235,0.9946,1.9222,-0.1179,0.1088,0.5857,0.7237,-0.1272,0.1408,0.5438,0.5698,-0.062,-0.0638,0.4363,1.855,1.89,-0.0699,0.6057,1.6076,1.1863,0.1003,0.1898,-0.0033,2.7415,1.481,-0.057,0.0316,0.8484,0.2207,1.7142,1.3668,1.0521,-0.1179,1.6368,1.5148,-0.0427,1.2837,0.6739,1.7594,1.882,1.3691,1.0948,-0.0107,0.5012,0.0243,-0.1812,1.3109,0.2084,1.7704,0.8088,0.0156,1.5516,0.7805,0.7917,1.1809,1.4952,0.3471,0.6968,2.4329,0.7666,1.1498,1.1767,-0.1163,0.0329,-0.1543,-0.1424,-0.0664,0.8188,0.7308,1.6192,1.0204,-0.0377,0.0626,1.5858,Control
Utah__A08,1.0592,2.4207,2.2716,0.0746,0.2217,0.7153,1.8337,-0.1201,0.0082,0.5257,0.7148,-0.0995,0.1264,0.5407,0.5224,0.0196,-0.0069,0.5511,2.0099,1.7425,-0.0818,0.7061,1.2861,1.6648,0.0515,0.1121,0.0337,3.0939,1.3509,-0.0065,-0.0205,0.6454,0.141,1.4449,1.2078,1.218,-0.0951,1.8021,1.5358,-0.1265,1.4764,0.7942,1.6963,1.9122,1.4969,1.2356,-0.0431,0.4817,0.018,-0.1362,1.5,0.2121,1.7386,1.0048,-0.0621,1.5885,0.967,0.777,1.4746,1.4347,0.3367,0.8646,2.194,0.5471,1.0225,0.9742,-0.1059,0.0026,-0.1218,-0.116,-0.1281,0.8067,0.8974,1.5994,0.9993,0.0362,0.0832,1.6994,Control
Utah__A09,0.7398,2.2466,2.0828,0.1023,0.2074,0.8336,1.9646,-0.1058,0.0723,0.5517,0.6732,-0.0991,0.0934,0.4746,0.3656,-0.0346,0.0085,0.3852,1.6972,1.8554,-0.0731,0.6299,1.5733,1.3439,0.0454,0.2051,0.0438,2.8372,1.3169,0.0147,-0.0072,0.777,0.2351,1.6826,1.2824,0.9502,-0.0792,1.4941,1.4418,0.0187,1.3678,0.619,1.833,1.8315,1.3676,0.9917,-0.0155,0.5112,0.0198,-0.1236,1.3575,0.2016,1.6393,0.7174,-0.0086,1.5046,0.7254,0.7709,1.0011,1.3189,0.4405,0.677,2.4818,0.5791,1.169,1.0773,-0.1053,0.021,-0.1527,-0.0509,-0.0467,0.8507,0.7178,1.6544,0.8836,-0.0493,0.0696,1.4239,Control
Utah__A10,0.7924,2.3997,2.2552,0.1162,0.2653,0.8023,1.8469,-0.0723,0.0552,0.5517,0.7126,-0.0851,0.032,0.5589,0.5236,0.0138,-0.0059,0.4235,1.978,1.8284,0.0177,0.7234,1.7238,0.9891,0.1402,0.2798,0.034,2.9398,1.4915,-0.0043,-0.0325,0.7828,0.214,1.7191,1.3673,1.0809,-0.0718,1.743,1.7142,-0.0648,1.2566,0.6952,1.7627,1.9225,1.2269,1.1887,-6e-04,0.5635,0.0105,-0.1047,1.3359,0.2453,1.7838,0.7898,-0.1008,1.4727,0.8418,0.7829,1.3376,1.3751,0.4233,0.7838,2.6874,0.7118,1.0925,1.1694,-0.1042,0.0013,-0.1229,-0.0789,-0.0549,0.9428,0.7419,1.6374,1.1945,-0.0017,0.0995,1.6004,Control
