@relation data

@attribute id string
@attribute 10056 numeric
@attribute 10352 numeric
@attribute 10667 numeric
@attribute 124454 numeric
@attribute 16 numeric
@attribute 1615 numeric
@attribute 2058 numeric
@attribute 2193 numeric
@attribute 23395 numeric
@attribute 23438 numeric
@attribute 25973 numeric
@attribute 2617 numeric
@attribute 3035 numeric
@attribute 3376 numeric
@attribute 3735 numeric
@attribute 4141 numeric
@attribute 4677 numeric
@attribute 51067 numeric
@attribute 51520 numeric
@attribute 54938 numeric
@attribute 55157 numeric
@attribute 55699 numeric
@attribute 57038 numeric
@attribute 57176 numeric
@attribute 57505 numeric
@attribute 5859 numeric
@attribute 5917 numeric
@attribute 6301 numeric
@attribute 6897 numeric
@attribute 7407 numeric
@attribute 7453 numeric
@attribute 79587 numeric
@attribute 7965 numeric
@attribute 79731 numeric
@attribute 80222 numeric
@attribute 833 numeric
@attribute 8565 numeric
@attribute 9255 numeric
@attribute 92935 numeric
@attribute 9521 numeric
@attribute Class {Control,BRCACancer}

@data
Utah__A01,1.0322,0.2653,0.213,0.2724,1.3027,1.3318,1.5681,1.3873,0.6145,1.0655,0.5374,1.5025,1.1509,1.5829,0.6022,1.5597,0.8281,0.9742,1.9538,0.3215,0.792,1.4319,1.1144,0.3104,0.4295,1.6166,1.4935,1.8817,1.2982,0.5023,1.5959,0.7976,1.1354,0.4617,0.7794,0.7459,1.2165,1.2042,1.3295,0.4462,Control
Utah__A02,0.6225,0.1066,0.126,0.1252,0.9734,1.0216,1.4294,1.2494,0.4247,0.8901,0.3928,1.3438,0.9053,1.2825,0.4613,1.3391,0.6743,0.6529,1.8003,0.1809,0.7006,1.2952,0.8369,0.2501,0.2613,1.5927,1.3292,1.6819,1.2177,0.4183,2.0417,0.5607,1.0277,0.1544,0.5927,0.5926,0.9092,0.9994,0.9085,0.2098,Control
Utah__A03,0.8168,0.1816,0.1737,0.2343,1.174,1.0247,1.4728,1.3159,0.5885,0.9401,0.5407,1.4721,1.1047,1.416,0.6356,1.5244,0.8179,0.8933,1.7478,0.2925,0.849,1.3302,0.9444,0.3137,0.3268,1.5939,1.2923,1.7482,1.3518,0.5572,2.554,0.726,1.146,0.2883,0.7447,0.744,1.1966,1.0013,0.9686,0.2022,Control
Utah__A04,0.8652,0.1723,0.1472,0.1739,0.9738,1.4244,1.6621,1.2933,0.4261,0.8794,0.4619,1.4328,0.9734,1.2768,0.5247,1.2954,0.6955,0.6524,1.8502,0.2414,0.6538,1.3621,0.8273,0.2709,0.3878,1.7123,1.2123,1.8797,1.2349,0.6113,1.8258,0.5238,1.0046,0.2288,0.6692,0.4816,1.0125,1.0218,0.8945,0.1873,Control
Utah__A05,0.9268,0.2278,0.1488,0.2349,1.1705,1.1607,1.6279,1.4139,0.5154,1.0553,0.5442,1.5403,1.0982,1.3313,0.5494,1.5175,0.7644,0.8081,1.8448,0.365,0.8561,1.4956,0.9512,0.3693,0.4019,1.7642,1.3415,1.9232,1.3479,0.712,2.1491,0.7546,1.2395,0.2598,0.7712,0.6809,1.1532,1.0344,1.0724,0.2699,Control
Utah__A06,0.8062,0.1193,0.0892,0.2253,1.084,1.0977,1.4965,1.3064,0.5243,0.9752,0.5111,1.3647,1.0019,1.3502,0.5058,1.4448,0.7873,0.7289,1.8177,0.2642,0.7401,1.365,0.919,0.2107,0.314,1.6921,1.2075,1.7639,1.2181,0.4958,2.0036,0.7145,1.0461,0.245,0.7062,0.6248,1.0084,1.0092,0.8789,0.2878,Control
Utah__A07,0.9936,0.2647,0.302,0.197,1.0854,1.2131,1.5397,1.3071,0.5289,1.0663,0.5924,1.4572,1.0508,1.3957,0.497,1.5191,0.8045,0.9205,1.9603,0.2072,0.8121,1.3829,1.0627,0.2618,0.392,1.7178,1.4465,1.8302,1.2403,0.5045,1.9451,0.759,1.1125,0.3494,0.7292,0.6745,1.0048,1.0361,0.8593,0.4279,Control
Utah__A08,1.2163,0.3171,0.4801,0.2498,1.0533,1.2963,1.4538,1.1908,0.5866,1.0227,0.3986,1.5203,1.0093,1.5116,0.546,1.4161,0.7932,0.7452,1.9346,0.2847,0.7811,1.3326,1.2576,0.2914,0.3414,1.4673,1.3686,1.6973,1.178,0.4119,2.0065,0.7775,1.0533,0.4489,0.7116,0.64,1.0563,0.9505,0.7737,0.4339,Control
Utah__A09,0.9507,0.2204,0.2637,0.1872,1.1379,1.2051,1.4054,1.2998,0.522,0.9168,0.5286,1.4504,1.0049,1.5314,0.4986,1.4511,0.7409,0.7789,1.8292,0.3082,0.6345,1.3243,0.9192,0.2216,0.2766,1.4906,1.2241,1.795,1.18,0.4384,2.0078,0.661,1.0266,0.3889,0.6338,0.6593,0.9584,0.8822,0.9925,0.2769,Control
Utah__A10,1.0317,0.255,0.3172,0.1815,1.0422,1.271,1.6174,1.281,0.6018,1.019,0.512,1.4756,1.0572,1.4218,0.5552,1.3691,0.7974,0.7383,1.8211,0.2893,0.7775,1.435,1.0885,0.1449,0.3203,1.6055,1.4002,1.9279,1.3221,0.4606,1.967,0.7229,1.2131,0.3658,0.668,0.6532,1.0516,0.9844,1.1242,0.4403,Control
