@relation data

@attribute id string
@attribute 1020 numeric
@attribute 10371 numeric
@attribute 10570 numeric
@attribute 1400 numeric
@attribute 1809 numeric
@attribute 2242 numeric
@attribute 2534 numeric
@attribute 2932 numeric
@attribute 5361 numeric
@attribute 5362 numeric
@attribute 55558 numeric
@attribute 56896 numeric
@attribute 8829 numeric
@attribute 8851 numeric
@attribute 91584 numeric
@attribute Class {Control,BRCACancer}

@data
Utah__A01,0.5707,0.0804,0.0295,-0.0131,-0.0253,0.549,1.5632,0.6542,0.288,0.0237,0.3485,-0.0942,-0.058,0.0448,0.1107,Control
Utah__A02,0.5204,-0.0014,0.0779,0.0491,-0.0014,0.3799,1.1722,0.4588,0.2775,0.0639,0.182,-0.0422,-0.0748,0.1618,0.0773,Control
Utah__A03,0.8221,-0.0198,-0.0079,0.0401,0.0134,0.6971,1.401,0.6001,0.2881,0.1151,0.2612,-0.0752,-0.0034,0.0465,0.0563,Control
Utah__A04,0.6325,0.017,0.0779,0.0147,-0.0022,0.3604,1.3783,0.4958,0.3305,0.0532,0.3404,-0.0526,-0.0889,0.2763,0.0802,Control
Utah__A05,0.9217,-0.0176,0.0896,0.0217,-0.0476,0.7899,1.4167,0.5918,0.2999,0.1189,0.2669,-0.0778,-0.058,0.2613,0.026,Control
Utah__A06,0.6766,0.0214,0.0463,-0.0128,0.0245,0.7068,1.3172,0.5257,0.2306,0.1033,0.1375,-0.0457,0.0071,0.1539,0.0847,Control
Utah__A07,0.7195,-0.0216,0.0351,0.0367,0.0065,0.6601,1.855,0.8174,0.2965,0.1116,0.2098,-0.0449,0.0141,0.2106,0.17,Control
Utah__A08,0.4469,-0.0417,-0.0066,-0.0435,-0.0557,0.3993,2.0099,1.0598,0.2754,0.0833,0.2523,-0.0629,-0.094,0.1995,0.108,Control
Utah__A09,0.5758,-0.0121,0.0992,0.039,0.0075,0.4388,1.6972,0.707,0.2817,0.1242,0.2368,-0.0651,-0.0491,0.0725,0.1114,Control
Utah__A10,0.6735,-0.0523,0.0307,-0.0093,-0.0456,0.5261,1.978,0.907,0.2134,0.0949,0.2539,-0.1483,-0.0644,0.1568,0.019,Control
Utah__A11,0.484,-0.1206,0.0684,0.002,-0.0248,0.3455,1.2727,0.4751,0.1786,0.0494,0.1672,-0.0979,-0.0299,0.1645,0.0254,Control
Utah__A12,0.2346,-0.0749,-0.0033,0.1071,0.0914,0.0454,0.8099,0.3882,0.2702,0.1581,0.0014,0.0914,-0.0991,-0.3787,0.166,Control
Utah__B01,0.1628,0.1229,-0.1271,-0.0262,0.093,0.0869,1.4445,0.6682,0.1618,0.132,0.0245,-0.0182,-0.0191,-0.1757,0.228,Control
Utah__B02,0.7062,0.0599,0.0561,0.0068,-0.004,0.603,1.4931,0.5401,0.2994,0.0592,0.3011,-0.1133,-0.0802,0.2521,0.0472,Control
Utah__B03,0.3968,-0.0583,-0.0099,-0.0146,0.0033,0.321,1.6356,0.647,0.2042,0.0886,0.2147,-0.061,-0.0394,-0.0065,0.1284,BRCACancer
Utah__B04,0.3538,-0.0179,-0.0209,0.0018,-0.0364,0.2944,2.1773,1.0867,0.2904,0.1174,0.191,-0.0368,-0.0767,0.0503,0.1958,BRCACancer
Utah__B05,0.4158,0.0167,-0.0064,0.0288,0.0314,0.2344,1.5353,0.5288,0.3097,0.0993,0.1097,-0.0258,-0.0138,0.0121,0.1682,BRCACancer
Utah__B06,0.0199,-0.0476,-0.2051,-0.1124,0.0921,0.0847,1.3611,0.4849,0.0558,0.0959,-0.1578,-0.0292,-0.029,-0.5305,0.2256,BRCACancer
