@relation data

@attribute id string
@attribute 2778 numeric
@attribute 2782 numeric
@attribute 2792 numeric
@attribute 2868 numeric
@attribute 408 numeric
@attribute 5567 numeric
@attribute 5568 numeric
@attribute 5573 numeric
@attribute 5575 numeric
@attribute 5576 numeric
@attribute 5577 numeric
@attribute 5578 numeric
@attribute 5579 numeric
@attribute Class {Control,BRCACancer}

@data
Utah__A01,0.7364,1.414,-0.1115,0.0714,0.9076,1.1308,-0.1281,1.8462,0.0738,1.1601,0.9927,0.5523,1.0332,Control
Utah__A02,0.5947,1.3774,-0.0107,0.1186,0.9134,0.9731,-0.1142,1.8492,0.0916,1.0518,1.124,0.1715,0.6697,Control
Utah__A03,0.7013,1.4718,-0.1264,0.0859,1.0639,0.9868,-0.1007,1.9151,0.0982,1.2293,1.0311,0.1678,0.9489,Control
Utah__A04,0.6584,1.4544,-0.0455,0.0529,0.9148,1.1682,-0.1378,1.8358,0.1327,1.2172,1.3233,0.2858,0.7891,Control
Utah__A05,0.6793,1.553,-0.0806,0.059,1.144,1.0421,-0.0876,1.969,0.1199,1.2952,1.4262,0.2856,0.9233,Control
Utah__A06,0.5895,1.3984,-0.1084,0.0844,1.0387,0.8643,-0.1601,1.9546,0.0659,1.1572,1.0306,0.2749,0.8755,Control
Utah__A07,0.6729,1.5046,-0.1539,0.113,1.2077,1.1382,-0.1365,2.0169,0.1122,1.2646,1.1618,0.5058,1.2903,Control
Utah__A08,0.6935,1.4784,-0.0861,0.0956,1.1225,1.1867,-0.0345,1.7149,0.0231,1.1512,0.8313,0.8574,1.3963,Control
Utah__A09,0.6166,1.3959,-0.1335,0.08,1.1018,1.096,-0.253,1.9165,0.1031,1.0899,1.1797,0.5722,1.2298,Control
Utah__A10,0.7025,1.4977,-0.1431,0.1024,1.0826,1.2565,-0.1074,1.917,0.0625,1.2472,1.4077,0.3634,1.2971,Control
Utah__A11,0.6078,1.2505,-0.1683,-0.0091,0.9437,0.8992,-0.0094,1.7269,0.0163,0.9303,0.8754,0.3076,0.9582,Control
Utah__A12,0.33,1.183,-0.0381,0.1037,0.5912,0.9088,-0.3354,1.3679,0.1319,0.8799,1.3159,0.0835,0.4893,Control
