@relation data

@attribute id string
@attribute 1676 numeric
@attribute 1677 numeric
@attribute 2021 numeric
@attribute 317 numeric
@attribute 329 numeric
@attribute 330 numeric
@attribute 331 numeric
@attribute 54205 numeric
@attribute 56616 numeric
@attribute 578 numeric
@attribute 581 numeric
@attribute 596 numeric
@attribute 598 numeric
@attribute 637 numeric
@attribute 638 numeric
@attribute 836 numeric
@attribute 839 numeric
@attribute 840 numeric
@attribute 841 numeric
@attribute 842 numeric
@attribute 9131 numeric
@attribute Class {Control,BRCACancer}

@data
Utah__A01,1.0097,0.4024,0.3374,1.7487,2.2226,2.5287,1.0456,0.7163,1.0167,0.8062,0.8923,1.598,0.5223,0.857,0.0911,1.24,0.7224,0.5342,1.465,0.8952,0.8525,Control
Utah__A02,0.8814,0.2851,0.2249,1.6818,2.0145,2.0638,0.7644,0.7423,0.7601,0.9756,0.8377,0.7606,0.476,0.8393,0.0823,1.2187,0.4214,0.4465,1.1745,0.614,0.6822,Control
Utah__A03,0.9572,0.4308,0.2083,1.8237,2.1844,1.9886,0.9372,0.9311,1.0449,1.0531,1.0834,0.6724,0.631,1.0016,0.0587,1.3606,0.5022,0.6074,1.4136,0.8989,0.8359,Control
Utah__A04,0.9315,0.3754,0.186,1.5078,1.8646,2.3516,0.8464,0.7592,0.8713,0.9763,0.878,0.8481,0.3932,0.9414,0.025,1.1395,0.5659,0.4571,1.297,0.7606,0.6735,Control
Utah__A05,1.0851,0.4833,0.2632,1.9445,2.0877,2.052,0.8225,0.7999,0.9808,1.2411,1.072,0.8722,0.554,0.9599,0.0923,1.4523,0.5411,0.6018,1.3513,0.9986,0.8724,Control
Utah__A06,0.9397,0.415,0.2083,1.7899,2.0417,1.6263,0.7214,0.7842,0.8642,0.9479,0.8501,0.7888,0.4466,0.8533,0.096,1.162,0.3591,0.4586,1.2326,0.9562,0.7642,Control
Utah__A07,0.9592,0.4453,0.1584,1.9755,2.2733,2.0648,1.008,0.7672,0.8626,0.9903,0.8711,1.3272,0.5922,0.999,0.0563,1.4389,0.5899,0.5353,1.4514,0.8141,0.7593,Control
Utah__A08,0.6737,0.3799,0.1927,1.7175,2.1889,1.9854,0.8792,0.5666,0.774,0.7308,0.7049,1.971,0.5837,0.871,0.0113,1.041,0.5323,0.4697,1.533,0.7207,0.7025,Control
Utah__A09,0.8902,0.3718,0.2055,1.731,2.2044,2.3026,0.9371,0.6669,0.905,0.8089,0.8757,1.6289,0.5053,0.8926,0.0956,1.0344,0.614,0.5133,1.2306,0.7421,0.5848,Control
Utah__A10,0.9689,0.3736,0.2028,1.885,2.1303,1.7943,0.9419,0.5994,0.8614,1.0093,0.8864,1.1995,0.6472,0.8767,0.1062,1.2447,0.564,0.5352,1.3767,0.9479,0.7349,Control
Utah__A11,0.5957,0.1886,0.3114,1.7629,2.0108,1.9084,0.9608,0.6778,0.7924,0.5439,0.8183,1.1764,0.4134,0.7075,0.1365,0.8655,0.3557,0.485,0.999,0.5807,0.6706,Control
Utah__A12,0.4083,0.2248,0.1356,1.1173,1.628,1.4403,0.3797,0.4178,0.3599,0.601,0.5442,0.438,0.3227,0.6848,0.1051,0.8947,0.3388,0.2236,0.9414,0.4971,0.3153,Control
Utah__B01,0.5862,0.2721,0.042,1.3385,2.1294,2.3823,0.8126,0.5944,0.7477,0.7825,0.5382,1.3259,0.4142,0.6237,-0.0371,0.8888,0.6022,0.3321,1.3439,0.7117,0.614,Control
Utah__B02,0.9423,0.4018,0.3189,1.5383,2.0589,2.0671,0.8953,1.0909,0.9861,1.1084,1.041,0.7573,0.405,0.9334,0.1305,1.1595,0.6891,0.4436,1.362,0.868,0.6561,Control
Utah__B03,0.8598,0.3239,0.1924,1.6468,2.1642,2.2276,0.8552,0.9005,0.9107,0.8911,0.8217,1.0441,0.3684,0.7981,0.0739,1.0598,0.6444,0.4458,1.5046,0.6967,0.7267,BRCACancer
Utah__B04,0.7058,0.3778,0.1861,1.5149,1.8746,1.4179,0.8629,0.6219,0.6181,0.7894,0.5538,1.7304,0.6396,0.7803,-0.0131,1.0387,0.2945,0.4517,1.4123,0.6286,0.5964,BRCACancer
Utah__B05,0.5762,0.3021,0.2967,1.2632,1.9171,1.7732,0.6369,0.8085,0.6579,0.6976,0.8765,0.622,0.31,0.8971,0.056,1.1362,0.2812,0.2799,1.1158,0.6254,0.4939,BRCACancer
Utah__B06,0.2774,0.1232,-0.212,1.2445,1.777,1.7299,0.459,0.1169,0.4801,0.476,0.3031,0.7863,0.363,0.4513,-0.1026,0.9527,0.2566,0.2988,1.4129,0.5369,0.4519,BRCACancer
Utah__B07,1.0484,0.4226,0.2163,1.736,2.1961,2.1866,0.9906,0.8633,1.0259,0.8981,1.0467,1.1124,0.4817,0.8831,0.0576,1.2561,0.5909,0.5097,1.7409,0.7399,0.6293,BRCACancer
Utah__B08,0.8009,0.3014,0.2108,1.867,2.2475,1.9806,0.9221,0.7197,0.9311,0.7392,0.9075,0.6778,0.4971,0.9379,0.0949,1.1499,0.6141,0.5078,1.156,0.8371,0.685,Control
Utah__B09,0.2908,0.2333,0.163,1.1309,1.8664,1.8549,0.7146,0.439,0.6278,0.6799,0.6018,2.0269,0.5965,0.6279,0.0462,0.9575,0.3189,0.2716,1.1372,0.3752,0.4698,Control
Utah__B10,0.5911,0.2595,0.0741,1.4053,1.977,1.6229,0.7708,0.5219,0.5399,0.4596,0.5886,1.4479,0.3881,0.6502,0.0217,0.874,0.3039,0.2762,1.2173,0.5534,0.4846,Control
Utah__B11,0.6886,0.1667,0.4528,1.8542,2.0368,1.8065,0.8515,0.4327,0.6726,0.6055,0.971,0.9421,0.4,0.8707,0.0537,1.0068,0.6025,0.3229,0.9041,0.6291,0.4843,Control
Utah__B12,0.1387,0.1735,0.0117,1.0883,1.4581,1.5154,0.6148,0.3144,0.4136,0.5495,0.2851,1.9527,0.3317,0.6275,0.0567,0.6178,0.0478,0.2264,0.873,0.3193,0.1791,Control
Utah__C01,0.9187,0.419,0.3041,1.8682,2.0067,1.6928,0.9957,0.6704,0.8304,1.0455,0.944,0.9141,0.6384,0.9576,0.1252,0.9613,0.2854,0.4208,1.2504,0.7916,0.6206,BRCACancer
Utah__C02,0.9718,0.4169,0.3426,1.6253,1.9308,2.012,0.8407,0.6617,0.7976,1.1356,0.9609,0.8473,0.4622,0.8375,0.1182,0.9934,0.4716,0.3542,1.2754,0.8772,0.5669,BRCACancer
Utah__C03,1.165,0.613,0.3939,1.7095,1.9202,1.812,0.937,0.7761,0.9613,1.2477,1.1414,0.8426,0.5944,0.9512,0.0682,1.2434,0.4421,0.5211,1.5651,0.9409,0.7732,BRCACancer
Utah__C04,0.5257,0.2454,0.278,1.2876,1.5339,1.353,0.5308,0.6996,0.5956,0.5141,0.7045,0.6041,0.4393,0.719,0.1822,0.692,0.1647,0.2259,0.7261,0.3715,0.3568,Control
Utah__C05,0.4576,0.2449,0.1697,1.4224,1.5253,1.3136,0.6288,0.5506,0.4805,0.8236,0.5518,0.4546,0.3045,0.7215,0.0525,0.7308,0.2404,0.2409,0.7437,0.494,0.3778,BRCACancer
Utah__C06,-0.1073,-0.0381,0.1541,0.1891,0.4891,0.5233,0.2933,0.1183,0.1058,0.3507,0.3138,0.2003,0.2549,0.3077,0.2344,0.2605,-0.1911,0.0834,0.3994,0.0019,0.1985,Control
Utah__C07,0.7525,0.2487,0.2685,1.5335,1.6298,1.3924,0.6934,0.5516,0.6905,0.6868,0.7188,0.3689,0.334,0.6883,0.0643,0.8349,0.1872,0.2632,1.0345,0.6067,0.3929,Control
Utah__C08,0.7709,0.3684,0.2648,1.5297,1.9226,1.9742,0.8998,0.6184,0.814,0.8722,0.8601,0.7524,0.525,0.8397,0.0472,0.8646,0.4472,0.4588,1.1049,0.6941,0.5319,Control
Utah__C09,0.6783,0.2844,0.2744,1.2693,1.5968,1.6854,0.6896,0.5717,0.6188,0.8747,0.7112,0.483,0.4179,0.7157,0.1852,0.8981,0.2671,0.3506,1.082,0.5565,0.4334,Control
Utah__C10,0.8262,0.3699,0.197,1.3204,1.6067,1.5928,0.5585,0.5668,0.6051,1.0692,0.7588,0.5104,0.418,0.7078,0.1165,0.9367,0.398,0.3048,1.0331,0.7194,0.4117,BRCACancer
Utah__C11,0.6975,0.3922,0.4429,1.4751,1.8452,1.883,0.8709,0.7354,0.8881,0.7856,0.985,0.6761,0.6172,0.7469,0.1326,0.8526,0.4432,0.4124,1.1971,0.8077,0.6393,Control
Utah__C12,0.2721,0.1382,0.2668,0.9433,1.5199,1.8727,0.6076,0.2884,0.4798,0.4458,0.6127,0.478,0.3794,0.6431,0.094,0.5522,0.2093,0.239,0.6705,0.4151,0.3895,BRCACancer
Utah__D01,0.3286,0.2834,0.2067,1.4387,1.7603,1.8307,0.5771,0.4035,0.6043,0.7942,0.7195,1.9268,0.5552,0.7792,0.1428,0.6771,0.1762,0.2935,1.1883,0.3578,0.5342,BRCACancer
Utah__D02,0.5524,0.2475,0.3231,1.2665,1.683,2.3171,0.7014,0.5661,0.5709,0.612,0.7657,0.5308,0.4818,0.6872,0.1626,0.9171,0.3789,0.4002,0.9414,0.5376,0.5187,BRCACancer
Utah__D03,0.4398,0.2811,0.267,1.4117,1.5805,2.0967,0.7508,0.5447,0.5808,0.7634,0.715,0.6586,0.369,0.6963,0.1131,0.8639,0.1241,0.305,0.8951,0.534,0.3568,BRCACancer
Utah__D04,0.6503,0.253,0.2199,1.6474,1.867,2.0163,0.7138,0.5337,0.7468,0.7908,0.9,0.973,0.429,0.8128,0.1537,0.805,0.2989,0.3952,1.0007,0.5306,0.4886,BRCACancer
Utah__D05,0.8638,0.2831,0.2542,1.8043,1.8297,1.2367,0.6016,0.6595,0.651,0.8174,0.7757,0.5003,0.4103,0.7867,0.0615,0.9294,0.3845,0.3331,1.1412,0.8629,0.4488,BRCACancer
Utah__D06,0.8564,0.3717,0.3433,1.6923,1.94,2.1187,0.7987,0.6463,0.8559,1.0738,0.9121,0.8458,0.5385,0.796,0.0925,1.056,0.516,0.4,1.2533,0.7175,0.6398,BRCACancer
Utah__D07,0.7987,0.3618,0.3486,1.6055,1.8883,1.796,0.8209,0.6279,0.8685,0.9562,0.8316,0.4987,0.5737,0.7275,0.1245,1.1161,0.2902,0.4462,1.0738,0.7571,0.5355,Control
Utah__D08,0.379,0.27,0.2681,1.2801,1.7528,1.6968,0.5894,0.5893,0.5772,0.8962,0.6441,0.56,0.5062,0.5792,0.0669,0.9033,0.2672,0.2218,0.9083,0.407,0.3483,Control
Utah__D09,0.7074,0.318,0.2952,1.4358,1.8319,1.8712,0.6165,0.6309,0.7243,0.8975,0.8357,0.592,0.3838,0.7813,0.1994,0.9858,0.422,0.3341,1.0111,0.736,0.5157,Control
Utah__D10,0.6838,0.2082,0.4214,1.6898,1.963,1.8904,0.6782,0.3998,0.66,0.5961,0.7886,0.5699,0.4894,0.8087,0.1944,0.9908,0.3527,0.3026,0.8465,0.5869,0.5678,Control
Utah__D11,-0.0581,0.1277,0.1072,0.6667,1.0765,1.2117,0.2321,0.3619,0.3552,0.4489,0.3372,0.4441,0.3498,0.3571,0.0885,0.5333,-0.0792,0.1076,0.5856,0.2474,0.2551,Control
Utah__D12,0.3031,0.0691,0.1469,1.3986,1.6972,1.8485,0.6616,0.2373,0.6256,0.5181,0.6682,0.4878,0.5018,0.633,0.1269,0.7179,0.1444,0.2388,0.6882,0.3473,0.4848,Control
