@relation data

@attribute id string
@attribute 10000 numeric
@attribute 1026 numeric
@attribute 1027 numeric
@attribute 1147 numeric
@attribute 117145 numeric
@attribute 1385 numeric
@attribute 207 numeric
@attribute 208 numeric
@attribute 2308 numeric
@attribute 2309 numeric
@attribute 23239 numeric
@attribute 2475 numeric
@attribute 253260 numeric
@attribute 2931 numeric
@attribute 2932 numeric
@attribute 3164 numeric
@attribute 387 numeric
@attribute 4193 numeric
@attribute 4303 numeric
@attribute 4803 numeric
@attribute 4914 numeric
@attribute 5170 numeric
@attribute 5290 numeric
@attribute 5291 numeric
@attribute 5295 numeric
@attribute 5296 numeric
@attribute 572 numeric
@attribute 5728 numeric
@attribute 57761 numeric
@attribute 6199 numeric
@attribute 64223 numeric
@attribute 7249 numeric
@attribute 79109 numeric
@attribute 842 numeric
@attribute 84335 numeric
@attribute 8660 numeric
@attribute Class {Control,BRCACancer}

@data
Utah__A01,0.6002,1.3091,2.6211,1.5306,0.9962,1.8416,0.6045,0.8246,0.8721,0.583,0.2343,1.0269,1.9036,1.0356,0.6542,0.4898,0.7773,1.412,1.1683,-0.0387,0.0962,0.7691,1.6169,1.5303,1.4782,0.1982,0.2521,1.243,0.1428,0.802,0.4084,0.298,0.5289,0.8952,0.3063,0.4781,Control
Utah__A02,0.3429,1.0057,2.1365,1.317,0.6424,1.5349,0.5571,0.607,0.3657,0.3235,0.1632,0.7955,1.4763,1.0351,0.4588,0.3739,0.5327,1.1895,1.0344,-6e-04,0.2225,0.6471,1.3286,1.3861,1.1561,0.1599,0.1564,0.647,0.1393,0.5361,0.3396,0.2498,0.2765,0.614,0.1325,0.2271,Control
Utah__A03,0.3568,1.7394,2.3892,1.5532,0.6125,1.7089,0.6699,0.7634,0.6065,0.5552,0.1659,0.9929,1.6747,1.1356,0.6001,0.7565,0.88,1.5968,1.2396,-0.0052,0.1879,0.777,1.4291,1.4305,1.3011,0.2603,0.1963,0.9196,0.1792,0.7355,0.4543,0.3174,0.5302,0.8989,0.2792,0.3895,Control
Utah__A04,0.4955,1.0109,2.675,1.0954,1.0019,1.6942,0.6114,0.6935,0.5864,0.363,0.1916,0.9414,1.6712,0.963,0.4958,0.5605,0.4995,1.1684,1.1021,0.0688,0.1389,0.7264,1.383,1.3728,1.4673,0.2795,0.2622,0.7631,0.2549,0.6915,0.4023,0.2827,0.4327,0.7606,0.2477,0.4794,Control
Utah__A05,0.4795,1.8012,2.4322,1.4575,0.7156,1.7835,0.7362,0.7698,0.6853,0.5148,0.2286,1.0446,1.6641,1.254,0.5918,0.6333,0.6563,1.3876,1.2099,0.0091,0.0988,0.8704,1.5208,1.8135,1.3057,0.3911,0.324,0.9399,0.3072,0.8249,0.5028,0.3697,0.5111,0.9986,0.3828,0.644,Control
Utah__A06,0.4153,1.4441,2.288,1.4051,0.7464,1.6261,0.6349,0.7165,0.5503,0.4809,0.1664,0.9339,1.5772,1.03,0.5257,0.5783,0.5764,1.2594,1.1432,-0.0309,0.1011,0.7642,1.4163,1.4187,1.3466,0.1824,0.24,0.8375,0.0994,0.6832,0.3305,0.2672,0.4502,0.9562,0.2635,0.726,Control
Utah__A07,0.7253,1.1928,2.1677,1.4813,0.9645,1.8447,0.5857,0.7237,1.0041,0.9278,0.1692,0.9705,1.8412,1.0649,0.8174,0.6397,0.8147,1.4421,1.0346,0.051,0.1623,0.7972,1.6368,1.5148,1.6128,0.1921,0.246,1.3109,0.0382,0.6728,0.3772,0.2914,0.6192,0.8141,0.2323,0.5981,Control
Utah__A08,1.0592,1.1583,1.9706,1.3335,1.0055,1.9244,0.5257,0.7148,1.3846,1.0472,0.2432,1.0481,2.2244,0.9159,1.0598,0.5422,0.8852,1.4586,0.8388,0.0509,0.0849,0.8157,1.8021,1.5358,1.7107,0.159,0.0928,1.5,0.0506,0.5834,0.3352,0.2819,0.7634,0.7207,0.1531,0.4333,Control
Utah__A09,0.7398,1.3538,2.2163,1.4215,0.8218,1.7073,0.5517,0.6732,1.0121,0.7904,0.189,0.8703,1.7598,0.9837,0.707,0.6631,0.5829,1.3379,1.0313,0.0513,0.1777,0.8094,1.4941,1.4418,1.5301,0.1611,0.2173,1.3575,0.0389,0.6919,0.3499,0.2501,0.5862,0.7421,0.2331,0.5301,Control
Utah__A10,0.7924,1.1964,1.7468,1.4407,0.8316,1.9621,0.5517,0.7126,0.8646,1.0304,0.2224,1.0041,2.0278,1.0466,0.907,0.4185,0.7836,1.402,1.0594,0.0017,0.1032,0.8424,1.743,1.7142,1.6455,0.2578,0.2166,1.3359,0.1451,0.689,0.4056,0.293,0.6588,0.9479,0.2894,0.6594,Control
Utah__A11,0.5406,1.0562,1.9002,1.3452,0.5692,1.3787,0.5283,0.6608,0.6897,0.5651,0.2587,0.6508,1.3784,0.8863,0.4751,0.4711,0.5479,1.2621,1.0733,0.0286,0.0488,0.7155,1.2242,1.0238,1.2045,0.1856,0.1606,0.9869,0.0662,0.6447,0.341,0.2233,0.5079,0.5807,0.0967,0.5538,Control
Utah__A12,0.3543,1.2565,1.4109,0.8449,0.5736,1.2041,0.3826,0.4377,0.325,0.2961,0.018,0.6145,1.162,0.5291,0.3882,0.2607,0.2865,0.6552,0.8034,0.0762,0.2491,0.4748,0.9277,1.0841,0.9724,-0.1209,0.0686,0.3517,-0.1398,0.3874,0.2028,0.122,0.2044,0.4971,-0.0341,0.2125,Control
Utah__B01,0.6849,1.2563,2.4314,1.2751,1.4376,1.6376,0.3787,0.5976,0.8251,0.5081,0.1132,0.8735,1.8054,0.7147,0.6682,0.5604,0.7625,1.2612,0.9366,0.0571,0.1293,0.5275,1.4936,1.2976,1.579,-0.1709,-0.025,1.0963,-0.2264,0.4722,0.1769,0.0572,0.452,0.7117,0.0454,0.2877,Control
Utah__B02,0.4887,1.6103,2.7715,1.2949,1.1438,1.7428,0.6586,0.816,0.5851,0.4163,0.1933,0.9577,1.7086,1.0367,0.5401,0.9268,0.6839,1.2988,1.1277,0.0014,0.1495,0.7129,1.4558,1.3956,1.7588,0.2103,0.2649,0.8395,0.13,0.8568,0.5258,0.286,0.4378,0.868,0.3469,0.5391,Control
Utah__B03,0.618,1.0987,2.7998,1.2866,1.113,1.7274,0.5588,0.6437,0.6696,0.4305,0.208,0.8905,1.8308,0.8915,0.647,0.6665,0.6896,1.2256,0.9971,0.0656,0.1138,0.7586,1.5497,1.2952,1.9606,0.0948,0.1564,1.0159,-0.0517,0.6331,0.3461,0.2534,0.4413,0.6967,0.1727,0.4452,BRCACancer
Utah__B04,1.0125,0.8906,1.6884,1.0813,1.0973,1.7233,0.5084,0.6265,1.1517,1.1553,0.1996,1.0211,1.9522,0.789,1.0867,0.4689,1.0121,1.3012,0.6763,-0.0062,0.1396,0.8105,1.609,1.4994,1.5843,0.1053,0.0836,1.5005,-0.0431,0.475,0.176,0.3403,0.6514,0.6286,0.1467,0.3533,BRCACancer
Utah__B05,0.5078,1.0885,2.0103,1.0308,0.7741,1.3547,0.4305,0.6992,0.5219,0.4127,0.083,0.7963,1.4532,0.961,0.5288,0.8725,0.6877,1.1823,0.7946,0.0732,0.1809,0.6977,1.1758,1.1414,1.6637,0.0058,0.134,0.7646,0.0924,0.5479,0.2569,0.236,0.3268,0.6254,0.0809,0.5362,BRCACancer
Utah__B06,0.4508,0.8229,1.9047,1.1032,0.8075,1.416,0.1636,0.3683,0.4781,0.4762,0.0141,0.6837,1.5085,0.4884,0.4849,0.0323,0.5814,0.8635,0.6379,0.1303,0.0587,0.358,1.137,1.0547,1.3797,-0.3337,-0.0858,0.7277,-0.3239,0.2563,0.0408,-0.0292,0.3152,0.5369,-0.0908,0.0148,BRCACancer
Utah__B07,0.6026,1.2013,2.4588,1.4799,1.274,1.8168,0.6203,0.7663,0.6065,0.538,0.1626,0.9581,1.9279,1.0274,0.6284,0.3219,0.9305,1.3934,1.2003,0.0263,0.1946,0.7416,1.5902,1.4427,1.5748,0.191,0.203,1.0106,0.0749,0.7926,0.3887,0.3584,0.465,0.7399,0.3148,0.3436,BRCACancer
Utah__B08,0.3104,1.4914,2.2145,1.4267,0.5319,1.5686,0.6297,0.7068,0.4937,0.2982,0.2024,0.6954,1.3712,1.073,0.4248,0.4971,0.5672,1.2355,1.0847,-0.0581,0.1142,0.7226,1.3514,1.5826,1.132,0.1855,0.2826,0.7915,0.183,0.7385,0.4049,0.2979,0.4308,0.8371,0.2937,0.4616,Control
Utah__B09,1.0313,1.2244,2.1435,0.9438,0.9177,1.4345,0.4484,0.6215,1.2411,0.8457,0.1896,0.8142,1.7608,0.7073,0.8415,0.347,1.0014,1.2811,0.7586,0.0016,0.0761,0.7318,1.4071,1.3856,1.491,0.1349,0.0768,1.4496,-0.1276,0.457,0.2012,0.2879,0.5949,0.3752,0.066,0.4013,Control
Utah__B10,0.7046,0.8633,1.3812,1.0406,0.8861,1.5664,0.3712,0.4803,0.8716,0.7948,0.0849,0.7702,1.847,0.7617,0.846,0.341,0.6115,1.1987,0.7342,0.04,0.1377,0.6439,1.4557,1.2765,1.4619,0.0478,0.0931,1.0408,-0.0321,0.3491,0.1828,0.2045,0.4139,0.5534,0.0724,0.3729,Control
Utah__B11,0.4604,1.318,1.628,1.2072,0.638,1.4935,0.4509,0.6847,0.5985,0.5667,0.1991,0.798,1.4697,1.0527,0.622,0.473,0.5429,1.1518,0.9775,0.0276,0.1376,0.7083,1.4217,1.3764,1.24,0.1458,0.2148,0.8756,0.2154,0.4995,0.3489,0.2233,0.4477,0.6291,0.1369,0.4412,Control
Utah__B12,0.8008,0.5373,1.4788,0.5564,0.7496,1.2122,0.3638,0.5036,1.1554,0.7413,0.106,0.673,1.4907,0.4048,0.7691,0.1168,0.7352,0.6986,0.4138,0.0181,0.141,0.6225,1.1501,1.1129,1.1456,0.0789,0.0569,1.193,-0.0393,0.2972,0.185,0.2656,0.4494,0.3193,0.1219,0.3179,Control
Utah__C01,0.4944,1.2359,1.7058,1.38,0.8306,1.6227,0.6847,0.8,0.6894,0.7749,0.1887,0.9638,1.5473,1.1279,0.6705,0.7796,0.9105,1.3017,1.1201,-0.0124,0.1793,0.7609,1.3664,1.3659,1.2568,0.2252,0.2317,1.2209,0.0535,0.8192,0.4775,0.3633,0.5509,0.7916,0.3195,0.4838,BRCACancer
Utah__C02,0.4671,1.3841,2.0713,1.2322,0.7075,1.6381,0.7019,0.7799,0.4898,0.4103,0.1219,0.9303,1.5726,1.13,0.4598,0.4883,0.5033,1.1848,1.1777,0.1095,0.2093,0.6836,1.4157,1.3914,1.2932,0.2894,0.2893,0.7437,0.1334,0.8665,0.492,0.3759,0.3078,0.8772,0.3292,0.4106,BRCACancer
Utah__C03,0.458,1.3007,2.2619,1.376,0.9169,1.6651,0.9231,0.9758,0.505,0.554,0.2129,1.043,1.6786,1.2612,0.5712,0.6889,0.7448,1.3805,1.3069,0.0467,0.1797,0.7401,1.5104,1.3048,1.2173,0.4337,0.3753,0.8609,0.2753,1.0065,0.6108,0.4922,0.433,0.9409,0.4281,0.51,BRCACancer
Utah__C04,0.2442,1.0465,1.9799,0.7702,0.3488,0.853,0.5682,0.6323,0.3401,0.1532,0.1253,0.4922,0.9568,0.8765,0.2874,0.4221,0.304,0.8168,0.9377,0.1219,0.1288,0.5423,0.7955,1.1165,0.7671,0.3081,0.2509,0.5582,0.2173,0.5179,0.395,0.2886,0.2276,0.3715,0.2535,0.5045,Control
Utah__C05,0.2222,0.829,1.3504,0.8165,0.5649,1.1885,0.5706,0.5801,0.3759,0.2679,0.1298,0.6016,1.1124,0.939,0.2348,0.4069,0.3584,0.7516,0.8036,0.0662,0.165,0.5665,0.937,1.1142,0.8638,0.2248,0.089,0.5088,0.1457,0.4691,0.3816,0.331,0.2415,0.494,0.2039,0.4153,BRCACancer
Utah__C06,0.0362,1.0835,0.392,0.1994,0.1251,0.2594,0.25,0.2288,0.303,0.1707,0.009,0.1529,0.3932,0.2641,0.1177,0.2645,0.2708,0.093,0.3059,0.052,0.1933,0.225,0.2206,0.2189,0.3392,-0.0112,0.1103,0.2868,0.0055,0.1216,0.1481,0.2143,0.0275,0.0019,0.0421,0.0157,Control
Utah__C07,0.3665,1.0204,1.6602,0.9891,0.5388,1.3346,0.551,0.6551,0.3425,0.3275,0.1399,0.7405,1.3488,0.9183,0.3741,0.3729,0.3207,0.9382,0.9555,0.0214,0.178,0.5542,1.1736,1.1021,1.0366,0.1955,0.2273,0.5416,0.0732,0.5297,0.3969,0.2786,0.2661,0.6067,0.2241,0.3809,Control
Utah__C08,0.3599,1.4276,1.8322,1.2106,0.8217,1.5226,0.6146,0.7092,0.4646,0.318,0.147,0.8707,1.5563,1.1026,0.4146,0.5604,0.4685,1.2027,1.095,-0.0254,0.1318,0.6328,1.2968,1.2657,1.1417,0.2624,0.194,0.6051,0.1572,0.7606,0.4165,0.3123,0.3237,0.6941,0.2293,0.3625,Control
Utah__C09,0.293,1.2865,1.4607,0.9552,0.5095,1.3704,0.5812,0.6399,0.3356,0.2449,0.1481,0.7329,1.3676,0.9485,0.2952,0.4828,0.4637,0.9403,0.8008,0.0508,0.1106,0.6346,1.1689,1.2637,1.0607,0.2592,0.1551,0.506,0.2299,0.5904,0.4063,0.2896,0.2827,0.5565,0.2295,0.3215,Control
Utah__C10,0.2989,0.9804,1.3232,0.8554,0.683,1.4817,0.5856,0.6162,0.3762,0.2671,0.1624,0.7871,1.3786,0.9522,0.3433,0.3622,0.3285,0.89,0.9202,-0.0206,0.1901,0.547,1.2759,1.3937,1.0398,0.2235,0.1796,0.4842,0.1758,0.5916,0.3928,0.2428,0.2152,0.7194,0.2402,0.4731,BRCACancer
Utah__C11,0.3093,1.1973,1.9822,1.2111,0.9016,1.3856,0.699,0.8067,0.538,0.2616,0.2006,0.8165,1.4946,1.2633,0.3865,0.5124,0.5695,1.2933,1.1461,-0.0012,0.1614,0.7405,1.2004,1.27,1.0752,0.4322,0.3027,0.6124,0.2787,0.8223,0.4802,0.4044,0.3932,0.8077,0.3325,0.4806,Control
Utah__C12,0.2174,0.8227,1.2316,0.6521,0.366,0.8762,0.5121,0.5441,0.3344,0.2104,0.054,0.4115,0.9276,0.7835,0.2864,0.2993,0.2682,0.5999,0.7131,0.0757,0.1341,0.5107,0.7596,0.978,0.6171,0.2172,0.1549,0.4542,0.1014,0.4711,0.309,0.2635,0.1436,0.4151,0.1976,0.2604,BRCACancer
