@relation data

@attribute id string
@attribute 10092 numeric
@attribute 10093 numeric
@attribute 10094 numeric
@attribute 10095 numeric
@attribute 10096 numeric
@attribute 10097 numeric
@attribute 10109 numeric
@attribute 10487 numeric
@attribute 10552 numeric
@attribute 107 numeric
@attribute 164091 numeric
@attribute 2770 numeric
@attribute 2778 numeric
@attribute 2782 numeric
@attribute 2792 numeric
@attribute 3265 numeric
@attribute 4661 numeric
@attribute 5241 numeric
@attribute 5300 numeric
@attribute 54852 numeric
@attribute 5567 numeric
@attribute 5568 numeric
@attribute 5573 numeric
@attribute 5575 numeric
@attribute 5576 numeric
@attribute 5577 numeric
@attribute 5594 numeric
@attribute 5595 numeric
@attribute 58 numeric
@attribute 6195 numeric
@attribute 6714 numeric
@attribute 891 numeric
@attribute 983 numeric
@attribute 995 numeric
@attribute Class {Control,BRCACancer}

@data
Utah__A01,1.4633,1.6629,0.6454,1.9128,2.1256,2.0439,2.1461,1.5464,0.7424,-0.0295,0.624,0.0531,0.7306,1.4299,-0.119,0.4236,-0.0839,-0.1314,0.6199,-0.0588,1.1287,-0.1227,1.8555,0.0687,1.1825,1.0216,1.76,1.0952,0.5845,0.9079,0.3755,0.4576,0.072,0.0174,Control
Utah__A02,1.5728,1.6044,0.3855,1.8527,1.9481,1.9462,2.2047,1.5737,0.6418,0.0718,0.4995,0.0345,0.5967,1.392,-0.0204,0.3716,-0.0882,-0.1344,0.4661,-0.0627,0.9806,-0.1089,1.8585,0.0861,1.0744,1.1411,1.6579,1.0379,0.6411,0.9261,0.3775,0.3667,-0.0215,-0.0173,Control
Utah__A03,1.5456,1.7989,0.6143,2.0375,2.1635,2.1664,2.3388,1.6033,0.7455,0.0628,0.4997,0.0376,0.6975,1.4897,-0.1335,0.3757,-0.0507,-0.1626,0.6023,-0.0392,0.9935,-0.0955,1.9244,0.0926,1.2517,1.0566,1.9065,1.0752,0.6903,1.0247,0.6195,0.5154,0.1043,0.0215,Control
Utah__A04,1.6583,1.8317,0.4111,2.2056,2.0926,2.0268,2.2495,1.5807,0.6485,0.0443,0.3508,0.0186,0.6569,1.4717,-0.0544,0.3609,-0.088,-0.1216,0.4809,-0.0383,1.1638,-0.1322,1.8452,0.1265,1.2396,1.3226,1.7434,1.0602,0.7928,1.0075,0.414,0.328,0.0185,-9e-04,Control
Utah__A05,1.6424,1.9654,0.6179,2.3734,2.2116,2.0566,2.2923,1.6425,0.7062,0.0207,0.587,0.0445,0.6767,1.5737,-0.0887,0.4772,-0.0958,-0.1456,0.5681,-0.026,1.0454,-0.0826,1.9782,0.1139,1.3175,1.4163,1.9721,1.2157,0.8992,1.116,0.6469,0.4002,0.0873,0.0346,Control
Utah__A06,1.4632,1.6663,0.4365,2.0743,1.9371,2.0285,2.0431,1.5362,0.6208,0.0266,0.7028,0.0635,0.5918,1.4137,-0.116,0.2467,-0.0959,-0.1534,0.442,-0.0209,0.8785,-0.1543,1.9638,0.061,1.1796,1.0561,1.8749,1.0037,0.6775,0.9822,0.4253,0.34,-0.0425,-7e-04,Control
Utah__A07,1.6007,1.776,0.628,2.0621,2.2443,2.2654,2.2004,1.7094,0.7275,0.0569,0.5163,0.0356,0.6707,1.5236,-0.1604,0.364,-0.0979,-0.1476,0.5451,-0.1131,1.1356,-0.131,2.0261,0.1063,1.2869,1.1756,1.9127,0.9863,0.6352,0.9873,0.359,0.4597,0.0583,0.0374,Control
Utah__A08,1.404,1.6099,0.55,1.8139,2.4093,2.2788,2.3329,1.5442,0.7075,-0.0018,0.494,-0.0088,0.6901,1.4965,-0.0941,0.2967,-0.0455,-0.17,0.4944,-0.0683,1.1812,-0.03,1.7243,0.0189,1.1737,0.8746,1.9432,1.0102,0.5459,0.8463,0.3481,0.3704,-0.0392,-0.0321,Control
Utah__A09,1.4758,1.6319,0.4452,1.936,2.2355,2.0967,2.1452,1.5427,0.6017,0.0294,0.4371,-0.0266,0.6175,1.4111,-0.1405,0.349,-0.0902,-0.1357,0.506,-0.0304,1.096,-0.2464,1.9258,0.0974,1.1124,1.1918,1.8616,1.0062,0.623,0.8276,0.4569,0.3483,0.0701,-0.0513,Control
Utah__A10,1.6215,1.906,0.5506,2.141,2.3883,2.263,2.4244,1.8835,0.6625,-0.0156,0.4091,0.1115,0.6986,1.5165,-0.1499,0.398,-0.0885,-0.1312,0.5739,-0.0201,1.2467,-0.1022,1.9263,0.0576,1.2695,1.3995,1.9537,0.9394,0.6509,0.9696,0.4388,0.3207,-0.0688,0.0044,Control
