@relation data

@attribute id string
@attribute 1277 numeric
@attribute 1278 numeric
@attribute 1280 numeric
@attribute 1281 numeric
@attribute 1282 numeric
@attribute 1284 numeric
@attribute 1285 numeric
@attribute 1286 numeric
@attribute 1287 numeric
@attribute 1289 numeric
@attribute 1290 numeric
@attribute 1291 numeric
@attribute 1292 numeric
@attribute 1293 numeric
@attribute 1297 numeric
@attribute 1298 numeric
@attribute 1299 numeric
@attribute 131873 numeric
@attribute 1398 numeric
@attribute 1399 numeric
@attribute 256076 numeric
@attribute 2885 numeric
@attribute 2886 numeric
@attribute 2889 numeric
@attribute 3265 numeric
@attribute 3845 numeric
@attribute 4690 numeric
@attribute 4893 numeric
@attribute 5045 numeric
@attribute 5154 numeric
@attribute 5155 numeric
@attribute 5156 numeric
@attribute 5159 numeric
@attribute 5290 numeric
@attribute 5291 numeric
@attribute 5295 numeric
@attribute 5296 numeric
@attribute 5327 numeric
@attribute 5335 numeric
@attribute 5340 numeric
@attribute 5594 numeric
@attribute 5595 numeric
@attribute 56034 numeric
@attribute 5604 numeric
@attribute 5605 numeric
@attribute 5781 numeric
@attribute 5894 numeric
@attribute 5921 numeric
@attribute 6654 numeric
@attribute 6696 numeric
@attribute 6714 numeric
@attribute 6772 numeric
@attribute 6774 numeric
@attribute 6776 numeric
@attribute 6777 numeric
@attribute 6778 numeric
@attribute 7057 numeric
@attribute 7058 numeric
@attribute 7059 numeric
@attribute 7060 numeric
@attribute 7529 numeric
@attribute 80310 numeric
@attribute 8440 numeric
@attribute 9564 numeric
@attribute Class {Control,BRCACancer}

@data
Utah__A01,-0.1778,-0.1137,-0.0279,-0.0427,-0.0622,-0.0749,-0.0686,-0.0921,-0.1484,-0.1111,-0.1147,0.0442,0.1438,0.0562,-0.0721,-0.0327,0.0024,-0.143,0.9907,2.0291,-0.0261,1.6355,-0.0621,0.8562,0.4236,1.5967,0.8713,2.7938,1.0971,0.5166,0.1685,0.0087,0.0819,1.5746,1.5626,1.4982,0.2071,0.0306,1.7307,0.0104,1.76,1.0952,0.2387,0.7341,0.4307,0.5566,1.7841,1.2823,1.1256,-0.018,0.3755,2.3654,1.4524,1.2133,1.495,2.362,2.1737,0.0094,0.5176,-0.0664,2.4175,-0.0473,0.9437,0.0389,Control
Utah__A02,-0.179,-0.0554,0.0183,0.0431,-0.06,-0.0687,-0.0368,-0.0476,-0.1384,-0.0832,-0.0796,0.0754,0.1976,0.0666,-0.0042,0.0125,0.0294,-0.0881,0.7806,1.9507,-0.0731,1.481,-0.0522,0.6121,0.3716,1.3547,0.7212,2.9993,0.8672,0.6073,0.1438,0.0454,0.2443,1.3014,1.4139,1.1993,0.1689,0.0788,1.247,0.0276,1.6579,1.0379,0.2683,0.48,0.3006,0.4031,1.5394,0.8797,0.9005,0.0235,0.3775,2.5389,1.317,1.1168,1.0726,2.3107,1.6545,0.124,0.3487,-0.0124,2.3201,-0.0294,0.6136,0.0582,Control
Utah__A03,-0.1707,-0.1078,0.003,0.0346,-0.0744,-0.0571,-0.0708,-0.0708,-0.154,-0.0921,-0.0918,0.0411,0.2129,0.0719,-0.0098,0.0329,0.0285,-0.0869,0.9451,2.0362,-0.0626,1.7658,-0.0224,0.9528,0.3757,1.6527,0.8561,3.0903,1.3173,0.4638,0.1012,0.0451,0.4882,1.3967,1.4596,1.3339,0.2691,0.039,1.3323,0.0307,1.9065,1.0752,0.2864,0.7059,0.4986,0.48,1.7337,1.0695,1.1275,0.1049,0.6195,2.8972,1.4815,1.269,1.2059,2.3941,1.7695,0.0919,0.4747,-0.003,2.5593,0.093,0.6927,0.0201,Control
Utah__A04,-0.0843,-0.0804,0.0331,0.0076,-0.0438,-0.0397,-0.0399,-0.06,-0.1421,-0.0315,-0.0499,0.167,0.3071,0.1037,-0.0145,0.0758,0.1819,-0.0708,0.8166,2.0492,-0.0775,1.4795,0.0215,0.7611,0.3609,1.1951,0.7593,3.0364,1.0901,0.4994,0.196,0.0058,0.1572,1.353,1.4002,1.4882,0.2883,0.0242,1.3202,-0.0493,1.7434,1.0602,0.2115,0.5113,0.4277,0.3995,1.6705,0.9939,1.028,-0.0036,0.414,2.379,1.3965,1.1765,1.2032,2.3202,1.7578,0.0591,0.3659,-0.0301,2.4235,0.0097,0.8155,0.1022,Control
Utah__A05,-0.0414,-0.0986,0.053,-0.0106,-0.055,-0.0396,-0.071,-0.0753,-0.1174,-0.0497,-0.0934,0.1347,0.2713,0.1648,-0.0322,0.0626,0.1538,-0.0895,0.9618,2.1796,-0.0516,1.8562,-0.0322,0.8114,0.4772,1.4096,0.8332,3.3113,1.4782,0.7112,0.2167,0.0339,0.1976,1.4836,1.8548,1.3381,0.3996,-0.0183,1.2108,-0.0789,1.9721,1.2157,0.4019,0.726,0.5021,0.4857,1.8077,1.1017,1.0464,-0.0301,0.6469,2.648,1.4478,1.3211,1.2305,2.5513,2.3155,0.049,0.4155,-0.0402,2.404,0.1016,0.7393,0.1021,Control
Utah__A06,-0.1574,-0.0653,-0.0727,0.0123,-0.0736,-0.0836,-0.0454,-0.0378,-0.164,-0.1074,-0.0872,0.004,0.2155,0.0812,-0.0436,-0.0359,-0.0334,-0.0786,0.87,1.9476,-0.0252,1.5705,-0.1217,0.6859,0.2467,1.4336,0.6693,2.8748,1.3048,0.3478,0.0934,0.0181,0.0664,1.3845,1.4475,1.3761,0.1914,-0.0483,1.2063,0.0064,1.8749,1.0037,0.2116,0.6824,0.3564,0.4941,1.7479,0.9595,0.8852,0.0198,0.4253,2.2254,1.3706,1.129,1.1159,2.4537,2.1575,0.0496,0.4297,-0.0294,2.4712,0.077,0.5958,0.0898,Control
Utah__A07,-0.1837,-0.0867,-0.0883,0.0176,-0.0772,-0.1098,-0.0419,-0.0317,-0.1697,-0.1187,-0.0519,0.0619,0.2314,0.0704,-0.0306,0.08,0.0308,-0.1075,1.0263,2.0664,0.0291,1.8609,-0.0661,1.0563,0.364,1.7064,0.926,2.9085,1.1117,0.5108,0.1013,0.0444,0.3481,1.5934,1.5467,1.6231,0.2011,-0.0586,1.2924,-0.0114,1.9127,0.9863,0.333,0.8669,0.4096,0.5361,1.7697,1.3399,1.1765,0.0237,0.359,2.2112,1.4224,1.0809,1.3173,2.4066,1.63,0.0881,0.5202,0.0105,2.4695,0.1155,0.9159,0.066,Control
Utah__A08,-0.1908,-0.1185,-0.036,-0.0341,-0.0576,-0.0954,-0.0946,-0.082,-0.1504,-0.1312,-0.0951,0.0159,0.1886,0.0264,-0.0339,-0.0795,-0.0051,-0.1604,0.7391,1.7358,-0.0625,1.7198,-0.0779,1.1569,0.2967,1.6216,0.9677,2.6904,0.9416,0.3805,0.1132,-0.0364,0.2918,1.7501,1.5683,1.714,0.168,-0.0397,1.4821,-0.0232,1.9432,1.0102,0.3841,0.8829,0.3414,0.621,1.7375,1.5435,1.467,0.073,0.3481,2.5672,1.3603,1.023,1.3652,2.0624,1.1023,0.0411,0.4756,-0.0713,2.3332,0.2564,1.1216,0.0864,Control
Utah__A09,-0.1356,-0.0989,-0.0189,0.0173,-0.0901,-0.0914,-0.0144,-0.0649,-0.1795,-0.1185,-0.0809,-0.0194,0.2328,0.0699,-0.0244,0.0333,0.0186,-0.0642,0.8608,2.0087,-0.0573,1.8278,-0.0693,1.0474,0.349,1.5553,0.8191,2.8883,1.0314,0.5645,0.1341,0.0158,0.209,1.4582,1.4714,1.5464,0.1702,-0.0119,1.3752,-0.0283,1.8616,1.0062,0.3076,0.7767,0.356,0.4602,1.637,1.182,0.9988,-0.0077,0.4569,2.4187,1.3413,1.0927,1.2773,2.4285,1.8888,0.0629,0.3237,-0.0097,2.5884,0.0726,0.9109,0.0729,Control
Utah__A10,-0.143,-0.1011,0.011,-0.0233,-0.0651,-0.0298,-0.0649,-0.0402,-0.1381,-0.0833,-0.1042,0.0665,0.4474,0.0595,-0.0457,0.033,0.1089,-0.1163,0.8286,1.9823,-0.0698,1.802,0.0212,1.0854,0.398,1.4415,0.932,2.9966,1.076,0.6005,0.1742,-0.0171,0.1452,1.6941,1.7523,1.6535,0.2665,0.006,1.2657,-0.0414,1.9537,0.9394,0.3349,0.8171,0.4749,0.5199,1.7832,1.3374,1.3316,-0.0238,0.4388,2.7033,1.4577,1.0601,1.2687,2.2558,2.1597,-0.011,0.3763,-0.0188,2.4465,0.3043,0.9163,0.1025,Control
Utah__A11,-0.1374,-0.1513,-0.0255,-0.0042,-0.008,-0.0431,-0.1373,-0.0673,-0.1445,-0.073,-0.0831,-0.0665,0.2933,0.0383,-0.1069,-0.1047,-0.0233,-0.1538,0.6943,1.9002,0.0409,1.5523,-0.0725,0.8843,0.2904,1.4146,0.651,2.4753,1.0001,0.2353,0.1526,-0.0382,0.2063,1.2025,1.0402,1.2442,0.1945,0.0105,1.1776,-0.0112,1.8347,0.9926,0.1821,0.6056,0.4262,0.4262,1.2804,0.8024,0.7415,-0.0405,0.2186,1.4881,1.2392,0.8919,1.1274,2.2062,1.5688,0.0782,0.1556,-0.0542,2.3845,0.2378,0.5846,0.1324,Control
Utah__A12,-0.1423,-0.0605,-0.0049,0.0417,-0.0791,-0.0456,-0.0228,-0.0293,-0.1909,-0.1059,-0.0612,-0.1565,0.0913,0.2304,-0.0024,-0.0499,-0.1,-0.0293,0.3624,1.4779,0.1366,1.1373,-0.0751,0.3956,0.2032,0.8721,0.6444,2.575,0.7014,0.4062,0.0502,0.1046,0.2678,0.9215,1.1023,1.0289,-0.1111,0.0056,0.8519,0.1059,1.3126,0.6672,0.2784,0.3165,0.1908,0.2625,1.1644,0.6589,0.5292,0.0102,0.1258,1.4931,0.947,0.6648,0.6719,1.6087,1.4935,0.1474,0.3216,-0.0075,1.7589,-0.0656,0.5585,0.0949,Control
