@relation data

@attribute id string
@attribute 119391 numeric
@attribute 124975 numeric
@attribute 221357 numeric
@attribute 2539 numeric
@attribute 257202 numeric
@attribute 2678 numeric
@attribute 2686 numeric
@attribute 2687 numeric
@attribute 26873 numeric
@attribute 2729 numeric
@attribute 2730 numeric
@attribute 2876 numeric
@attribute 2877 numeric
@attribute 2878 numeric
@attribute 2879 numeric
@attribute 2880 numeric
@attribute 2882 numeric
@attribute 290 numeric
@attribute 2936 numeric
@attribute 2937 numeric
@attribute 2939 numeric
@attribute 2940 numeric
@attribute 2941 numeric
@attribute 2944 numeric
@attribute 2946 numeric
@attribute 2947 numeric
@attribute 2948 numeric
@attribute 2949 numeric
@attribute 2950 numeric
@attribute 2952 numeric
@attribute 2954 numeric
@attribute 3417 numeric
@attribute 3418 numeric
@attribute 373156 numeric
@attribute 4257 numeric
@attribute 4258 numeric
@attribute 4259 numeric
@attribute 4953 numeric
@attribute 50484 numeric
@attribute 51056 numeric
@attribute 51060 numeric
@attribute 5226 numeric
@attribute 6240 numeric
@attribute 6241 numeric
@attribute 6611 numeric
@attribute 6723 numeric
@attribute 79017 numeric
@attribute 9446 numeric
@attribute Class {Control,BRCACancer}

@data
Utah__A01,0.1197,0.1096,-0.043,1.0176,-0.0805,-0.0267,0.4201,-0.0164,0.1499,0.6866,0.7273,1.4486,0.0742,-0.0509,1.7078,-0.1431,1.2467,1.2513,1.4483,0.6674,0.3046,-0.1718,-0.0068,0.1605,0.4009,0.4116,-0.0706,0.0401,0.7544,0.2189,0.2389,0.6119,0.7915,2.1723,0.6426,0.6682,0.5056,1.635,1.5606,0.9546,1.0921,1.279,1.7357,0.0429,0.2631,0.7773,0.2659,1.1894,Control
Utah__A02,0.0077,0.0021,-0.1279,1.0243,-0.1537,0.0039,0.1236,0.185,0.1084,0.6006,0.5726,1.1041,0.0024,-0.0636,1.5527,-0.097,0.7083,1.4721,1.5049,0.416,0.3563,0.0874,0.0671,0.2889,0.2496,0.1346,0.0949,0.032,0.8706,0.1046,0.044,0.501,0.6561,1.9192,0.4504,0.7132,0.3673,1.6491,1.1338,1.3015,0.99,1.3783,1.3584,0.0801,0.1121,0.6645,0.0939,0.6346,Control
Utah__A03,0.0758,0.1077,-0.0523,1.2158,-0.0753,-0.0913,0.1063,0.1211,0.1652,0.7329,0.6202,1.4731,0.0131,0.0445,1.6413,-0.1011,0.6469,1.3942,1.6874,0.676,0.3668,-0.0514,0.0488,0.3329,0.3129,0.184,0.1617,0.0122,0.8365,-0.0347,0.174,0.6414,0.8981,1.9272,0.6399,0.7623,0.4047,1.5996,1.4468,1.5407,1.0807,1.4404,1.5788,0.3941,0.2295,0.7464,0.1819,0.9289,Control
Utah__A04,-0.0175,0.1221,0.1038,1.1563,-0.1114,-0.0653,0.2075,0.2019,0.1996,0.6168,0.6032,0.9343,0.002,0.0041,1.7179,-0.1734,0.9255,1.531,1.4744,0.4434,0.2806,0.1461,0.0117,0.0981,0.325,-0.0094,0.1409,-0.1077,0.9521,-0.0078,0.0478,0.4196,0.6212,2.1557,0.3299,0.6324,0.4291,1.9825,1.1764,0.9488,1.1835,1.4241,1.3678,0.0672,0.0629,0.8399,0.1168,0.5603,Control
Utah__A05,-0.0061,-0.0068,-0.1143,1.4284,-0.1201,0.0392,0.2382,0.1796,0.2627,0.6648,0.7905,1.3317,0.0193,-0.0671,1.9548,-0.1541,0.9103,2.0857,1.7467,0.6279,0.4202,0.0797,0.0501,0.216,0.3672,0.3146,0.1285,0.1615,0.9675,0.2864,0.2606,0.7847,0.9076,2.0573,0.7686,0.9029,0.533,1.9946,1.4655,1.1769,1.2511,1.6579,1.4572,0.1515,0.1354,0.8964,0.1794,1.0146,Control
Utah__A06,-0.0057,-0.0451,-0.2115,1.1798,-0.0193,-0.034,0.149,0.0321,0.0855,0.6125,0.4971,1.4884,0.0753,0.036,1.6186,-0.0952,0.6644,1.309,1.5729,0.5024,0.259,-0.1426,0.0575,-0.1307,0.311,0.0492,0.1126,-0.1447,0.9728,0.0531,0.1616,0.5587,0.7309,1.7118,0.672,0.7991,0.4174,1.5422,1.2215,0.9493,1.0829,1.6299,1.3784,-0.0862,0.2095,0.7338,0.2046,0.7544,Control
Utah__A07,-0.0101,0.0198,-0.0993,1.1128,-0.0537,-0.0741,0.2187,0.0379,0.1196,0.7707,0.648,0.7344,-0.0633,0.0108,1.7927,-0.1504,0.8758,1.2761,1.5241,0.5564,0.4379,0.0558,0.0602,0.3411,0.4961,0.2714,0.2455,0.0102,0.9092,0.1703,0.1736,0.6371,0.7649,1.9849,0.6665,0.8118,0.603,1.5973,1.5306,1.1901,1.1338,1.443,1.5542,0.2704,0.276,0.7688,0.2717,0.7569,Control
Utah__A08,0.0457,0.0586,-0.0028,0.9051,-0.0157,0.003,0.3174,0.0073,0.0312,0.8071,0.5989,1.0285,0.0893,-0.1295,1.5224,-0.1547,0.7278,1.0082,1.4756,0.4444,0.3208,-0.0255,0.1042,0.0523,0.4207,0.2947,0.2199,-0.2148,0.5871,0.1815,0.182,0.5315,0.6122,1.9377,0.3854,0.6196,0.6755,1.3383,1.1912,0.9264,1.0317,1.1598,1.401,0.1727,0.3718,0.6321,0.1689,0.6316,Control
Utah__A09,0.0028,0.0215,-0.1761,1.0063,-0.0219,-0.0698,0.2322,0.025,0.1097,0.638,0.5652,0.8639,0.0115,0.016,1.7818,-0.077,0.6918,1.5634,1.5414,0.5151,0.2805,0.0616,0.088,0.0231,0.2658,0.1596,0.2681,0.0805,0.7126,0.1244,0.1334,0.4498,0.7243,1.9052,0.3573,0.684,0.3173,1.5819,1.4193,0.8146,1.0653,1.2934,1.6492,-0.0065,0.2592,0.6518,0.1729,0.7231,Control
Utah__A10,-0.0222,0.0318,-0.134,1.1267,-0.0822,0.0165,0.2892,0.1524,0.1443,0.8057,0.7511,1.0374,0.0383,5e-04,1.7384,-0.1521,0.6752,1.462,1.4822,0.5471,0.1944,-0.0855,0.0398,0.2024,0.1223,0.3436,0.1311,0.1156,0.8479,0.0645,0.1602,0.5691,0.7533,1.861,0.5658,0.8291,0.6719,1.786,1.3559,1.2049,1.2169,1.528,1.4312,0.0117,0.1948,0.7172,0.2237,0.6881,Control
Utah__A11,-0.0613,0.1652,-0.0508,1.0065,-0.0595,-0.1163,0.1403,0.0926,0.0494,0.5078,0.4479,0.6696,-0.0432,0.032,1.4924,-0.0787,0.5315,0.81,1.5581,0.4067,0.1626,0.1361,0.011,-0.0692,0.1298,-0.1631,0.0967,-0.1928,0.8213,0.0403,0.0362,0.2938,0.6725,1.4718,0.4436,0.5241,0.269,1.3672,1.2055,0.7067,0.8237,1.173,1.4222,0.1396,0.2765,0.5094,0.1469,0.5027,Control
Utah__A12,0.0703,0.1085,-0.0749,0.6517,0.0792,-0.1539,-0.0051,-0.1122,-0.0169,0.5342,0.4002,0.8985,-0.0711,-0.0116,1.3685,0.0603,0.6827,0.7153,1.1458,0.2938,0.2495,0.1424,0.1928,0.027,0.2197,0.0866,0.2913,-0.0246,0.6499,0.0436,0.0177,0.2692,0.4631,1.424,0.3398,0.5803,0.2616,1.759,0.7144,1.02,0.9126,1.2087,1.0033,0.1917,0.1129,0.6222,-0.007,0.5239,Control
Utah__B01,0.044,0.0083,-0.0941,0.6385,0.0273,-0.134,0.2698,-0.2202,-0.1891,0.7117,0.5066,1.3035,0.1669,-0.0493,1.3524,-0.1032,0.9328,0.5455,1.3257,0.5234,0.248,0.3198,0.1647,-0.2356,0.5791,0.2618,0.0876,0.0191,0.5149,0.1946,0.1029,0.3469,0.4757,1.7113,0.3167,0.5174,0.4773,1.4955,1.154,1.0545,0.8756,1.2448,1.3255,-0.0194,0.352,0.4573,0.1295,0.548,Control
Utah__B02,0.0396,0.0796,-0.1796,1.163,-0.1175,0.0379,0.3931,0.0516,0.1289,0.7713,0.6683,1.7546,0.0875,0.018,1.8581,-0.1028,1.121,1.0072,1.546,0.6447,0.1989,0.0524,0.1279,0.2806,0.666,-0.0198,0.3339,0.0495,0.9732,0.1075,0.2065,0.5318,0.8388,2.1057,0.4963,0.7513,0.5391,1.8214,1.3982,1.3049,1.2218,1.5143,1.4861,0.105,0.2216,0.8116,0.2948,0.6943,Control
Utah__B03,0.0514,0.0538,-0.1753,0.96,-0.0668,-0.0196,0.2561,0.0145,0.0758,0.7453,0.6023,1.5445,0.0858,-0.0993,1.4913,-0.1017,1.0084,0.8203,1.6182,0.511,0.1935,0.2329,0.1095,0.2338,0.4613,0.1441,0.1656,-0.1425,0.8433,0.1643,0.1775,0.487,0.7317,1.8868,0.4444,0.6481,0.4791,1.428,1.2818,1.1427,1.058,1.506,1.5009,-0.0261,0.1769,0.5816,0.1864,0.6311,BRCACancer
Utah__B04,-0.0159,0.0692,-0.0458,0.7331,-0.0755,0.0122,0.1562,0.0091,0.0716,0.7486,0.5923,1.289,-0.0206,-0.0637,1.1792,-0.1009,0.6309,1.0916,1.3561,0.3419,0.2061,0.0859,0.0398,0.2464,0.3868,0.0442,0.1199,-0.0373,0.656,-0.0177,0.0277,0.3843,0.6074,1.8364,0.2316,0.7815,0.4665,1.4194,0.8598,0.747,0.8439,1.0792,0.98,0.2951,0.3869,0.5998,0.1082,0.4561,BRCACancer
Utah__B05,-0.0231,0.0598,-0.1279,0.8601,-0.1362,-0.1037,0.1077,0.0157,0.0164,0.6283,0.4854,0.9039,-0.0783,0.0588,1.4431,-0.1005,0.6161,1.0051,1.3581,0.4175,0.2586,0.2769,0.1399,0.2481,0.4422,-0.039,0.1627,-0.0563,0.8007,4e-04,-0.0373,0.1466,0.6668,1.6717,0.1147,0.6838,0.4034,1.4521,0.9718,1.1678,0.9342,1.0418,1.2182,0.2339,0.2069,0.8043,0.1011,0.6056,BRCACancer
Utah__B06,0.0077,0.0256,-0.1017,0.5471,0.027,-0.1716,-0.0049,-0.2832,-0.1922,0.5744,0.3694,0.7818,0.0621,-0.0584,0.8068,0.0779,0.3769,0.6957,1.2394,0.2679,0.361,0.2903,0.1816,-0.111,0.3073,0.109,-0.0483,-0.1884,0.389,-0.2319,-0.0055,0.2564,0.2381,1.5615,0.1881,0.5078,0.2645,1.2349,0.9316,0.9409,0.5565,1.2093,0.7762,-0.0039,0.2222,0.3332,0.0662,0.2967,BRCACancer
