@relation data

@attribute id string
@attribute 1964 numeric
@attribute 1965 numeric
@attribute 1968 numeric
@attribute 1973 numeric
@attribute 1974 numeric
@attribute 1975 numeric
@attribute 1977 numeric
@attribute 1981 numeric
@attribute 2197 numeric
@attribute 26986 numeric
@attribute 27335 numeric
@attribute 3646 numeric
@attribute 3921 numeric
@attribute 6187 numeric
@attribute 6188 numeric
@attribute 6189 numeric
@attribute 6191 numeric
@attribute 6192 numeric
@attribute 6193 numeric
@attribute 6194 numeric
@attribute 6201 numeric
@attribute 6202 numeric
@attribute 6203 numeric
@attribute 6204 numeric
@attribute 6205 numeric
@attribute 6206 numeric
@attribute 6207 numeric
@attribute 6208 numeric
@attribute 6209 numeric
@attribute 6210 numeric
@attribute 6217 numeric
@attribute 6222 numeric
@attribute 6223 numeric
@attribute 6224 numeric
@attribute 6227 numeric
@attribute 6228 numeric
@attribute 6229 numeric
@attribute 6230 numeric
@attribute 6231 numeric
@attribute 6232 numeric
@attribute 6233 numeric
@attribute 6234 numeric
@attribute 6235 numeric
@attribute 7458 numeric
@attribute 8661 numeric
@attribute 8662 numeric
@attribute 8664 numeric
@attribute 8665 numeric
@attribute 8666 numeric
@attribute 8667 numeric
@attribute 8668 numeric
@attribute 8669 numeric
@attribute 8894 numeric
@attribute Class {Control,BRCACancer}

@data
Utah__A01,1.1506,1.368,2.3426,1.8574,2.1257,1.0955,0.572,1.4818,1.0046,2.3623,1.2425,1.2502,1.4999,1.0083,1.5386,1.3894,1.2832,-0.0442,0.4934,1.6116,0.7274,0.3555,1.7809,0.4951,1.604,1.8761,1.5948,0.97,0.3019,1.183,1.6676,0.8804,0.4798,1.3285,1.2666,1.5513,1.2462,1.6857,1.0382,1.742,0.7921,0.7553,2.2133,1.2295,2.117,1.1888,1.1853,0.6929,1.433,1.1698,1.925,1.0404,0.7383,Control
Utah__A02,0.8024,1.1774,2.2762,1.7453,1.8208,0.7115,0.4218,1.3412,0.4302,1.9458,1.1624,0.9466,1.095,0.8487,1.3662,1.1083,0.9895,-0.0881,0.3984,1.3649,0.5306,0.1736,1.4227,0.3124,1.2191,1.2115,1.3606,0.8228,0.2741,0.9911,1.4447,0.6479,0.3289,0.754,1.026,1.3279,0.8168,1.487,0.8101,1.2862,0.464,0.4898,2.0062,1.0065,2.0262,1.0678,1.0117,0.5765,1.1845,0.9613,1.9532,0.8579,0.4773,Control
Utah__A03,1.265,1.3773,2.0975,2.2392,2.1684,0.8949,0.532,1.4796,0.9664,2.4069,1.1882,1.0101,1.364,1.1544,1.4367,1.1065,1.0888,-0.1311,0.542,1.5561,0.6652,0.0865,1.837,0.4194,1.5419,1.4823,1.7248,1.0418,0.3234,1.2997,1.5871,0.7109,0.5285,0.9282,1.0681,1.5054,0.9862,1.6875,1.1292,1.4523,0.6902,0.7616,2.2205,1.2759,2.0357,1.1503,1.143,0.7414,1.3302,1.107,1.9982,0.978,0.5453,Control
Utah__A04,0.9723,1.1666,2.2187,1.8439,2.1161,0.7035,0.4744,1.4786,0.8877,2.2228,1.0757,0.9938,1.5477,1.1158,1.438,1.2412,0.9643,-0.0389,0.492,1.666,0.6682,0.5529,1.4965,0.363,1.2993,1.573,1.8014,1.0621,0.378,1.0569,1.7116,0.7711,0.3624,0.8114,1.1887,1.6567,0.7027,1.7366,0.7632,1.6801,0.5813,0.4281,2.1871,1.2153,1.9293,1.2183,1.1242,0.6084,1.2626,0.9611,2.2757,0.7564,0.4587,Control
Utah__A05,0.9943,1.2895,2.1037,1.771,1.8672,0.6776,0.4719,1.7398,0.9748,2.1204,1.2027,0.9627,1.2245,0.9857,1.3358,0.99,0.8787,-0.0305,0.4818,1.3338,0.5304,0.4585,1.8277,0.3456,1.2344,1.479,1.6155,0.9698,0.3562,0.9786,1.5516,0.6779,0.3682,0.9496,1.1052,1.7642,0.6992,1.5125,1.0077,1.5995,0.5924,0.7779,2.0325,1.2583,2.0747,1.282,1.0759,0.5984,1.4749,0.9886,2.1833,0.8518,0.4738,Control
Utah__A06,0.9184,1.2106,2.2804,2.0301,1.9166,0.7292,0.385,1.5228,0.8069,2.2403,1.1947,0.9975,1.333,1.1305,1.3437,1.1442,1.2125,-0.0583,0.3882,1.4606,0.6568,0.2865,1.8816,0.379,1.4154,1.5055,1.6272,1.0565,0.2426,1.1585,1.7373,0.814,0.3364,0.8885,1.1239,1.7025,0.9313,1.5087,1.0247,1.5387,0.5607,0.871,2.0626,1.151,1.9633,1.2046,1.0789,0.6908,1.418,1.0205,2.0463,0.888,0.559,Control
Utah__A07,0.9815,1.3507,2.2993,1.6889,1.7788,0.8033,0.6208,1.4733,0.6996,2.3216,1.1748,1.2534,1.1084,1.0022,1.3598,1.0989,1.0443,-0.1181,0.3728,1.4007,0.6992,0.225,1.6622,0.4336,1.2045,1.5549,1.2987,0.7752,0.217,0.9117,1.3999,0.5617,0.3998,1.0107,1.2216,1.4602,1.3132,1.5495,0.6642,1.3199,0.451,0.3805,1.8367,1.2298,2.0533,1.2224,1.1345,0.7039,1.3193,1.272,1.9825,0.961,0.6532,Control
Utah__A08,0.9911,1.1975,2.1753,1.8784,1.9239,0.9603,0.6957,1.3466,0.5976,2.4787,1.1596,1.3698,1.4871,0.7694,1.2129,1.1295,0.9553,-0.0654,0.3411,1.4096,0.4975,0.0496,1.3307,0.3047,1.2673,1.3614,1.3392,0.7864,0.1995,0.8809,1.6293,0.7745,0.3117,0.913,1.1814,1.3664,0.8818,1.559,0.8626,1.4495,0.541,0.2782,2.0034,1.2682,1.9076,1.1582,1.1441,0.8014,1.1424,1.3734,1.8391,1.0347,0.657,Control
Utah__A09,0.9367,1.2792,2.2337,1.8666,1.7455,0.8046,0.563,1.3748,0.7103,2.3149,1.1292,1.1871,1.3113,0.8953,1.3502,0.8241,0.9877,-0.0882,0.414,1.2735,0.4781,0.2093,1.529,0.3362,1.2675,1.4779,1.3412,0.8513,0.2933,0.9206,1.6015,0.5046,0.2674,0.7877,1.1932,1.5081,0.8026,1.4242,0.8196,1.5678,0.3807,0.5947,2.0997,1.0405,2.0056,1.1796,1.0425,0.553,1.266,1.2718,2.0188,0.9169,0.5049,Control
Utah__A10,0.9719,1.3534,2.1542,1.8809,1.8789,0.7885,0.5259,1.4837,0.6909,2.2018,1.1866,1.1816,1.2762,1.0292,1.0319,0.9693,1.0517,-0.0308,0.3555,1.2767,0.5809,0.4533,1.5671,0.4027,1.2638,1.5869,1.4078,0.7822,0.2116,0.8855,1.4629,0.6307,0.4171,0.7316,1.1922,1.3453,0.8016,1.3283,0.7437,1.4848,0.2954,0.5133,1.8305,1.0384,1.9251,1.124,1.0731,0.6737,1.2155,1.2232,2.0292,0.8638,0.5333,Control
