@relation data

@attribute id string
@attribute 1436 numeric
@attribute 1950 numeric
@attribute 1956 numeric
@attribute 2885 numeric
@attribute 30011 numeric
@attribute 4233 numeric
@attribute 51100 numeric
@attribute 5156 numeric
@attribute 5578 numeric
@attribute 5579 numeric
@attribute 56904 numeric
@attribute 6714 numeric
@attribute 867 numeric
@attribute Class {Control,BRCACancer}

@data
Utah__A01,1.1546,0.6001,-0.0836,1.6355,0.6307,-0.0539,1.4553,0.0087,0.5534,1.0586,0.5303,0.3755,1.4692,Control
Utah__A02,1.3845,0.4306,-0.0018,1.481,0.3885,0.1428,1.3715,0.0454,0.2001,0.7032,0.4057,0.3775,1.3404,Control
Utah__A03,1.8769,0.4898,-0.0179,1.7658,0.5598,0.1217,1.4683,0.0451,0.1966,0.9762,0.5087,0.6195,1.4201,Control
Utah__A04,1.393,0.406,-0.029,1.4795,0.4264,0.0367,1.4221,0.0058,0.3061,0.82,0.5215,0.414,1.3018,Control
Utah__A05,1.77,0.8132,-0.0454,1.8562,0.545,0.0534,1.5104,0.0339,0.3059,0.9512,0.5522,0.6469,1.5154,Control
Utah__A06,1.6415,0.4684,-0.0159,1.5705,0.4948,0.0458,1.3841,0.0181,0.296,0.9045,0.4356,0.4253,1.3978,Control
Utah__A07,1.6377,0.4347,-0.019,1.8609,0.7341,0.0411,1.4448,0.0444,0.5102,1.3099,0.4285,0.359,1.5784,Control
Utah__A08,1.5105,0.2616,-0.0439,1.7198,0.8516,-0.0034,1.3995,-0.0364,0.8364,1.4137,0.3529,0.3481,1.5716,Control
Utah__A09,1.445,0.5351,-0.0328,1.8278,0.714,0.0382,1.2391,0.0158,0.5718,1.2508,0.365,0.4569,1.523,Control
Utah__A10,1.384,0.7675,-0.0615,1.802,0.7372,0.0124,1.4282,-0.0171,0.3781,1.3167,0.441,0.4388,1.4811,Control
Utah__A11,1.1386,0.2605,-0.018,1.5523,0.5359,0.1217,1.0956,-0.0382,0.3263,0.9853,0.3295,0.2186,1.2882,Control
Utah__A12,0.9135,0.5833,0.1048,1.1373,0.3178,0.1594,1.0094,0.1046,0.1184,0.5269,0.1799,0.1258,0.8081,Control
Utah__B01,1.2294,0.4203,0.0118,1.5002,0.6192,-0.0141,1.2009,0.0218,0.5839,0.9472,0.2995,0.1574,1.2405,Control
Utah__B02,1.5941,0.4014,-0.0267,1.6034,0.4806,7e-04,1.3986,0.012,0.3378,0.785,0.4738,0.4168,1.2966,Control
Utah__B03,1.3657,0.0772,-0.0568,1.5674,0.6046,-0.0644,1.3932,-0.0159,0.3907,0.9095,0.3728,0.269,1.2845,BRCACancer
Utah__B04,1.2728,0.4419,-0.0234,1.6385,0.882,-0.004,1.2851,0.0352,0.6402,1.5857,0.3875,0.3471,1.5356,BRCACancer
Utah__B05,1.9068,0.2665,0.0386,1.4949,0.444,0.0671,1.1013,0.0372,0.1887,0.8601,0.3091,0.2846,1.3231,BRCACancer
Utah__B06,0.7938,0.3649,-0.0104,1.1292,0.4874,0.0422,0.9649,0.0928,0.1906,0.7212,0.1568,-0.0707,0.8181,BRCACancer
Utah__B07,1.2773,0.4331,-0.02,1.6266,0.6073,0.0453,1.3981,0.0426,0.2531,0.9385,0.4519,0.3629,1.4135,BRCACancer
Utah__B08,1.5239,0.6665,-0.0716,1.6339,0.4493,0.0559,1.1718,-0.0054,0.242,0.7048,0.4598,0.5462,1.4213,Control
Utah__B09,0.9251,0.562,-0.0452,1.6507,0.9396,0.0652,1.1662,-0.0016,0.6761,1.539,0.3779,0.3244,1.3982,Control
Utah__B10,1.2086,0.2694,-0.0056,1.509,0.5995,0.0184,1.2106,-0.0362,0.405,1.1167,0.2699,0.2328,1.2428,Control
Utah__B11,1.5401,0.6144,-0.0224,1.7392,0.5164,0.0899,1.3275,0.0191,0.3123,0.9569,0.41,0.4267,1.5054,Control
Utah__B12,0.5166,0.1879,-0.0631,1.3322,0.6966,0.0134,0.7102,-0.0106,0.6519,1.3776,0.151,0.2132,1.1468,Control
Utah__C01,1.9414,0.4123,-0.0174,1.7966,0.7112,0.1146,1.269,0.0115,0.3616,1.229,0.5074,0.5989,1.5432,BRCACancer
Utah__C02,1.5988,0.5748,0.0131,1.5019,0.404,0.1092,1.3748,0.0846,0.2437,0.7082,0.5581,0.5092,1.2712,BRCACancer
