@relation data

@attribute id string
@attribute 10379 numeric
@attribute 2353 numeric
@attribute 3454 numeric
@attribute 3455 numeric
@attribute 3456 numeric
@attribute 4790 numeric
@attribute 5599 numeric
@attribute 5610 numeric
@attribute 5970 numeric
@attribute 7189 numeric
@attribute 8061 numeric
@attribute 8600 numeric
@attribute 8792 numeric
@attribute Class {Control,BRCACancer}

@data
Utah__A01,1.7069,2.8983,1.8576,1.8615,-0.079,1.6889,1.4021,1.8188,1.4148,0.8106,1e-04,-0.1008,0.0518,Control
Utah__A02,1.3893,1.0191,1.7034,1.5021,-0.2148,1.279,0.9672,1.2849,1.23,0.7424,0.0779,-0.0743,-0.0379,Control
Utah__A03,1.8085,2.3465,1.7313,1.8904,-0.2692,1.4481,1.211,1.8364,1.459,0.9056,7e-04,-0.1362,0.106,Control
Utah__A04,1.4275,1.5126,1.5674,1.5942,-0.2096,1.4307,0.9665,1.2758,1.4617,0.7685,0.1089,0.0183,0.0458,Control
Utah__A05,1.7551,1.9653,1.8037,1.8324,-0.1085,1.5153,1.1192,1.5038,1.5159,0.825,0.1225,-0.0037,0.092,Control
Utah__A06,1.4777,3.1061,1.6386,1.7258,-0.1587,1.3528,1.1521,1.4959,1.312,0.7493,-0.0123,-0.0041,0.1458,Control
Utah__A07,1.5459,2.7089,1.6684,2.182,-0.0262,1.6808,1.3691,1.3792,1.2303,0.9049,-0.0568,-0.0184,-0.0437,Control
Utah__A08,1.4037,1.6836,1.542,2.2133,-0.2548,1.8517,1.4969,1.4814,1.2164,0.8033,-0.0116,-0.0961,-3e-04,Control
Utah__A09,1.5498,2.2224,1.7771,2.0501,-0.0616,1.6,1.3676,1.3728,1.304,0.7418,-0.0751,-0.0528,0.0531,Control
Utah__A10,1.5953,3.187,1.6603,1.9077,-0.0787,1.6339,1.2269,1.4402,1.2969,0.9223,0.0616,0.0242,0.0714,Control
Utah__A11,1.2467,2.8409,1.6042,1.665,-0.1644,1.1125,1.1557,0.9744,1.1956,0.7483,0.0067,0.1727,-0.0476,Control
Utah__A12,0.6645,0.8747,1.0638,0.803,-0.3401,1.0664,0.6947,0.6887,0.7846,0.4091,-0.1368,-0.04,0.0058,Control
Utah__B01,1.3304,1.9307,1.4775,1.8333,0.0912,1.5141,1.4678,1.4456,1.1788,0.6996,-0.2374,-0.0713,0.0093,Control
Utah__B02,1.7959,3.0541,1.6681,1.7525,-0.1479,1.4393,1.2677,1.5158,1.5668,0.8729,-0.0407,0.0059,0.0338,Control
Utah__B03,1.4958,2.6415,1.5996,1.7603,-0.1479,1.4807,1.2757,1.3999,1.3846,0.889,0.0265,-0.0161,0.0564,BRCACancer
Utah__B04,1.2498,0.8639,1.2563,1.9337,-0.2403,1.6477,1.1452,1.2065,1.1066,0.7544,0.0252,0.0434,-0.0059,BRCACancer
Utah__B05,1.2959,1.0309,1.3542,1.7387,-0.1927,1.2639,1.0222,0.882,1.2743,0.7887,-0.0782,-0.0457,0.0149,BRCACancer
Utah__B06,1.1824,0.6734,1.078,1.3311,-0.0172,1.2056,0.9729,1.0552,0.8016,0.5568,-0.3766,-0.0218,-0.014,BRCACancer
Utah__B07,1.8112,1.1335,1.7474,1.8088,0.0706,1.4768,1.4186,1.5644,1.4052,0.8359,0.0471,-0.0242,-0.0394,BRCACancer
Utah__B08,1.3846,1.386,1.7497,1.6094,-0.1539,1.2024,1.0803,1.1072,1.2641,0.7919,0.0801,0.0259,0.0768,Control
Utah__B09,1.1855,1.357,1.0594,2.002,-0.2892,1.3963,1.0942,1.1265,1.0746,0.6653,0.0396,0.053,0.037,Control
Utah__B10,1.1577,1.762,1.1925,1.7533,-0.2042,1.488,0.9202,1.4121,0.9463,0.6547,0.0299,0.0113,-0.0013,Control
Utah__B11,1.1635,2.0348,1.4776,1.5522,-0.0306,1.3382,0.9405,1.1409,1.2114,0.69,0.0314,-0.0317,-0.0278,Control
Utah__B12,1.0255,0.998,0.7061,1.5654,-0.0573,1.2842,0.7469,0.6033,0.777,0.5564,0.0112,-0.0579,-0.1037,Control
Utah__C01,1.6534,1.5999,1.5195,2.0343,-0.1251,1.4466,1.167,1.1192,1.4302,0.8126,-0.0535,0.0289,-0.0405,BRCACancer
Utah__C02,1.6024,1.4708,1.5511,1.5795,-0.0933,1.3945,0.9944,1.1654,1.5139,0.7302,0.109,0.0884,0.0106,BRCACancer
Utah__C03,2.0105,1.192,1.444,1.8283,-0.2866,1.3917,1.2159,1.2768,1.6895,0.9752,0.0154,-0.0369,-0.029,BRCACancer
Utah__C04,0.9624,1.9992,1.0715,0.9911,-0.2104,0.9029,0.6903,0.5574,1.2122,0.572,0.1802,-0.0687,0.0643,Control
Utah__C05,1.088,1.2255,1.1749,0.9081,-0.276,1.0868,0.6604,0.6286,1.1245,0.7609,0.1476,-0.0495,0.0015,BRCACancer
Utah__C06,0.4084,0.6383,0.3348,0.3249,-0.3164,0.4197,0.113,0.2771,0.5461,0.1881,-0.0685,0.2173,0.0559,Control
Utah__C07,1.0268,1.1155,1.1825,1.0581,-0.1475,1.1322,0.7965,0.8714,1.1737,0.6198,0.1453,0.0356,0.0093,Control
Utah__C08,1.4487,1.525,1.6299,1.4495,-0.0295,1.256,1.0421,1.1058,1.3756,0.7965,0.1452,0.0691,0.0955,Control
Utah__C09,1.3162,2.3714,1.2709,1.2044,-0.2506,1.2046,0.7566,0.8762,1.2505,0.7283,0.0748,0.0659,0.0482,Control
Utah__C10,1.1699,1.2297,1.1559,1.0516,-0.0674,1.3224,0.6258,0.8782,1.1881,0.7269,0.0625,0.1018,0.0395,BRCACancer
Utah__C11,1.5395,1.6072,1.5356,1.6428,-0.0938,1.2128,0.9952,1.1212,1.54,0.7842,0.2292,0.1097,0.0973,Control
Utah__C12,0.9182,0.859,0.8901,0.8786,-0.3023,0.9106,0.6168,0.5182,1.1171,0.5151,0.0942,0.0406,0.1255,BRCACancer
Utah__D01,1.4217,0.6698,1.1766,2.192,-0.196,1.5194,1.122,1.0875,1.1972,0.7399,-0.0421,0.1262,-0.0275,BRCACancer
Utah__D02,1.1273,1.1621,1.3879,1.4363,-0.2329,1.2262,0.7685,0.986,1.3901,0.7075,0.1134,0.0787,0.1007,BRCACancer
Utah__D03,1.2915,0.9675,1.0817,1.1912,-0.0924,1.1064,0.6701,0.8189,1.2135,0.54,0.1076,0.0049,-0.0024,BRCACancer
Utah__D04,1.448,1.1336,1.5092,1.6039,-0.2355,1.2679,0.8421,1.1696,1.3126,0.7401,0.2006,0.0729,0.0365,BRCACancer
Utah__D05,1.5356,1.6508,1.3628,1.2744,-0.2349,1.2268,0.7677,1.2252,1.2803,0.6742,0.021,-0.0241,0.0434,BRCACancer
Utah__D06,1.422,1.5242,1.6266,1.5878,-0.001,1.4003,1.1422,1.2688,1.4453,0.8039,0.1214,0.0439,0.0995,BRCACancer
Utah__D07,1.5135,1.6696,1.3535,1.3394,-0.2646,1.1684,1.0331,1.1285,1.4693,0.7757,0.0824,0.1087,0.037,Control
Utah__D08,1.2279,1.1035,1.1786,1.0539,-0.1436,1.0552,0.6312,0.9999,1.1476,0.5343,0.1371,0.0739,0.0135,Control
Utah__D09,1.2893,1.135,1.346,1.4058,-0.0431,1.2624,0.8993,1.1458,1.3605,0.6599,0.1417,-0.0034,0.0032,Control
Utah__D10,1.0884,1.0206,1.4682,1.2875,-0.285,0.9767,0.7945,0.7017,1.1994,0.5916,0.0877,-0.0142,0.0947,Control
Utah__D11,0.5455,0.5449,0.6469,0.6749,-0.4311,0.673,0.3039,0.3483,0.8229,0.343,-0.1323,0.1046,0.0659,Control
Utah__D12,0.9316,1.193,1.3082,1.2526,-0.2074,0.9607,0.6215,0.7005,1.3293,0.4175,0.102,0.1749,0.0802,Control
Utah__E01,1.2159,2.3796,1.2126,1.0337,-0.0579,1.0221,0.6584,0.8172,1.2459,0.5111,-0.001,-0.0727,-0.0566,BRCACancer
Utah__E02,1.4571,1.0981,1.2659,1.389,-0.1993,1.373,0.9029,1.3075,1.3666,0.7477,-0.0345,0.0815,-0.0225,Control
Utah__E03,1.7283,1.7042,1.5088,1.3654,-0.2179,1.1533,0.9619,1.4871,1.4859,0.6975,0.182,-0.0135,0.0332,Control
Utah__E04,1.6846,2.1091,1.4758,1.5208,0.0354,1.3374,1.1244,1.1663,1.6787,0.7848,0.1173,0.1401,0.1675,Control
Utah__E05,1.0414,0.8595,1.1183,1.2392,0.0191,1.3527,0.9068,1.1233,1.2602,0.6078,0.0016,0.0266,0.021,Control
Utah__E06,1.1736,3.1463,1.1131,1.1892,-0.4547,1.0846,0.5907,0.9177,0.8628,0.5078,-0.2166,-0.0863,-0.1512,BRCACancer
Utah__E07,1.3944,2.5056,1.3324,1.4332,-0.0038,1.225,0.7674,1.092,1.4606,0.6737,0.1002,0.0331,0.1132,BRCACancer
Utah__E08,1.8609,2.2316,1.4069,1.6712,-0.0981,1.3272,1.0163,1.5751,1.4692,0.7539,0.1162,0.0092,0.0405,Control
Utah__E09,1.3937,1.3211,1.3861,1.3609,-0.118,1.1678,0.8915,0.9976,1.3755,0.7712,0.1258,0.031,0.0852,BRCACancer
Utah__E10,1.4993,1.6472,1.5172,1.5775,-0.0824,1.4889,1.0471,1.3105,1.3407,0.7604,0.0761,0.0041,-0.0062,BRCACancer
Utah__E11,1.1644,0.8233,1.2255,1.181,-0.2153,1.0555,0.7104,0.857,1.314,0.6704,-0.0396,0.0517,0.0653,Control
Utah__E12,0.8782,0.9614,0.9323,0.9134,-0.2589,0.916,0.5391,0.5755,1.0486,0.577,-0.048,0.1453,0.0549,BRCACancer
Utah__F01,1.7595,2.8837,1.7465,1.7447,-0.2578,1.5008,1.2532,1.6697,1.5268,0.8197,0.0289,-0.0901,-0.0301,Control
Utah__F02,1.6718,1.3628,1.6781,1.7015,-0.1753,1.5076,1.0941,1.4329,1.5288,0.8597,0.098,0.0654,0.0471,Control
Utah__F03,1.3442,1.6262,1.4165,1.3277,-0.3161,1.0752,1.0259,1.2122,1.4309,0.785,0.0626,0.0406,-0.0093,Control
Utah__F04,1.7222,1.3806,1.5206,1.8947,-0.2269,1.4066,1.1653,1.3388,1.2953,0.7215,-0.0747,0.1039,-0.048,Control
Utah__F05,1.6518,1.1015,1.5742,1.528,-0.0765,1.312,0.9815,1.7922,1.3701,0.7017,0.068,0.0385,0.0777,Control
Utah__F06,1.068,1.2563,1.2995,1.0461,-0.3075,1.1468,0.7352,0.8759,1.1211,0.6562,0.1596,0.0426,0.0567,Control
Utah__F07,1.3891,1.7552,1.5107,1.7824,-0.1801,1.6271,1.0102,1.3996,1.4076,0.7306,0.2004,0.0231,0.016,Control
Utah__F09,1.5699,2.008,1.6085,1.506,-0.2333,1.5706,1.1957,1.562,1.5946,0.8634,0.1188,0.0944,0.0639,Control
Utah__F10,1.7396,2.4008,1.639,1.8186,-0.0618,1.606,1.0499,1.6912,1.5437,0.8572,0.0807,0.0691,0.0487,Control
Utah__F11,1.6071,2.4092,1.583,1.4941,-0.2144,1.1869,0.9728,1.223,1.4453,0.7518,0.0774,0.1245,0.0679,Control
Utah__F12,1.3042,1.7943,1.4657,1.853,-0.1106,1.5431,1.0838,1.3304,1.194,0.7772,0.0093,-0.0249,-0.0233,Control
Utah__G01,1.1497,1.2998,1.4211,1.6749,0.0263,1.2454,0.8702,1.2168,1.3475,0.7088,0.0178,0.0354,0.0449,Control
Utah__G02,1.2824,1.5849,1.2004,1.3211,-0.2541,1.0541,0.762,1.1142,1.2118,0.6253,0.0897,0.0321,0.002,Control
Utah__G03,1.6082,1.52,1.4618,1.6931,-0.1044,1.5039,1.1772,1.449,1.4094,0.8707,0.0789,0.0209,0.0808,Control
Utah__G04,1.4757,1.4757,1.4937,1.405,-0.238,1.4809,0.8616,1.5443,1.3965,0.7913,0.1594,0.0751,0.0608,BRCACancer
Utah__G05,1.1684,0.8887,0.767,1.2325,-0.2178,0.9172,0.6494,0.7775,1.0147,0.363,0.0493,0.0586,0.0613,BRCACancer
Utah__G06,1.3062,1.9961,1.2264,1.4796,-0.3256,1.4127,0.7732,1.3127,1.1842,0.7337,0.12,-0.0023,0.0111,BRCACancer
Utah__G07,1.2602,0.865,1.2954,1.3397,0.0988,1.1417,0.9001,0.9804,1.1466,0.7119,0.0421,0.0789,0.0024,Control
Utah__G08,1.3437,1.974,1.631,1.7442,-0.0637,1.3302,1.1888,1.3417,1.326,0.7672,0.0514,0.0669,0.015,Control
Utah__G09,1.0885,1.1389,1.0831,1.3327,-0.0924,0.9708,0.7475,0.8833,1.164,0.6727,0.0868,0.0542,-0.0055,Control
Utah__G10,0.91,1.8252,1.0712,1.1013,-0.1848,1.0415,0.5234,0.9672,1.0844,0.6514,-0.0765,-0.0175,-0.0472,BRCACancer
Utah__G11,0.696,0.5779,0.9454,0.9053,-0.0017,0.8238,0.6184,0.6327,0.6832,0.4335,0.2321,0.2356,0.0921,BRCACancer
Utah__G12,1.2954,1.2676,1.0163,1.4483,-0.1837,1.1782,0.902,1.168,1.0758,0.7268,0.0196,0.0292,-0.0649,BRCACancer
Utah__H01,0.981,1.3676,1.1791,1.2669,-0.1892,1.1039,0.6953,0.8339,1.0627,0.6278,0.0546,-0.0453,0.0169,Control
Utah__H02,1.4167,1.7802,1.4031,1.1859,-0.1001,1.022,0.8484,0.8831,1.3107,0.624,0.1223,0.0847,0.0989,Control
Utah__H03,1.026,1.0748,1.2531,1.3426,0.0836,1.1543,0.9161,0.8291,1.1699,0.6909,-0.05,0.1192,0.0188,Control
Utah__H04,1.546,2.0403,1.5477,1.7486,-0.2166,1.2148,1.2637,1.1037,1.4482,0.819,-0.0285,0.0788,-0.0641,Control
Utah__H06,1.552,1.3926,1.4329,1.7209,-0.164,1.2262,0.8909,1.8064,1.4765,0.7784,0.109,0.1151,0.0636,Control
Utah__H07,1.4678,2.642,1.1796,1.5581,-0.3612,1.1636,1.0509,1.1467,1.1564,0.7576,-0.1109,-0.0427,-0.0296,BRCACancer
Utah__H08,1.3449,3.7195,0.9997,1.4035,-0.1512,1.0379,0.7242,1.4495,1.1028,0.5391,-0.014,0.0983,0.0451,BRCACancer
Utah__H09,0.7341,1.9875,0.4268,1.3117,-0.1675,1.0779,0.7198,0.5609,0.8257,0.4912,-0.0278,0.0957,0.0414,BRCACancer
Utah__H10,0.9928,1.3617,0.8072,1.4254,-0.2589,1.1652,0.8173,0.7745,0.9313,0.6353,-0.1078,0.0209,-0.102,BRCACancer
Utah__H11,0.9889,1.962,0.8925,1.04,-0.2873,1.2393,0.734,1.3693,0.9627,0.6019,-0.0173,0.0266,0.0535,BRCACancer
Utah__H12,1.6911,1.8504,1.5878,1.6491,-0.142,1.4477,1.0624,1.9881,1.3379,0.8045,-0.0526,-0.0094,0.0263,BRCACancer
Utah__I01,1.7692,1.493,1.2123,1.4851,0.0266,1.4946,1.1837,1.8372,1.4683,0.9042,0.0296,0.0596,0.0633,Control
Utah__I02,0.8833,0.5965,0.963,1.2745,0.0059,1.3277,1.0189,0.7781,1.0728,0.598,-0.0824,-0.0175,-0.1377,Control
Utah__I03,0.9362,0.6993,0.8968,0.8716,-0.2042,0.9514,0.7275,0.8424,0.8757,0.5092,-0.0917,0.0888,-0.0519,Control
Utah__I04,1.6556,2.0418,1.5046,1.4251,-0.0269,1.2958,0.9489,1.3318,1.4212,0.9215,0.2035,0.0303,0.0418,Control
Utah__I05,1.3263,1.368,1.207,1.2899,-0.1005,1.1225,0.7246,0.8489,1.4037,0.6067,0.144,0.1023,-0.0255,Control
Utah__I06,1.3254,3.3278,1.2496,1.2214,-0.0868,1.1884,0.8956,1.0024,1.4772,0.7509,0.0991,0.0478,0.081,Control
Utah__I07,1.8029,2.563,1.4909,1.9414,-0.1111,1.5403,1.0294,1.5031,1.681,0.8553,0.0678,-0.0601,0.0262,Control
Utah__I08,1.4233,1.4885,1.3624,1.4382,0.0588,1.4997,1.0746,1.4138,1.3335,0.7537,-0.0245,0.058,-0.0472,Control
Utah__I09,1.2233,1.6054,1.2238,1.0741,-0.0602,1.0226,1.0357,0.8613,0.9694,0.6886,0.0227,-0.0426,-0.0097,Control
Utah__I10,1.6551,1.3475,1.5392,1.5455,-0.0521,1.5616,1.1558,1.5815,1.305,0.777,-0.0385,0.0306,0.0368,Control
Utah__I11,0.7512,0.5115,0.6584,0.9419,-0.3579,1.103,0.5192,0.8551,0.9755,0.428,-0.1755,0.0167,-0.0024,Control
Utah__I12,1.0823,1.0666,1.3798,1.3005,-0.0627,1.2758,1.0299,1.1175,1.2155,0.6615,-0.1323,0.0151,-0.0476,Control
Utah__I13,1.5172,1.5396,1.3369,1.3874,-0.0534,1.2451,0.9918,0.9123,1.3944,0.7635,-0.0314,-0.065,-0.0013,Control
Utah__J01,1.0227,0.981,1.1008,1.1358,-0.202,0.9967,0.5933,0.8495,1.1911,0.6781,0.1446,0.1399,0.0688,Control
Utah__J02,1.2034,0.8531,1.3604,1.3988,-0.0075,1.2357,0.7909,0.9063,1.2835,0.7682,0.1452,0.0293,0.0168,Control
Utah__J03,1.4914,2.3187,1.5473,1.3173,-0.2195,1.2865,1.1485,1.4382,1.6053,0.8984,0.18,0.0602,0.0406,Control
Utah__J04,1.394,1.4757,1.5075,1.5994,-0.2076,1.4037,1.1545,1.3239,1.4803,0.7988,0.1235,-0.0438,0.0634,Control
