@relation data

@attribute id string
@attribute 1398 numeric
@attribute 2185 numeric
@attribute 2770 numeric
@attribute 2776 numeric
@attribute 2782 numeric
@attribute 2792 numeric
@attribute 3265 numeric
@attribute 4790 numeric
@attribute 5288 numeric
@attribute 5290 numeric
@attribute 5295 numeric
@attribute 5335 numeric
@attribute 5578 numeric
@attribute 5579 numeric
@attribute 5594 numeric
@attribute 5595 numeric
@attribute 5604 numeric
@attribute 5747 numeric
@attribute 5829 numeric
@attribute 5894 numeric
@attribute 5970 numeric
@attribute 6387 numeric
@attribute 7852 numeric
@attribute 9564 numeric
@attribute Class {Control,BRCACancer}

@data
Utah__A01,0.9599,1.1554,0.0556,0.6216,1.414,-0.1115,0.4247,1.6889,-0.1239,1.6169,1.4782,1.7289,0.5523,1.0332,1.7309,1.0783,0.718,0.2618,0.9824,1.7847,1.4148,-0.0801,2.7383,0.035,Control
Utah__A02,0.7556,0.9821,0.0367,0.1857,1.3774,-0.0107,0.3701,1.279,-0.1304,1.3286,1.1561,1.2376,0.1715,0.6697,1.6299,1.0214,0.4692,0.117,0.7957,1.5429,1.23,-0.0479,2.4067,0.0546,Control
Utah__A03,0.9155,1.1527,0.0398,0.4253,1.4718,-0.1264,0.3745,1.4481,-0.1393,1.4291,1.3011,1.3242,0.1678,0.9489,1.8758,1.0584,0.6904,0.1482,1.0696,1.7349,1.459,0.037,2.2048,0.0159,Control
Utah__A04,0.7906,1.0681,0.0206,0.2721,1.4544,-0.0455,0.3589,1.4307,-0.0782,1.383,1.4673,1.312,0.2858,0.7891,1.7145,1.0435,0.4999,0.1496,0.8875,1.6725,1.4617,-0.0251,3.1705,0.0993,Control
Utah__A05,0.9318,1.2178,0.0468,0.4482,1.553,-0.0806,0.4809,1.5153,-0.0785,1.5208,1.3057,1.2008,0.2856,0.9233,1.9408,1.1978,0.7099,0.2717,1.1601,1.808,1.5159,0.0077,2.5694,0.0991,Control
Utah__A06,0.8426,1.1114,0.0662,0.3223,1.3984,-0.1084,0.2391,1.3528,-0.122,1.4163,1.3466,1.1962,0.2749,0.8755,1.8446,0.9874,0.6673,0.1119,0.9242,1.7489,1.312,0.0012,3.0388,0.0867,Control
Utah__A07,0.9946,1.2608,0.0378,0.8825,1.5046,-0.1539,0.3621,1.6808,-0.1366,1.6368,1.6128,1.2837,0.5058,1.2903,1.882,0.9702,0.8479,0.2084,0.9822,1.7704,1.2303,-0.1438,2.2633,0.0626,Control
Utah__A08,0.7153,1.2676,-0.0073,1.0342,1.4784,-0.0861,0.2915,1.8517,-0.129,1.8021,1.7107,1.4764,0.8574,1.3963,1.9122,0.9939,0.8635,0.2121,0.9706,1.7386,1.2164,-0.0913,2.3018,0.0832,Control
Utah__A09,0.8336,1.1629,-0.0253,0.861,1.3959,-0.1335,0.3464,1.6,-0.113,1.4941,1.5301,1.3678,0.5722,1.2298,1.8315,0.99,0.7596,0.2016,0.8954,1.6393,1.304,-0.0705,2.5748,0.0696,Control
Utah__A10,0.8023,1.4018,0.1148,0.8051,1.4977,-0.1431,0.3978,1.6339,-0.0953,1.743,1.6455,1.2566,0.3634,1.2971,1.9225,0.9237,0.7992,0.2453,1.0213,1.7838,1.2969,-0.0062,2.2828,0.0995,Control
Utah__A11,0.6717,0.862,-0.0454,0.5011,1.2505,-0.1683,0.2849,1.1125,-0.0949,1.2242,1.2045,1.1671,0.3076,0.9582,1.8048,0.9765,0.5921,0.1269,0.8348,1.2871,1.1956,-0.0735,2.2581,0.13,Control
Utah__A12,0.3489,0.6486,-0.0206,0.0799,1.183,-0.0381,0.1934,1.0664,-0.1454,0.9277,0.9724,0.8362,0.0835,0.4893,1.2884,0.6537,0.3092,0.1012,0.458,1.1725,0.7846,0.0261,2.698,0.0919,Control
Utah__B01,0.7315,0.9569,0.17,0.5459,1.27,-0.1151,0.1464,1.5141,-0.1725,1.4936,1.579,1.4003,0.5853,0.9193,1.5393,0.7649,0.6422,0.2081,0.6428,1.6457,1.1788,-0.0095,2.6122,-0.1494,Control
Utah__B02,0.8572,1.0893,0.0334,0.2957,1.4867,-0.1573,0.3374,1.4393,-0.0984,1.4558,1.7588,1.468,0.32,0.7534,1.7139,1.0793,0.6051,0.1632,1.0534,1.8628,1.5668,-0.0019,3.0694,0.0281,Control
Utah__B03,0.7913,1.0493,0.0315,0.4204,1.4135,-0.211,0.2578,1.4807,-0.1206,1.5497,1.9606,1.4472,0.377,0.8807,1.7231,0.9322,0.6391,0.0831,0.9326,1.7257,1.3846,-0.0678,3.1133,0.0302,BRCACancer
Utah__B04,0.8492,1.4229,0.0416,1.0499,1.6176,-0.0829,0.1672,1.6477,-0.131,1.609,1.5843,1.3972,0.646,1.5724,1.892,0.7103,0.7937,0.2236,1.0826,1.725,1.1066,-0.1304,1.9081,0.0675,BRCACancer
Utah__B05,0.6725,0.8942,-0.0166,0.2189,1.3729,0.0291,0.23,1.2639,-0.1677,1.1758,1.6637,1.0175,0.1593,0.8302,1.7712,0.8091,0.4861,0.0832,0.891,1.4207,1.2743,-0.0583,3.0883,0.0025,BRCACancer
Utah__B06,0.5029,0.83,0.1572,0.2931,1.1264,-0.0403,-0.0263,1.2056,-0.1447,1.137,1.3797,0.999,0.1613,0.6881,1.2783,0.5053,0.5274,0.1723,0.4627,1.4508,0.8016,-0.225,2.3045,-0.0864,BRCACancer
Utah__B07,0.9115,1.2037,0.008,0.3195,1.5322,-0.0759,0.3789,1.4768,-0.0915,1.5902,1.5748,1.6168,0.2287,0.9103,1.792,1.0321,0.6798,0.1479,1.1855,1.951,1.4052,-0.0414,2.4092,0.0614,BRCACancer
Utah__B08,0.8787,0.8834,0.0329,0.2425,1.3372,-0.0732,0.3671,1.2024,-0.0797,1.3514,1.132,1.2187,0.2168,0.6713,1.6981,1.0572,0.667,0.2591,0.888,1.5728,1.2641,-0.007,1.9595,0.1055,Control
Utah__B09,0.6428,1.1795,-0.0304,0.9171,1.2912,-0.1555,0.2529,1.3963,-0.11,1.4071,1.491,1.1976,0.6846,1.5246,1.8255,0.6103,0.7209,0.2879,1.0372,1.5204,1.0746,-0.0765,2.3737,0.0329,Control
Utah__B10,0.5308,1.0678,-0.0425,0.6751,1.3508,-0.1004,0.2365,1.488,-0.1082,1.4557,1.4619,1.0868,0.3924,1.0926,1.7394,0.6316,0.6102,0.0802,0.7477,1.466,0.9463,-0.063,2.4536,0.0301,Control
Utah__B11,0.7269,1.0285,0.0481,0.4736,1.2825,0.0227,0.4132,1.3382,-0.0673,1.4217,1.24,1.1631,0.2925,0.9291,1.6375,0.9134,0.5357,0.1845,0.8744,1.3773,1.2114,-0.0024,2.0014,0.0623,Control
Utah__B12,0.4206,1.1205,0.025,0.8003,1.1744,-0.039,0.2142,1.2842,-0.1126,1.1501,1.1456,1.175,0.6586,1.3595,1.4211,0.4982,0.613,0.0977,0.7739,1.2915,0.777,-0.0613,1.9598,0.1243,Control
Utah__C01,1.0225,1.3466,0.0267,0.702,1.5176,0.086,0.4401,1.4466,-0.1379,1.3664,1.2568,1.2554,0.3456,1.2075,1.903,1.0379,0.7845,0.1894,1.202,1.7093,1.4302,-0.1043,1.7642,0.0894,BRCACancer
