@relation data

@attribute id string
@attribute 1387 numeric
@attribute 1616 numeric
@attribute 23411 numeric
@attribute 3265 numeric
@attribute 355 numeric
@attribute 356 numeric
@attribute 5077 numeric
@attribute 5371 numeric
@attribute 5914 numeric
@attribute 5925 numeric
@attribute 6672 numeric
@attribute 7124 numeric
@attribute 7132 numeric
@attribute 7157 numeric
@attribute 7341 numeric
@attribute 84106 numeric
@attribute Class {Control,BRCACancer}

@data
Utah__A01,1.4764,0.762,1.9199,0.4236,1.2188,0.3799,-0.153,0.7572,0.6313,1.0363,1.3909,0.4149,1.2819,0.7493,0.9192,0.6607,Control
Utah__A02,1.2354,0.7013,1.5985,0.3716,1.1728,0.5183,-0.0874,0.6006,0.514,0.801,1.1004,0.4378,1.2163,0.5887,0.7725,0.6942,Control
Utah__A03,1.4513,0.7294,1.8291,0.3757,1.7579,0.7143,-0.1049,0.8574,0.8306,1.0565,1.2361,0.5438,1.4301,0.8079,0.9542,0.9209,Control
Utah__A04,1.2933,0.6506,1.4616,0.3609,1.1105,0.4295,-0.0518,0.5225,0.5643,0.8205,1.1821,0.3481,1.1297,0.5955,0.8135,0.6733,Control
Utah__A05,1.4436,0.709,1.6396,0.4772,1.3166,0.4764,-0.0836,0.6814,0.849,1.0433,1.2635,0.3701,1.4212,0.7673,0.9315,1.0278,Control
Utah__A06,1.3768,0.6521,1.7625,0.2467,1.1905,0.5191,-0.1095,0.6513,0.7355,0.8912,1.1435,0.4186,1.3082,0.6036,0.9396,0.8456,Control
Utah__A07,1.4744,0.691,1.8748,0.364,1.1215,0.6059,-0.0971,0.6375,0.6822,1.0213,1.3043,0.4733,1.5049,0.684,0.8447,0.7971,Control
Utah__A08,1.5962,0.5872,1.7541,0.2967,1.1471,0.5321,-0.1128,0.6705,0.5923,1.0826,1.5562,0.2487,1.1624,0.6482,0.9058,0.6305,Control
Utah__A09,1.4502,0.6613,1.8667,0.349,1.2318,0.3795,-0.0854,0.5961,0.6128,1.0359,1.2953,0.3534,1.1854,0.5412,0.822,0.6444,Control
Utah__A10,1.5075,0.6496,1.7124,0.398,1.4348,0.6478,-0.0945,0.6383,0.5889,0.9646,1.4307,0.4561,1.3738,0.5878,0.9051,0.8002,Control
Utah__A11,1.3339,0.5156,1.7659,0.2904,1.1224,0.4246,-0.1432,0.5248,0.5715,0.8355,0.9518,0.191,1.253,0.5349,0.6559,0.5615,Control
Utah__A12,0.7983,0.4685,1.187,0.2032,0.8181,0.3827,-0.1091,0.3011,0.4018,0.4273,0.8443,0.098,0.7701,0.1924,0.8314,0.2401,Control
Utah__B01,1.305,0.5767,1.7875,0.1584,1.0137,0.2669,-0.1713,0.4903,0.4899,0.8919,1.2898,0.2251,0.9503,0.6532,0.8367,0.4379,Control
Utah__B02,1.342,0.7028,1.7512,0.3404,1.2863,0.4101,-0.0882,0.6481,0.6522,0.8229,1.1762,0.432,1.3405,0.8116,0.917,0.854,Control
Utah__B03,1.3124,0.6605,1.7233,0.2646,1.3287,0.395,-0.1037,0.5734,0.5341,0.8578,1.2591,0.1665,1.2131,0.7021,0.8298,0.7159,BRCACancer
Utah__B04,1.5339,0.5624,1.4528,0.1782,1.0456,0.6144,-0.1085,0.6339,0.5895,0.8418,1.4495,0.3252,1.1789,0.5137,0.8904,0.7018,BRCACancer
Utah__B05,1.3523,0.5321,1.5009,0.2381,0.9444,0.4546,-0.098,0.5855,0.7465,0.7045,0.9654,0.3702,1.1022,0.5965,0.9927,0.771,BRCACancer
Utah__B06,0.9722,0.3922,1.4986,-0.0061,0.8344,0.5348,-0.1228,0.3261,0.2654,0.575,1.09,0.0857,0.8445,0.2316,0.59,0.2456,BRCACancer
Utah__B07,1.4398,0.7353,1.8992,0.38,1.4315,0.7038,-0.1069,0.7094,0.5849,0.9641,1.4368,0.1955,1.4527,0.7397,0.9939,0.8624,BRCACancer
Utah__B08,1.2348,0.6412,1.8785,0.3687,1.2427,0.4749,-0.1286,0.5388,0.6098,0.8068,0.9174,0.1823,1.4614,0.5384,0.845,0.8761,Control
Utah__B09,1.42,0.4815,1.435,0.2599,0.902,0.377,-0.1707,0.5226,0.5388,0.777,1.3467,0.0665,0.9764,0.477,0.8878,0.5388,Control
Utah__B10,1.2259,0.4306,1.4866,0.2443,0.8882,0.6087,-0.0835,0.4133,0.4758,0.687,1.2516,0.0895,0.9955,0.402,0.869,0.4584,Control
Utah__B11,1.3433,0.6821,1.6556,0.4126,1.003,0.3769,-0.0672,0.6026,0.7679,0.8014,1.0728,0.159,1.4784,0.591,0.8118,0.8807,Control
Utah__B12,1.2857,0.2216,1.0761,0.223,0.7611,0.1693,-0.1247,0.3849,0.3407,0.4537,1.0628,0.2954,0.7569,0.2056,0.6007,0.519,Control
Utah__C01,1.5436,0.6306,1.5577,0.4383,1.0643,0.6287,-0.0993,0.7288,0.8056,0.9265,1.1879,0.4871,1.5915,0.7721,0.7579,1.0666,BRCACancer
Utah__C02,1.2473,0.7071,1.5363,0.5255,0.9763,0.5706,-0.0572,0.659,0.6532,0.7443,1.0331,0.4205,1.3252,0.6421,0.7471,0.8067,BRCACancer
Utah__C03,1.5083,0.8006,1.5838,0.5881,1.343,0.8781,-0.0708,0.8369,0.8288,0.8462,1.211,0.5574,1.66,0.7382,0.8256,1.0404,BRCACancer
Utah__C04,1.0889,0.3274,0.9435,0.4087,0.6526,0.2294,-0.003,0.5523,0.5801,0.507,0.649,0.1232,1.0061,0.4208,0.4761,0.7365,Control
Utah__C05,1.0149,0.3721,1.1197,0.2967,0.6902,0.3052,-0.0604,0.5284,0.5769,0.3939,0.683,0.1546,1.1223,0.3612,0.7606,0.703,BRCACancer
Utah__C06,0.5342,0.0538,0.3702,0.1841,0.3875,0.2147,-0.1057,0.2487,0.1586,-0.0393,0.382,-0.1009,0.4324,0.1605,0.1968,0.0519,Control
Utah__C07,1.1525,0.446,1.3235,0.3607,0.7033,0.3067,-0.0825,0.4516,0.455,0.5386,0.8193,0.2344,1.0562,0.3267,0.6452,0.4613,Control
Utah__C08,1.3209,0.6041,1.6562,0.4262,0.8732,0.5171,-0.082,0.6425,0.6238,0.7634,0.9824,0.3381,1.226,0.704,0.7089,0.5809,Control
Utah__C09,1.17,0.5792,1.2471,0.3085,0.8345,0.5858,-0.0872,0.5283,0.5449,0.4841,0.8829,0.4074,1.1725,0.4169,0.8219,0.5253,Control
Utah__C10,1.0482,0.6323,1.0698,0.3185,0.6328,0.4816,-0.0516,0.4562,0.5219,0.4739,1.0043,0.1751,1.0727,0.4583,0.7767,0.6561,BRCACancer
Utah__C11,1.3615,0.5969,1.5115,0.5101,0.9656,0.599,-0.1291,0.7368,0.7077,0.7245,1.0389,0.2305,1.3394,0.6416,0.7416,0.7849,Control
Utah__C12,0.9045,0.3381,0.9356,0.3112,0.4374,0.3108,-0.0219,0.4181,0.4652,0.3333,0.6301,0.088,0.8816,0.3086,0.5673,0.4689,BRCACancer
Utah__D01,1.4633,0.4037,1.2733,0.372,1.0695,0.3236,-0.1332,0.7002,0.5287,0.7678,1.4266,0.2691,1.1003,0.4477,0.6662,0.7998,BRCACancer
Utah__D02,1.3231,0.5517,1.3683,0.4568,0.6706,0.4361,-0.09,0.5989,0.6231,0.6171,0.9026,0.3824,1.092,0.6359,0.6934,0.6439,BRCACancer
Utah__D03,1.1635,0.385,1.1215,0.3427,0.6162,0.3268,-0.0299,0.5332,0.5617,0.5284,0.8504,0.3039,1.0502,0.4349,0.6671,0.7161,BRCACancer
Utah__D04,1.2884,0.425,1.4975,0.4717,1.003,0.3784,-0.0791,0.6565,0.6904,0.6546,0.9274,0.2301,1.3787,0.6633,0.6117,0.8543,BRCACancer
Utah__D05,1.1492,0.5167,1.3343,0.3436,0.8397,0.4902,-0.0372,0.5761,0.6039,0.601,0.901,0.2115,1.2885,0.4684,0.6815,0.82,BRCACancer
Utah__D06,1.3435,0.7047,1.6406,0.5196,1.1053,0.5215,-0.122,0.6277,0.649,0.7653,1.0877,0.3946,1.3899,0.6761,0.7128,0.7713,BRCACancer
Utah__D07,1.2675,0.5809,1.5097,0.4464,0.9163,0.6088,-0.0853,0.5968,0.6771,0.6652,0.8418,0.2332,1.3723,0.5807,0.6843,0.7883,Control
Utah__D08,0.9839,0.4285,1.2022,0.3309,0.7907,0.4204,-0.0766,0.4778,0.5094,0.4829,0.7377,0.3078,0.9912,0.3698,0.5456,0.4347,Control
Utah__D09,1.1948,0.6014,1.4868,0.4244,0.9261,0.2692,-0.1141,0.6197,0.6218,0.6269,0.9444,0.4945,1.1618,0.6046,0.6688,0.7404,Control
Utah__D10,1.1877,0.646,1.566,0.3991,0.8028,0.3172,-0.0715,0.4856,0.5339,0.6817,0.7448,0.1329,1.3123,0.3741,0.7719,0.713,Control
Utah__D11,0.7755,0.2337,0.8574,0.2183,0.6218,0.1835,-0.113,0.3781,0.3108,0.2462,0.5076,-0.1931,0.5672,0.3432,0.2555,0.1309,Control
