@relation data

@attribute id string
@attribute 121916 numeric
@attribute 1386 numeric
@attribute 183 numeric
@attribute 185 numeric
@attribute 1956 numeric
@attribute 2002 numeric
@attribute 2185 numeric
@attribute 2776 numeric
@attribute 2885 numeric
@attribute 3265 numeric
@attribute 3725 numeric
@attribute 4205 numeric
@attribute 4207 numeric
@attribute 4208 numeric
@attribute 4209 numeric
@attribute 4214 numeric
@attribute 5058 numeric
@attribute 5578 numeric
@attribute 5579 numeric
@attribute 5594 numeric
@attribute 5595 numeric
@attribute 5599 numeric
@attribute 5604 numeric
@attribute 5605 numeric
@attribute 5747 numeric
@attribute 5879 numeric
@attribute 5894 numeric
@attribute 6416 numeric
@attribute 6464 numeric
@attribute 6654 numeric
@attribute 6714 numeric
@attribute 801 numeric
@attribute 805 numeric
@attribute 808 numeric
@attribute Class {Control,BRCACancer}

@data
Utah__A01,-0.1374,1.574,0.0672,-0.0483,-0.0786,0.4312,1.1554,0.6216,1.6544,0.4247,1.3192,1.0742,0.1258,0.9973,0.8212,2.2889,1.1667,0.5523,1.0332,1.7309,1.0783,1.4021,0.718,0.4255,0.2618,0.6432,1.7847,0.7285,0.75,1.1294,0.3629,2.3173,1.1595,2.0808,Control
Utah__A02,-0.0466,1.4086,0.1838,0.0483,0.0036,0.2767,0.9821,0.1857,1.493,0.3701,0.8029,0.7184,0.1086,0.7343,0.7691,1.8995,1.1756,0.1715,0.6697,1.6299,1.0214,0.9672,0.4692,0.2945,0.117,0.4992,1.5429,0.4813,0.7973,0.9018,0.3648,2.331,0.9813,2.1764,Control
Utah__A03,-0.0784,1.4536,0.2025,-0.0163,-0.0126,0.3461,1.1527,0.4253,1.7906,0.3745,1.2073,1.0479,0.0633,0.856,0.9618,2.1356,1.4289,0.1678,0.9489,1.8758,1.0584,1.211,0.6904,0.494,0.1482,0.7305,1.7349,0.6279,0.7917,1.1313,0.5956,2.5215,1.2374,2.1323,Control
Utah__A04,-0.1799,1.4952,0.1284,0.0111,-0.0237,0.3725,1.0681,0.2721,1.4914,0.3589,1.3091,0.7307,0.1499,0.9735,0.8689,2.278,1.0247,0.2858,0.7891,1.7145,1.0435,0.9665,0.4999,0.4226,0.1496,0.4506,1.6725,0.5001,0.7946,1.0307,0.3996,2.6061,1.0291,2.2841,Control
Utah__A05,-0.0516,1.5048,0.0708,-0.0239,-0.0402,0.4351,1.2178,0.4482,1.8851,0.4809,1.2428,0.9836,0.0982,1.0726,0.921,2.4514,1.3702,0.2856,0.9233,1.9408,1.1978,1.1192,0.7099,0.4974,0.2717,0.6788,1.808,0.5851,0.89,1.0492,0.6218,2.2755,0.994,2.3856,Control
Utah__A06,-0.1283,1.3949,0.1295,-0.023,-0.0106,0.3874,1.1114,0.3223,1.5864,0.2391,0.8136,0.8948,0.0956,0.9088,0.9069,2.0424,1.2955,0.2749,0.8755,1.8446,0.9874,1.1521,0.6673,0.3508,0.1119,0.5315,1.7489,0.575,0.7604,0.8863,0.4104,2.2293,1.154,2.1384,Control
Utah__A07,-0.2206,1.5978,0.1623,0.0034,-0.0137,0.2834,1.2608,0.8825,1.89,0.3621,1.2402,1.2678,0.0811,1.2314,0.9507,2.4121,1.3668,0.5058,1.2903,1.882,0.9702,1.3691,0.8479,0.4043,0.2084,0.7067,1.7704,0.7805,0.7917,1.1809,0.3471,2.2849,1.4581,2.178,Control
Utah__A08,-0.0587,1.6407,0.0911,-0.024,-0.0387,0.3073,1.2676,1.0342,1.7425,0.2915,0.8862,1.4066,0.0777,1.1064,0.7973,2.6664,1.2078,0.8574,1.3963,1.9122,0.9939,1.4969,0.8635,0.3356,0.2121,0.7992,1.7386,0.967,0.777,1.4746,0.3367,2.199,1.2592,1.9223,Control
Utah__A09,-0.1353,1.4886,0.1407,-0.0079,-0.0275,0.3567,1.1629,0.861,1.8554,0.3464,0.9959,1.189,0.0631,0.9636,0.7831,2.4939,1.2824,0.5722,1.2298,1.8315,0.99,1.3676,0.7596,0.3503,0.2016,0.5778,1.6393,0.7254,0.7709,1.0011,0.4405,2.2287,0.9544,2.3056,Control
Utah__A10,-0.1257,1.7266,0.1099,-0.0245,-0.0564,0.3201,1.4018,0.8051,1.8284,0.3978,1.3751,1.1955,0.1034,1.1138,0.9169,2.3914,1.3673,0.3634,1.2971,1.9225,0.9237,1.2269,0.7992,0.4701,0.2453,0.709,1.7838,0.8418,0.7829,1.3376,0.4233,2.2654,1.2719,2.2472,Control
