@relation data

@attribute id string
@attribute 1072 numeric
@attribute 1232 numeric
@attribute 23236 numeric
@attribute 27035 numeric
@attribute 2776 numeric
@attribute 2778 numeric
@attribute 2782 numeric
@attribute 2792 numeric
@attribute 3265 numeric
@attribute 387 numeric
@attribute 3984 numeric
@attribute 4633 numeric
@attribute 4660 numeric
@attribute 5288 numeric
@attribute 5578 numeric
@attribute 5579 numeric
@attribute 5594 numeric
@attribute 5595 numeric
@attribute 5604 numeric
@attribute 5747 numeric
@attribute 5894 numeric
@attribute 6356 numeric
@attribute 9475 numeric
@attribute Class {Control,BRCACancer}

@data
Utah__A01,0.6877,0.399,0.4579,-0.159,0.6485,0.7306,1.4299,-0.119,0.4236,0.765,0.4778,-0.1322,0.3178,-0.1229,0.5534,1.0586,1.76,1.0952,0.7341,0.2595,1.7841,-0.1315,1.0241,Control
Utah__A02,0.5874,0.4138,0.2609,-0.1875,0.2358,0.5967,1.392,-0.0204,0.3716,0.54,0.5419,-0.1189,0.2034,-0.1295,0.2001,0.7032,1.6579,1.0379,0.48,0.1285,1.5394,-0.1372,0.7698,Control
Utah__A03,0.8608,0.2935,0.3328,-0.1804,0.4627,0.6975,1.4897,-0.1335,0.3757,0.8594,0.6022,-0.0448,0.3182,-0.1385,0.1966,0.9762,1.9065,1.0752,0.7059,0.1567,1.7337,-0.219,0.9883,Control
Utah__A04,0.6536,0.1737,0.219,-0.1714,0.3177,0.6569,1.4717,-0.0544,0.3609,0.5096,0.5622,-0.0369,0.227,-0.0766,0.3061,0.82,1.7434,1.0602,0.5113,0.158,1.6705,-0.2321,0.9111,Control
Utah__A05,0.7912,0.312,0.4891,-0.1155,0.4844,0.6767,1.5737,-0.0887,0.4772,0.6538,0.8112,-0.069,0.2931,-0.0769,0.3059,0.9512,1.9721,1.2157,0.726,0.2684,1.8077,-0.2089,1.0007,Control
Utah__A06,0.669,0.1736,0.3865,-0.1511,0.3651,0.5918,1.4137,-0.116,0.2467,0.5802,0.5633,-0.0058,0.2625,-0.121,0.296,0.9045,1.8749,1.0037,0.6824,0.1239,1.7479,-0.1355,0.8291,Control
Utah__A07,0.5738,0.191,0.8525,-0.2092,0.8957,0.6707,1.5236,-0.1604,0.364,0.7994,0.5803,-0.0732,0.4072,-0.1358,0.5102,1.3099,1.9127,0.9863,0.8669,0.2112,1.7697,-0.0478,1.0158,Control
Utah__A08,0.5525,0.1171,0.6443,-0.111,1.0393,0.6901,1.4965,-0.0941,0.2967,0.8642,0.421,-0.042,0.557,-0.128,0.8364,1.4137,1.9432,1.0102,0.8829,0.2145,1.7375,-0.2563,0.995,Control
Utah__A09,0.6291,0.0276,0.7299,-0.1025,0.8753,0.6175,1.4111,-0.1405,0.349,0.5863,0.4957,-0.0634,0.3657,-0.1118,0.5718,1.2508,1.8616,1.0062,0.7767,0.2051,1.637,-0.1926,0.8802,Control
Utah__A10,0.5694,0.0388,0.9457,-0.113,0.8224,0.6986,1.5165,-0.1499,0.398,0.7708,0.5862,-0.0478,0.4397,-0.0939,0.3781,1.3167,1.9537,0.9394,0.8171,0.2446,1.7832,-0.1255,1.1883,Control
