@relation data

@attribute id string
@attribute 1509 numeric
@attribute 2099 numeric
@attribute 226 numeric
@attribute 2597 numeric
@attribute 3065 numeric
@attribute 3315 numeric
@attribute 3316 numeric
@attribute 5174 numeric
@attribute 53615 numeric
@attribute 57504 numeric
@attribute 6591 numeric
@attribute 6615 numeric
@attribute 7277 numeric
@attribute 7278 numeric
@attribute 7846 numeric
@attribute 80086 numeric
@attribute 84790 numeric
@attribute 9112 numeric
@attribute 999 numeric
@attribute Class {Control,BRCACancer}

@data
Utah__A01,1.3664,0.014,0.9067,0.4225,1.3107,0.2839,0.2532,0.2523,0.2644,0.3767,0.0278,-0.1526,1.5478,0.643,1.2268,0.0738,0.5173,0.5524,0.1369,Control
Utah__A02,1.3949,0.0666,0.8206,0.3299,1.1606,0.1815,0.2345,0.1377,0.2157,0.2113,-0.1213,-0.1024,1.365,0.662,0.8309,0.157,0.4265,0.3681,-0.0735,Control
Utah__A03,1.6053,0.0151,0.8874,0.6162,1.2239,0.274,0.171,0.2488,0.3421,0.2695,-0.0782,-0.2523,1.2876,0.6793,1.4561,0.0908,0.606,0.5158,0.0745,Control
Utah__A04,1.6551,0.0222,0.9468,0.4865,1.1921,0.2734,0.0958,0.1004,0.3565,0.2309,-0.0452,-0.1924,1.5779,0.6696,1.0477,0.1301,0.4291,0.4753,0.0138,Control
Utah__A05,1.924,0.0326,1.0027,0.639,1.1558,0.4606,0.2135,0.1187,0.451,0.2413,-0.062,-0.1584,1.6169,0.7248,1.2367,0.0937,0.5827,0.5573,0.0481,Control
Utah__A06,1.634,-0.0276,0.9118,0.4242,1.0555,0.2596,0.0719,0.1813,0.2194,0.235,-0.1169,-0.2135,1.3271,0.3696,1.2462,0.1248,0.4018,0.4589,-0.0054,Control
Utah__A07,1.5254,0.0563,0.8797,0.3246,1.2779,0.3841,0.1652,0.1897,0.2636,0.307,-0.113,-0.0859,1.3932,0.6963,0.934,0.1484,0.4158,0.441,-0.0494,Control
Utah__A08,1.1979,0.0114,0.7384,0.3031,1.1225,0.0912,0.1703,0.27,0.2075,0.409,-0.1119,-0.2778,1.1289,0.5518,0.8026,0.1408,0.2057,0.4345,-0.0656,Control
Utah__A09,1.2822,0.0714,0.825,0.5341,1.1692,0.2415,0.1674,0.1167,0.2233,0.2696,-0.05,-0.1099,1.497,0.649,1.0085,0.1585,0.333,0.4521,0.0059,Control
Utah__A10,1.5104,-0.0013,0.8858,0.3989,1.1755,0.3236,0.1203,0.1343,0.2847,0.2838,-0.1674,-0.026,1.524,0.6383,0.797,0.1267,0.443,0.4649,0.0315,Control
Utah__A11,1.3386,0.0042,0.8082,0.3341,0.9869,0.1261,0.2949,0.1684,0.2017,0.1942,-0.1343,-0.1803,1.0515,0.585,0.8062,-0.0142,0.3142,0.387,0.0983,Control
Utah__A12,0.8045,0.0234,0.6468,0.2029,0.8787,0.1978,0.0174,0.3758,-0.0495,0.2553,-0.0016,-0.1856,1.3718,0.2738,0.3944,0.2553,0.3048,0.2055,0.0157,Control
Utah__B01,0.7156,-0.0022,0.6449,0.1181,1.02,0.1139,0.0223,0.4141,0.0162,0.369,-0.1159,-0.3114,1.2213,0.5164,0.78,0.1413,0.2395,0.2878,-0.0335,Control
Utah__B02,1.5798,0.0081,1.0101,0.5198,1.2777,0.2413,0.2522,0.0971,0.2883,0.2908,-0.0656,-0.0873,1.5463,0.6639,1.2653,0.0468,0.4065,0.5617,0.0178,Control
Utah__B03,1.2771,-0.0515,0.9026,0.4253,1.2216,0.1139,0.1796,0.2259,0.2202,0.2959,-0.1017,-0.2333,1.2318,0.6158,1.1,0.0512,0.2878,0.4149,0.0641,BRCACancer
Utah__B04,1.0017,0.0277,0.6733,0.2775,1.0695,0.1265,0.1165,0.2278,0.2284,0.4446,-0.0672,-0.2747,1.1595,0.5112,0.5986,0.1448,0.2182,0.4227,-0.0661,BRCACancer
Utah__B05,1.1338,0.0152,0.8295,0.2466,0.9295,0.0993,0.2011,0.3461,0.0738,0.2337,-0.0756,-0.3379,1.138,0.4878,0.6411,0.1361,0.3678,0.367,-0.0072,BRCACancer
Utah__B06,0.619,-0.0299,0.4782,0.1848,0.9628,-0.0687,0.0096,0.3015,-0.1366,0.3133,-0.0737,-0.6068,0.9562,0.129,0.3679,0.1596,0.011,0.1328,-0.0893,BRCACancer
Utah__B07,1.3411,-0.0075,0.8449,0.6485,1.4296,0.221,0.3053,0.0695,0.3207,0.3398,-0.0976,-0.0487,1.5024,0.8265,0.8971,0.0336,0.4485,0.5648,-0.102,BRCACancer
Utah__B08,1.6616,-0.018,0.963,0.5444,1.1296,0.1997,0.2638,0.2494,0.2769,0.1689,-0.0963,-0.1521,1.4953,0.783,1.0236,0.1368,0.5616,0.4879,0.0249,Control
Utah__B09,0.8196,-0.0212,0.6706,0.6697,0.7961,0.0319,0.2473,0.2146,0.212,0.2571,-0.0071,-0.3539,1.2524,0.5183,0.8288,0.0907,0.4783,0.4228,-0.0849,Control
Utah__B10,0.9822,0.0035,0.6543,0.2859,0.9584,0.0098,0.0605,0.197,0.1008,0.2125,-0.121,-0.2849,0.9934,0.5713,0.576,0.0801,0.3203,0.261,0.0164,Control
Utah__B11,1.3336,0.0219,0.8223,0.4924,0.8793,0.3466,0.2776,0.2416,0.2286,0.2194,-0.0331,-0.1821,1.388,0.6917,0.8201,0.1212,0.5198,0.3632,-0.0046,Control
Utah__B12,0.7388,0.0101,0.55,0.2558,0.6136,-0.0383,0.1444,0.1853,0.1733,0.2311,-0.0552,-0.2303,0.8099,0.309,0.5841,0.2194,0.1114,0.3653,-0.0394,Control
Utah__C01,1.6921,0.0745,0.9496,0.3405,1.1321,0.3561,0.1751,0.3052,0.3434,0.2618,-0.081,-0.2171,1.3557,0.7344,0.947,0.093,0.3719,0.5708,-0.1143,BRCACancer
