@relation data

@attribute id string
@attribute 10714 numeric
@attribute 10856 numeric
@attribute 1736 numeric
@attribute 1763 numeric
@attribute 2237 numeric
@attribute 23649 numeric
@attribute 3978 numeric
@attribute 5111 numeric
@attribute 5422 numeric
@attribute 5424 numeric
@attribute 5425 numeric
@attribute 5426 numeric
@attribute 5427 numeric
@attribute 55135 numeric
@attribute 5557 numeric
@attribute 5558 numeric
@attribute 55651 numeric
@attribute 57804 numeric
@attribute 5981 numeric
@attribute 5982 numeric
@attribute 5983 numeric
@attribute 5984 numeric
@attribute 5985 numeric
@attribute 6117 numeric
@attribute 6118 numeric
@attribute 6119 numeric
@attribute 7015 numeric
@attribute 8607 numeric
@attribute Class {Control,BRCACancer}

@data
Utah__A01,0.937,0.649,1.4592,0.4751,0.2949,0.9998,0.6555,0.9035,0.5104,0.2617,0.382,0.5743,0.321,0.4239,0.8292,0.3167,0.0178,0.9153,1.486,1.1096,0.4542,0.9032,0.7518,1.4243,0.8764,0.3897,-0.0412,0.766,Control
Utah__A02,0.5755,0.465,1.1152,0.2064,0.1232,0.7348,0.4502,0.7473,0.3386,0.099,0.285,0.3491,0.2286,0.331,0.5779,0.2128,0.0351,0.7812,1.215,0.9707,0.2866,0.6426,0.5097,1.2092,0.7208,0.2466,0.0908,0.5685,Control
Utah__A03,1.036,0.6358,1.2295,0.3427,0.2784,0.9759,0.5046,0.9707,0.4342,0.2106,0.3595,0.5142,0.2738,0.455,0.5596,0.2911,0.1176,0.9344,1.3855,1.1352,0.3673,0.6376,0.6849,1.3513,0.8257,0.2993,0.021,0.7227,Control
Utah__A04,0.6365,0.5089,1.0577,0.1692,0.2047,0.7354,0.5296,0.8223,0.3117,0.2655,0.371,0.4075,0.1775,0.3391,0.5527,0.1634,0.1897,0.8265,1.3284,1.1213,0.2206,0.6101,0.4767,1.3715,0.8193,0.2713,0.0953,0.6036,Control
Utah__A05,0.9697,0.6777,1.2475,0.3361,0.4384,0.9211,0.535,0.8848,0.3877,0.3148,0.3664,0.4979,0.2964,0.4624,0.5885,0.2152,0.2227,1.0764,1.4057,1.2556,0.3186,0.7925,0.5598,1.3842,0.8622,0.2845,0.1129,0.6637,Control
Utah__A06,0.9507,0.551,1.1671,0.2668,0.0551,0.8274,0.4429,0.6592,0.4295,0.1924,0.2252,0.4418,0.1922,0.4267,0.5236,0.1806,0.1394,0.8032,1.3568,1.161,0.4412,0.7451,0.4897,1.287,0.8196,0.2325,0.0047,0.5347,Control
Utah__A07,0.9639,0.5658,1.3098,0.3528,0.2368,0.8487,0.4896,0.8629,0.4729,0.2018,0.3551,0.4592,0.2586,0.471,0.6477,0.3543,0.0705,0.8621,1.3942,1.0976,0.4477,0.7404,0.5836,1.3544,0.8758,0.3008,0.0708,0.6157,Control
Utah__A08,0.9739,0.4068,1.1794,0.3748,0.1983,0.839,0.5175,0.6613,0.5478,0.136,0.351,0.4898,0.1634,0.3689,0.581,0.489,0.0689,0.716,1.4589,0.8865,0.4018,0.673,0.5327,1.3442,0.7175,0.2751,-0.0399,0.6185,Control
Utah__A09,0.8879,0.5257,1.3175,0.2951,0.3958,0.8173,0.4678,0.7883,0.4494,0.1834,0.3534,0.4228,0.197,0.359,0.7235,0.2837,0.0511,0.8269,1.3819,0.9568,0.4023,0.5381,0.5367,1.3771,0.8179,0.2256,0.1346,0.5659,Control
Utah__A10,0.8958,0.5231,1.2074,0.3184,0.2151,0.8269,0.4365,0.7576,0.4606,0.238,0.2448,0.4739,0.3155,0.4022,0.5757,0.379,0.1036,0.8239,1.4796,1.0653,0.3815,0.6957,0.5879,1.4058,0.8841,0.2379,0.035,0.6695,Control
Utah__A11,0.7237,0.4698,1.2057,0.2806,0.1407,0.7262,0.4416,0.8315,0.4227,0.142,0.2633,0.3314,0.1637,0.4136,0.6496,0.1566,-0.0244,0.697,1.0996,0.8866,0.32,0.5605,0.5635,1.3033,0.7719,0.2224,-0.025,0.4112,Control
Utah__A12,0.3692,0.3183,0.9433,0.041,-0.0244,0.4696,0.2461,0.3719,0.1873,-0.0257,0.3393,0.1281,0.0746,0.177,0.4081,0.2054,-0.0647,0.3974,1.0406,0.7314,0.1092,0.6485,0.3494,0.8703,0.7697,0.2135,0.0386,0.5093,Control
Utah__B01,0.7251,0.302,1.2603,0.2857,0.0415,0.8148,0.441,0.5904,0.4327,-0.1261,0.3431,0.3749,0.1554,0.2377,0.6063,0.3315,-0.2514,0.5295,1.3136,0.9186,0.5584,0.6382,0.594,1.1711,0.5696,0.3664,-0.2128,0.5716,Control
