@relation data

@attribute id string
@attribute 10327 numeric
@attribute 125 numeric
@attribute 126 numeric
@attribute 127 numeric
@attribute 128 numeric
@attribute 130 numeric
@attribute 130589 numeric
@attribute 131 numeric
@attribute 160287 numeric
@attribute 1737 numeric
@attribute 1738 numeric
@attribute 2023 numeric
@attribute 2026 numeric
@attribute 2027 numeric
@attribute 218 numeric
@attribute 219 numeric
@attribute 220 numeric
@attribute 2203 numeric
@attribute 221 numeric
@attribute 222 numeric
@attribute 223 numeric
@attribute 224 numeric
@attribute 226 numeric
@attribute 229 numeric
@attribute 230 numeric
@attribute 2538 numeric
@attribute 2597 numeric
@attribute 26330 numeric
@attribute 2645 numeric
@attribute 2821 numeric
@attribute 3098 numeric
@attribute 3099 numeric
@attribute 3101 numeric
@attribute 3939 numeric
@attribute 3945 numeric
@attribute 441531 numeric
@attribute 501 numeric
@attribute 5105 numeric
@attribute 5106 numeric
@attribute 5160 numeric
@attribute 5161 numeric
@attribute 5162 numeric
@attribute 5211 numeric
@attribute 5213 numeric
@attribute 5214 numeric
@attribute 5223 numeric
@attribute 5224 numeric
@attribute 5230 numeric
@attribute 5232 numeric
@attribute 5236 numeric
@attribute 5313 numeric
@attribute 5315 numeric
@attribute 55276 numeric
@attribute 55902 numeric
@attribute 57818 numeric
@attribute 669 numeric
@attribute 7167 numeric
@attribute 80201 numeric
@attribute 83440 numeric
@attribute 84532 numeric
@attribute 8789 numeric
@attribute 92483 numeric
@attribute Class {Control,BRCACancer}

@data
Utah__A01,1.0689,-0.1149,-0.3105,-0.099,1.057,-0.1649,0.6326,-0.1386,-0.1141,1.1195,1.6859,1.8354,1.1507,0.2556,0.0304,0.8017,-0.0869,1.1313,0.5568,-0.1228,1.6001,0.987,0.9067,-0.0711,0.7829,-0.056,0.4225,-0.0098,-0.0725,1.0777,0.5646,0.2692,0.9774,1.0717,1.7352,0.5945,-0.025,-0.1062,0.4257,1.2592,0.0057,1.3996,1.1168,0.8282,0.7598,0.4216,0.2296,1.6108,-0.1295,0.4521,-0.1574,0.6873,1.5579,0.481,-0.0458,0.7406,0.0434,0.2878,1.7081,0.7812,-0.097,0.0014,Control
Utah__A02,1.0219,-0.133,-0.0583,0.076,0.8359,-0.1561,0.4393,-0.0857,-0.0891,0.8531,1.5807,1.7858,0.713,0.0506,-0.0447,0.5027,-0.1513,1.2318,0.5681,-0.0622,1.5918,0.7523,0.8206,-0.0019,0.4329,-0.0668,0.3299,-0.0915,0.0595,1.027,0.5452,0.2585,1.0388,0.9878,1.1223,0.3496,-0.0204,-0.0582,0.2701,0.9986,0.0595,1.3041,0.9413,0.2908,0.5417,0.2461,0.2107,1.3115,-0.095,0.3841,-0.0326,0.4968,1.5161,0.3088,-0.017,0.9959,-0.0629,-0.0353,1.3935,0.5584,-0.1359,0.0076,Control
Utah__A03,1.1793,-0.0419,-0.3105,-0.0849,0.8778,-0.1823,0.611,-0.0275,-0.0854,0.989,1.6106,1.842,0.6512,0.0748,-0.0352,0.5295,-0.1013,1.3374,0.7086,-0.075,1.5826,0.9652,0.8874,-0.0548,0.4582,-0.0901,0.6162,-0.0165,0.027,1.1563,0.6117,0.3822,1.3051,1.2745,1.0622,0.2936,-0.018,-0.1105,0.4412,1.2062,0.0945,1.3098,1.1275,0.5222,0.5906,0.2974,0.1549,1.6232,0.041,0.527,-0.0336,0.6205,1.5774,0.4119,-0.0582,1.1097,0.0409,-0.0581,1.7191,0.7969,-0.1015,0.0448,Control
Utah__A04,0.9626,-0.1012,-0.0629,-0.0375,0.8537,-0.0928,0.4499,-0.1383,-0.0223,0.8292,1.6525,1.8963,0.7913,0.0885,0.0463,0.5912,-0.0751,1.0915,0.5902,0.0126,1.5646,0.5819,0.9468,-0.0367,0.5394,-0.1066,0.4865,4e-04,0.0236,1.048,0.5447,0.1612,0.9648,1.2288,1.3101,0.2927,-0.0816,-0.121,0.2959,0.9294,0.0561,1.2814,1.1086,0.4084,0.4545,0.1597,0.2674,1.3469,-0.1727,0.4171,-0.0137,0.3767,1.5256,0.2969,-0.072,0.7562,0.1444,0.0755,1.3902,0.6429,-0.0683,0.0515,Control
Utah__A05,1.2831,-0.0786,-0.256,-0.0563,0.806,-0.0762,0.5093,-0.1353,-0.0124,0.9984,1.7552,1.9204,0.8525,0.0715,0.0317,0.8354,-0.0515,1.6454,0.7761,-0.0564,1.6268,0.8991,1.0027,-0.0505,0.7075,-0.068,0.639,0.0056,-0.0138,1.1268,0.6485,0.3028,1.5404,1.2768,1.0733,0.5999,0.0229,-0.1238,0.5142,1.1561,-0.0196,1.4353,1.2248,0.5608,0.6402,0.4084,0.3683,1.6043,-0.1097,0.5451,-0.1022,0.5698,1.7357,0.5095,-0.0728,1.0221,0.0923,0.0357,1.706,0.7232,-0.0838,-0.0362,Control
Utah__A06,1.0869,-0.1225,-0.2184,-0.0192,0.7795,-0.1283,0.3674,-0.0952,-0.1283,1.0101,1.6692,1.8602,0.7698,-0.0077,-0.084,0.6054,-0.095,1.595,0.6719,-0.0708,1.4872,0.8472,0.9118,-0.1266,0.5558,-0.0776,0.4242,-0.0606,-0.0114,1.0473,0.5774,0.3578,1.3195,1.159,1.1456,0.2216,0.071,-0.1393,0.3405,1.1729,-0.012,1.2782,0.9875,0.4095,0.3528,0.3687,0.1127,1.5968,-0.1594,0.459,-0.1309,0.637,1.5319,0.4026,-0.0981,0.7543,0.0288,0.0395,1.6586,0.6215,-0.3016,-0.0146,Control
Utah__A07,1.1388,-0.1041,-0.3127,0.0403,0.8901,-0.111,0.4816,-0.0851,-0.0976,1.0456,1.7677,1.7583,0.8015,0.0279,-0.0618,0.5522,-0.1295,1.2609,0.6672,-0.0828,1.7258,0.9315,0.8797,-0.1198,0.5927,-0.0797,0.3246,-0.0383,0.0284,1.096,0.588,0.5118,1.1829,0.9534,1.3126,0.4118,0.0383,-0.2079,0.4413,1.1976,0.0937,1.425,1.0338,0.5202,0.4445,0.2829,0.1762,1.5044,-0.113,0.4877,-0.0427,0.628,1.6913,0.46,-0.0452,0.8679,-0.0221,0.1172,1.7335,0.7038,-0.2142,-0.1665,Control
Utah__A08,0.8878,-0.1217,-0.1747,-0.0594,1.0795,-0.1577,0.5177,-0.086,-0.0566,0.9719,1.7193,1.6298,0.7415,0.0959,0.0282,0.3659,-0.1212,1.0413,0.5209,-0.0097,1.5316,0.9143,0.7384,-0.0251,0.539,-0.0551,0.3031,-0.071,-0.0503,1.0098,0.5819,0.3109,0.8672,0.8911,1.5496,-0.0577,-0.0664,-0.1232,0.2605,1.0132,-0.0402,1.1572,0.9493,0.5014,0.4732,0.2192,0.0318,1.6328,-0.1579,0.5337,-0.1265,0.6428,1.3056,0.4203,-0.0266,0.8001,-0.0816,0.1349,1.6813,0.6873,-0.1236,0.0035,Control
Utah__A09,0.8931,-0.1266,-0.2049,-0.0385,0.9151,-0.09,0.534,-0.1581,-0.0538,1.0397,1.5706,1.7393,0.9474,0.004,-0.005,0.5142,-0.1008,1.3109,0.5489,-0.0647,1.6127,0.8374,0.825,-0.0927,0.5857,-0.082,0.5341,-0.0473,-0.0102,1.0879,0.5461,0.395,1.0264,1.0955,1.4437,0.2532,-0.0198,-0.1625,0.4229,1.0736,-0.0537,1.2181,1.0039,0.5973,0.4198,0.192,0.2388,1.4646,0.0033,0.4402,0.0187,0.5985,1.2965,0.3842,-0.1456,0.5983,0.0231,0.148,1.6463,0.6178,-0.1036,-0.1595,Control
Utah__A10,1.0608,-0.0857,-0.1337,-0.0098,1.011,-0.1022,0.5475,-0.1168,-0.0629,0.9818,1.8197,1.8031,0.8874,0.1047,0.0233,0.4959,-0.0843,1.1819,0.6482,-0.1223,1.6123,0.7958,0.8858,0.0067,0.4628,-0.0798,0.3989,-0.0119,-0.0026,1.0628,0.5709,0.5263,1.1307,1.0124,1.0976,0.2205,-0.0258,-0.0904,0.4144,1.1358,0.0587,1.3028,0.9683,0.7058,0.5202,0.2477,0.2389,1.4484,-0.111,0.5985,-0.0648,0.7513,1.6694,0.4113,-0.0718,0.7606,0.0509,-0.0585,1.7394,0.6689,-0.1064,-0.0251,Control
