@relation data

@attribute id string
@attribute 51422 numeric
@attribute 51719 numeric
@attribute 53632 numeric
@attribute 5494 numeric
@attribute 55437 numeric
@attribute 5562 numeric
@attribute 5563 numeric
@attribute 5564 numeric
@attribute 5565 numeric
@attribute 5571 numeric
@attribute 57521 numeric
@attribute 6794 numeric
@attribute 81617 numeric
@attribute 92335 numeric
@attribute Class {Control,BRCACancer}

@data
Utah__A01,0.3976,1.2019,0.1036,1.7473,0.2548,1.3738,-0.117,1.2388,1.1575,1.351,0.2896,0.6664,0.4428,0.7734,Control
Utah__A02,0.2947,0.9754,0.1232,1.6431,0.2157,1.2086,-0.0836,0.9662,0.9426,1.1982,0.1652,0.5296,0.2103,0.4564,Control
Utah__A03,0.3798,1.1498,0.0606,1.7566,0.0822,1.2768,-0.0867,1.1472,1.0291,1.3648,0.3147,0.6796,0.4156,0.6554,Control
Utah__A04,0.3259,1.0672,0.1424,1.6057,0.2753,1.2704,-0.1014,1.1062,1.0656,1.197,0.2204,0.6239,0.3161,0.5159,Control
Utah__A05,0.4287,1.2241,0.0516,1.8996,0.1445,1.3214,-0.0981,1.2425,1.2047,1.4345,0.2483,0.777,0.4744,0.6768,Control
Utah__A06,0.3681,0.982,0.0896,1.6378,0.1723,1.2028,-0.1108,1.0399,1.0346,1.3816,0.1855,0.5449,0.3449,0.5863,Control
Utah__A07,0.5911,1.3461,0.1877,1.905,0.1954,1.3566,-0.0574,1.2614,1.0969,1.3542,0.2463,0.6163,0.3444,0.7232,Control
Utah__A08,0.5935,1.447,0.1577,1.7839,0.1383,1.4406,-0.1312,0.9565,1.1546,1.1326,0.3999,0.501,0.2996,0.7808,Control
Utah__A09,0.4881,1.2905,0.2012,1.851,0.1291,1.2888,-0.0639,1.0518,0.9803,1.2257,0.2974,0.5976,0.3895,0.6272,Control
Utah__A10,0.5295,1.4061,0.1245,1.9424,0.2099,1.456,-0.1561,1.1366,1.2655,1.2199,0.3185,0.527,0.4123,0.6939,Control
Utah__A11,0.2398,0.9803,0.0374,1.6245,0.0998,1.0445,-0.1344,1.0966,0.7936,1.243,0.2286,0.5103,0.4371,0.5037,Control
Utah__A12,0.2497,0.7942,0.2195,1.3223,0.1359,0.9707,-0.0019,0.6934,0.6998,0.9241,0.0641,0.2249,0.14,0.1695,Control
Utah__B01,0.3739,1.1098,0.1644,1.69,0.1123,1.3654,-0.1924,0.8896,1.026,1.0479,0.1758,0.3047,0.2163,0.6347,Control
Utah__B02,0.3679,1.1281,0.1622,1.7045,0.1548,1.4322,-0.1054,1.1773,1.128,1.2721,0.2602,0.6644,0.3935,0.6761,Control
Utah__B03,0.2937,1.1875,0.0793,1.6007,0.1297,1.4131,-0.1515,1.1106,1.1263,1.1418,0.1947,0.5412,0.2425,0.6357,BRCACancer
Utah__B04,0.7195,1.3878,0.1488,1.7155,0.1331,1.4252,-0.0834,0.7283,1.058,0.9219,0.4004,0.4698,0.2499,0.7864,BRCACancer
Utah__B05,0.3209,0.8891,0.1364,1.589,0.0752,1.1955,-0.0544,0.8291,0.7962,0.9818,0.1386,0.4259,0.1976,0.4762,BRCACancer
Utah__B06,0.1742,0.909,0.1631,1.3167,0.0066,1.1453,-0.0568,0.7161,0.9534,0.8586,-0.028,0.126,0.0691,0.3682,BRCACancer
Utah__B07,0.4083,1.2671,0.1819,1.7533,0.2652,1.5367,-0.0641,1.1502,1.1489,1.3023,0.3018,0.6223,0.3599,0.8211,BRCACancer
Utah__B08,0.23,0.983,0.0615,1.96,0.1984,1.1639,-0.0854,1.1604,0.8418,1.3442,0.2101,0.6929,0.3419,0.5429,Control
Utah__B09,0.5483,1.3821,0.1684,1.868,0.0262,1.2231,-0.2037,0.7263,0.9832,0.7949,0.293,0.4205,0.1736,0.6485,Control
Utah__B10,0.5143,1.2241,0.1469,1.589,0.185,1.2254,-0.0837,0.7556,0.7334,0.8996,0.1734,0.3316,0.1759,0.5009,Control
Utah__B11,0.4018,1.1163,0.1706,1.6435,0.1458,1.1593,-0.099,0.9577,0.8504,0.9778,0.1901,0.5012,0.2913,0.471,Control
Utah__B12,0.5073,1.0845,0.0964,1.2372,0.0957,1.0025,-0.0356,0.5534,0.6051,0.4198,0.2039,0.2795,0.1383,0.5618,Control
