@relation data

@attribute id string
@attribute 2690 numeric
@attribute 2885 numeric
@attribute 3265 numeric
@attribute 3643 numeric
@attribute 3717 numeric
@attribute 5290 numeric
@attribute 5294 numeric
@attribute 5295 numeric
@attribute 5335 numeric
@attribute 5578 numeric
@attribute 5579 numeric
@attribute 5594 numeric
@attribute 5595 numeric
@attribute 5604 numeric
@attribute 5777 numeric
@attribute 5894 numeric
@attribute 6195 numeric
@attribute 6464 numeric
@attribute 6517 numeric
@attribute 6654 numeric
@attribute 6722 numeric
@attribute 6776 numeric
@attribute 6777 numeric
@attribute 6927 numeric
@attribute 8651 numeric
@attribute Class {Control,BRCACancer}

@data
Utah__A01,-0.0986,1.6355,0.4236,0.1618,1.1912,1.5746,1.8406,1.4982,1.7307,0.5534,1.0586,1.76,1.0952,0.7341,1.8033,1.7841,0.9079,0.7565,-0.137,1.1256,0.7962,1.2133,1.495,-0.0533,0.0596,Control
Utah__A02,-0.0029,1.481,0.3716,0.0844,1.0674,1.3014,2.0413,1.1993,1.247,0.2001,0.7032,1.6579,1.0379,0.48,1.8803,1.5394,0.9261,0.8046,-0.0413,0.9005,0.7836,1.1168,1.0726,-0.0445,-0.1021,Control
Utah__A03,-0.0597,1.7658,0.3757,0.1984,1.4901,1.3967,2.162,1.3339,1.3323,0.1966,0.9762,1.9065,1.0752,0.7059,1.95,1.7337,1.0247,0.7989,0.0319,1.1275,0.8148,1.269,1.2059,-0.0764,-0.0609,Control
Utah__A04,-0.0411,1.4795,0.3609,0.1081,0.865,1.353,2.0983,1.4882,1.3202,0.3061,0.82,1.7434,1.0602,0.5113,1.8859,1.6705,1.0075,0.8019,-0.0038,1.028,0.7938,1.1765,1.2032,-0.0141,0.1671,Control
Utah__A05,-0.0301,1.8562,0.4772,0.2531,1.3068,1.4836,2.0939,1.3381,1.2108,0.3059,0.9512,1.9721,1.2157,0.726,2.0105,1.8077,1.116,0.8988,-0.0224,1.0464,0.9131,1.3211,1.2305,-0.0231,0.0527,Control
Utah__A06,-0.0545,1.5705,0.2467,0.2006,1.0847,1.3845,1.9853,1.3761,1.2063,0.296,0.9045,1.8749,1.0037,0.6824,1.823,1.7479,0.9822,0.7671,-0.0726,0.8852,0.7337,1.129,1.1159,-0.0388,0.0167,Control
Utah__A07,-0.0524,1.8609,0.364,0.1514,1.4226,1.5934,1.9624,1.6231,1.2924,0.5102,1.3099,1.9127,0.9863,0.8669,1.8362,1.7697,0.9873,0.7989,-0.154,1.1765,0.7957,1.0809,1.3173,-0.0637,-0.005,Control
Utah__A08,-0.097,1.7198,0.2967,0.1657,1.4684,1.7501,2.0579,1.714,1.4821,0.8364,1.4137,1.9432,1.0102,0.8829,1.6778,1.7375,0.8463,0.784,-0.1261,1.467,0.7172,1.023,1.3652,-0.0832,-0.0957,Control
Utah__A09,-0.0708,1.8278,0.349,0.1091,1.3695,1.4582,1.976,1.5464,1.3752,0.5718,1.2508,1.8616,1.0062,0.7767,1.8256,1.637,0.8276,0.7778,-0.1023,0.9988,0.7288,1.0927,1.2773,-0.0696,0.0082,Control
Utah__A10,-0.0928,1.802,0.398,0.151,1.4291,1.6941,2.115,1.6535,1.2657,0.3781,1.3167,1.9537,0.9394,0.8171,1.8519,1.7832,0.9696,0.79,-0.0393,1.3316,0.8269,1.0601,1.2687,-0.0623,-0.0182,Control
Utah__A11,-0.0858,1.5523,0.2904,0.1322,0.976,1.2025,1.5981,1.2442,1.1776,0.3263,0.9853,1.8347,0.9926,0.6056,1.7032,1.2804,0.7333,0.5794,-0.059,0.7415,0.5483,0.8919,1.1274,0.0461,-0.0811,Control
Utah__A12,9e-04,1.1373,0.2032,-0.0813,0.4637,0.9215,1.6271,1.0289,0.8519,0.1184,0.5269,1.3126,0.6672,0.3165,1.3553,1.1644,0.6795,0.5636,-0.081,0.5292,0.6808,0.6648,0.6719,-0.0939,-0.2734,Control
Utah__B01,0.004,1.5002,0.1584,0.0761,0.9815,1.4577,1.9184,1.5918,1.4072,0.5839,0.9472,1.5662,0.7793,0.6567,1.5206,1.6434,0.612,0.5764,-0.2768,0.9141,0.5736,0.9454,1.1633,-0.1863,-0.4583,Control
Utah__B02,-0.0697,1.6034,0.3404,0.1482,0.9702,1.4219,2.0553,1.7587,1.4738,0.3378,0.785,1.7427,1.0963,0.6188,1.9574,1.8632,0.9432,0.9083,-0.0992,0.8807,0.843,1.1624,1.2628,-0.048,0.0264,Control
Utah__B03,-0.0745,1.5674,0.2646,0.1221,1.0222,1.5109,1.9803,1.9459,1.4534,0.3907,0.9095,1.7521,0.9479,0.6536,1.7834,1.7244,0.8727,0.7155,-0.165,0.9276,0.6948,1.0886,1.2554,-0.0948,-0.1104,BRCACancer
Utah__B04,-0.0162,1.6385,0.1782,0.1557,1.3224,1.5671,1.9926,1.5967,1.4041,0.6402,1.5857,1.9229,0.7243,0.8115,1.5984,1.7237,0.8714,0.7092,-0.1301,1.4335,0.6602,1.0415,1.3129,0.0675,-0.1528,BRCACancer
Utah__B05,-0.0408,1.4949,0.2381,0.0863,0.8028,1.1566,2.133,1.6704,1.0304,0.1887,0.8601,1.8007,0.8239,0.4972,1.8115,1.4156,0.7805,0.7441,-0.1442,0.7814,0.769,0.9612,0.9651,-0.0542,-0.0557,BRCACancer
