@relation data

@attribute id string
@attribute 10189 numeric
@attribute 10250 numeric
@attribute 10482 numeric
@attribute 10762 numeric
@attribute 10921 numeric
@attribute 11097 numeric
@attribute 11338 numeric
@attribute 129401 numeric
@attribute 1977 numeric
@attribute 22916 numeric
@attribute 23165 numeric
@attribute 23225 numeric
@attribute 23279 numeric
@attribute 23511 numeric
@attribute 348995 numeric
@attribute 4116 numeric
@attribute 4686 numeric
@attribute 4799 numeric
@attribute 4927 numeric
@attribute 4928 numeric
@attribute 51362 numeric
@attribute 53371 numeric
@attribute 55746 numeric
@attribute 57122 numeric
@attribute 5903 numeric
@attribute 6426 numeric
@attribute 6427 numeric
@attribute 6428 numeric
@attribute 6429 numeric
@attribute 6430 numeric
@attribute 6431 numeric
@attribute 6432 numeric
@attribute 65109 numeric
@attribute 7175 numeric
@attribute 7307 numeric
@attribute 79023 numeric
@attribute 79902 numeric
@attribute 8021 numeric
@attribute 8086 numeric
@attribute 81929 numeric
@attribute 8480 numeric
@attribute 8683 numeric
@attribute 9295 numeric
@attribute 9631 numeric
@attribute 9688 numeric
@attribute 9785 numeric
@attribute 9818 numeric
@attribute 9883 numeric
@attribute 9939 numeric
@attribute 9972 numeric
@attribute Class {Control,BRCACancer}

@data
Utah__A01,0.4912,1.1419,2.5633,0.9924,0.7101,0.9331,1.3065,0.707,0.572,1.2732,1.781,1.4126,1.5518,1.559,1.6503,0.8582,1.7778,1.3497,1.8716,1.7406,1.6679,1.0429,1.2719,1.2246,2.4923,2.8867,2.3495,2.5804,1.3144,3.6936,2.1933,2.3179,0.3976,1.9711,1.9096,1.113,1.0152,1.1994,1.16,1.475,0.9643,1.0763,1.8077,1.7616,0.8706,0.8038,1.4573,0.7887,0.5317,1.6197,Control
Utah__A02,0.5017,0.9061,2.5467,0.7877,0.5478,0.5968,1.0815,0.3625,0.4218,0.9801,1.4507,1.0923,1.149,1.231,1.2745,0.6407,1.5028,1.0371,1.5999,1.4673,1.5378,0.809,1.0194,0.8946,2.2523,2.689,2.0517,2.3006,1.0162,3.5761,1.7692,2.0823,0.2088,1.6312,1.551,0.8601,0.6466,0.9104,0.8312,1.1084,0.7338,0.9267,1.5227,1.418,0.742,0.6837,1.1014,0.463,0.3752,1.4304,Control
Utah__A03,0.6266,1.0715,2.7361,1.0438,0.7196,0.7366,1.2566,0.4868,0.532,1.1279,1.6501,1.4092,1.2156,1.4163,1.2742,0.7951,1.6978,1.1595,1.6654,1.5975,1.6835,0.9157,1.1758,1.0998,2.2838,2.6746,2.2292,2.4853,1.2503,3.4557,2.0322,2.213,0.2938,1.785,1.943,1.0509,0.8692,1.1255,0.9591,1.261,0.9729,1.2051,1.5945,1.6312,0.9594,0.8079,1.3599,0.7508,0.7946,1.5408,Control
Utah__A04,0.6258,0.9989,2.5545,0.6573,0.5648,0.5699,1.128,0.5264,0.4744,1.1048,1.5614,1.4377,1.0713,1.2665,1.3348,0.7657,1.4159,1.1043,1.6618,1.4678,1.5733,0.839,1.0599,0.8743,2.4381,2.5743,2.0198,2.6494,1.1962,3.5432,1.9274,2.2231,0.2219,1.7619,1.7279,0.7024,0.6269,0.9735,0.728,1.0613,0.8062,0.9967,1.6806,1.5554,0.7138,0.7029,1.0888,0.5594,0.474,1.4799,Control
Utah__A05,0.753,1.0805,2.7208,0.8523,0.5617,0.816,1.312,0.4824,0.4719,1.1098,1.5985,1.3625,1.2609,1.3788,1.4387,0.8314,1.6112,1.1734,1.5829,1.634,1.7228,0.8649,1.1941,0.9672,2.3341,2.5974,2.2048,2.6257,1.2466,3.3186,1.9575,2.2208,0.2947,1.797,1.8207,0.9305,0.7466,1.1461,1.0226,1.2879,0.9451,1.0327,1.61,1.6548,0.9219,0.8498,1.2936,0.7742,0.5153,1.5712,Control
Utah__A06,0.6257,1.0108,2.6247,0.8937,0.5795,0.7379,1.1384,0.4659,0.385,0.9918,1.5396,1.2983,1.2489,1.3327,1.2963,0.7177,1.6022,1.1385,1.5326,1.5316,1.5365,0.7973,1.1345,0.9473,2.3524,2.6779,2.0464,2.4563,1.1727,3.4998,2.0718,2.0542,0.3085,1.5999,1.8994,0.8531,0.7531,1.1105,1.0083,1.2153,0.8893,0.9969,1.6084,1.5439,0.8654,0.7626,1.2429,0.58,0.5294,1.4058,Control
Utah__A07,0.5591,1.0363,2.5964,0.9877,0.6948,0.8727,1.1989,0.6323,0.6208,1.2027,1.6216,1.4037,1.4262,1.2873,1.4989,0.8976,1.7455,1.235,1.6565,1.6599,1.7684,0.9505,1.1774,1.0432,2.4787,2.796,2.1662,2.4427,1.3695,3.664,2.1107,2.334,0.2996,1.778,1.8462,0.9491,0.9098,1.2095,0.9487,1.3738,0.9469,0.9722,1.7468,1.6005,0.9113,0.7583,1.4865,0.8226,0.4326,1.5655,Control
Utah__A08,0.3442,1.1759,2.4173,0.9117,0.7297,0.7243,1.0558,0.8816,0.6957,1.0755,1.6363,1.4937,1.4512,1.3448,1.4121,0.7092,1.7312,1.2326,1.6717,1.6303,1.6862,1.0533,1.2138,1.0932,2.5038,2.6287,1.8826,2.4143,1.539,3.4951,1.6633,2.2172,0.2976,2.0249,1.9489,0.8774,0.8676,1.3571,0.8335,1.2391,0.8257,0.9374,1.8575,1.6376,0.9033,0.6969,1.5301,0.9083,0.4447,1.6948,Control
Utah__A09,0.4424,1.0224,2.5981,0.943,0.4818,0.7401,1.2467,0.5181,0.563,1.0068,1.4965,1.3474,1.3406,1.3604,1.2829,0.671,1.6358,1.1931,1.6925,1.6396,1.5716,0.7615,1.0276,1.1025,2.2813,2.8869,2.2533,2.5281,1.2035,3.7274,1.9603,2.0575,0.2532,1.7107,1.8096,0.9604,0.7555,1.19,0.935,1.2932,0.898,0.8657,1.6069,1.4273,0.8824,0.7297,1.365,0.6299,0.4384,1.4506,Control
Utah__A10,0.5218,1.1925,2.5582,0.949,0.6266,0.7537,1.1802,0.8031,0.5259,1.0887,1.733,1.4806,1.2814,1.3589,1.4783,0.7677,1.6504,1.2346,1.5354,1.6361,1.7208,0.9648,1.2229,1.082,2.5811,2.6084,1.9891,2.6365,1.4043,3.5705,1.8318,2.3471,0.2475,1.8496,1.8404,0.8929,0.809,1.2353,0.838,1.1613,0.8681,0.8989,1.7757,1.7359,0.8718,0.7449,1.5062,0.7326,0.4758,1.6748,Control
Utah__A11,0.4676,0.7478,2.403,0.7138,0.499,0.4851,1.1219,0.4317,0.3468,0.7711,1.2423,1.0775,1.2396,1.2609,1.1989,0.6534,1.5098,1.0544,1.5206,1.4954,1.3361,0.734,0.8138,0.9901,1.928,2.673,2.0105,2.124,0.9445,3.562,1.7294,1.7542,0.0921,1.3257,1.521,0.819,0.6786,1.1102,0.8696,1.1376,0.8114,0.7985,1.2294,1.2401,0.7425,0.5834,1.2206,0.4297,0.1968,1.1453,Control
Utah__A12,0.1889,0.5545,1.8839,0.4496,0.3092,0.3961,0.6924,0.2982,0.2636,0.8571,1.0932,0.9146,0.6686,0.7208,0.7162,0.6903,0.9778,0.7092,1.1777,0.9993,1.0631,0.546,0.8393,0.6256,1.8255,2.0637,1.4873,2.0907,0.7374,3.3023,1.4033,1.8012,-0.1145,1.2529,0.9184,0.6158,0.4992,0.5636,0.4674,0.6932,0.6664,0.5351,1.024,0.9896,0.5044,0.3553,0.7014,0.4669,0.4114,1.1164,Control
Utah__B01,0.2091,1.1872,2.439,0.9287,0.8009,0.8079,0.9011,0.6408,0.5552,1.107,1.5559,1.1949,1.2653,1.2133,1.3877,1.0371,1.6917,1.2407,1.6527,1.5324,1.5991,1.0807,1.0958,0.9965,2.2699,2.8932,2.0349,2.6943,1.2774,3.7978,2.2182,2.2476,0.2039,1.7466,1.966,0.8857,0.7882,1.1081,0.9721,1.1912,0.8732,1.1652,1.9952,1.5842,0.7403,0.5999,1.2343,0.7941,0.7288,1.4608,Control
Utah__B02,0.635,1.2739,2.8559,0.9443,0.803,0.985,1.3312,0.5256,0.5042,1.2839,1.7005,1.4729,1.3,1.4376,1.6926,1.1539,1.6408,1.2302,1.6912,1.5733,1.651,1.0263,1.2835,1.0971,2.4165,3.0081,2.5394,3.0179,1.2827,3.9483,2.1841,2.5744,0.259,1.7886,2.0871,0.8572,0.8699,1.0861,1.0765,1.304,0.999,1.2961,2.0019,1.6461,0.8831,0.7828,1.2347,0.7281,0.9032,1.4658,Control
Utah__B03,0.5501,1.2156,2.6682,1.0153,0.7492,0.8629,1.118,0.5165,0.4785,1.2042,1.6551,1.378,1.2759,1.3478,1.5625,1.0453,1.6429,1.1751,1.6076,1.5767,1.7349,1.0115,1.2201,1.0086,2.4076,3.0073,2.2643,2.8239,1.2934,3.9224,2.179,2.5159,0.1974,1.7408,1.9673,0.8311,0.8702,1.0846,0.9671,1.2272,0.9038,1.1325,2.0353,1.6004,0.805,0.6957,1.2364,0.6673,0.8598,1.5397,BRCACancer
Utah__B04,0.3032,1.0214,2.338,0.8919,0.7637,0.6511,0.9058,0.6864,0.6533,0.9688,1.4224,1.4988,1.0171,1.1706,1.1899,0.5395,1.4412,1.0959,1.2418,1.4606,1.5086,0.9013,0.9902,0.774,2.2468,2.4687,1.6628,2.2894,1.5932,3.2143,1.604,2.0232,0.1917,1.7086,1.8557,0.6189,0.7324,1.2041,0.692,0.9492,0.6428,0.9978,1.8376,1.4106,0.7403,0.6351,1.2423,1.0533,0.3481,1.6581,BRCACancer
Utah__B05,0.3263,0.975,2.6458,0.9025,0.6755,0.5593,0.9435,0.3063,0.4763,0.8364,1.339,1.2992,0.9398,1.1737,0.9415,0.8839,1.4418,1.0838,1.4015,1.4252,1.3357,0.8541,0.8914,0.8469,2.188,2.5669,1.9043,2.3714,1.1486,3.8931,1.8479,2.0172,0.1121,1.4371,1.9412,0.7966,0.6396,1.0498,0.6855,1.0648,0.7202,1.0376,1.6644,1.296,0.7656,0.5526,1.0184,0.6743,0.4002,1.296,BRCACancer
Utah__B06,0.0331,0.8393,2.3544,0.7483,0.5256,0.5414,0.5643,0.3578,0.4834,0.8882,1.2178,0.8764,0.9225,0.8707,1.1703,0.6835,1.2972,0.888,1.1455,1.1073,1.2889,0.6869,0.8644,0.7186,2.039,2.7171,1.9161,2.3336,0.9504,3.8384,1.9803,2.2142,0.0303,1.4294,1.4291,0.6082,0.6619,0.854,0.7104,0.6633,0.6037,0.8197,1.8078,1.0634,0.6373,0.4284,0.9821,0.7451,0.7391,1.2277,BRCACancer
Utah__B07,0.4571,1.2642,2.7477,1.1052,0.8501,1.0834,1.281,0.6338,0.6448,1.3116,1.7288,1.5516,1.3465,1.4203,1.7832,0.9118,1.696,1.2819,1.7336,1.6637,1.6787,1.099,1.2551,1.1369,2.5253,3.0606,2.3593,2.7843,1.379,3.9156,2.0565,2.5356,0.387,1.976,1.8626,0.9571,0.8999,1.1586,1.0793,1.1678,0.9009,1.2872,2.0114,1.722,0.853,0.696,1.4049,0.8562,0.6798,1.6336,BRCACancer
Utah__B08,0.6674,0.8607,2.5526,0.889,0.484,0.7882,1.23,0.459,0.4036,0.9763,1.3932,1.1382,1.3222,1.3027,1.3369,0.7889,1.584,1.1524,1.5359,1.5057,1.4768,0.7103,0.911,1.0954,2.179,2.8808,2.4113,2.5784,0.9776,3.7815,2.2317,2.0855,0.2086,1.3964,1.5187,0.8486,0.7821,0.9952,0.9841,1.3057,0.9062,0.8839,1.4368,1.3693,0.7821,0.6909,1.3062,0.5396,0.292,1.3176,Control
Utah__B09,0.2072,1.0074,2.4227,0.8007,0.637,0.4168,0.8909,0.5888,0.6301,0.7873,1.0806,1.2119,1.006,1.0024,0.8701,0.6319,1.5249,1.0902,1.2637,1.2741,1.2412,0.8188,0.7655,0.6388,1.8838,2.4793,1.7311,2.2805,1.363,3.5662,1.8323,1.9718,0.2523,1.5528,2.0361,0.5146,0.5959,1.1887,0.5608,1.0003,0.6121,1.1505,1.7073,1.0346,0.7341,0.5371,1.1812,0.7634,0.5042,1.5033,Control
Utah__B10,0.3056,0.8792,2.3053,0.7182,0.4653,0.4951,0.8363,0.4553,0.4406,0.9016,1.3272,1.2132,1.0213,0.9737,0.9968,0.6268,1.3786,0.8738,1.3084,1.2309,1.4026,0.6964,0.9309,0.6749,2.3119,2.4887,1.7138,2.2729,1.2147,3.5247,1.5342,2.074,0.1453,1.61,1.4168,0.4719,0.55,1.0109,0.5104,0.9417,0.6507,0.8119,1.5797,1.2714,0.5627,0.4609,1.1126,0.8013,0.3857,1.4786,Control
Utah__B11,0.3567,0.8267,2.4233,0.6113,0.4706,0.4918,0.9777,0.5328,0.3572,0.9111,1.2808,1.2074,1.0241,1.2335,0.9026,0.7101,1.3723,0.9726,1.4598,1.4876,1.2549,0.7695,1.0252,0.9798,2.3833,2.3553,1.7982,2.1715,1.1244,3.5491,1.8434,2.1187,0.1278,1.5727,1.4684,0.8965,0.8658,1.0692,0.7893,1.1169,0.7823,0.7696,1.3093,1.3501,0.7798,0.5136,1.0916,0.7088,0.3228,1.375,Control
Utah__B12,0.0906,0.7058,2.3497,0.7738,0.5502,0.2706,0.598,0.2597,0.4847,0.5398,0.8872,1.1447,0.6929,0.6815,0.792,0.4262,1.1133,0.774,0.9981,0.9867,1.0056,0.5358,0.5776,0.3399,1.5641,2.4295,1.3533,1.7566,1.2274,3.4822,1.2951,1.5377,0.0657,1.2599,1.5076,0.1308,0.5128,0.9568,0.3382,0.7074,0.3208,0.8205,1.713,0.6696,0.4227,0.4323,0.9288,0.7395,0.2771,1.247,Control
Utah__C01,0.4196,0.9394,2.658,1.0159,0.7689,0.7464,1.1755,0.4789,0.5352,0.903,1.3791,1.4816,1.2323,1.3377,1.33,0.7261,1.5944,1.1355,1.4612,1.6206,1.5299,0.8158,1.0355,0.9172,2.1177,2.5606,2.1035,2.2406,1.2656,3.2755,1.9245,2.0119,0.2594,1.6133,1.5611,0.8389,0.7955,1.2079,1.0729,1.2508,0.8912,1.0093,1.612,1.348,0.8398,0.7216,1.3799,0.767,0.402,1.4216,BRCACancer
