@relation data

@attribute id string
@attribute 142 numeric
@attribute 317 numeric
@attribute 3725 numeric
@attribute 394 numeric
@attribute 397 numeric
@attribute 54205 numeric
@attribute 5551 numeric
@attribute 834 numeric
@attribute 836 numeric
@attribute 841 numeric
@attribute 842 numeric
@attribute 843 numeric
@attribute Class {Control,BRCACancer}

@data
Utah__A01,1.017,1.7487,1.3192,0.8375,2.0756,0.7163,2.0279,2.6174,1.24,1.465,0.8952,1.1688,Control
Utah__A02,0.8167,1.6818,0.8029,0.584,1.7697,0.7423,2.9198,3.1109,1.2187,1.1745,0.614,0.7882,Control
Utah__A03,0.9422,1.8237,1.2073,0.5112,1.9762,0.9311,3.0536,3.0749,1.3606,1.4136,0.8989,1.1272,Control
Utah__A04,0.9976,1.5078,1.3091,0.6365,1.8734,0.7592,2.8432,2.5399,1.1395,1.297,0.7606,0.8897,Control
Utah__A05,0.9347,1.9445,1.2428,0.6071,2.0556,0.7999,2.8876,3.0578,1.4523,1.3513,0.9986,1.1604,Control
Utah__A06,0.8003,1.7899,0.8136,0.5533,1.7748,0.7842,3.1043,2.8777,1.162,1.2326,0.9562,1.1238,Control
Utah__A07,0.9249,1.9755,1.2402,0.8796,2.044,0.7672,3.0449,2.8845,1.4389,1.4514,0.8141,1.1824,Control
Utah__A08,0.908,1.7175,0.8862,1.0252,2.1084,0.5666,2.6305,2.409,1.041,1.533,0.7207,1.325,Control
Utah__A09,0.8527,1.731,0.9959,0.7676,2.1054,0.6669,2.8149,2.7714,1.0344,1.2306,0.7421,0.9483,Control
Utah__A10,0.8924,1.885,1.3751,0.6923,1.9811,0.5994,2.9287,2.9161,1.2447,1.3767,0.9479,0.9156,Control
Utah__A11,0.7292,1.7629,1.0715,0.5881,1.7097,0.6778,3.4857,2.7047,0.8655,0.999,0.5807,0.6776,Control
Utah__A12,0.5512,1.1173,0.7127,0.2718,1.7066,0.4178,2.2587,2.531,0.8947,0.9414,0.4971,0.4973,Control
Utah__B01,0.8373,1.3385,0.9621,0.9313,2.0573,0.5944,1.4215,2.3789,0.8888,1.3439,0.7117,0.9804,Control
Utah__B02,1.0211,1.5383,1.3562,0.6443,2.0751,1.0909,3.0077,2.7901,1.1595,1.362,0.868,0.9269,Control
Utah__B03,0.9425,1.6468,1.1569,0.636,2.0591,0.9005,2.4169,2.7189,1.0598,1.5046,0.6967,0.9174,BRCACancer
Utah__B04,0.797,1.5149,0.8223,0.7393,1.7122,0.6219,2.6475,2.1061,1.0387,1.4123,0.6286,1.1038,BRCACancer
Utah__B05,0.7053,1.2632,0.6881,0.5221,2.1162,0.8085,3.1458,2.7995,1.1362,1.1158,0.6254,0.7935,BRCACancer
Utah__B06,0.6772,1.2445,0.3086,0.3538,1.5799,0.1169,1.9839,2.6464,0.9527,1.4129,0.5369,0.8054,BRCACancer
Utah__B07,1.071,1.736,1.0713,0.7107,2.0599,0.8633,2.9459,3.0073,1.2561,1.7409,0.7399,0.9649,BRCACancer
Utah__B08,0.7367,1.867,1.1173,0.687,1.8184,0.7197,2.9517,2.9783,1.1499,1.156,0.8371,0.8104,Control
Utah__B09,0.6478,1.1309,0.8029,0.7996,1.943,0.439,2.3078,1.5922,0.9575,1.1372,0.3752,0.8939,Control
Utah__B10,0.6956,1.4053,0.8277,0.5646,1.7545,0.5219,3.2695,2.0703,0.874,1.2173,0.5534,0.9213,Control
Utah__B11,0.7838,1.8542,0.9367,0.5812,2.1507,0.4327,2.0211,3.116,1.0068,0.9041,0.6291,0.8344,Control
Utah__B12,0.4213,1.0883,0.4094,0.541,1.3287,0.3144,1.4768,1.404,0.6178,0.873,0.3193,0.7459,Control
Utah__C01,0.8162,1.8682,1.2058,0.5133,1.8585,0.6704,3.118,2.7845,0.9613,1.2504,0.7916,1.2017,BRCACancer
Utah__C02,0.9341,1.6253,1.0213,0.5287,1.7913,0.6617,3.2636,2.7534,0.9934,1.2754,0.8772,0.9538,BRCACancer
Utah__C03,1.0056,1.7095,1.1628,0.4535,1.8526,0.7761,3.5629,2.7676,1.2434,1.5651,0.9409,1.1637,BRCACancer
Utah__C04,0.3419,1.2876,0.627,0.3689,1.3641,0.6996,2.6413,2.1563,0.692,0.7261,0.3715,0.4397,Control
Utah__C05,0.4481,1.4224,0.5237,0.3113,1.2514,0.5506,3.3578,2.3363,0.7308,0.7437,0.494,0.6351,BRCACancer
Utah__C06,0.1969,0.1891,0.2088,0.0041,0.4351,0.1183,0.8715,0.4124,0.2605,0.3994,0.0019,0.106,Control
Utah__C07,0.6664,1.5335,0.8671,0.3786,1.3043,0.5516,3.518,2.2293,0.8349,1.0345,0.6067,0.4851,Control
Utah__C08,0.7463,1.5297,0.7816,0.6058,1.6945,0.6184,3.2425,2.4986,0.8646,1.1049,0.6941,0.7718,Control
Utah__C09,0.7488,1.2693,1.1077,0.3264,1.3785,0.5717,3.2542,2.1403,0.8981,1.082,0.5565,0.6834,Control
