@relation data

@attribute id string
@attribute 10747 numeric
@attribute 1361 numeric
@attribute 1378 numeric
@attribute 1380 numeric
@attribute 1604 numeric
@attribute 2 numeric
@attribute 2147 numeric
@attribute 2149 numeric
@attribute 2152 numeric
@attribute 2153 numeric
@attribute 2155 numeric
@attribute 2157 numeric
@attribute 2158 numeric
@attribute 2159 numeric
@attribute 2160 numeric
@attribute 2161 numeric
@attribute 2162 numeric
@attribute 2165 numeric
@attribute 2243 numeric
@attribute 2244 numeric
@attribute 2266 numeric
@attribute 3053 numeric
@attribute 3075 numeric
@attribute 3426 numeric
@attribute 3818 numeric
@attribute 3827 numeric
@attribute 4153 numeric
@attribute 4179 numeric
@attribute 462 numeric
@attribute 5054 numeric
@attribute 5104 numeric
@attribute 5265 numeric
@attribute 5327 numeric
@attribute 5328 numeric
@attribute 5329 numeric
@attribute 5340 numeric
@attribute 5345 numeric
@attribute 5624 numeric
@attribute 5627 numeric
@attribute 5648 numeric
@attribute 623 numeric
@attribute 624 numeric
@attribute 629 numeric
@attribute 7035 numeric
@attribute 7056 numeric
@attribute 710 numeric
@attribute 712 numeric
@attribute 713 numeric
@attribute 714 numeric
@attribute 715 numeric
@attribute 716 numeric
@attribute 717 numeric
@attribute 718 numeric
@attribute 719 numeric
@attribute 722 numeric
@attribute 725 numeric
@attribute 727 numeric
@attribute 728 numeric
@attribute 729 numeric
@attribute 730 numeric
@attribute 731 numeric
@attribute 732 numeric
@attribute 733 numeric
@attribute 735 numeric
@attribute 966 numeric
@attribute Class {Control,BRCACancer}

@data
Utah__A01,-0.0017,-0.1211,1.1315,0.5413,1.8928,0.0437,-0.087,1.1346,-0.1328,1.2134,-0.0533,0.0219,-0.1412,0.0168,-0.0248,-0.0869,1.4007,-0.1126,-0.0945,-0.2419,-0.1804,-0.1163,0.2328,-0.1016,-0.0355,-0.1418,-0.3204,1.6751,-0.1166,0.1623,-0.2494,1.042,0.0306,0.0606,0.9705,0.0104,0.0144,0.0863,0.2593,-0.0712,-0.3143,-0.0233,0.0566,0.3221,0.6592,0.2453,-0.0556,0.0185,-0.1832,0.1463,-0.0314,0.1701,-0.0109,2.4754,-0.0984,0.0269,0.4187,1.4885,-0.0902,-0.1668,-0.0249,-0.0118,0.1403,-0.1041,0.6493,Control
Utah__A02,0.0232,-0.1487,0.8419,0.2503,1.3276,0.0173,-0.0712,1.3118,0.0537,0.8281,-0.0082,-0.0327,-0.0936,0.0586,-0.0196,0.0264,1.4079,-0.0242,-0.071,-0.1443,-0.1062,-0.1429,0.148,-0.0767,-0.0825,-0.1328,-0.2867,1.3888,-0.0169,0.0127,-0.3076,1.0967,0.0788,0.0321,0.7875,0.0276,0.0482,0.1395,0.2632,0.0128,-0.1643,-0.0502,0.1195,0.3386,0.5165,0.2478,0.2091,0.2249,0.0484,0.0609,-0.0807,0.4159,0.0668,2.7763,-0.026,0.1152,0.2327,1.2038,-0.0775,-0.1305,0.0266,0.0025,0.229,-0.0886,0.4026,Control
Utah__A03,0.0193,-0.1173,0.9079,0.1868,1.7297,0.0084,-0.102,1.328,-0.0105,0.885,0.0079,-0.0506,-0.1492,0.0711,-0.0833,-0.0111,1.3806,-0.0433,-0.0529,-0.1351,-0.173,-0.1428,0.045,-0.0401,-0.0334,-0.1479,-0.2122,1.5996,0.0311,0.0953,-0.2458,1.4029,0.039,-0.0222,1.0126,0.0307,0.1064,0.1618,0.2799,-0.0181,-0.1484,-0.0727,0.1341,0.2868,0.4993,0.7271,0.632,0.5766,0.1854,0.1277,-0.0242,0.6459,0.1904,2.6705,-0.0328,0.0239,0.4738,1.6774,-0.0876,-0.1596,0.0512,-0.051,0.1254,-0.0738,0.4696,Control
Utah__A04,-0.0342,-0.118,0.9051,0.5256,1.5563,0.0036,-0.0358,1.2907,0.0693,0.8512,0.0902,-0.0279,-0.0679,0.0179,-0.0725,0.1571,1.556,0.0217,-0.0865,-0.1603,-0.1183,-0.121,0.3471,-0.0147,-0.0198,-0.1399,-0.1692,1.3718,-0.1177,0.1332,-0.1863,0.7678,0.0242,0.0462,0.7207,-0.0493,0.0349,0.1617,0.3061,-0.0313,-0.1009,-0.0798,0.0047,0.2773,0.5022,0.076,0.09,0.0886,-0.0445,0.0679,-0.0699,0.1735,-0.018,1.9177,0.0022,-0.0662,0.2223,1.329,-0.054,-0.1092,-0.0131,-0.0203,0.1968,-0.019,0.4149,Control
Utah__A05,-0.0462,-0.1023,1.2724,0.4134,1.6541,0.0255,-0.0619,1.5416,-0.0321,1.4078,0.0382,-0.016,-0.1206,0.0485,-0.0681,0.1234,1.6769,0.0311,-0.0683,-0.1735,-0.1227,-0.1603,0.1261,-0.0584,-0.0201,-0.1464,-0.1778,1.6259,-0.045,0.2995,-0.2474,1.3331,-0.0183,0.0436,1.0988,-0.0789,0.0302,0.177,0.6107,-0.06,-0.1309,-0.0954,0.0974,0.4476,0.751,0.2703,0.5255,0.3421,0.1033,0.1262,-0.0757,0.5234,0.1158,2.5656,0.0111,-0.0253,0.444,1.8605,-0.1087,-0.1085,-0.0655,-0.0507,0.2747,-0.1021,0.5219,Control
Utah__A06,-0.0847,-0.0954,0.9713,0.1642,1.8291,0.0141,-0.0855,1.365,0.0257,1.0946,-0.031,-0.0322,-0.1594,0.0143,-0.0408,-0.0546,1.3028,-0.1081,-0.116,-0.1957,-0.0935,-0.1069,0.1215,-0.0552,-0.0543,-0.1354,-0.233,1.3753,-0.0102,0.1003,-0.3206,1.3697,-0.0483,0.0571,1.1811,0.0064,-0.0363,0.0746,0.225,-0.0088,-0.0801,-0.0474,0.0596,0.2921,0.4748,0.2429,0.1648,0.1294,-0.0646,0.0105,-0.0442,0.2076,0.0631,2.8283,-0.0645,0.0583,0.4629,1.8451,-0.0712,-0.0984,0.0112,0.0088,0.1371,-0.0748,0.4063,Control
Utah__A07,0.0085,-0.1559,1.0844,0.1404,1.7787,0.1124,-0.1015,1.3536,-0.0255,1.1301,0.0012,-0.0331,-0.1261,0.0162,-0.0941,0.0513,1.473,-0.0315,-0.0667,-0.1034,-0.1475,-0.0759,0.1232,-0.0291,0.0028,-0.1374,-0.1805,1.6672,-0.0037,0.0788,-0.3468,1.374,-0.0586,-0.0073,1.0086,-0.0114,0.0033,0.171,0.3299,-0.0319,-0.2047,-0.0926,0.1124,0.2619,0.6952,0.1167,0.1379,0.1986,-0.0178,0.0269,-0.0956,0.3313,-0.0116,2.3548,-0.0073,0.0098,0.3717,1.5761,-0.0814,-0.1227,-0.0112,-0.0231,0.125,-0.0743,0.5325,Control
Utah__A08,0.0221,-0.1385,0.8937,0.3081,1.8551,0.261,-0.0829,0.9492,-0.0463,0.7875,0.0322,-0.0682,-0.209,0.0144,-0.1094,-0.0394,1.1278,-0.1161,-0.1453,-0.2146,-0.1511,-0.1407,0.1897,-0.1077,0.065,-0.1683,-0.2358,1.7983,-0.0635,0.043,-0.2369,1.0739,-0.0397,0.0575,0.7028,-0.0232,0.0119,0.0256,0.0208,-0.0477,-0.1336,0.0116,0.0643,0.1495,0.36,0.2436,0.0454,0.0314,-0.0419,0.1333,-0.0438,0.2619,0.1935,1.7259,-0.1018,0.0057,0.3132,1.2659,-0.1312,-0.1439,-0.0418,-0.0306,0.127,-0.1512,0.386,Control
Utah__A09,0.0217,-0.0958,0.8389,0.1669,1.7102,0.0727,-0.1057,1.2462,-0.078,0.9021,-0.0169,-0.055,-0.1552,0.0125,-0.0829,0.0565,1.6803,-0.0343,-0.0318,-0.1419,-0.136,-0.1564,0.1875,-0.0309,-0.0608,-0.1411,-0.1894,1.579,-0.0463,0.144,-0.2795,1.2129,-0.0119,0.0055,0.8815,-0.0283,0.0709,0.0977,0.4187,-0.0273,-0.1958,-0.0411,0.0885,0.2498,0.5006,0.1762,0.0688,0.1026,0.079,0.024,-0.0484,0.282,0.0589,2.2942,-0.0346,0.1088,0.1841,1.5316,-0.0765,-0.1452,-0.0218,-0.0124,0.072,-0.0879,0.5556,Control
Utah__A10,0.0365,-0.1379,1.3224,0.0874,1.8438,0.3502,-0.082,1.5482,-0.0685,1.5041,0.0145,0.0094,-0.0914,0.0192,-0.0832,-0.0054,1.7269,-0.0278,-0.0574,-0.1695,-0.1294,-0.0621,0.2634,-0.1116,2e-04,-0.1281,-0.1507,1.7171,-0.0363,0.1611,-0.2602,1.224,0.006,0.0348,0.8895,-0.0414,0.0363,0.0838,0.6074,-0.0705,-0.2752,-0.0441,0.0605,0.394,0.5346,0.3036,0.0847,0.0875,-0.0611,0.0641,-0.0487,0.2814,0.071,2.2176,-0.0329,-0.0264,0.3501,1.3738,-0.1064,-0.1362,-0.1025,-0.045,0.183,-0.0828,0.4241,Control
